w1,l1_leg,l1_top,l1_center,l2,h1,l2_tap,ratio,Tx_turns,Tx_tap,Tx_height,Tx_preg,Rx_turns,Rx_tap,Rx_height,Rx_preg,g1,g2,Tx_space_x,Tx_space_y,Rx_space_x,Rx_space_y,core_N_w1,core_P_w1,Tx_layer_space_x,Tx_layer_space_y,Rx_layer_space_x,Rx_layer_space_y,Tx_width,Rx_width,Ltx_uH
4.4,2.2,2.2,3.2,9.2,19.6,0,0.5,14,24,0.105,0.05,2,34,0.105,0.02,0.1,0.45,0.9,0.9,4.2,2.4,10,19,2.7,1.4,0.8,3.6,0.81,2.3,28.6972348794352
3.2,5.8,4.6,3.2,5.6,7.6,0,0.51,14,28,0.175,0.08,2,7,0.07,0.06,0.1,0.3,0.6,3,3.2,4.2,21,20,1.3,4.5,4.9,0.7,0.17,1.6,30.1962717311074
4.4,1,5.8,4.4,12.8,53.2,0,0.51,14,31,0.14,0.09,2,27,0.105,0.1,0.1,0.34,0.6,2.9,2.9,3.6,12,6,2.9,0.2,4.5,0.8,0.18,1.4,31.1043982541904
5.6,5.8,1,2,4.4,35.2,0,0.51,14,30,0.105,0.07,2,9,0.105,0.01,0.1,0.3,0.5,3.4,1.7,2.7,6,5,4.4,2.5,0.6,3,0.36,1.3,31.7476473504311
3.2,2.2,2.2,6.8,9.2,8.8,0,0.51,14,21,0.035,0.01,2,20,0.105,0.06,0.1,0.26,1,1.5,4.1,4.8,0,15,3,2,4.2,2.7,0.43,3.8,31.9801964439673
5.6,1,5.8,4.4,17.6,19.6,0,0.51,14,30,0.175,0.08,2,25,0.14,0.06,0.1,0.42,2.1,2.6,4.8,1.5,12,29,3.8,3.2,0.3,2.1,2.06,1.3,35.0312246738278
4.4,2.2,10.6,4.4,9.2,41.2,0,0.5,14,26,0.105,0.01,2,15,0.175,0.07,0.1,0.41,1.1,2.4,2.6,4.7,7,15,3.6,0.3,4.2,3.9,0.1,1.2,35.2084533148861
4.4,2.2,5.8,4.4,11.6,46,0,0.5,14,23,0.07,0.03,2,31,0.105,0.1,0.1,0.08,1.3,3,4.7,4.1,8,19,5,2.2,0.6,3.1,0.25,1.6,35.4079180168322
5.6,1,4.6,5.6,5.6,28,0,0.51,14,26,0.07,0.06,2,28,0.035,0.01,0.1,0.24,0.4,1,1.9,3.4,17,28,0.7,2.8,1,1.1,0.16,1.3,36.4552960947819
3.2,1,13,14,6.8,10,0,0.5,14,20,0.14,0.1,2,14,0.14,0.08,0.1,0.4,0.6,0.7,2.5,2.3,13,3,4.1,2.4,4.6,3.5,0.57,1.9,36.7829142516921
4.4,5.8,7,3.2,10.4,14.8,0,0.51,14,26,0.175,0.05,2,20,0.175,0.02,0.1,0.34,1,1.5,2.2,1.2,13,21,2.3,3.2,1.4,0.1,0.41,1.1,37.632968104545
4.4,10.6,5.8,3.2,6.8,26.8,0,0.51,14,30,0.105,0.08,2,33,0.14,0.05,0.1,0.5,0.8,1.5,2.7,1.7,24,29,5,0.8,3,4.9,0.56,1.3,39.2602520080057
4.4,1,8.2,8,15.2,41.2,0,0.51,14,25,0.07,0.04,2,17,0.14,0.02,0.1,0.28,1,2.6,3.9,2.8,19,11,0.8,2.7,4.4,4.9,0.55,1.3,39.5165468604157
3.2,3.4,4.6,8,5.6,47.2,0,0.51,14,19,0.175,0.05,2,24,0.14,0.03,0.1,0.36,0.4,1.5,2.2,4.6,16,6,1.6,4.7,2.1,4.6,0.27,2,40.2604616674551
3.2,2.2,1,14,5.6,23.2,0,0.5,14,11,0.105,0.09,2,14,0.175,0.09,0.1,0.5,0.6,0.6,1.4,5,30,12,4,2.4,4.3,0.9,0.55,1.1,41.4179537968468
3.2,2.2,3.4,12.8,3.2,40,0,0.51,14,27,0.14,0.07,2,14,0.14,0.01,0.1,0.32,0.4,0.2,1.3,1.6,6,1,2.6,4.7,3.5,4,0.18,1.1,42.4388193018394
5.6,1,1,11.6,9.2,40,0,0.51,14,33,0.175,0.05,2,15,0.14,0.07,0.1,0.41,1.1,3.5,3.2,2.3,18,12,2.5,0.5,1.9,1.2,1.09,1.3,44.1697339946366
4.4,2.2,3.4,6.8,8,46,0,0.51,14,30,0.14,0.04,2,9,0.035,0.01,0.1,0.11,0.7,4,4,4.4,1,7,4,2.5,4.1,2.7,0.66,1.5,44.39985615198
5.6,7,11.8,3.2,14,43.6,0,0.51,14,32,0.035,0.02,2,35,0.07,0.05,0.1,0.22,1.7,2.7,4.8,4.6,10,25,1.9,1.1,0.8,0.6,1.54,2.2,44.5834313719177
5.6,8.2,13,3.2,9.2,31.6,0,0.5,14,24,0.105,0.07,2,35,0.14,0.08,0.1,0.32,0.8,2.5,4.2,4.4,30,8,2,1.5,1.9,0.7,0.56,3.7,45.2924969290477
6.8,1,1,6.8,15.2,30.4,0,0.51,14,30,0.07,0.07,2,29,0.035,0.01,0.1,0.13,1.3,3.6,4.7,4.5,7,19,2.1,2.7,3.5,4.4,0.35,2.4,45.3350460693802
8,1,5.8,4.4,5.6,18.4,0,0.5,14,16,0.14,0.08,2,29,0.105,0.06,0.1,0.19,0.5,2,2.6,2.7,22,14,1.1,0.9,2.6,3.1,0.28,2.5,45.3374786484506
8,1,3.4,4.4,11.6,5.2,0,0.51,14,21,0.035,0.01,2,33,0.14,0.08,0.1,0.47,1.4,1.5,3.2,4.9,26,14,1.1,2.6,3.5,3.1,0.84,2.8,45.9146439932383
4.4,1,3.4,15.2,11.6,26.8,0,0.51,14,14,0.07,0.07,2,22,0.14,0.1,0.1,0.48,1.4,0.5,2.2,1.7,1,16,3.9,3.8,3,4.1,0.4,1.5,46.1651652328536
5.6,9.4,13,3.2,10.4,24.4,0,0.51,14,33,0.07,0.02,2,25,0.14,0.08,0.1,0.3,1.2,2,4.7,4.6,14,26,2.4,2.7,4,1.6,0.2,3.6,46.876852278456
4.4,9.4,13,4.4,8,25.6,0,0.51,14,16,0.105,0.03,2,18,0.175,0.03,0.1,0.4,0.8,0.7,3.7,2.7,14,24,0.9,1.5,1.9,3.1,0.61,2.4,47.1850483814358
4.4,1,13,12.8,12.8,17.2,0,0.51,14,29,0.14,0.08,2,24,0.105,0.08,0.1,0.46,1.2,2.9,4.5,3.8,6,18,4,1.3,2.8,2.3,0.48,1,47.2050537986248
6.8,4.6,3.4,3.2,4.4,34,0,0.51,14,34,0.14,0.02,2,6,0.14,0.08,0.1,0.26,0.2,1.3,2,2.9,30,11,0.9,3.5,1.5,3.7,0.12,1.4,47.742361752621
5.6,1,8.2,10.4,8,29.2,0,0.5,14,35,0.175,0.05,2,14,0.175,0.02,0.1,0.19,0.6,3.3,2.8,3.5,26,18,3.8,2,0.7,0.4,0.41,2.3,48.2614655278168
5.6,3.4,8.2,4.4,14,32.8,0,0.5,14,28,0.07,0.01,2,27,0.14,0.02,0.1,0.17,1.3,3.7,4.9,4.7,21,24,3.7,1.7,4.6,1.9,0.69,4.3,48.4725225773909
5.6,1,13,10.4,8,40,0,0.5,14,34,0.07,0.07,2,27,0.105,0.08,0.1,0.21,1,3.1,2.4,3.7,2,23,4.9,0.7,2.5,4.4,0.54,1.1,48.7481609621069
4.4,1,5.8,18.8,10.4,41.2,0,0.51,14,27,0.14,0.03,2,10,0.07,0.02,0.1,0.42,0.7,1.6,2.6,2.3,13,17,0.6,4.8,1.4,4.5,0.49,1.7,49.1736995819552
6.8,3.4,10.6,3.2,15.2,24.4,0,0.5,14,31,0.175,0.1,2,19,0.14,0.03,0.1,0.12,1.2,1.6,4.5,2.7,10,9,4.2,2.9,4,3.9,0.99,2.3,49.4600357663643
5.6,13,7,3.2,5.6,8.8,0,0.5,14,7,0.105,0.09,2,23,0.105,0.1,0.1,0.4,0.4,0.8,3.1,2.7,16,4,2.9,4.5,2.6,1,0.11,1.8,49.5411377545862
5.6,1,11.8,10.4,8,20.8,0,0.5,14,11,0.175,0.1,2,32,0.14,0.1,0.1,0.43,0.4,1.5,4.4,4.3,27,9,2.6,2.6,3.7,3.4,0.13,1,49.5902132407549
6.8,4.6,8.2,3.2,14,32.8,0,0.5,14,27,0.07,0.07,2,23,0.07,0.04,0.1,0.41,1.5,2.4,3.3,3.9,14,15,0.8,0.1,0.7,2.7,0.31,2.9,50.2365395613186
5.6,11.8,4.6,3.2,4.4,7.6,0,0.5,14,11,0.175,0.08,2,10,0.175,0.01,0.1,0.35,0.5,1.3,1.2,4.8,5,27,3.7,3.9,2.6,2.4,0.49,1,50.4981671105387
5.6,2.2,7,5.6,11.6,25.6,0,0.5,14,28,0.14,0.05,2,11,0.07,0.03,0.1,0.12,0.8,3.2,3.9,4.5,16,5,0.3,0.5,4.2,3.9,0.35,2,50.5812998850747
6.8,7,9.4,3.2,4.4,44.8,0,0.5,14,35,0.14,0.06,2,29,0.105,0.02,0.1,0.32,0.3,1.4,1.5,3.5,12,4,0.1,0.8,3.6,4.6,0.13,1.4,50.8987684469809
6.8,2.2,4.6,4.4,23.6,25.6,0,0.51,14,28,0.175,0.06,2,14,0.14,0.01,0.1,0.14,2.5,1.8,4.4,3.2,10,6,3.9,2.4,0.1,2.1,1.03,2.7,51.0158459447452
6.8,1,1,11.6,6.8,30.4,0,0.51,14,30,0.07,0.05,2,23,0.14,0.1,0.1,0.3,0.9,3.7,4,1.9,22,26,1,2,2.3,2.9,0.27,1.7,51.1683305626769
3.2,3.4,9.4,12.8,5.6,43.6,0,0.5,14,16,0.175,0.07,2,32,0.14,0.07,0.1,0.29,0.7,0.6,2.5,1.5,10,3,2.9,4.2,1.1,1.1,0.25,1.4,51.6550124191488
10.4,1,8.2,3.2,12.8,30.4,0,0.51,14,31,0.105,0.02,2,29,0.14,0.1,0.1,0.45,1.4,3.5,4.8,4.9,23,20,3.6,0.5,0.1,4.7,0.15,3.2,51.8439648387379
12.8,1,10.6,2,10.4,12.4,0,0.5,14,14,0.035,0.02,2,26,0.175,0.06,0.1,0.48,0.9,1.1,4.4,4.2,4,15,4.5,1.4,2,0.5,0.69,1.4,51.8644524865773
5.6,2.2,4.6,6.8,20,34,0,0.51,14,32,0.14,0.04,2,24,0.14,0.1,0.1,0.25,2,2.5,5,4.8,28,7,0.7,2.1,2.7,2.7,1.12,4.3,52.4599578558387
5.6,2.2,9.4,5.6,5.6,4,0,0.5,14,33,0.105,0.03,2,22,0.14,0.02,0.1,0.38,0.4,2.3,2.3,4.1,17,9,0.2,0.9,1.9,3.7,0.31,1.4,52.68781753546
4.4,2.2,9.4,10.4,14,53.2,0,0.51,14,35,0.175,0.02,2,10,0.14,0.03,0.1,0.1,1.3,2,3.7,5,4,17,1.5,3.2,1.6,3.4,0.79,1.7,53.5277425347332
8,1,4.6,6.8,6.8,5.2,0,0.51,14,9,0.14,0.08,2,34,0.175,0.03,0.1,0.08,0.7,1.1,4.6,4.3,14,5,2.1,2.1,0.9,1.5,0.47,1.3,53.5541705633119
4.4,2.2,7,9.2,10.4,26.8,0,0.5,14,33,0.14,0.07,2,6,0.105,0.01,0.1,0.12,0.8,4.5,4.3,3.9,5,0,3.5,1.6,2.6,3.6,0.18,1.4,53.7553393065594
8,1,4.6,6.8,8,7.6,0,0.51,14,11,0.105,0.03,2,24,0.175,0.01,0.1,0.28,0.9,0.8,2.1,1.8,12,4,0.1,4.3,2.9,2.9,0.31,1.1,53.8357240996639
14,1,10.6,2,9.2,14.8,0,0.5,14,30,0.105,0.09,2,18,0.105,0.04,0.1,0.08,0.9,2.2,3.7,4.3,28,20,0.2,3.8,2.9,1.1,0.45,2.3,54.2168554845247
8,5.8,1,3.2,12.8,34,0,0.51,14,35,0.105,0.04,2,4,0.175,0.05,0.1,0.12,1.3,1.2,5,2.1,16,26,1.8,0.4,2.5,3.6,0.17,1.7,54.4279348924908
6.8,1,2.2,14,9.2,18.4,0,0.5,14,19,0.14,0.06,2,21,0.035,0.01,0.1,0.16,0.7,1.1,4.8,4.1,2,4,0.6,2.2,1.2,4.4,0.15,3.8,55.2336961574381
8,1,4.6,5.6,8,12.4,0,0.5,14,32,0.105,0.04,2,20,0.175,0.09,0.1,0.28,0.5,3.6,3.9,4.2,14,0,1.8,2.6,1,3,0.29,1.1,55.3332265188244
16.4,1,4.6,2,9.2,53.2,0,0.51,14,21,0.105,0.02,2,25,0.07,0.06,0.1,0.1,0.9,2,4.5,4.4,6,11,3.5,1.4,3.4,0.6,0.22,2.3,55.4992584057587
6.8,1,2.2,10.4,14,49.6,0,0.51,14,27,0.035,0.03,2,18,0.105,0.1,0.1,0.3,1.4,0.2,3.9,4,24,21,5,1.1,1.7,0.8,0.1,1.2,55.7477325477219
6.8,1,8.2,9.2,9.2,52,0,0.5,14,11,0.14,0.07,2,8,0.175,0.01,0.1,0.38,0.8,0.5,3.3,4.9,29,13,3.2,3.9,2.8,4.8,0.25,1.1,56.1944851004277
8,1,3.4,8,8,17.2,0,0.5,14,27,0.14,0.07,2,23,0.07,0.03,0.1,0.39,0.9,0.8,3.1,1.8,3,6,0.5,3.9,1,0.9,0.17,1.1,56.2231792121713
5.6,3.4,10.6,5.6,16.4,29.2,0,0.51,14,29,0.07,0.06,2,26,0.035,0.03,0.1,0.3,0.8,2,3.6,4.8,18,15,1.4,4.1,4.3,1.3,0.43,3.5,56.9051019333781
4.4,3.4,7,9.2,6.8,44.8,0,0.5,14,28,0.035,0.02,2,13,0.07,0.03,0.1,0.1,0.6,2.4,4.9,1.5,20,8,3.1,1.2,4.9,2.1,0.47,1.3,57.0625513899248
8,1,9.4,6.8,18.8,32.8,0,0.51,14,29,0.175,0.01,2,19,0.07,0.01,0.1,0.43,2.1,2.3,3.8,3.2,6,0,3.7,2.3,4.7,4.4,0.2,2,57.5225631824808
4.4,11.8,9.4,5.6,5.6,34,0,0.51,14,28,0.07,0.01,2,24,0.14,0.05,0.1,0.43,0.5,0.5,3.6,4.2,4,8,1,2,2.3,3.4,0.34,1,57.8784490152174
5.6,5.8,9.4,4.4,12.8,10,0,0.5,14,22,0.175,0.08,2,33,0.175,0.1,0.1,0.26,1,1,4.5,2.2,8,1,0.1,3.7,4.4,0.1,0.25,1.7,58.1693999883171
6.8,2.2,3.4,5.6,23.6,35.2,0,0.51,14,31,0.14,0.1,2,34,0.14,0.03,0.1,0.24,2.7,1.6,4.9,3.2,8,19,1.3,1.5,4.9,4.9,0.75,2.6,58.400184225541
5.6,8.2,9.4,4.4,16.4,35.2,0,0.5,14,23,0.14,0.06,2,9,0.105,0.05,0.1,0.02,1.4,2.8,3.8,3.6,27,29,1.4,0.9,3.6,1,0.42,1.7,58.6715235003747
6.8,3.4,10.6,4.4,10.4,29.2,0,0.5,14,24,0.07,0.03,2,16,0.14,0.01,0.1,0.5,0.6,0.4,3.4,2.4,9,30,4.7,4.8,4.5,1.9,0.37,1.2,58.8074803036814
3.2,4.6,7,12.8,4.4,36.4,0,0.5,14,25,0.175,0.09,2,28,0.14,0.05,0.1,0.24,0.5,2.2,2.4,3.1,1,15,3.2,4.5,0.4,0.2,0.39,1,58.8928872910883
5.6,9.4,11.8,4.4,3.2,31.6,0,0.51,14,30,0.07,0.04,2,27,0.035,0.01,0.1,0.02,0.3,2.2,1.5,1.5,9,0,2.4,0.1,1.2,3.2,0.14,1.2,59.0275707833485
9.2,1,5.8,5.6,14,5.2,0,0.5,14,31,0.035,0.03,2,9,0.035,0.03,0.1,0.13,1.7,3,4.8,3.5,30,1,1.8,3.8,3.1,0.2,1.08,3.3,59.0288564827299
6.8,2.2,11.8,5.6,24.8,22,0,0.5,14,28,0.14,0.05,2,11,0.14,0.02,0.1,0.25,3.1,2.2,4.7,4.3,21,28,4,3.8,1.5,3,2,3.7,59.7713334804619
6.8,3.4,5.8,4.4,6.8,13.6,0,0.5,14,33,0.175,0.1,2,33,0.07,0.02,0.1,0.22,0.3,2.6,3.8,3.8,7,1,4.5,1,2,4.7,0.14,2.2,59.9223709223536
4.4,3.4,4.6,9.2,9.2,16,0,0.5,14,27,0.175,0.03,2,17,0.035,0.01,0.1,0.1,0.8,2.9,4.1,3.6,9,15,4.5,2.5,1.1,0.6,0.17,2.6,59.9799614646733
6.8,1,1,23.6,8,35.2,0,0.51,14,20,0.175,0.04,2,19,0.175,0.08,0.1,0.2,0.9,2.5,2.9,4.1,8,16,1.3,5,0.2,3.9,0.37,2.5,60.0112752020307
6.8,1,4.6,16.4,10.4,28,0,0.51,14,9,0.105,0.01,2,33,0.105,0.04,0.1,0.3,1.4,0.8,5,1.9,2,18,3.2,3.8,0.4,2.9,0.21,1.6,60.4957888621197
8,1,10.6,9.2,11.6,29.2,0,0.5,14,22,0.07,0.06,2,29,0.105,0.04,0.1,0.28,1.5,1.1,3.5,1.8,24,28,4.2,0.1,1.1,1.4,0.2,1.2,60.9481852662246
3.2,4.6,5.8,14,3.2,18.4,0,0.51,14,22,0.14,0.07,2,8,0.105,0.09,0.1,0.05,0.4,1.1,1.7,1.3,7,1,1.8,0.7,2.7,1.5,0.26,1,61.1440944424751
5.6,13,7,4.4,5.6,18.4,0,0.51,14,19,0.14,0.04,2,12,0.14,0.09,0.1,0.17,0.3,1.1,2.1,2.2,16,9,4.3,1.7,3.2,1.8,0.14,1.7,62.2039339815899
8,4.6,1,4.4,15.2,37.6,0,0.5,14,16,0.14,0.05,2,26,0.14,0.02,0.1,0.4,1.9,1.7,3.2,4.9,4,4,2.8,4.5,4.6,3,0.2,1.9,63.2603116450254
4.4,2.2,13,16.4,4.4,7.6,0,0.51,14,34,0.175,0.01,2,35,0.14,0.1,0.1,0.31,0.4,1.5,1.7,4,15,17,4.4,3.4,4.5,1.3,0.17,1.2,63.7825745519399
9.2,1,1,10.4,9.2,7.6,0,0.5,14,32,0.07,0.04,2,32,0.105,0.03,0.1,0.12,0.9,1.7,4.3,2,9,14,1.2,0.3,2.4,3.2,0.31,1,63.9563815203478
22.4,10.6,8.2,17.6,21.2,24.4,0,0.5,14,30,0.035,0.03,2,15,0.105,0.03,0.1,0.47,2,2.2,3.9,4.6,25,5,2,2,1.5,0.8,0.41,3.6,63.9563815203478
8,2.2,9.4,4.4,17.6,19.6,0,0.51,14,30,0.105,0.1,2,10,0.07,0.05,0.1,0.5,1,2.4,3.4,2.8,9,12,1.5,3.5,4.4,3,0.63,2.3,64.3909047586406
6.8,1,5.8,20,10.4,36.4,0,0.51,14,35,0.07,0.05,2,8,0.14,0.07,0.1,0.23,0.8,2.6,3.9,4.7,8,11,3.9,2.9,3,1.8,0.66,2.8,64.5426004126278
8,3.4,10.6,4.4,14,48.4,0,0.5,14,35,0.07,0.02,2,10,0.105,0.05,0.1,0.4,1.1,1.7,3.1,2.8,5,6,1.6,1.8,4,4.2,0.48,2.1,64.5456601621671
6.8,2.2,4.6,6.8,23.6,22,0,0.51,14,24,0.175,0.05,2,24,0.14,0.05,0.1,0.37,2.2,0.3,5,3.4,26,11,1.8,2,3.8,1.8,0.26,3.1,65.1952185618456
8,1,2.2,15.2,12.8,12.4,0,0.51,14,33,0.14,0.05,2,34,0.14,0.01,0.1,0.48,1.5,4.1,4.3,4.8,12,27,1.4,0.4,1,2.3,0.31,3.4,65.3656973875739
6.8,1,5.8,22.4,6.8,17.2,0,0.51,14,20,0.105,0.08,2,30,0.14,0.01,0.1,0.44,0.6,2.4,4.8,2.6,13,26,2.4,0.3,4.7,4.9,0.23,1.5,65.697333879893
5.6,2.2,1,15.2,4.4,31.6,0,0.5,14,19,0.175,0.06,2,23,0.07,0.04,0.1,0.07,0.4,0.8,2.6,4,0,17,3.4,1.2,3.6,0.7,0.2,1.3,65.8437369509358
14,1,8.2,3.2,15.2,38.8,0,0.51,14,25,0.07,0.07,2,16,0.105,0.02,0.1,0.39,1.6,1.2,4.9,4.1,15,23,0.9,3.9,2.8,3.3,1,3.5,66.0172456463802
8,1,5.8,10.4,14,12.4,0,0.5,14,11,0.175,0.08,2,21,0.14,0.08,0.1,0.17,1.4,0.6,4.9,4.5,0,18,3.9,0.6,4.9,0.6,0.18,1.7,66.1126355324772
5.6,8.2,8.2,5.6,10.4,53.2,0,0.5,14,23,0.035,0.02,2,34,0.105,0.07,0.1,0.3,1.1,2.9,2.9,3,10,13,2.2,0.5,1.3,4.9,0.28,1.2,66.2969202787025
6.8,8.2,11.8,4.4,14,41.2,0,0.5,14,32,0.105,0.09,2,31,0.105,0.09,0.1,0.29,1.4,0.9,4.6,4.8,22,26,2.3,0.2,0.1,1,0.66,1.4,67.2794216970469
10.4,1,2.2,8,9.2,43.6,0,0.5,14,21,0.175,0.06,2,16,0.175,0.04,0.1,0.14,1.1,0.7,3.4,1.7,19,7,2.4,0.9,1.6,1.9,0.58,1,67.5355708630729
9.2,4.6,9.4,3.2,5.6,17.2,0,0.5,14,14,0.175,0.04,2,8,0.035,0.03,0.1,0.03,0.5,0.7,4.1,4.3,4,24,3.8,5,1.2,0.6,0.28,1.1,67.5718249234174
14,1,7,3.2,16.4,6.4,0,0.5,14,30,0.175,0.01,2,8,0.105,0.04,0.1,0.1,2.1,2.1,3.6,2.8,29,9,4.9,0.6,2.8,0.9,0.9,2.7,67.7563514992427
5.6,3.4,8.2,6.8,11.6,5.2,0,0.51,14,34,0.14,0.08,2,24,0.035,0.03,0.1,0.08,0.9,3.9,3.5,2.9,2,16,4.5,2.7,2.8,1.5,0.68,1.5,68.0977259442462
5.6,10.6,7,5.6,10.4,53.2,0,0.5,14,31,0.035,0.01,2,8,0.14,0.02,0.1,0.46,0.6,1.3,5,4.6,22,29,0.5,0.4,1,1.7,0.35,1,68.1739707688257
15.2,2.2,11.8,2,9.2,18.4,0,0.5,14,29,0.175,0.02,2,25,0.175,0.06,0.1,0.39,1.1,0.8,2.3,3.7,24,19,4.8,3.3,4.8,1.8,0.46,1.6,68.3197104829004
5.6,7,2.2,5.6,11.6,13.6,0,0.51,14,21,0.07,0.01,2,20,0.175,0.02,0.1,0.48,1.1,2.7,2.8,3,27,17,4,0.7,0.8,0.4,0.54,1.2,68.3782613221397
11.6,2.2,13,3.2,14,48.4,0,0.51,14,31,0.14,0.1,2,19,0.14,0.1,0.1,0.35,0.6,2.1,3.3,3.7,17,11,0.2,4.1,2.9,1.5,0.52,2.3,68.8605903042357
4.4,2.2,10.6,20,6.8,24.4,0,0.51,14,10,0.175,0.07,2,12,0.175,0.06,0.1,0.45,0.8,0.5,4.1,2,4,20,0.7,1.5,2.8,0.3,0.1,1.9,69.263028211981
6.8,9.4,8.2,4.4,12.8,35.2,0,0.5,14,30,0.14,0.09,2,27,0.105,0.03,0.1,0.48,1.6,1,4.9,5,27,7,2.4,3.9,4.2,0.6,0.42,3.2,69.5556156584155
6.8,2.2,9.4,9.2,12.8,52,0,0.51,14,29,0.035,0.01,2,30,0.175,0.06,0.1,0.43,1.5,2.4,4.4,4.9,21,6,1.3,0.1,0.3,2.7,0.78,3.6,69.6188067262204
5.6,13,11.8,5.6,4.4,43.6,0,0.5,14,33,0.105,0.1,2,13,0.07,0.03,0.1,0.45,0.2,0.3,2.6,4.6,27,27,4.6,1.5,1.7,3,0.1,1.3,69.9978815186791
4.4,3.4,2.2,15.2,9.2,19.6,0,0.5,14,29,0.175,0.1,2,33,0.105,0.02,0.1,0.41,0.5,2,4.6,4.2,28,9,5,1.1,4.5,1.2,0.35,2.6,70.3208798984749
6.8,2.2,8.2,8,15.2,16,0,0.51,14,23,0.07,0.03,2,21,0.175,0.07,0.1,0.48,1,2.3,4.6,3,7,1,1.4,1.2,0.7,4.8,0.1,2.7,70.4023631651352
5.6,9.4,9.4,5.6,4.4,36.4,0,0.51,14,26,0.14,0.08,2,22,0.07,0.02,0.1,0.28,0.5,1.8,1.7,4,24,29,1.2,0.8,0.1,0.5,0.15,1.3,70.4130419018677
6.8,3.4,4.6,6.8,9.2,43.6,0,0.5,14,15,0.14,0.08,2,30,0.175,0.09,0.1,0.41,1.2,1.7,4.4,3.1,3,17,0.3,3.2,0.1,0.9,0.23,1.3,70.586745880695
8,3.4,13,4.4,17.6,12.4,0,0.51,14,18,0.175,0.01,2,20,0.105,0.03,0.1,0.39,1.8,0.8,4.5,4,3,18,4.6,3.9,4.3,1.4,0.55,2.6,71.0420529779737
4.4,5.8,9.4,9.2,10.4,19.6,0,0.5,14,32,0.175,0.02,2,25,0.14,0.04,0.1,0.41,1.2,0.4,4.8,4.1,22,26,5,4.6,1.4,1.6,0.37,3.7,72.3781166035466
6.8,2.2,5.8,9.2,14,22,0,0.5,14,28,0.14,0.02,2,8,0.035,0.03,0.1,0.25,1.6,0.7,4.5,3.6,27,21,4.9,1.1,1.1,3.5,0.48,2.6,72.3999854079942
8,1,9.4,15.2,11.6,28,0,0.5,14,35,0.14,0.02,2,28,0.14,0.09,0.1,0.33,1,2.8,2.1,2.7,4,4,3,4.8,3.9,1.5,0.31,1.4,72.409467603758
8,2.2,7,6.8,17.6,50.8,0,0.51,14,28,0.105,0.05,2,21,0.035,0.02,0.1,0.39,2,1.6,4.5,4.3,6,10,4.3,1.4,0.7,4.2,0.75,1.3,72.5326098021452
9.2,1,9.4,11.6,9.2,38.8,0,0.5,14,34,0.07,0.04,2,33,0.105,0.09,0.1,0.11,1,1,2.2,1.6,10,14,3.8,1.3,2.8,0.2,0.38,1.1,72.5592842241544
