w1,l1_leg,l1_top,l1_center,l2,h1,l2_tap,ratio,Tx_turns,Tx_tap,Tx_height,Tx_preg,Rx_turns,Rx_tap,Rx_height,Rx_preg,g1,g2,Tx_space_x,Tx_space_y,Rx_space_x,Rx_space_y,core_N_w1,core_P_w1,Tx_layer_space_x,Tx_layer_space_y,Rx_layer_space_x,Rx_layer_space_y,Tx_width,Rx_width,Coreloss_W
34.4,8.2,4.6,18.8,16.4,49.6,0.0,0.51,14.0,31.0,0.035,0.01,2.0,15.0,0.14,0.05,0.1,0.27,1.6,3.2,4.0,4.3,19.0,6.0,3.1,3.5,4.2,2.2,0.41,2.8,1.1028
50.0,10.6,7.0,10.4,4.4,4.0,0.0,0.51,14.0,25.0,0.175,0.01,2.0,14.0,0.07,0.03,0.1,0.3,0.2,1.8,2.1,3.8,26.0,6.0,3.5,2.5,4.3,1.3,0.19,1.3,0.000130186
17.6,1.0,5.8,4.4,5.6,5.2,0.0,0.51,14.0,32.0,0.105,0.06,2.0,7.0,0.14,0.02,0.1,0.21,0.6,3.8,2.6,4.8,25.0,23.0,0.8,5.0,3.8,1.6,0.51,1.1,4.98006
22.4,7.0,4.6,15.2,21.2,42.4,0.0,0.51,14.0,12.0,0.105,0.03,2.0,20.0,0.14,0.06,0.1,0.24,1.5,1.1,4.6,4.1,11.0,16.0,4.6,5.0,3.3,0.5,0.74,3.2,2.71705
34.4,2.2,8.2,3.2,18.8,28.0,0.0,0.51,14.0,25.0,0.07,0.07,2.0,25.0,0.105,0.02,0.1,0.15,2.2,2.8,4.8,4.6,6.0,26.0,1.9,0.6,2.0,3.0,1.49,3.5,4.72971
14.0,10.6,3.4,8.0,4.4,10.0,0.0,0.51,14.0,12.0,0.14,0.06,2.0,6.0,0.175,0.06,0.1,0.27,0.5,0.8,2.7,1.9,2.0,28.0,0.3,4.5,1.3,3.8,0.38,1.0,3.23207
29.6,4.6,13.0,10.4,8.0,12.4,0.0,0.5,14.0,26.0,0.14,0.04,2.0,21.0,0.105,0.08,0.1,0.2,1.0,1.4,5.0,4.3,4.0,27.0,1.3,0.2,3.4,4.4,0.39,2.4,0.000663104
42.8,11.8,5.8,20.0,17.6,44.8,0.0,0.5,14.0,13.0,0.175,0.05,2.0,35.0,0.14,0.02,0.1,0.38,1.2,1.6,4.8,4.7,2.0,14.0,3.1,3.3,3.0,3.4,0.52,1.4,0.000506532
9.2,4.6,5.8,12.8,12.8,35.2,0.0,0.5,14.0,35.0,0.105,0.02,2.0,14.0,0.105,0.06,0.1,0.45,0.8,0.7,3.1,2.4,10.0,11.0,2.8,1.8,4.4,1.4,0.43,1.2,11.345
15.2,7.0,8.2,22.4,17.6,42.4,0.0,0.5,14.0,23.0,0.175,0.08,2.0,24.0,0.14,0.08,0.1,0.18,1.5,2.1,3.1,4.8,20.0,3.0,0.7,2.1,2.7,1.7,0.29,2.5,3.20108
24.8,13.0,10.6,14.0,12.8,17.2,0.0,0.5,14.0,15.0,0.105,0.01,2.0,20.0,0.175,0.08,0.1,0.48,1.4,1.4,3.0,2.6,11.0,17.0,0.6,1.9,0.1,4.8,1.12,2.2,0.000628285
26.0,9.4,2.2,5.6,8.0,36.4,0.0,0.5,14.0,24.0,0.105,0.07,2.0,14.0,0.14,0.1,0.1,0.39,0.5,1.1,4.1,3.4,20.0,16.0,2.8,4.3,2.5,0.1,0.26,3.3,4.26661
34.4,9.4,10.6,8.0,4.4,29.2,0.0,0.51,14.0,15.0,0.105,0.1,2.0,20.0,0.07,0.05,0.1,0.22,0.5,1.8,1.5,3.3,21.0,1.0,2.3,2.8,4.0,4.6,0.12,1.2,0.00088811
17.6,7.0,2.2,23.6,3.2,32.8,0.0,0.51,14.0,35.0,0.035,0.01,2.0,35.0,0.105,0.04,0.1,0.45,0.3,0.3,1.6,4.1,10.0,27.0,3.5,4.6,3.4,0.2,0.17,1.1,2.93721
15.2,10.6,4.6,6.8,8.0,48.4,0.0,0.5,14.0,13.0,0.105,0.09,2.0,21.0,0.07,0.04,0.1,0.38,0.6,1.7,3.7,4.7,13.0,8.0,1.1,0.9,2.6,4.3,0.47,2.6,7.39301
44.0,4.6,4.6,5.6,3.2,23.2,0.0,0.51,14.0,12.0,0.175,0.07,2.0,11.0,0.105,0.03,0.1,0.13,0.3,1.4,1.5,2.4,19.0,20.0,3.2,4.2,3.6,3.7,0.28,1.0,0.000970604
50.0,11.8,11.8,23.6,9.2,49.6,0.0,0.5,14.0,31.0,0.14,0.1,2.0,30.0,0.07,0.02,0.1,0.5,0.9,1.6,4.0,4.3,26.0,22.0,0.3,1.8,0.7,5.0,0.79,3.4,0.000210188
26.0,4.6,7.0,26.0,15.2,41.2,0.0,0.5,14.0,35.0,0.07,0.04,2.0,10.0,0.105,0.05,0.1,0.49,0.8,4.1,4.0,4.3,27.0,26.0,4.2,4.2,4.5,1.9,0.61,2.2,1.63415
41.6,2.2,10.6,18.8,11.6,40.0,0.0,0.51,14.0,25.0,0.14,0.06,2.0,14.0,0.175,0.1,0.1,0.41,0.8,0.5,3.8,3.4,2.0,5.0,3.5,2.7,3.4,1.8,0.16,3.1,1.61458
18.8,4.6,5.8,8.0,6.8,7.6,0.0,0.51,14.0,32.0,0.175,0.02,2.0,31.0,0.105,0.07,0.1,0.34,0.5,4.1,1.8,4.0,2.0,7.0,2.8,1.6,0.6,2.5,0.14,1.6,1.6093
20.0,11.8,9.4,24.8,24.8,34.0,0.0,0.51,14.0,34.0,0.14,0.03,2.0,28.0,0.14,0.04,0.1,0.36,3.3,2.3,4.8,4.2,14.0,23.0,2.5,3.7,1.9,0.7,0.44,3.4,1.31001
46.4,8.2,5.8,10.4,16.4,12.4,0.0,0.51,14.0,35.0,0.07,0.04,2.0,30.0,0.175,0.1,0.1,0.22,1.3,3.8,3.2,2.8,6.0,5.0,4.2,3.5,3.5,1.1,0.54,2.1,0.000410469
51.2,3.4,3.4,17.6,11.6,20.8,0.0,0.5,14.0,27.0,0.175,0.07,2.0,28.0,0.07,0.01,0.1,0.4,1.2,2.0,3.6,4.1,6.0,8.0,3.7,4.7,0.9,3.7,1.19,1.0,0.000641808
38.0,7.0,2.2,18.8,21.2,49.6,0.0,0.5,14.0,24.0,0.105,0.04,2.0,13.0,0.105,0.05,0.1,0.22,2.5,1.6,4.8,4.8,24.0,9.0,3.9,5.0,4.5,1.4,1.1,1.8,2.52418
41.6,5.8,7.0,9.2,20.0,48.4,0.0,0.51,14.0,26.0,0.07,0.05,2.0,9.0,0.105,0.03,0.1,0.5,1.2,0.7,4.2,4.7,25.0,6.0,4.2,1.3,4.3,3.1,0.36,3.3,1.20836
9.2,13.0,9.4,10.4,15.2,23.2,0.0,0.5,14.0,27.0,0.07,0.02,2.0,26.0,0.035,0.01,0.1,0.16,1.0,2.2,2.8,2.1,29.0,9.0,1.8,3.8,1.3,2.7,0.57,1.9,5.9556
18.8,10.6,10.6,24.8,4.4,5.2,0.0,0.51,14.0,19.0,0.07,0.05,2.0,23.0,0.07,0.07,0.1,0.18,0.5,2.1,2.1,1.4,6.0,17.0,5.0,2.2,2.1,1.4,0.24,1.2,0.000411395
30.8,10.6,4.6,20.0,17.6,36.4,0.0,0.5,14.0,28.0,0.175,0.04,2.0,10.0,0.07,0.01,0.1,0.46,2.2,3.0,3.4,3.2,23.0,12.0,4.9,4.8,0.1,1.4,1.51,3.1,1.14334
40.4,1.0,2.2,11.6,3.2,40.0,0.0,0.5,14.0,25.0,0.07,0.07,2.0,22.0,0.14,0.06,0.1,0.23,0.3,2.9,1.5,1.6,11.0,11.0,2.3,1.1,3.0,1.1,0.13,1.2,6.11196
44.0,13.0,13.0,10.4,8.0,24.4,0.0,0.51,14.0,35.0,0.14,0.07,2.0,6.0,0.07,0.02,0.1,0.13,0.5,0.6,3.1,3.0,1.0,9.0,2.5,1.3,2.6,4.7,0.31,2.1,0.000325958
51.2,4.6,2.2,4.4,9.2,38.8,0.0,0.51,14.0,28.0,0.175,0.03,2.0,9.0,0.07,0.02,0.1,0.18,1.0,3.1,4.7,3.5,26.0,3.0,0.7,3.5,2.6,4.9,0.7,2.8,2.01478
27.2,8.2,5.8,23.6,24.8,10.0,0.0,0.51,14.0,25.0,0.035,0.01,2.0,31.0,0.07,0.07,0.1,0.36,2.9,1.5,4.6,4.9,20.0,27.0,3.4,1.4,3.3,0.4,1.47,3.0,1.0479
46.4,4.6,5.8,8.0,4.4,8.8,0.0,0.5,14.0,35.0,0.14,0.02,2.0,15.0,0.175,0.1,0.1,0.4,0.5,1.8,2.7,3.6,17.0,20.0,3.3,0.3,3.6,0.3,0.14,1.5,0.00030363
12.8,1.0,10.6,14.0,9.2,4.0,0.0,0.5,14.0,22.0,0.105,0.01,2.0,23.0,0.175,0.03,0.1,0.48,1.0,0.8,3.0,4.2,5.0,28.0,0.2,2.1,4.4,0.5,0.58,2.8,4.34017
44.0,2.2,5.8,4.4,5.6,12.4,0.0,0.5,14.0,11.0,0.14,0.07,2.0,10.0,0.07,0.03,0.1,0.33,0.6,0.2,3.0,5.0,16.0,20.0,0.2,0.5,3.4,4.2,0.13,1.6,1.15106
18.8,4.6,3.4,24.8,14.0,52.0,0.0,0.51,14.0,20.0,0.14,0.02,2.0,9.0,0.105,0.04,0.1,0.3,1.4,1.6,3.1,2.3,11.0,29.0,4.9,2.9,0.3,2.4,1.28,1.3,4.66581
46.4,5.8,10.6,12.8,6.8,42.4,0.0,0.5,14.0,28.0,0.175,0.08,2.0,35.0,0.07,0.01,0.1,0.25,0.4,2.1,1.9,2.5,30.0,5.0,1.1,4.6,2.1,5.0,0.21,1.0,0.000545944
40.4,4.6,7.0,4.4,17.6,37.6,0.0,0.51,14.0,33.0,0.175,0.03,2.0,31.0,0.105,0.01,0.1,0.15,2.1,1.1,4.2,3.2,22.0,26.0,4.4,4.5,1.9,0.6,0.86,1.9,2.45163
36.8,1.0,5.8,18.8,14.0,8.8,0.0,0.51,14.0,22.0,0.14,0.08,2.0,28.0,0.14,0.1,0.1,0.4,1.8,2.7,4.2,4.2,19.0,24.0,1.4,2.1,3.3,0.1,0.52,3.8,1.68073
30.8,8.2,4.6,16.4,10.4,53.2,0.0,0.5,14.0,15.0,0.105,0.04,2.0,32.0,0.175,0.07,0.1,0.19,0.5,1.4,3.7,3.6,29.0,15.0,1.7,2.3,5.0,4.7,0.14,2.6,1.22975
50.0,5.8,7.0,14.0,11.6,30.4,0.0,0.51,14.0,23.0,0.035,0.03,2.0,35.0,0.105,0.09,0.1,0.4,0.7,2.7,3.2,4.3,3.0,29.0,0.6,3.1,4.7,1.5,0.69,1.8,0.00042008
15.2,11.8,4.6,6.8,15.2,19.6,0.0,0.51,14.0,24.0,0.175,0.08,2.0,19.0,0.14,0.09,0.1,0.49,1.3,0.9,4.2,2.4,6.0,14.0,5.0,3.0,1.1,0.7,0.58,1.3,4.9511
18.8,11.8,11.8,15.2,18.8,34.0,0.0,0.51,14.0,17.0,0.14,0.05,2.0,13.0,0.07,0.01,0.1,0.26,2.2,2.1,4.2,4.9,20.0,18.0,3.4,1.6,1.5,1.8,0.71,3.1,1.4446
28.4,13.0,9.4,12.8,11.6,4.0,0.0,0.51,14.0,22.0,0.175,0.09,2.0,31.0,0.175,0.07,0.1,0.39,0.8,0.7,2.7,4.2,2.0,16.0,2.3,3.8,1.6,3.2,0.69,2.4,0.000361197
48.8,2.2,1.0,11.6,15.2,26.8,0.0,0.51,14.0,26.0,0.14,0.04,2.0,33.0,0.175,0.04,0.1,0.37,1.4,2.7,3.1,3.4,19.0,5.0,2.8,2.0,1.7,3.9,0.78,2.2,4.61205
47.6,9.4,7.0,12.8,5.6,7.6,0.0,0.51,14.0,27.0,0.14,0.01,2.0,5.0,0.07,0.01,0.1,0.24,0.6,3.1,3.0,3.1,9.0,10.0,1.1,4.3,2.2,1.0,0.13,1.7,0.000168455
40.4,4.6,4.6,15.2,23.6,50.8,0.0,0.51,14.0,32.0,0.14,0.01,2.0,16.0,0.035,0.02,0.1,0.07,2.3,4.2,4.5,4.6,4.0,22.0,0.6,1.9,1.4,2.4,0.35,2.8,1.4555
15.2,5.8,9.4,6.8,9.2,16.0,0.0,0.51,14.0,30.0,0.07,0.06,2.0,7.0,0.14,0.06,0.1,0.5,0.9,1.3,1.7,2.2,21.0,0.0,4.5,0.3,3.6,1.5,0.45,1.2,3.58539
12.8,5.8,9.4,21.2,10.4,36.4,0.0,0.5,14.0,17.0,0.175,0.08,2.0,23.0,0.105,0.09,0.1,0.14,1.3,1.6,3.7,4.1,12.0,4.0,0.9,4.3,2.9,2.2,0.38,2.9,3.75785
14.0,10.6,13.0,26.0,12.8,40.0,0.0,0.51,14.0,22.0,0.105,0.05,2.0,25.0,0.07,0.03,0.1,0.29,0.8,1.7,4.0,4.3,21.0,0.0,1.5,3.2,4.2,4.8,0.41,2.4,1.71574
38.0,10.6,11.8,21.2,24.8,50.8,0.0,0.5,14.0,23.0,0.14,0.09,2.0,31.0,0.105,0.1,0.1,0.24,2.0,0.9,4.5,5.0,3.0,13.0,4.5,1.9,1.1,2.5,0.79,3.6,0.000476617
52.4,5.8,11.8,16.4,24.8,53.2,0.0,0.51,14.0,25.0,0.14,0.03,2.0,31.0,0.175,0.01,0.1,0.24,2.7,2.4,4.8,4.8,26.0,29.0,4.5,2.4,3.2,3.7,0.79,3.1,0.000530153
38.0,2.2,7.0,15.2,4.4,23.2,0.0,0.5,14.0,35.0,0.175,0.03,2.0,34.0,0.175,0.05,0.1,0.22,0.5,3.2,1.2,2.7,21.0,24.0,4.3,2.9,3.9,3.7,0.18,1.1,1.25171
50.0,4.6,9.4,12.8,21.2,48.4,0.0,0.5,14.0,25.0,0.14,0.03,2.0,33.0,0.14,0.03,0.1,0.17,1.5,2.9,4.2,3.8,3.0,25.0,2.4,4.9,0.9,4.6,1.0,2.5,0.000807875
39.2,9.4,11.8,23.6,17.6,49.6,0.0,0.5,14.0,35.0,0.14,0.09,2.0,27.0,0.175,0.03,0.1,0.31,2.2,1.6,5.0,2.2,9.0,1.0,1.7,0.2,2.4,1.7,1.07,1.3,0.000440958
48.8,3.4,13.0,10.4,6.8,8.8,0.0,0.51,14.0,22.0,0.105,0.1,2.0,31.0,0.07,0.01,0.1,0.26,0.3,2.5,3.5,4.1,14.0,13.0,1.8,4.3,2.0,2.4,0.16,1.2,0.000315931
36.8,11.8,8.2,8.0,11.6,14.8,0.0,0.5,14.0,27.0,0.07,0.04,2.0,14.0,0.105,0.05,0.1,0.18,1.4,1.1,3.9,3.6,4.0,11.0,3.7,2.4,1.2,4.8,0.67,1.8,0.000523809
14.0,5.8,7.0,22.4,26.0,22.0,0.0,0.51,14.0,35.0,0.175,0.05,2.0,29.0,0.105,0.06,0.1,0.19,1.4,2.4,4.9,3.9,9.0,29.0,0.5,2.1,0.1,0.7,1.13,3.2,3.28508
50.0,3.4,10.6,6.8,9.2,5.2,0.0,0.5,14.0,30.0,0.175,0.06,2.0,12.0,0.14,0.02,0.1,0.15,0.7,1.2,1.9,3.2,15.0,10.0,2.2,0.7,1.7,2.5,0.5,1.7,0.000276364
32.0,11.8,5.8,14.0,5.6,43.6,0.0,0.51,14.0,17.0,0.07,0.01,2.0,13.0,0.105,0.1,0.1,0.34,0.4,1.3,2.6,2.4,4.0,23.0,3.2,1.2,3.4,3.2,0.19,1.2,0.000768076
11.6,9.4,4.6,12.8,8.0,14.8,0.0,0.5,14.0,17.0,0.07,0.03,2.0,31.0,0.14,0.02,0.1,0.18,0.9,1.2,3.3,4.2,29.0,15.0,3.4,3.5,1.3,1.3,0.61,2.7,3.75555
48.8,4.6,8.2,14.0,8.0,8.8,0.0,0.5,14.0,10.0,0.07,0.02,2.0,16.0,0.035,0.01,0.1,0.41,0.6,0.5,2.4,4.7,15.0,27.0,3.8,1.1,3.4,0.8,0.2,1.2,0.000219546
34.4,5.8,7.0,4.4,10.4,38.8,0.0,0.51,14.0,34.0,0.105,0.04,2.0,23.0,0.105,0.03,0.1,0.38,0.8,4.6,3.1,3.8,22.0,2.0,4.1,1.4,4.7,2.6,0.1,2.6,2.92366
9.2,10.6,11.8,5.6,20.0,19.6,0.0,0.51,14.0,24.0,0.175,0.04,2.0,25.0,0.175,0.09,0.1,0.22,1.7,1.6,3.9,4.4,5.0,26.0,0.3,4.5,1.6,3.7,1.08,2.5,10.8991
16.4,4.6,3.4,23.6,20.0,41.2,0.0,0.51,14.0,26.0,0.14,0.02,2.0,29.0,0.14,0.02,0.1,0.34,2.6,2.5,4.5,4.3,10.0,30.0,0.1,2.2,2.0,1.1,0.98,2.9,6.94077
26.0,8.2,2.2,9.2,22.4,34.0,0.0,0.5,14.0,30.0,0.07,0.06,2.0,12.0,0.175,0.05,0.1,0.26,2.4,0.9,4.9,3.9,19.0,0.0,1.3,3.3,3.3,1.6,0.27,2.6,5.62304
30.8,3.4,3.4,6.8,17.6,29.2,0.0,0.51,14.0,35.0,0.105,0.01,2.0,34.0,0.14,0.01,0.1,0.44,1.9,1.7,3.5,2.8,14.0,12.0,2.6,2.1,4.4,4.2,0.52,2.0,3.15207
24.8,5.8,1.0,4.4,3.2,19.6,0.0,0.51,14.0,30.0,0.105,0.06,2.0,10.0,0.105,0.02,0.1,0.31,0.4,3.7,1.5,4.9,24.0,23.0,0.3,1.5,2.6,0.4,0.11,1.1,5.37633
52.4,11.8,5.8,18.8,26.0,16.0,0.0,0.5,14.0,30.0,0.175,0.07,2.0,17.0,0.14,0.04,0.1,0.23,1.6,3.5,4.4,4.2,19.0,21.0,0.6,4.8,4.7,3.2,1.53,4.1,0.000371062
29.6,4.6,11.8,6.8,12.8,52.0,0.0,0.5,14.0,22.0,0.175,0.07,2.0,24.0,0.105,0.01,0.1,0.43,0.9,0.9,2.6,3.9,7.0,19.0,3.6,0.3,1.1,3.2,0.19,1.9,3.2025
16.4,3.4,9.4,3.2,17.6,8.8,0.0,0.5,14.0,28.0,0.105,0.02,2.0,9.0,0.105,0.02,0.1,0.33,0.9,2.1,3.9,4.3,9.0,18.0,2.4,1.3,2.7,2.9,0.83,2.6,5.32421
16.4,4.6,3.4,26.0,17.6,7.6,0.0,0.51,14.0,31.0,0.105,0.08,2.0,27.0,0.14,0.01,0.1,0.49,1.2,2.8,3.4,4.0,25.0,13.0,0.1,2.5,1.3,3.9,1.1,3.3,3.40151
28.4,13.0,9.4,9.2,12.8,20.8,0.0,0.51,14.0,25.0,0.07,0.05,2.0,14.0,0.105,0.01,0.1,0.28,1.6,1.3,4.8,2.9,12.0,19.0,3.1,3.1,4.6,4.5,0.78,2.0,0.000866736
46.4,2.2,13.0,17.6,18.8,5.2,0.0,0.51,14.0,34.0,0.14,0.09,2.0,22.0,0.105,0.03,0.1,0.49,2.2,2.7,3.3,3.3,20.0,20.0,0.1,4.7,0.3,2.2,0.92,3.1,0.000354104
34.4,11.8,10.6,26.0,17.6,30.4,0.0,0.51,14.0,33.0,0.175,0.1,2.0,15.0,0.07,0.06,0.1,0.36,1.6,4.2,4.8,3.4,4.0,10.0,2.9,3.8,3.3,3.1,1.26,1.6,0.000367175
24.8,2.2,9.4,12.8,4.4,48.4,0.0,0.51,14.0,33.0,0.035,0.01,2.0,23.0,0.105,0.1,0.1,0.29,0.4,1.2,2.7,3.6,16.0,15.0,1.1,1.6,4.9,2.8,0.36,1.0,4.97991
12.8,9.4,11.8,12.8,21.2,48.4,0.0,0.5,14.0,29.0,0.14,0.01,2.0,34.0,0.07,0.04,0.1,0.28,2.3,1.3,3.9,4.2,29.0,26.0,2.0,0.6,4.9,4.7,0.74,3.1,4.61175
21.2,2.2,11.8,23.6,10.4,37.6,0.0,0.51,14.0,22.0,0.07,0.03,2.0,20.0,0.105,0.06,0.1,0.2,0.9,1.0,4.6,3.2,15.0,18.0,4.3,3.4,0.3,0.7,0.66,2.9,4.20881
35.6,8.2,8.2,20.0,26.0,20.8,0.0,0.51,14.0,25.0,0.14,0.03,2.0,16.0,0.14,0.06,0.1,0.46,3.5,2.4,4.7,3.9,14.0,23.0,0.6,1.8,2.1,3.1,0.4,3.4,0.000569193
46.4,8.2,11.8,23.6,8.0,22.0,0.0,0.5,14.0,33.0,0.175,0.01,2.0,18.0,0.105,0.05,0.1,0.37,0.8,3.9,4.4,4.2,3.0,3.0,4.0,4.6,0.9,4.2,0.67,1.8,0.0001840469999999
28.4,9.4,4.6,22.4,9.2,52.0,0.0,0.5,14.0,30.0,0.035,0.02,2.0,12.0,0.07,0.01,0.1,0.5,1.1,3.6,4.7,4.9,26.0,2.0,4.2,0.2,2.5,3.2,0.82,3.8,1.06436
16.4,10.6,13.0,4.4,6.8,19.6,0.0,0.51,14.0,19.0,0.175,0.08,2.0,28.0,0.035,0.03,0.1,0.37,0.3,0.8,2.1,3.9,4.0,30.0,1.7,0.4,1.6,0.5,0.17,1.8,5.39848
16.4,11.8,7.0,23.6,24.8,8.8,0.0,0.51,14.0,24.0,0.105,0.1,2.0,32.0,0.14,0.03,0.1,0.5,3.1,1.6,4.6,4.8,6.0,23.0,4.7,1.4,3.3,2.6,1.1,4.0,1.94655
40.4,10.6,11.8,11.6,18.8,23.2,0.0,0.51,14.0,29.0,0.105,0.01,2.0,11.0,0.035,0.02,0.1,0.5,2.0,3.2,3.2,4.7,13.0,12.0,1.9,2.1,4.2,0.2,1.29,3.1,0.000409222
6.8,9.4,5.8,22.4,4.4,46.0,0.0,0.51,14.0,18.0,0.105,0.01,2.0,31.0,0.14,0.03,0.1,0.37,0.5,2.1,2.4,1.5,26.0,15.0,4.4,3.4,2.9,4.7,0.39,1.3,9.19867
18.8,2.2,2.2,16.4,6.8,43.6,0.0,0.5,14.0,33.0,0.105,0.01,2.0,15.0,0.14,0.08,0.1,0.2,0.6,1.5,5.0,3.6,3.0,24.0,3.7,0.9,0.6,3.7,0.36,1.3,10.2458
32.0,10.6,10.6,4.4,16.4,6.4,0.0,0.51,14.0,24.0,0.14,0.07,2.0,11.0,0.105,0.1,0.1,0.24,1.7,3.0,4.7,3.7,23.0,13.0,1.6,3.4,5.0,2.0,0.4,2.9,0.000789959
10.4,2.2,11.8,11.6,17.6,7.6,0.0,0.51,14.0,32.0,0.035,0.01,2.0,12.0,0.07,0.04,0.1,0.46,2.2,3.7,3.7,3.9,12.0,11.0,3.1,3.4,1.8,2.6,0.6,3.1,5.70854
42.8,11.8,9.4,10.4,20.0,23.2,0.0,0.51,14.0,29.0,0.175,0.07,2.0,30.0,0.175,0.06,0.1,0.17,2.6,0.9,4.4,5.0,24.0,1.0,1.9,2.9,4.2,2.3,0.11,3.1,0.000444771
29.6,11.8,3.4,22.4,21.2,50.8,0.0,0.5,14.0,29.0,0.175,0.09,2.0,34.0,0.14,0.09,0.1,0.33,1.9,2.0,4.4,3.4,24.0,0.0,2.0,0.6,3.4,4.6,0.52,3.1,1.98495
27.2,11.8,3.4,14.0,18.8,18.4,0.0,0.51,14.0,28.0,0.175,0.1,2.0,10.0,0.07,0.02,0.1,0.26,1.2,0.5,3.6,3.9,16.0,21.0,3.3,4.7,2.0,3.9,0.46,2.1,1.9546
33.2,2.2,11.8,21.2,18.8,41.2,0.0,0.51,14.0,29.0,0.105,0.01,2.0,16.0,0.14,0.06,0.1,0.38,2.1,2.9,4.3,4.3,28.0,25.0,4.0,2.1,2.6,1.6,0.11,2.1,2.4141
48.8,5.8,9.4,8.0,24.8,36.4,0.0,0.5,14.0,26.0,0.035,0.02,2.0,16.0,0.175,0.06,0.1,0.33,1.2,2.6,4.4,4.4,27.0,20.0,0.7,3.5,2.2,2.7,0.83,3.8,0.000733038
27.2,4.6,10.6,20.0,21.2,5.2,0.0,0.5,14.0,31.0,0.175,0.1,2.0,17.0,0.07,0.02,0.1,0.29,1.6,1.1,4.6,2.8,14.0,29.0,1.6,1.1,4.3,2.3,1.09,1.9,0.000447526
23.6,7.0,11.8,3.2,5.6,40.0,0.0,0.51,14.0,25.0,0.105,0.1,2.0,15.0,0.105,0.07,0.1,0.28,0.4,0.2,1.4,2.6,6.0,24.0,0.8,2.8,2.5,1.8,0.14,1.2,8.89665
51.2,7.0,11.8,24.8,8.0,40.0,0.0,0.5,14.0,17.0,0.175,0.08,2.0,12.0,0.175,0.05,0.1,0.26,1.0,1.8,3.9,4.5,1.0,25.0,3.1,1.5,3.0,4.2,0.38,2.6,0.000249705
20.0,4.6,3.4,9.2,14.0,4.0,0.0,0.5,14.0,24.0,0.14,0.04,2.0,23.0,0.14,0.06,0.1,0.42,0.8,0.6,3.5,2.7,16.0,30.0,0.5,0.5,0.9,0.8,0.56,1.5,2.43734
17.6,13.0,10.6,17.6,26.0,12.4,0.0,0.5,14.0,35.0,0.105,0.02,2.0,20.0,0.105,0.07,0.1,0.4,2.7,4.2,5.0,5.0,28.0,17.0,1.4,2.6,1.0,0.1,2.53,3.0,1.21303
29.6,8.2,4.6,14.0,22.4,22.0,0.0,0.51,14.0,21.0,0.07,0.06,2.0,28.0,0.07,0.03,0.1,0.09,1.9,2.2,3.8,3.9,24.0,3.0,1.3,2.4,0.2,1.9,1.14,3.3,1.47973
40.4,2.2,11.8,23.6,6.8,17.2,0.0,0.5,14.0,14.0,0.14,0.04,2.0,30.0,0.105,0.1,0.1,0.36,0.8,0.9,2.0,4.8,3.0,2.0,0.8,2.3,4.1,3.7,0.3,1.6,0.000840796
52.4,4.6,5.8,24.8,18.8,4.0,0.0,0.5,14.0,30.0,0.105,0.08,2.0,10.0,0.035,0.03,0.1,0.41,2.2,2.1,4.1,4.7,23.0,21.0,3.5,2.9,3.3,3.8,1.72,4.0,0.000294663
39.2,1.0,8.2,18.8,11.6,53.2,0.0,0.5,14.0,6.0,0.175,0.1,2.0,10.0,0.07,0.04,0.1,0.1,1.1,0.2,1.8,2.8,29.0,2.0,3.0,1.8,1.5,1.0,0.16,1.7,6.2312
48.8,11.8,2.2,4.4,4.4,46.0,0.0,0.51,14.0,17.0,0.07,0.07,2.0,11.0,0.175,0.1,0.1,0.45,0.5,0.4,1.8,3.3,23.0,2.0,0.8,0.4,1.1,0.3,0.23,1.7,1.82939
22.4,4.6,10.6,26.0,12.8,10.0,0.0,0.5,14.0,12.0,0.035,0.02,2.0,12.0,0.07,0.07,0.1,0.28,0.6,0.3,3.7,2.5,13.0,3.0,0.5,4.2,0.6,1.0,0.24,2.3,0.0006675209999999
50.0,10.6,4.6,6.8,21.2,48.4,0.0,0.51,14.0,23.0,0.105,0.05,2.0,12.0,0.175,0.01,0.1,0.43,2.9,1.0,4.5,3.2,9.0,9.0,3.7,1.8,0.3,2.7,0.11,2.3,1.1761
29.6,2.2,7.0,23.6,26.0,53.2,0.0,0.5,14.0,18.0,0.175,0.03,2.0,24.0,0.105,0.02,0.1,0.49,2.3,1.3,4.4,4.2,24.0,2.0,1.5,4.3,2.8,2.4,0.41,3.6,3.34247
51.2,1.0,1.0,11.6,9.2,50.8,0.0,0.5,14.0,31.0,0.07,0.05,2.0,8.0,0.035,0.02,0.1,0.33,1.0,1.1,5.0,2.8,6.0,6.0,0.4,1.0,1.3,4.0,0.99,1.3,6.48134
22.4,3.4,9.4,18.8,15.2,52.0,0.0,0.5,14.0,26.0,0.035,0.03,2.0,35.0,0.175,0.04,0.1,0.45,1.4,3.5,3.8,4.2,17.0,3.0,1.9,1.0,2.7,2.9,0.62,2.8,3.39416
14.0,10.6,13.0,8.0,16.4,35.2,0.0,0.5,14.0,28.0,0.105,0.08,2.0,9.0,0.105,0.01,0.1,0.5,1.9,2.2,3.2,3.3,14.0,25.0,3.7,4.4,0.3,3.1,0.89,2.0,5.23613
39.2,11.8,8.2,8.0,24.8,40.0,0.0,0.5,14.0,27.0,0.14,0.05,2.0,32.0,0.07,0.02,0.1,0.38,3.3,3.4,4.6,4.7,14.0,26.0,4.4,1.8,3.0,0.7,0.57,2.9,1.05607
