w1,l1_leg,l1_top,l1_center,l2,h1,l2_tap,ratio,Tx_turns,Tx_tap,Tx_height,Tx_preg,Rx_turns,Rx_tap,Rx_height,Rx_preg,g1,g2,Tx_space_x,Tx_space_y,Rx_space_x,Rx_space_y,core_N_w1,core_P_w1,Tx_layer_space_x,Tx_layer_space_y,Rx_layer_space_x,Rx_layer_space_y,Tx_width,Rx_width,Magnetizing_Current_A
27.2,10.6,3.4,12.8,8.0,17.2,0.0,0.51,14.0,34.0,0.14,0.03,2.0,27.0,0.14,0.08,0.1,0.49,1.0,1.5,3.9,3.3,7.0,28.0,3.4,2.0,4.0,1.5,0.13,2.1,0.554746166198025
9.2,10.6,13.0,26.0,11.6,18.4,0.0,0.5,14.0,11.0,0.14,0.05,2.0,18.0,0.105,0.04,0.1,0.15,0.5,1.2,2.5,2.1,3.0,1.0,0.2,0.3,1.2,1.7,0.17,1.7,1.0252184094283263
9.2,3.4,4.6,26.0,22.4,31.6,0.0,0.51,14.0,31.0,0.105,0.1,2.0,34.0,0.07,0.03,0.1,0.43,2.8,0.4,4.0,4.9,4.0,7.0,2.1,0.8,0.4,3.2,0.29,3.1,2.1661910953578056
41.6,2.2,11.8,14.0,11.6,5.2,0.0,0.5,14.0,17.0,0.105,0.01,2.0,21.0,0.175,0.1,0.1,0.37,1.2,2.0,2.8,4.7,18.0,10.0,2.0,3.2,3.8,2.2,0.28,2.1,0.6755494301909786
44.0,13.0,2.2,23.6,15.2,37.6,0.0,0.51,14.0,35.0,0.175,0.06,2.0,11.0,0.14,0.03,0.1,0.21,1.1,2.3,4.0,4.1,23.0,14.0,2.1,4.9,4.0,2.3,0.27,2.7,0.2870574042950401
40.4,3.4,3.4,10.4,17.6,12.4,0.0,0.5,14.0,26.0,0.105,0.06,2.0,14.0,0.105,0.05,0.1,0.2,1.2,2.9,4.3,3.7,0.0,27.0,3.1,2.4,3.7,2.9,0.37,1.2,0.6557830437687381
20.0,10.6,4.6,10.4,24.8,7.6,0.0,0.51,14.0,33.0,0.175,0.03,2.0,26.0,0.175,0.1,0.1,0.35,2.0,3.8,4.8,4.9,25.0,17.0,3.5,4.2,4.5,1.2,1.3,4.5,0.8668359299855039
46.4,9.4,1.0,11.6,3.2,48.4,0.0,0.51,14.0,35.0,0.14,0.1,2.0,22.0,0.175,0.07,0.1,0.22,0.3,1.2,1.9,3.6,13.0,30.0,4.5,4.5,1.9,2.7,0.26,1.1,0.4101545984133286
20.0,13.0,9.4,9.2,12.8,46.0,0.0,0.51,14.0,30.0,0.105,0.05,2.0,29.0,0.035,0.01,0.1,0.07,0.9,2.0,2.9,1.2,17.0,16.0,2.1,1.2,2.4,0.2,0.24,1.0,0.9438245952038536
10.4,5.8,4.6,18.8,3.2,14.8,0.0,0.5,14.0,13.0,0.175,0.06,2.0,29.0,0.105,0.07,0.1,0.41,0.4,1.0,1.3,4.9,7.0,14.0,2.8,0.4,0.8,4.1,0.17,1.1,1.4595794667319602
42.8,8.2,11.8,10.4,9.2,35.2,0.0,0.5,14.0,9.0,0.175,0.08,2.0,17.0,0.035,0.01,0.1,0.24,0.6,0.4,1.9,3.6,16.0,7.0,0.2,2.8,0.7,3.9,0.39,1.4,0.4442653774640621
20.0,11.8,3.4,5.6,11.6,44.8,0.0,0.51,14.0,33.0,0.175,0.07,2.0,3.0,0.105,0.09,0.1,0.36,1.1,3.3,3.3,1.1,9.0,1.0,2.9,4.8,3.6,3.3,0.15,1.0,1.429278816722659
16.4,4.6,1.0,12.8,6.8,10.0,0.0,0.5,14.0,33.0,0.175,0.06,2.0,24.0,0.175,0.07,0.1,0.45,0.3,2.3,2.2,4.7,16.0,4.0,4.6,1.5,0.5,0.9,0.13,1.5,1.3590407088473777
41.6,4.6,5.8,21.2,23.6,31.6,0.0,0.51,14.0,17.0,0.105,0.1,2.0,34.0,0.07,0.03,0.1,0.22,2.1,2.1,4.9,4.5,12.0,20.0,2.9,2.6,4.3,0.8,0.22,3.0,0.4464302760084896
38.0,4.6,5.8,16.4,4.4,41.2,0.0,0.5,14.0,30.0,0.175,0.05,2.0,33.0,0.105,0.02,0.1,0.07,0.5,4.0,2.7,2.9,10.0,12.0,1.2,4.6,2.6,4.8,0.28,1.0,0.5341546846514705
23.6,3.4,8.2,26.0,8.0,13.6,0.0,0.51,14.0,25.0,0.175,0.08,2.0,29.0,0.105,0.05,0.1,0.16,0.5,3.1,4.2,1.7,19.0,18.0,4.4,2.9,1.9,3.9,0.39,1.1,0.7947894559086237
21.2,13.0,2.2,18.8,23.6,52.0,0.0,0.5,14.0,21.0,0.105,0.07,2.0,10.0,0.105,0.09,0.1,0.18,2.2,1.9,3.8,3.6,13.0,16.0,0.4,1.6,2.8,0.8,0.94,3.4,0.737379635748187
11.6,3.4,11.8,20.0,10.4,32.8,0.0,0.51,14.0,16.0,0.14,0.02,2.0,15.0,0.07,0.04,0.1,0.44,1.4,1.4,4.5,4.8,23.0,2.0,4.2,4.0,1.1,0.7,0.13,1.8,1.7798132356674972
27.2,10.6,7.0,17.6,15.2,38.8,0.0,0.5,14.0,32.0,0.07,0.03,2.0,11.0,0.105,0.08,0.1,0.43,0.8,1.1,3.9,1.6,9.0,19.0,2.2,4.8,4.2,1.4,0.34,1.5,0.4770456808615632
24.8,4.6,11.8,12.8,5.6,22.0,0.0,0.5,14.0,27.0,0.14,0.1,2.0,31.0,0.035,0.03,0.1,0.48,0.3,1.6,3.1,1.2,28.0,26.0,5.0,0.7,2.4,5.0,0.16,1.1,0.8437082973005909
18.8,13.0,2.2,15.2,26.0,40.0,0.0,0.5,14.0,32.0,0.175,0.04,2.0,22.0,0.14,0.03,0.1,0.22,1.9,3.6,4.6,4.7,21.0,22.0,0.4,2.9,0.8,2.8,0.48,3.5,0.8989959935289411
29.6,1.0,5.8,6.8,16.4,38.8,0.0,0.51,14.0,33.0,0.175,0.04,2.0,14.0,0.035,0.02,0.1,0.22,1.5,0.5,4.9,3.1,2.0,30.0,1.7,2.1,1.6,4.8,0.1,1.7,1.911251979714237
28.4,9.4,7.0,8.0,4.4,24.4,0.0,0.51,14.0,3.0,0.07,0.04,2.0,28.0,0.175,0.05,0.1,0.43,0.5,0.2,2.1,2.6,7.0,13.0,3.6,0.1,3.8,2.7,0.19,2.0,0.7440293109791181
10.4,3.4,3.4,23.6,14.0,32.8,0.0,0.5,14.0,23.0,0.105,0.06,2.0,10.0,0.14,0.03,0.1,0.49,1.8,0.5,4.0,4.5,12.0,1.0,4.4,3.9,4.5,3.5,0.48,3.9,2.010031398703225
47.6,1.0,1.0,17.6,14.0,34.0,0.0,0.5,14.0,32.0,0.035,0.02,2.0,34.0,0.175,0.06,0.1,0.49,1.0,3.7,2.6,4.3,16.0,14.0,0.5,4.5,3.0,4.2,0.32,2.3,1.056488242965771
36.8,4.6,8.2,14.0,18.8,35.2,0.0,0.5,14.0,23.0,0.175,0.08,2.0,18.0,0.105,0.06,0.1,0.28,1.7,2.0,4.3,4.2,9.0,13.0,4.0,4.0,0.4,0.3,0.42,4.1,0.5322138726411941
44.0,1.0,7.0,3.2,11.6,12.4,0.0,0.51,14.0,27.0,0.105,0.05,2.0,22.0,0.105,0.1,0.1,0.5,0.9,3.1,3.3,4.9,28.0,18.0,0.3,1.1,0.5,3.9,0.44,3.0,1.5583346873370214
9.2,4.6,1.0,17.6,10.4,20.8,0.0,0.51,14.0,15.0,0.105,0.07,2.0,12.0,0.14,0.01,0.1,0.46,0.4,1.1,2.5,2.2,19.0,3.0,2.5,3.9,2.7,2.3,0.39,1.8,2.2532613467100746
17.6,8.2,10.6,12.8,22.4,43.6,0.0,0.5,14.0,24.0,0.175,0.05,2.0,27.0,0.105,0.03,0.1,0.44,1.6,2.9,5.0,3.3,19.0,18.0,3.5,3.7,2.3,3.7,0.64,2.5,0.951846998267091
44.0,4.6,5.8,5.6,16.4,13.6,0.0,0.5,14.0,31.0,0.105,0.08,2.0,26.0,0.14,0.06,0.1,0.36,1.6,2.3,3.1,4.7,8.0,13.0,1.7,0.1,2.6,2.5,1.42,2.9,0.7305925154322721
32.0,9.4,13.0,21.2,15.2,40.0,0.0,0.5,14.0,24.0,0.07,0.05,2.0,8.0,0.07,0.06,0.1,0.17,1.1,2.1,5.0,3.4,1.0,4.0,1.6,4.9,1.6,1.1,0.74,1.7,0.383427313265331
42.8,8.2,5.8,5.6,15.2,31.6,0.0,0.5,14.0,32.0,0.07,0.06,2.0,28.0,0.07,0.07,0.1,0.15,0.7,3.5,2.7,4.0,17.0,10.0,3.5,4.2,1.1,4.5,0.45,1.9,0.6682841776566947
48.8,7.0,11.8,10.4,4.4,32.8,0.0,0.5,14.0,12.0,0.14,0.05,2.0,8.0,0.105,0.01,0.1,0.37,0.2,1.5,2.9,1.2,25.0,26.0,3.9,3.9,1.3,2.4,0.14,1.1,0.4099377172355123
29.6,10.6,8.2,23.6,4.4,25.6,0.0,0.5,14.0,32.0,0.105,0.09,2.0,20.0,0.14,0.05,0.1,0.26,0.2,2.9,1.8,2.0,30.0,30.0,2.1,4.1,3.3,4.5,0.12,1.5,0.364628891916031
40.4,2.2,1.0,14.0,3.2,49.6,0.0,0.5,14.0,17.0,0.07,0.05,2.0,28.0,0.14,0.07,0.1,0.34,0.3,1.5,2.1,2.1,8.0,17.0,4.1,1.2,0.3,0.7,0.27,1.0,0.8540339883246557
41.6,8.2,10.6,20.0,18.8,7.6,0.0,0.5,14.0,21.0,0.07,0.06,2.0,32.0,0.14,0.1,0.1,0.25,0.8,1.0,4.4,4.2,13.0,5.0,2.6,3.3,4.3,4.9,0.17,3.6,0.2925019331162471
47.6,10.6,8.2,3.2,6.8,30.4,0.0,0.5,14.0,20.0,0.035,0.01,2.0,25.0,0.14,0.02,0.1,0.26,0.9,1.8,2.3,4.1,3.0,21.0,3.2,3.5,2.2,1.3,0.25,1.0,0.8880574060439238
46.4,4.6,8.2,17.6,18.8,17.2,0.0,0.51,14.0,7.0,0.14,0.09,2.0,24.0,0.14,0.07,0.1,0.24,1.8,0.5,4.6,4.4,14.0,21.0,2.4,3.4,4.1,0.9,0.25,3.4,0.3943482054678001
22.4,7.0,4.6,10.4,14.0,6.4,0.0,0.51,14.0,26.0,0.105,0.09,2.0,9.0,0.175,0.07,0.1,0.33,1.3,2.3,3.8,3.4,10.0,11.0,0.8,4.0,3.6,4.1,0.59,2.8,0.8325667267476301
24.8,8.2,2.2,5.6,4.4,31.6,0.0,0.5,14.0,28.0,0.105,0.08,2.0,32.0,0.105,0.06,0.1,0.47,0.3,2.9,2.5,3.6,7.0,5.0,1.7,0.2,3.3,3.2,0.15,1.4,1.1825090768427486
45.2,5.8,11.8,26.0,8.0,16.0,0.0,0.51,14.0,31.0,0.105,0.06,2.0,25.0,0.14,0.06,0.1,0.44,0.4,2.9,3.8,4.6,21.0,30.0,4.8,4.8,4.4,3.4,0.19,2.3,0.3045943962393809
52.4,2.2,13.0,16.4,11.6,49.6,0.0,0.51,14.0,17.0,0.07,0.05,2.0,31.0,0.175,0.01,0.1,0.21,1.3,1.4,4.0,4.7,1.0,19.0,4.6,2.4,4.3,4.3,0.39,1.4,0.5925146926359157
6.8,5.8,7.0,16.4,5.6,52.0,0.0,0.51,14.0,26.0,0.07,0.02,2.0,31.0,0.035,0.01,0.1,0.39,0.6,2.4,3.2,2.6,6.0,7.0,0.6,1.5,1.1,4.3,0.55,1.4,2.5621494877748017
48.8,4.6,11.8,11.6,23.6,11.2,0.0,0.5,14.0,32.0,0.14,0.05,2.0,26.0,0.175,0.02,0.1,0.33,2.7,2.4,4.7,4.9,23.0,21.0,3.6,1.4,0.9,2.4,2.26,3.8,0.4417781838268464
22.4,10.6,5.8,8.0,17.6,18.4,0.0,0.51,14.0,35.0,0.035,0.01,2.0,24.0,0.105,0.05,0.1,0.13,2.1,1.9,3.4,4.5,8.0,10.0,2.1,0.1,1.9,2.6,1.49,2.1,0.9343265261907712
44.0,3.4,5.8,10.4,6.8,11.2,0.0,0.51,14.0,33.0,0.105,0.01,2.0,14.0,0.14,0.09,0.1,0.21,0.7,2.9,4.4,2.8,0.0,1.0,0.3,0.3,2.6,2.1,0.61,2.1,0.6003476203068934
44.0,3.4,13.0,16.4,9.2,14.8,0.0,0.51,14.0,30.0,0.14,0.07,2.0,25.0,0.035,0.03,0.1,0.24,0.8,2.2,4.4,4.2,9.0,6.0,1.1,4.5,4.9,3.4,0.44,2.9,0.4899579388837536
51.2,7.0,9.4,26.0,15.2,20.8,0.0,0.5,14.0,23.0,0.07,0.05,2.0,35.0,0.035,0.02,0.1,0.28,1.0,1.6,4.4,4.5,0.0,18.0,1.9,3.8,5.0,4.5,0.12,4.1,0.2490962851130263
38.0,4.6,1.0,6.8,8.0,41.2,0.0,0.5,14.0,27.0,0.105,0.08,2.0,17.0,0.14,0.07,0.1,0.18,0.6,3.1,3.9,3.6,22.0,1.0,4.6,2.4,2.4,1.4,0.11,3.1,0.88769386447532
40.4,7.0,7.0,11.6,4.4,36.4,0.0,0.51,14.0,27.0,0.105,0.03,2.0,7.0,0.175,0.08,0.1,0.29,0.4,0.9,2.2,3.6,21.0,29.0,0.6,1.2,2.5,2.5,0.29,1.3,0.4713277704172805
28.4,5.8,10.6,18.8,16.4,38.8,0.0,0.5,14.0,21.0,0.035,0.01,2.0,6.0,0.105,0.08,0.1,0.49,0.7,2.4,4.6,1.6,1.0,16.0,0.1,3.4,0.3,0.3,0.37,1.4,0.575616692826285
51.2,13.0,4.6,9.2,4.4,43.6,0.0,0.5,14.0,32.0,0.07,0.03,2.0,6.0,0.07,0.05,0.1,0.26,0.3,3.4,2.0,1.8,5.0,1.0,2.6,3.2,0.8,2.6,0.24,1.2,0.3680517545302061
41.6,7.0,8.2,24.8,16.4,37.6,0.0,0.51,14.0,20.0,0.07,0.03,2.0,6.0,0.105,0.05,0.1,0.37,1.4,0.9,4.4,3.3,8.0,26.0,0.2,2.6,3.9,5.0,0.5,2.4,0.3270694338676052
35.6,8.2,7.0,2.0,3.2,32.8,0.0,0.51,14.0,34.0,0.035,0.03,2.0,28.0,0.175,0.07,0.1,0.42,0.3,4.2,2.0,1.7,6.0,28.0,2.4,2.9,1.5,2.4,0.17,1.0,1.8294524262569056
24.8,5.8,2.2,17.6,20.0,26.8,0.0,0.5,14.0,16.0,0.105,0.05,2.0,8.0,0.14,0.04,0.1,0.33,1.8,1.8,4.4,3.6,24.0,7.0,0.6,0.8,0.1,2.1,0.62,2.0,0.7681185252950649
34.4,10.6,5.8,16.4,6.8,32.8,0.0,0.5,14.0,22.0,0.07,0.02,2.0,29.0,0.105,0.07,0.1,0.27,0.8,2.1,4.5,1.5,18.0,28.0,4.2,4.4,1.1,0.7,0.23,1.2,0.3928979936588381
12.8,4.6,9.4,15.2,12.8,10.0,0.0,0.5,14.0,29.0,0.07,0.01,2.0,11.0,0.07,0.07,0.1,0.46,0.7,3.7,4.1,3.7,19.0,0.0,2.0,1.6,0.8,5.0,0.22,2.1,1.4189533048346568
47.6,3.4,2.2,17.6,12.8,47.2,0.0,0.51,14.0,29.0,0.14,0.03,2.0,27.0,0.105,0.1,0.1,0.49,1.1,3.4,4.6,4.1,16.0,20.0,1.2,3.8,2.0,4.7,0.31,3.4,0.5165751890434426
50.0,4.6,2.2,23.6,16.4,22.0,0.0,0.51,14.0,21.0,0.175,0.09,2.0,34.0,0.175,0.07,0.1,0.2,2.0,2.3,4.8,3.9,1.0,14.0,1.0,2.5,3.6,2.3,0.3,1.4,0.3734183477626021
29.6,1.0,13.0,21.2,6.8,48.4,0.0,0.5,14.0,33.0,0.105,0.07,2.0,16.0,0.07,0.06,0.1,0.12,0.3,0.5,4.4,4.4,10.0,25.0,2.6,1.8,0.6,3.6,0.19,2.1,1.5633437716684169
22.4,4.6,9.4,6.8,5.6,32.8,0.0,0.51,14.0,32.0,0.14,0.07,2.0,14.0,0.175,0.06,0.1,0.37,0.6,3.3,2.9,4.8,7.0,25.0,2.1,0.8,4.0,1.3,0.2,1.2,1.2984241206075318
29.6,10.6,13.0,11.6,9.2,40.0,0.0,0.5,14.0,22.0,0.175,0.03,2.0,17.0,0.035,0.02,0.1,0.05,0.6,1.2,3.0,2.9,16.0,0.0,1.4,2.8,0.2,3.5,0.33,2.4,0.5548808084719561
21.2,5.8,8.2,16.4,23.6,32.8,0.0,0.5,14.0,26.0,0.175,0.01,2.0,24.0,0.035,0.02,0.1,0.34,2.4,1.7,5.0,4.0,7.0,2.0,1.8,0.6,1.3,1.0,0.49,2.1,0.8163021620543491
18.8,7.0,4.6,23.6,22.4,32.8,0.0,0.5,14.0,13.0,0.035,0.03,2.0,12.0,0.175,0.06,0.1,0.46,1.1,0.9,4.5,4.2,16.0,16.0,2.4,2.4,4.7,3.9,0.13,4.0,0.7469449114103095
11.6,8.2,9.4,12.8,8.0,35.2,0.0,0.5,14.0,22.0,0.105,0.06,2.0,15.0,0.035,0.03,0.1,0.19,0.9,0.7,1.9,1.5,7.0,3.0,2.4,0.4,1.7,4.3,0.29,1.4,1.4293832094213192
10.4,5.8,2.2,18.8,10.4,6.4,0.0,0.5,14.0,27.0,0.105,0.04,2.0,28.0,0.175,0.01,0.1,0.26,1.1,2.5,2.6,2.5,15.0,3.0,3.4,2.5,2.7,3.2,1.08,1.3,1.589733757299114
33.2,8.2,8.2,20.0,10.4,47.2,0.0,0.5,14.0,17.0,0.14,0.07,2.0,32.0,0.14,0.07,0.1,0.4,0.9,0.4,4.4,2.8,11.0,26.0,2.0,4.9,4.4,0.8,0.14,1.6,0.4132612498529891
44.0,11.8,8.2,5.6,17.6,6.4,0.0,0.5,14.0,26.0,0.14,0.08,2.0,35.0,0.14,0.1,0.1,0.29,0.9,2.1,4.9,4.9,11.0,19.0,2.2,1.6,3.5,2.9,0.55,3.1,0.5577019471588183
36.8,11.8,11.8,23.6,5.6,26.8,0.0,0.51,14.0,7.0,0.07,0.06,2.0,27.0,0.035,0.01,0.1,0.38,0.3,0.3,2.6,2.8,4.0,19.0,1.3,0.6,3.0,3.6,0.27,1.8,0.2780494331200981
52.4,9.4,3.4,17.6,15.2,50.8,0.0,0.51,14.0,35.0,0.175,0.1,2.0,5.0,0.14,0.07,0.1,0.23,0.8,3.5,4.3,2.1,25.0,5.0,1.1,4.0,4.3,3.3,0.25,1.7,0.2911847891198045
40.4,2.2,3.4,23.6,6.8,40.0,0.0,0.5,14.0,27.0,0.105,0.08,2.0,24.0,0.14,0.04,0.1,0.49,0.8,0.7,2.6,3.2,10.0,4.0,2.2,0.6,2.0,1.6,0.27,1.8,0.6944010455380176
26.0,4.6,7.0,5.6,21.2,38.8,0.0,0.5,14.0,31.0,0.07,0.06,2.0,28.0,0.105,0.08,0.1,0.22,1.5,3.8,5.0,4.8,0.0,13.0,0.5,0.1,1.1,0.5,1.4,3.6,1.3000879582166014
29.6,5.8,8.2,23.6,24.8,44.8,0.0,0.51,14.0,29.0,0.105,0.07,2.0,17.0,0.175,0.09,0.1,0.46,2.4,3.7,4.3,4.0,2.0,9.0,2.3,2.4,3.0,4.0,0.84,3.6,0.5170370734751902
18.8,3.4,2.2,11.6,12.8,52.0,0.0,0.5,14.0,24.0,0.14,0.06,2.0,19.0,0.14,0.02,0.1,0.31,1.7,0.8,4.9,4.7,9.0,27.0,2.9,0.3,0.3,0.2,0.19,4.0,1.5321298710426794
33.2,4.6,10.6,12.8,3.2,49.6,0.0,0.51,14.0,28.0,0.14,0.09,2.0,30.0,0.105,0.09,0.1,0.15,0.3,2.3,1.6,2.2,2.0,22.0,0.1,4.6,0.4,1.9,0.17,1.0,0.6708728358399196
42.8,13.0,13.0,17.6,11.6,44.8,0.0,0.51,14.0,21.0,0.105,0.06,2.0,10.0,0.175,0.01,0.1,0.34,1.3,2.0,4.3,4.7,29.0,23.0,1.1,4.6,4.0,2.6,0.84,1.2,0.2811343817984187
48.8,10.6,9.4,5.6,23.6,44.8,0.0,0.5,14.0,35.0,0.07,0.07,2.0,12.0,0.14,0.02,0.1,0.2,1.6,0.9,4.7,3.7,18.0,20.0,5.0,0.6,3.1,3.5,0.38,2.7,0.5839604457223619
10.4,4.6,11.8,23.6,24.8,16.0,0.0,0.5,14.0,20.0,0.175,0.04,2.0,34.0,0.105,0.1,0.1,0.17,2.4,2.1,4.6,5.0,23.0,4.0,4.8,2.3,5.0,4.9,1.32,3.5,1.4803438811529412
14.0,5.8,10.6,11.6,5.6,23.2,0.0,0.5,14.0,30.0,0.07,0.04,2.0,32.0,0.14,0.05,0.1,0.47,0.6,1.4,2.7,2.0,21.0,16.0,2.4,4.4,1.5,1.3,0.31,1.6,1.371188731850568
46.4,8.2,7.0,11.6,18.8,16.0,0.0,0.51,14.0,34.0,0.14,0.1,2.0,35.0,0.105,0.07,0.1,0.48,2.2,4.3,4.6,3.9,4.0,1.0,2.9,0.3,4.4,0.4,0.11,3.8,0.3740716750053744
39.2,8.2,11.8,17.6,9.2,13.6,0.0,0.51,14.0,29.0,0.105,0.06,2.0,32.0,0.14,0.02,0.1,0.49,0.6,3.8,4.9,3.5,21.0,22.0,0.9,3.2,0.6,2.6,0.42,1.0,0.3278772389455004
45.2,5.8,9.4,26.0,26.0,31.6,0.0,0.51,14.0,35.0,0.035,0.01,2.0,26.0,0.105,0.1,0.1,0.33,2.1,1.5,5.0,4.3,0.0,0.0,2.9,1.1,2.2,3.6,0.55,2.9,0.3249789130638874
32.0,4.6,5.8,11.6,9.2,5.2,0.0,0.5,14.0,26.0,0.105,0.02,2.0,19.0,0.14,0.04,0.1,0.24,0.8,2.9,3.5,3.2,24.0,30.0,1.9,1.1,0.6,1.2,0.72,1.6,0.6404257830300338
48.8,13.0,2.2,21.2,16.4,24.4,0.0,0.51,14.0,32.0,0.14,0.04,2.0,15.0,0.07,0.06,0.1,0.28,2.1,3.2,4.3,4.5,27.0,3.0,3.7,4.8,0.8,2.9,1.12,1.3,0.2717283358317032
48.8,2.2,10.6,9.2,17.6,32.8,0.0,0.5,14.0,35.0,0.14,0.02,2.0,25.0,0.105,0.05,0.1,0.38,1.2,3.2,4.2,2.1,4.0,28.0,5.0,0.3,3.4,4.5,1.11,1.5,0.7194468436118485
17.6,5.8,13.0,24.8,21.2,11.2,0.0,0.51,14.0,34.0,0.07,0.03,2.0,7.0,0.105,0.01,0.1,0.26,1.1,1.5,4.0,3.5,28.0,13.0,1.4,0.8,3.8,3.4,0.49,2.5,0.7574058288292191
46.4,3.4,1.0,5.6,8.0,25.6,0.0,0.5,14.0,31.0,0.14,0.02,2.0,12.0,0.105,0.1,0.1,0.31,1.0,1.9,5.0,4.0,11.0,24.0,1.7,2.6,0.8,2.2,0.59,2.5,0.8548299795215576
38.0,13.0,8.2,17.6,24.8,37.6,0.0,0.5,14.0,35.0,0.175,0.04,2.0,27.0,0.105,0.04,0.1,0.46,1.3,1.2,5.0,4.8,21.0,18.0,2.1,0.7,5.0,2.9,0.71,4.6,0.3260260759704941
45.2,4.6,10.6,15.2,6.8,12.4,0.0,0.51,14.0,31.0,0.105,0.05,2.0,22.0,0.14,0.08,0.1,0.2,0.6,2.0,3.3,4.0,21.0,24.0,2.9,2.0,2.0,0.8,0.57,1.7,0.4112192335991623
44.0,13.0,3.4,8.0,26.0,11.2,0.0,0.51,14.0,27.0,0.07,0.06,2.0,19.0,0.105,0.07,0.1,0.26,2.4,2.7,4.8,4.8,21.0,23.0,0.6,3.1,2.6,1.3,1.0,4.4,0.4825940331671385
6.8,11.8,11.8,11.6,8.0,22.0,0.0,0.5,14.0,33.0,0.105,0.04,2.0,30.0,0.07,0.06,0.1,0.08,0.6,2.1,4.7,3.6,4.0,12.0,1.0,3.3,3.2,2.8,0.19,2.9,2.209948652685428
11.6,11.8,7.0,24.8,26.0,8.8,0.0,0.51,14.0,34.0,0.07,0.03,2.0,13.0,0.07,0.06,0.1,0.2,2.3,3.5,4.7,4.0,16.0,17.0,3.1,4.1,3.4,0.7,0.34,3.6,0.8995852739983415
45.2,4.6,4.6,4.4,4.4,41.2,0.0,0.51,14.0,32.0,0.14,0.03,2.0,11.0,0.175,0.01,0.1,0.23,0.5,0.8,1.6,4.2,21.0,6.0,0.2,2.0,3.4,1.5,0.42,1.1,0.8927832084655805
52.4,11.8,13.0,24.8,11.6,10.0,0.0,0.5,14.0,30.0,0.14,0.08,2.0,21.0,0.105,0.04,0.1,0.13,1.4,1.6,4.0,1.8,9.0,22.0,0.6,0.6,1.2,0.8,0.31,1.3,0.1871276683222795
44.0,8.2,11.8,26.0,18.8,28.0,0.0,0.5,14.0,32.0,0.07,0.03,2.0,16.0,0.105,0.02,0.1,0.41,2.3,1.5,4.3,4.4,21.0,2.0,4.5,0.5,1.0,4.0,0.56,4.1,0.2751000641567479
39.2,5.8,8.2,22.4,3.2,44.8,0.0,0.51,14.0,14.0,0.105,0.1,2.0,15.0,0.105,0.01,0.1,0.27,0.4,0.4,2.0,1.4,21.0,16.0,2.5,3.7,0.7,1.1,0.27,1.0,0.4000670678051087
6.8,8.2,8.2,16.4,4.4,29.2,0.0,0.5,14.0,14.0,0.105,0.04,2.0,29.0,0.175,0.09,0.1,0.47,0.3,0.7,2.1,1.9,8.0,0.0,0.2,2.8,1.7,0.6,0.14,1.8,2.0055840604731068
42.8,9.4,7.0,12.8,10.4,50.8,0.0,0.5,14.0,21.0,0.105,0.04,2.0,13.0,0.175,0.08,0.1,0.26,1.1,0.8,2.3,4.9,14.0,30.0,1.4,3.1,3.1,3.1,0.28,1.6,0.391734539754432
14.0,3.4,2.2,11.6,4.4,38.8,0.0,0.5,14.0,31.0,0.175,0.08,2.0,10.0,0.175,0.01,0.1,0.3,0.2,1.2,2.4,1.3,20.0,9.0,2.4,4.7,1.6,0.7,0.16,1.2,1.919659568576544
42.8,4.6,7.0,23.6,17.6,47.2,0.0,0.51,14.0,32.0,0.07,0.07,2.0,30.0,0.14,0.09,0.1,0.41,1.7,3.2,3.1,4.2,29.0,13.0,2.4,4.8,0.3,2.8,0.65,3.0,0.4305533657250128
27.2,9.4,7.0,8.0,21.2,5.2,0.0,0.51,14.0,35.0,0.07,0.03,2.0,31.0,0.175,0.01,0.1,0.33,2.4,1.9,4.4,4.3,30.0,5.0,3.8,0.4,0.8,4.2,0.3,2.4,0.7607240594139426
39.2,5.8,7.0,4.4,4.4,41.2,0.0,0.5,14.0,31.0,0.175,0.02,2.0,22.0,0.07,0.07,0.1,0.19,0.4,3.9,1.8,3.3,2.0,2.0,3.9,1.1,1.0,2.7,0.27,1.1,0.9580446381881854
45.2,3.4,10.6,3.2,10.4,20.8,0.0,0.51,14.0,29.0,0.175,0.03,2.0,10.0,0.175,0.05,0.1,0.36,1.2,3.2,2.9,4.0,29.0,8.0,1.2,0.6,1.2,1.2,0.53,1.1,1.1064534327730642
45.2,2.2,1.0,5.6,17.6,30.4,0.0,0.51,14.0,9.0,0.105,0.07,2.0,27.0,0.07,0.04,0.1,0.35,1.5,0.5,4.5,1.5,22.0,8.0,1.4,3.6,0.2,3.8,0.49,1.3,1.0927722461507356
14.0,11.8,5.8,10.4,10.4,26.8,0.0,0.51,14.0,24.0,0.105,0.09,2.0,26.0,0.14,0.1,0.1,0.49,1.2,2.7,4.1,3.8,3.0,4.0,4.9,0.6,3.3,3.0,0.59,2.0,1.1879072627172222
34.4,3.4,11.8,24.8,6.8,32.8,0.0,0.51,14.0,21.0,0.175,0.1,2.0,15.0,0.175,0.02,0.1,0.17,0.9,1.0,2.3,4.0,5.0,25.0,1.5,1.9,3.2,3.8,0.19,1.1,0.5994734132315782
38.0,10.6,2.2,9.2,16.4,32.8,0.0,0.51,14.0,21.0,0.175,0.03,2.0,24.0,0.14,0.07,0.1,0.47,1.0,1.0,4.0,4.5,4.0,21.0,1.8,1.1,1.3,2.9,0.58,1.8,0.5529659369913974
