w1,l1_leg,l1_top,l1_center,l2,h1,l2_tap,ratio,Tx_turns,Tx_tap,Tx_height,Tx_preg,Rx_turns,Rx_tap,Rx_height,Rx_preg,g1,g2,Tx_space_x,Tx_space_y,Rx_space_x,Rx_space_y,core_N_w1,core_P_w1,Tx_layer_space_x,Tx_layer_space_y,Rx_layer_space_x,Rx_layer_space_y,Tx_width,Rx_width,Llr1_uH
23.6,4.6,3.4,12.8,3.2,53.2,0.0,0.5,14.0,9.0,0.175,0.05,2.0,11.0,0.07,0.03,0.1,0.14,0.3,0.6,1.7,4.5,7.0,26.0,4.5,3.8,1.8,2.4,0.27,1.0,0.414449757152695
51.2,10.6,10.6,6.8,4.4,17.2,0.0,0.5,14.0,17.0,0.175,0.09,2.0,28.0,0.105,0.06,0.1,0.28,0.4,2.2,3.0,3.6,4.0,12.0,1.7,3.0,3.5,1.2,0.17,1.0,0.646587896318156
8.0,3.4,13.0,4.4,17.6,12.4,0.0,0.51,14.0,18.0,0.175,0.01,2.0,20.0,0.105,0.03,0.1,0.39,1.8,0.8,4.5,4.0,3.0,18.0,4.6,3.9,4.3,1.4,0.55,2.6,0.248147155739885
41.6,10.6,3.4,24.8,3.2,12.4,0.0,0.51,14.0,34.0,0.175,0.02,2.0,26.0,0.175,0.02,0.1,0.41,0.4,1.4,1.2,4.4,28.0,3.0,1.9,3.0,4.5,2.0,0.3,1.1,0.6094081931600279
34.4,11.8,8.2,21.2,15.2,20.8,0.0,0.51,14.0,8.0,0.14,0.1,2.0,26.0,0.14,0.05,0.1,0.29,1.4,0.9,5.0,3.6,22.0,13.0,0.8,4.1,3.8,2.2,0.5,3.5,0.341975375705182
16.4,9.4,3.4,10.4,10.4,6.4,0.0,0.51,14.0,31.0,0.14,0.03,2.0,29.0,0.105,0.03,0.1,0.47,1.2,1.2,2.8,3.2,15.0,29.0,3.4,0.7,0.1,4.3,1.04,2.1,0.328810863854085
34.4,8.2,7.0,8.0,9.2,37.6,0.0,0.5,14.0,24.0,0.105,0.07,2.0,33.0,0.07,0.06,0.1,0.41,1.0,2.7,4.1,2.3,12.0,2.0,1.6,3.5,3.7,3.2,0.7,1.3,0.482718959669448
14.0,8.2,10.6,26.0,8.0,17.2,0.0,0.5,14.0,35.0,0.07,0.07,2.0,34.0,0.105,0.02,0.1,0.14,0.9,3.2,2.9,3.9,28.0,14.0,3.1,1.2,2.0,2.5,0.79,1.3,0.541946072881491
10.4,3.4,13.0,5.6,8.0,38.8,0.0,0.51,14.0,25.0,0.07,0.05,2.0,33.0,0.07,0.01,0.1,0.44,0.4,1.8,3.2,4.4,7.0,23.0,3.9,3.1,2.7,0.6,0.36,1.4,0.325928235386868
23.6,1.0,4.6,16.4,9.2,16.0,0.0,0.5,14.0,28.0,0.14,0.02,2.0,15.0,0.07,0.04,0.1,0.2,0.8,2.7,4.8,4.4,22.0,8.0,2.3,2.1,3.0,0.7,0.2,3.8,0.3594812161748429
12.8,2.2,2.2,22.4,17.6,30.4,0.0,0.51,14.0,25.0,0.175,0.03,2.0,10.0,0.14,0.08,0.1,0.37,1.8,3.1,4.0,4.8,30.0,20.0,0.8,3.4,2.8,1.1,1.03,2.2,0.489250939670023
47.6,5.8,7.0,23.6,8.0,37.6,0.0,0.5,14.0,33.0,0.105,0.06,2.0,7.0,0.14,0.07,0.1,0.47,0.7,4.0,3.5,2.4,0.0,24.0,4.0,3.4,3.0,2.9,0.63,2.2,0.639857142319035
27.2,4.6,4.6,24.8,22.4,5.2,0.0,0.51,14.0,16.0,0.14,0.03,2.0,16.0,0.14,0.03,0.1,0.12,1.4,1.9,5.0,4.1,30.0,15.0,4.8,4.1,3.5,2.7,0.9,2.3,0.403450583458784
23.6,5.8,3.4,8.0,4.4,19.6,0.0,0.5,14.0,30.0,0.105,0.02,2.0,30.0,0.14,0.09,0.1,0.49,0.3,1.3,1.3,4.5,11.0,20.0,1.2,3.9,1.1,4.6,0.12,1.2,0.3735242412065629
18.8,11.8,4.6,10.4,4.4,8.8,0.0,0.5,14.0,28.0,0.105,0.04,2.0,6.0,0.175,0.07,0.1,0.29,0.5,3.8,1.6,1.8,21.0,22.0,1.6,2.6,3.8,3.2,0.1,1.1,0.473140684718486
28.4,9.4,10.6,10.4,15.2,11.2,0.0,0.5,14.0,16.0,0.105,0.07,2.0,26.0,0.035,0.03,0.1,0.13,2.0,1.0,5.0,3.0,28.0,14.0,1.1,1.4,2.2,1.8,0.31,1.4,0.509482858211095
8.0,4.6,2.2,8.0,5.6,44.8,0.0,0.51,14.0,32.0,0.14,0.04,2.0,22.0,0.105,0.08,0.1,0.47,0.4,0.5,2.1,3.1,26.0,9.0,3.0,2.6,3.7,1.9,0.13,1.2,0.294437721335339
39.2,9.4,10.6,20.0,8.0,20.8,0.0,0.5,14.0,21.0,0.14,0.07,2.0,21.0,0.07,0.02,0.1,0.26,0.7,1.6,4.8,1.8,28.0,7.0,0.3,0.1,4.9,3.3,0.31,1.1,0.6838321908663471
24.8,11.8,5.8,12.8,10.4,36.4,0.0,0.51,14.0,8.0,0.175,0.05,2.0,30.0,0.14,0.07,0.1,0.29,1.3,0.8,2.4,2.7,19.0,13.0,2.8,2.5,1.6,3.9,0.51,1.0,0.487317587825321
12.8,4.6,3.4,10.4,18.8,43.6,0.0,0.5,14.0,20.0,0.175,0.04,2.0,18.0,0.07,0.05,0.1,0.5,1.6,2.6,4.1,4.7,18.0,28.0,0.6,0.9,4.0,2.3,0.3,3.4,0.321730891573405
45.2,13.0,10.6,15.2,3.2,32.8,0.0,0.5,14.0,18.0,0.175,0.05,2.0,19.0,0.14,0.01,0.1,0.49,0.2,2.1,1.5,4.4,23.0,23.0,4.9,1.3,3.8,0.2,0.14,1.0,0.7727542562055091
27.2,2.2,10.6,10.4,6.8,12.4,0.0,0.5,14.0,24.0,0.105,0.05,2.0,12.0,0.07,0.03,0.1,0.43,0.8,2.7,3.5,2.2,15.0,0.0,3.0,4.5,4.8,4.8,0.51,1.9,0.406620075227692
32.0,7.0,5.8,6.8,12.8,28.0,0.0,0.51,14.0,32.0,0.175,0.01,2.0,18.0,0.105,0.03,0.1,0.47,0.9,2.1,4.0,4.9,10.0,30.0,2.5,3.3,0.7,3.9,0.35,1.0,0.4733973335598669
29.6,13.0,13.0,23.6,26.0,34.0,0.0,0.5,14.0,32.0,0.07,0.04,2.0,19.0,0.175,0.03,0.1,0.38,3.1,3.9,4.9,5.0,6.0,4.0,2.2,0.7,2.4,0.1,0.31,4.1,0.696283783711289
5.6,5.8,2.2,16.4,4.4,53.2,0.0,0.51,14.0,28.0,0.07,0.05,2.0,27.0,0.105,0.05,0.1,0.21,0.5,1.7,2.4,2.7,30.0,27.0,3.5,2.9,1.3,0.5,0.44,1.2,0.340936100622747
21.2,4.6,2.2,6.8,10.4,12.4,0.0,0.51,14.0,30.0,0.07,0.07,2.0,11.0,0.07,0.03,0.1,0.45,0.4,1.6,4.8,2.1,10.0,13.0,4.0,3.2,4.2,2.8,0.37,1.9,0.458408588055219
20.0,11.8,3.4,22.4,18.8,42.4,0.0,0.5,14.0,31.0,0.105,0.02,2.0,24.0,0.14,0.03,0.1,0.23,1.7,0.8,4.4,2.3,8.0,7.0,4.8,1.1,0.7,3.3,0.17,1.4,0.474548664607248
51.2,3.4,1.0,21.2,10.4,31.6,0.0,0.5,14.0,29.0,0.105,0.06,2.0,33.0,0.14,0.04,0.1,0.3,1.1,1.8,4.9,2.6,24.0,1.0,0.6,1.0,2.6,1.1,0.95,1.4,0.5789261535686839
34.4,8.2,10.6,16.4,9.2,22.0,0.0,0.51,14.0,31.0,0.105,0.05,2.0,28.0,0.14,0.1,0.1,0.29,0.5,0.7,3.8,3.2,21.0,22.0,1.5,3.8,2.6,3.6,0.47,1.3,0.486162877931241
27.2,1.0,5.8,5.6,15.2,12.4,0.0,0.51,14.0,24.0,0.105,0.06,2.0,31.0,0.175,0.1,0.1,0.5,0.7,1.0,3.1,3.9,23.0,19.0,0.1,4.8,1.7,3.0,0.33,2.1,0.271027856554758
20.0,5.8,4.6,11.6,12.8,36.4,0.0,0.5,14.0,12.0,0.035,0.03,2.0,13.0,0.175,0.08,0.1,0.3,1.0,1.1,2.8,3.1,21.0,14.0,4.4,2.8,2.2,1.9,0.46,2.0,0.29007900541826
11.6,9.4,8.2,10.4,4.4,20.8,0.0,0.5,14.0,19.0,0.14,0.06,2.0,14.0,0.175,0.1,0.1,0.27,0.4,1.3,2.1,2.2,21.0,29.0,4.9,3.1,1.4,2.4,0.39,1.3,0.300714369186488
52.4,5.8,13.0,9.2,17.6,41.2,0.0,0.5,14.0,34.0,0.14,0.02,2.0,20.0,0.175,0.01,0.1,0.15,2.0,2.5,4.8,3.9,7.0,23.0,3.5,4.7,3.0,4.4,1.45,2.9,0.4833135447673299
21.2,7.0,11.8,5.6,10.4,25.6,0.0,0.5,14.0,23.0,0.175,0.04,2.0,30.0,0.14,0.05,0.1,0.3,1.4,2.4,4.8,1.7,6.0,16.0,3.5,4.2,1.3,0.7,0.19,1.1,0.459252599982902
47.6,10.6,8.2,20.0,10.4,16.0,0.0,0.51,14.0,31.0,0.105,0.09,2.0,24.0,0.035,0.03,0.1,0.18,1.3,2.8,3.6,3.4,27.0,4.0,4.1,4.3,4.6,3.4,0.25,2.1,0.611278336677485
33.2,4.6,13.0,15.2,23.6,30.4,0.0,0.51,14.0,23.0,0.175,0.04,2.0,14.0,0.175,0.06,0.1,0.48,2.5,2.2,4.7,4.5,8.0,4.0,4.1,1.3,1.1,3.9,2.07,4.1,0.426101967655216
51.2,3.4,7.0,15.2,23.6,17.2,0.0,0.51,14.0,34.0,0.07,0.07,2.0,8.0,0.035,0.03,0.1,0.45,2.8,4.0,4.5,3.9,26.0,22.0,0.6,3.7,4.9,2.6,2.06,3.2,0.8264892725846159
12.8,7.0,8.2,21.2,16.4,13.6,0.0,0.51,14.0,30.0,0.105,0.02,2.0,23.0,0.105,0.04,0.1,0.24,1.8,2.9,3.4,4.7,10.0,18.0,3.6,5.0,0.4,2.3,0.92,2.7,0.460314919904006
35.6,8.2,13.0,20.0,4.4,52.0,0.0,0.5,14.0,31.0,0.175,0.04,2.0,21.0,0.07,0.07,0.1,0.36,0.4,0.7,1.4,1.7,10.0,27.0,2.1,3.1,0.8,4.8,0.25,1.0,0.514780553994298
34.4,9.4,5.8,11.6,6.8,29.2,0.0,0.5,14.0,32.0,0.14,0.07,2.0,6.0,0.105,0.07,0.1,0.19,0.5,3.2,3.3,3.3,29.0,10.0,0.3,3.3,1.4,2.8,0.43,2.4,0.450231130218665
15.2,4.6,2.2,18.8,20.0,50.8,0.0,0.5,14.0,23.0,0.105,0.06,2.0,20.0,0.105,0.06,0.1,0.38,2.5,2.0,4.6,4.8,27.0,6.0,4.4,4.4,3.4,2.0,0.79,3.0,0.427979014205751
17.6,11.8,2.2,5.6,14.0,16.0,0.0,0.51,14.0,31.0,0.14,0.06,2.0,20.0,0.07,0.01,0.1,0.24,1.1,2.3,3.4,3.6,28.0,7.0,2.0,1.3,4.0,2.2,0.81,2.2,0.291517468467055
20.0,4.6,11.8,9.2,21.2,24.4,0.0,0.5,14.0,35.0,0.14,0.04,2.0,32.0,0.035,0.03,0.1,0.42,1.4,4.4,3.5,4.2,4.0,24.0,4.1,4.6,0.1,0.5,0.83,3.3,0.395234337801708
36.8,2.2,2.2,21.2,8.0,37.6,0.0,0.51,14.0,13.0,0.175,0.05,2.0,19.0,0.105,0.03,0.1,0.4,0.7,0.8,2.1,4.2,1.0,18.0,2.6,1.5,3.3,4.8,0.15,1.1,0.5344586039671121
48.8,5.8,8.2,20.0,26.0,50.8,0.0,0.5,14.0,34.0,0.175,0.04,2.0,23.0,0.105,0.06,0.1,0.13,3.2,4.0,4.7,4.6,14.0,13.0,0.8,0.2,3.2,4.7,1.19,4.0,0.758988780918486
36.8,2.2,7.0,16.4,15.2,19.6,0.0,0.5,14.0,24.0,0.035,0.03,2.0,21.0,0.105,0.1,0.1,0.3,1.8,1.6,4.0,5.0,17.0,9.0,1.3,0.5,4.6,4.6,1.3,2.2,0.478375157120403
29.6,8.2,4.6,22.4,18.8,53.2,0.0,0.51,14.0,34.0,0.105,0.04,2.0,21.0,0.07,0.03,0.1,0.19,0.9,4.2,4.8,4.9,29.0,21.0,1.9,0.6,1.0,1.0,0.72,2.3,0.514938842447915
23.6,5.8,2.2,15.2,9.2,7.6,0.0,0.51,14.0,28.0,0.14,0.01,2.0,33.0,0.07,0.05,0.1,0.29,1.1,0.7,4.2,4.6,19.0,30.0,0.8,0.3,5.0,3.3,0.13,1.0,0.484803534873473
11.6,4.6,11.8,23.6,8.0,24.4,0.0,0.51,14.0,23.0,0.175,0.08,2.0,25.0,0.14,0.1,0.1,0.2,1.0,1.0,4.1,1.2,15.0,19.0,4.6,2.2,0.7,1.6,0.36,1.0,0.459013804365164
29.6,7.0,7.0,10.4,18.8,22.0,0.0,0.5,14.0,29.0,0.07,0.05,2.0,23.0,0.175,0.09,0.1,0.27,1.4,1.5,4.2,4.2,3.0,2.0,2.4,1.2,2.4,1.2,0.34,1.5,0.420648154121692
29.6,3.4,3.4,21.2,24.8,43.6,0.0,0.51,14.0,14.0,0.14,0.09,2.0,21.0,0.175,0.03,0.1,0.38,1.7,0.7,4.5,3.7,20.0,24.0,2.9,1.8,3.6,3.4,0.11,3.1,0.407602680501908
29.6,4.6,9.4,5.6,23.6,32.8,0.0,0.51,14.0,21.0,0.07,0.06,2.0,11.0,0.035,0.01,0.1,0.38,2.3,1.4,4.5,4.3,16.0,8.0,4.1,0.4,2.6,2.4,1.37,3.6,0.350574985380721
33.2,5.8,7.0,15.2,11.6,30.4,0.0,0.5,14.0,30.0,0.105,0.03,2.0,15.0,0.175,0.09,0.1,0.42,1.0,0.5,3.9,3.5,11.0,15.0,3.2,1.8,4.7,1.1,0.46,1.4,0.44976694050314
52.4,7.0,4.6,26.0,11.6,14.8,0.0,0.51,14.0,33.0,0.07,0.06,2.0,32.0,0.14,0.09,0.1,0.2,0.5,2.1,4.4,4.8,28.0,22.0,2.3,1.6,0.8,4.0,0.25,1.7,0.747376767251051
27.2,10.6,10.6,22.4,16.4,19.6,0.0,0.51,14.0,33.0,0.105,0.07,2.0,35.0,0.105,0.1,0.1,0.42,1.6,3.4,3.8,4.6,28.0,23.0,1.1,2.9,2.6,1.5,0.53,3.0,0.518940809237522
26.0,2.2,11.8,20.0,5.6,52.0,0.0,0.5,14.0,34.0,0.07,0.05,2.0,28.0,0.07,0.07,0.1,0.14,0.4,3.8,3.2,4.2,0.0,28.0,0.2,3.4,2.9,0.1,0.35,1.9,0.5930254018599199
15.2,2.2,5.8,15.2,26.0,44.8,0.0,0.51,14.0,31.0,0.175,0.03,2.0,22.0,0.175,0.1,0.1,0.4,3.1,2.6,5.0,3.8,18.0,14.0,2.8,2.3,2.3,0.2,0.59,3.2,0.485395713184354
32.0,11.8,8.2,12.8,4.4,20.8,0.0,0.51,14.0,16.0,0.105,0.05,2.0,31.0,0.175,0.04,0.1,0.41,0.3,2.0,2.4,4.4,19.0,18.0,2.3,0.5,1.5,1.6,0.18,1.1,0.57528795859708
24.8,10.6,9.4,26.0,18.8,48.4,0.0,0.51,14.0,17.0,0.14,0.08,2.0,15.0,0.105,0.1,0.1,0.39,1.2,0.7,3.7,3.6,25.0,2.0,3.5,3.5,0.5,4.9,0.43,3.0,0.36799411914316
10.4,3.4,7.0,23.6,21.2,52.0,0.0,0.5,14.0,34.0,0.14,0.09,2.0,31.0,0.175,0.1,0.1,0.39,2.2,4.3,4.6,4.1,1.0,6.0,4.9,4.3,4.5,3.0,1.41,3.5,0.5028290990697001
45.2,7.0,2.2,12.8,3.2,49.6,0.0,0.51,14.0,34.0,0.105,0.05,2.0,18.0,0.14,0.07,0.1,0.27,0.4,0.8,1.3,3.1,27.0,5.0,0.5,1.9,2.6,2.1,0.11,1.0,0.446857219086012
24.8,1.0,1.0,4.4,9.2,49.6,0.0,0.5,14.0,30.0,0.105,0.1,2.0,16.0,0.105,0.06,0.1,0.23,0.4,4.1,3.7,4.9,9.0,27.0,1.6,5.0,4.0,3.3,0.17,1.9,0.480152093177378
20.0,4.6,4.6,18.8,9.2,10.0,0.0,0.51,14.0,34.0,0.14,0.07,2.0,14.0,0.105,0.06,0.1,0.4,0.9,2.8,3.7,2.6,9.0,23.0,4.7,0.6,4.5,3.3,0.58,2.3,0.44216287259278
18.8,8.2,10.6,4.4,17.6,16.0,0.0,0.5,14.0,27.0,0.175,0.04,2.0,32.0,0.035,0.01,0.1,0.44,1.0,2.2,3.4,4.3,19.0,26.0,4.1,1.0,4.1,4.9,0.56,3.1,0.252989635776208
21.2,9.4,13.0,24.8,20.0,32.8,0.0,0.51,14.0,27.0,0.105,0.02,2.0,22.0,0.035,0.02,0.1,0.38,1.6,1.9,4.2,4.3,6.0,0.0,2.0,2.9,4.5,3.1,1.47,4.0,0.337147408650544
12.8,3.4,1.0,14.0,9.2,18.4,0.0,0.5,14.0,14.0,0.175,0.03,2.0,21.0,0.07,0.07,0.1,0.09,1.1,0.6,3.8,2.2,11.0,26.0,4.8,4.3,2.2,4.7,0.38,1.8,0.27159919044815
12.8,9.4,5.8,6.8,9.2,40.0,0.0,0.5,14.0,29.0,0.07,0.06,2.0,24.0,0.14,0.02,0.1,0.36,0.6,0.6,2.4,3.0,13.0,16.0,1.9,4.8,3.5,4.6,0.48,1.1,0.270076547961598
27.2,2.2,7.0,11.6,9.2,17.2,0.0,0.51,14.0,34.0,0.14,0.08,2.0,10.0,0.105,0.09,0.1,0.2,1.0,1.4,5.0,2.0,29.0,15.0,5.0,0.5,2.5,3.7,0.58,1.4,0.391349160892703
28.4,5.8,4.6,21.2,4.4,32.8,0.0,0.51,14.0,30.0,0.14,0.01,2.0,15.0,0.07,0.01,0.1,0.1,0.4,1.8,2.1,4.8,7.0,20.0,3.6,0.4,0.1,0.7,0.1,1.1,0.470625306430831
36.8,9.4,2.2,14.0,11.6,14.8,0.0,0.5,14.0,28.0,0.14,0.07,2.0,28.0,0.035,0.01,0.1,0.37,1.4,1.7,4.3,4.8,14.0,1.0,4.2,3.6,2.8,3.8,1.13,2.3,0.423095210324128
52.4,7.0,10.6,24.8,11.6,7.6,0.0,0.5,14.0,28.0,0.175,0.03,2.0,6.0,0.175,0.07,0.1,0.4,0.5,3.0,2.2,3.4,5.0,30.0,4.2,4.0,4.6,2.5,0.25,1.5,0.6920323238337831
16.4,8.2,13.0,23.6,15.2,10.0,0.0,0.5,14.0,24.0,0.175,0.01,2.0,17.0,0.175,0.03,0.1,0.49,1.8,1.0,2.9,3.5,2.0,7.0,4.4,2.1,0.4,4.4,0.62,2.7,0.413931236949563
52.4,7.0,7.0,6.8,3.2,38.8,0.0,0.51,14.0,30.0,0.07,0.05,2.0,25.0,0.14,0.01,0.1,0.16,0.3,1.1,1.2,2.9,6.0,9.0,1.1,1.2,2.7,0.1,0.27,1.1,0.349882988396544
10.4,2.2,10.6,10.4,9.2,38.8,0.0,0.51,14.0,33.0,0.035,0.02,2.0,9.0,0.175,0.09,0.1,0.4,0.9,3.6,4.4,3.4,16.0,29.0,1.7,2.3,4.1,1.6,0.27,3.3,0.319970954845207
16.4,1.0,1.0,11.6,10.4,34.0,0.0,0.51,14.0,27.0,0.105,0.06,2.0,26.0,0.175,0.03,0.1,0.31,0.8,2.5,3.1,2.5,30.0,21.0,2.5,0.8,0.9,3.3,0.79,1.3,0.384670868889897
47.6,13.0,3.4,22.4,11.6,14.8,0.0,0.5,14.0,27.0,0.105,0.01,2.0,21.0,0.105,0.06,0.1,0.49,0.9,1.9,2.4,3.1,18.0,7.0,0.7,3.3,3.1,4.0,0.51,1.8,0.5821265554552519
14.0,9.4,13.0,16.4,21.2,6.4,0.0,0.5,14.0,35.0,0.175,0.02,2.0,19.0,0.105,0.04,0.1,0.39,1.3,3.5,4.9,4.5,5.0,18.0,2.4,2.3,4.3,1.4,0.69,3.4,0.373593169475951
40.4,2.2,10.6,9.2,6.8,41.2,0.0,0.51,14.0,33.0,0.14,0.01,2.0,12.0,0.175,0.1,0.1,0.19,0.7,1.0,2.7,4.7,24.0,14.0,2.4,3.0,4.5,4.0,0.59,1.9,0.284329669217959
6.8,9.4,11.8,4.4,17.6,17.2,0.0,0.5,14.0,34.0,0.105,0.09,2.0,31.0,0.175,0.01,0.1,0.29,1.0,3.2,4.3,4.0,4.0,23.0,3.9,1.8,5.0,4.3,0.54,1.8,0.277352117280639
24.8,7.0,5.8,22.4,26.0,23.2,0.0,0.5,14.0,33.0,0.14,0.09,2.0,17.0,0.105,0.05,0.1,0.5,2.4,4.4,4.4,3.8,1.0,8.0,0.5,4.8,1.7,0.1,0.67,3.7,0.6347171442640069
30.8,1.0,5.8,4.4,6.8,41.2,0.0,0.51,14.0,22.0,0.175,0.05,2.0,24.0,0.07,0.05,0.1,0.32,0.8,2.7,2.1,2.3,7.0,26.0,5.0,2.9,4.3,5.0,0.26,1.3,0.4240769176151749
48.8,13.0,10.6,16.4,3.2,37.6,0.0,0.5,14.0,20.0,0.175,0.07,2.0,9.0,0.14,0.07,0.1,0.48,0.3,1.5,1.6,1.2,8.0,15.0,2.2,3.3,2.0,0.5,0.14,1.1,0.692847763811032
17.6,3.4,11.8,12.8,9.2,34.0,0.0,0.5,14.0,33.0,0.175,0.08,2.0,20.0,0.105,0.04,0.1,0.23,0.7,0.9,3.6,4.6,12.0,16.0,3.5,1.3,0.6,2.3,0.44,1.6,0.30321378646974
47.6,11.8,7.0,5.6,14.0,5.2,0.0,0.5,14.0,24.0,0.175,0.04,2.0,29.0,0.07,0.01,0.1,0.03,0.7,1.8,3.3,2.4,20.0,10.0,2.4,0.5,4.6,3.5,0.47,2.2,0.3056622163662
16.4,10.6,13.0,6.8,12.8,38.8,0.0,0.5,14.0,28.0,0.14,0.1,2.0,20.0,0.14,0.01,0.1,0.28,1.4,1.9,4.2,4.8,23.0,26.0,3.7,0.5,4.1,3.2,0.86,4.0,0.211780476847094
46.4,3.4,7.0,24.8,15.2,48.4,0.0,0.51,14.0,34.0,0.105,0.04,2.0,35.0,0.14,0.05,0.1,0.29,1.3,4.5,4.3,4.8,23.0,26.0,3.7,2.0,3.8,4.3,0.58,3.8,0.512579004320246
23.6,9.4,9.4,4.4,4.4,37.6,0.0,0.51,14.0,30.0,0.175,0.05,2.0,25.0,0.105,0.05,0.1,0.39,0.4,0.4,1.7,2.2,4.0,24.0,3.0,1.9,3.0,0.4,0.16,1.0,0.333682104533636
4.4,8.2,10.6,14.0,3.2,10.0,0.0,0.5,14.0,15.0,0.07,0.07,2.0,11.0,0.14,0.01,0.1,0.32,0.4,1.8,1.9,3.9,6.0,10.0,1.8,3.5,3.7,2.7,0.24,1.2,0.312089931244203
34.4,10.6,8.2,12.8,6.8,19.6,0.0,0.5,14.0,21.0,0.175,0.07,2.0,8.0,0.105,0.06,0.1,0.2,0.6,2.4,2.4,4.5,1.0,12.0,4.9,0.1,0.6,0.7,0.19,1.6,0.40285034219245
15.2,1.0,3.4,4.4,4.4,31.6,0.0,0.51,14.0,22.0,0.14,0.05,2.0,24.0,0.175,0.06,0.1,0.41,0.4,2.0,2.3,4.4,22.0,2.0,2.0,1.8,4.8,1.7,0.15,1.3,0.300393920619964
38.0,11.8,11.8,24.8,18.8,30.4,0.0,0.5,14.0,15.0,0.14,0.02,2.0,10.0,0.105,0.06,0.1,0.23,2.3,0.6,4.9,2.4,9.0,20.0,1.7,2.4,1.4,0.4,0.12,1.1,0.727248072182139
52.4,11.8,5.8,16.4,10.4,47.2,0.0,0.5,14.0,26.0,0.14,0.06,2.0,26.0,0.175,0.05,0.1,0.44,1.2,3.4,3.0,2.8,13.0,10.0,2.5,2.0,3.0,0.8,0.46,1.6,0.748628569098408
40.4,7.0,9.4,8.0,18.8,49.6,0.0,0.51,14.0,14.0,0.175,0.02,2.0,29.0,0.175,0.02,0.1,0.47,2.3,1.6,4.6,5.0,4.0,4.0,1.3,1.3,3.8,3.8,1.37,3.1,0.446878369019719
42.8,5.8,3.4,9.2,3.2,7.6,0.0,0.51,14.0,18.0,0.175,0.01,2.0,4.0,0.035,0.03,0.1,0.28,0.3,0.3,1.3,1.4,30.0,6.0,4.7,1.5,0.1,1.0,0.26,1.2,0.441025395900856
28.4,8.2,7.0,24.8,5.6,34.0,0.0,0.5,14.0,29.0,0.035,0.01,2.0,26.0,0.14,0.1,0.1,0.24,0.5,0.7,4.0,1.9,3.0,22.0,1.9,3.5,0.8,1.3,0.23,1.0,0.539378379961174
33.2,3.4,7.0,17.6,22.4,31.6,0.0,0.5,14.0,27.0,0.105,0.08,2.0,35.0,0.175,0.03,0.1,0.37,2.4,1.5,5.0,4.5,19.0,21.0,4.6,2.1,2.7,5.0,1.15,2.7,0.470492502010954
36.8,10.6,10.6,8.0,10.4,44.8,0.0,0.5,14.0,33.0,0.105,0.08,2.0,16.0,0.175,0.05,0.1,0.29,1.2,3.9,5.0,2.7,17.0,19.0,4.4,2.6,1.3,1.4,0.98,1.5,0.489510397708966
18.8,4.6,13.0,20.0,18.8,46.0,0.0,0.5,14.0,32.0,0.14,0.08,2.0,9.0,0.105,0.03,0.1,0.25,1.2,0.9,5.0,3.1,5.0,19.0,0.3,3.3,4.3,0.5,0.7,1.3,0.386589050976877
39.2,5.8,7.0,24.8,8.0,42.4,0.0,0.5,14.0,16.0,0.14,0.04,2.0,25.0,0.07,0.04,0.1,0.22,0.4,1.7,4.0,3.4,8.0,28.0,3.6,1.0,2.2,3.5,0.17,2.1,0.6717672709611711
17.6,7.0,3.4,18.8,15.2,46.0,0.0,0.5,14.0,20.0,0.175,0.03,2.0,10.0,0.175,0.05,0.1,0.42,0.9,2.5,4.4,4.6,10.0,2.0,1.6,1.2,1.4,2.4,0.51,3.9,0.32097892567221
14.0,4.6,13.0,12.8,16.4,18.4,0.0,0.5,14.0,31.0,0.175,0.02,2.0,27.0,0.07,0.02,0.1,0.08,2.0,1.9,4.7,5.0,24.0,14.0,2.9,4.4,2.0,2.2,1.66,2.1,0.357806456367828
20.0,4.6,13.0,17.6,15.2,24.4,0.0,0.51,14.0,13.0,0.175,0.1,2.0,20.0,0.14,0.07,0.1,0.38,1.9,0.7,4.3,4.6,9.0,21.0,4.0,1.7,4.6,4.9,0.13,3.7,0.387599466810512
35.6,2.2,13.0,14.0,15.2,38.8,0.0,0.51,14.0,12.0,0.07,0.01,2.0,20.0,0.175,0.04,0.1,0.22,1.2,1.0,4.3,5.0,3.0,28.0,1.0,1.5,2.1,3.1,0.6,1.6,0.378541757282518
35.6,3.4,1.0,15.2,10.4,14.8,0.0,0.5,14.0,32.0,0.105,0.04,2.0,30.0,0.105,0.02,0.1,0.17,0.8,1.2,2.5,1.6,18.0,30.0,0.5,3.5,1.3,3.4,0.33,1.2,0.462416392855039
46.4,4.6,11.8,24.8,16.4,42.4,0.0,0.51,14.0,33.0,0.175,0.09,2.0,11.0,0.035,0.01,0.1,0.3,1.2,3.5,4.0,4.5,13.0,28.0,2.5,0.7,0.9,2.5,0.36,3.5,0.501365809248953
35.6,5.8,5.8,21.2,21.2,53.2,0.0,0.51,14.0,28.0,0.07,0.01,2.0,14.0,0.07,0.07,0.1,0.25,1.6,3.0,4.4,4.3,14.0,2.0,3.7,4.1,0.5,3.2,0.14,3.0,0.533994858234403
28.4,11.8,8.2,16.4,17.6,43.6,0.0,0.5,14.0,27.0,0.14,0.06,2.0,22.0,0.14,0.1,0.1,0.41,1.4,2.7,3.8,4.8,3.0,14.0,0.2,4.2,2.4,3.4,0.92,2.7,0.41567060589423
