w1,l1_leg,l1_top,l1_center,l2,h1,l2_tap,ratio,Tx_turns,Tx_tap,Tx_height,Tx_preg,Rx_turns,Rx_tap,Rx_height,Rx_preg,g1,g2,Tx_space_x,Tx_space_y,Rx_space_x,Rx_space_y,core_N_w1,core_P_w1,Tx_layer_space_x,Tx_layer_space_y,Rx_layer_space_x,Rx_layer_space_y,Tx_width,Rx_width,Coreloss_W
41.6,8.2,10.6,20.0,18.8,7.6,0.0,0.5,14.0,21.0,0.07,0.06,2.0,32.0,0.14,0.1,0.1,0.25,0.8,1.0,4.4,4.2,13.0,5.0,2.6,3.3,4.3,4.9,0.17,3.6,0.000192795
47.6,10.6,8.2,3.2,6.8,30.4,0.0,0.5,14.0,20.0,0.035,0.01,2.0,25.0,0.14,0.02,0.1,0.26,0.9,1.8,2.3,4.1,3.0,21.0,3.2,3.5,2.2,1.3,0.25,1.0,1.95789
30.8,11.8,3.4,20.0,10.4,40.0,0.0,0.5,14.0,33.0,0.175,0.05,2.0,25.0,0.07,0.02,0.1,0.44,1.2,2.3,2.2,1.3,10.0,27.0,2.1,4.4,1.6,1.4,1.19,1.2,1.19619
46.4,5.8,13.0,14.0,16.4,46.0,0.0,0.51,14.0,24.0,0.105,0.05,2.0,17.0,0.175,0.03,0.1,0.25,0.8,2.0,4.2,2.6,14.0,11.0,2.2,1.7,0.9,0.3,0.77,1.6,0.000565393
46.4,4.6,8.2,17.6,18.8,17.2,0.0,0.51,14.0,7.0,0.14,0.09,2.0,24.0,0.14,0.07,0.1,0.24,1.8,0.5,4.6,4.4,14.0,21.0,2.4,3.4,4.1,0.9,0.25,3.4,0.000399927
21.2,10.6,3.4,6.8,24.8,34.0,0.0,0.5,14.0,24.0,0.175,0.1,2.0,18.0,0.14,0.03,0.1,0.2,1.4,1.8,3.9,5.0,5.0,2.0,1.2,3.0,2.5,4.4,0.24,3.6,5.90983
28.4,11.8,3.4,17.6,16.4,40.0,0.0,0.51,14.0,26.0,0.175,0.09,2.0,6.0,0.175,0.09,0.1,0.28,2.0,2.1,4.3,3.1,6.0,5.0,3.6,1.7,0.3,5.0,0.6,1.0,1.77864
22.4,7.0,4.6,10.4,14.0,6.4,0.0,0.51,14.0,26.0,0.105,0.09,2.0,9.0,0.175,0.07,0.1,0.33,1.3,2.3,3.8,3.4,10.0,11.0,0.8,4.0,3.6,4.1,0.59,2.8,1.46703
45.2,11.8,11.8,26.0,23.6,53.2,0.0,0.51,14.0,30.0,0.175,0.04,2.0,19.0,0.14,0.05,0.1,0.3,2.7,2.8,4.2,4.4,18.0,20.0,0.8,2.4,4.1,1.7,2.29,4.0,0.000337895
24.8,8.2,2.2,5.6,4.4,31.6,0.0,0.5,14.0,28.0,0.105,0.08,2.0,32.0,0.105,0.06,0.1,0.47,0.3,2.9,2.5,3.6,7.0,5.0,1.7,0.2,3.3,3.2,0.15,1.4,3.61921
45.2,5.8,11.8,26.0,8.0,16.0,0.0,0.51,14.0,31.0,0.105,0.06,2.0,25.0,0.14,0.06,0.1,0.44,0.4,2.9,3.8,4.6,21.0,30.0,4.8,4.8,4.4,3.4,0.19,2.3,0.000229446
17.6,7.0,11.8,10.4,18.8,32.8,0.0,0.5,14.0,34.0,0.105,0.09,2.0,20.0,0.07,0.03,0.1,0.29,2.2,3.0,3.3,4.9,14.0,17.0,4.6,4.0,0.4,4.7,2.1,3.1,3.03534
52.4,2.2,13.0,16.4,11.6,49.6,0.0,0.51,14.0,17.0,0.07,0.05,2.0,31.0,0.175,0.01,0.1,0.21,1.3,1.4,4.0,4.7,1.0,19.0,4.6,2.4,4.3,4.3,0.39,1.4,1.35394
48.8,4.6,11.8,11.6,23.6,11.2,0.0,0.5,14.0,32.0,0.14,0.05,2.0,26.0,0.175,0.02,0.1,0.33,2.7,2.4,4.7,4.9,23.0,21.0,3.6,1.4,0.9,2.4,2.26,3.8,0.000311336
24.8,5.8,8.2,23.6,20.0,50.8,0.0,0.51,14.0,20.0,0.105,0.03,2.0,24.0,0.14,0.01,0.1,0.5,2.3,1.7,4.2,4.8,9.0,3.0,4.9,2.7,1.8,1.0,1.58,3.3,1.53679
22.4,10.6,5.8,8.0,17.6,18.4,0.0,0.51,14.0,35.0,0.035,0.01,2.0,24.0,0.105,0.05,0.1,0.13,2.1,1.9,3.4,4.5,8.0,10.0,2.1,0.1,1.9,2.6,1.49,2.1,1.99444
18.8,5.8,8.2,3.2,11.6,26.8,0.0,0.5,14.0,26.0,0.07,0.04,2.0,19.0,0.035,0.01,0.1,0.26,1.0,1.7,4.4,4.7,14.0,25.0,3.5,1.7,0.1,2.4,0.93,2.3,9.6487
17.6,11.8,5.8,23.6,4.4,52.0,0.0,0.5,14.0,17.0,0.07,0.04,2.0,10.0,0.07,0.02,0.1,0.35,0.4,1.7,2.3,1.9,13.0,27.0,4.3,4.3,0.9,3.0,0.28,1.0,1.5574
44.0,3.4,5.8,10.4,6.8,11.2,0.0,0.51,14.0,33.0,0.105,0.01,2.0,14.0,0.14,0.09,0.1,0.21,0.7,2.9,4.4,2.8,0.0,1.0,0.3,0.3,2.6,2.1,0.61,2.1,0.000456807
44.0,3.4,13.0,16.4,9.2,14.8,0.0,0.51,14.0,30.0,0.14,0.07,2.0,25.0,0.035,0.03,0.1,0.24,0.8,2.2,4.4,4.2,9.0,6.0,1.1,4.5,4.9,3.4,0.44,2.9,0.000410704
51.2,7.0,9.4,26.0,15.2,20.8,0.0,0.5,14.0,23.0,0.07,0.05,2.0,35.0,0.035,0.02,0.1,0.28,1.0,1.6,4.4,4.5,0.0,18.0,1.9,3.8,5.0,4.5,0.12,4.1,0.000211065
27.2,4.6,7.0,14.0,10.4,19.6,0.0,0.51,14.0,35.0,0.07,0.07,2.0,11.0,0.175,0.06,0.1,0.27,1.2,3.9,4.2,3.0,21.0,14.0,2.7,3.6,3.1,4.9,0.46,2.5,1.06226
38.0,4.6,1.0,6.8,8.0,41.2,0.0,0.5,14.0,27.0,0.105,0.08,2.0,17.0,0.14,0.07,0.1,0.18,0.6,3.1,3.9,3.6,22.0,1.0,4.6,2.4,2.4,1.4,0.11,3.1,4.55862
16.4,5.8,3.4,17.6,9.2,19.6,0.0,0.5,14.0,24.0,0.07,0.04,2.0,16.0,0.14,0.05,0.1,0.27,1.2,2.2,2.6,2.3,7.0,3.0,2.6,4.9,3.9,3.2,0.1,1.7,3.7025
40.4,7.0,7.0,11.6,4.4,36.4,0.0,0.51,14.0,27.0,0.105,0.03,2.0,7.0,0.175,0.08,0.1,0.29,0.4,0.9,2.2,3.6,21.0,29.0,0.6,1.2,2.5,2.5,0.29,1.3,0.000601425
34.4,11.8,7.0,12.8,9.2,34.0,0.0,0.51,14.0,26.0,0.175,0.03,2.0,14.0,0.175,0.05,0.1,0.5,1.2,3.5,3.3,4.6,12.0,6.0,3.8,4.0,0.5,0.6,0.19,2.9,0.000651126
28.4,5.8,10.6,18.8,16.4,38.8,0.0,0.5,14.0,21.0,0.035,0.01,2.0,6.0,0.105,0.08,0.1,0.49,0.7,2.4,4.6,1.6,1.0,16.0,0.1,3.4,0.3,0.3,0.37,1.4,1.08574
35.6,2.2,10.6,11.6,24.8,6.4,0.0,0.51,14.0,30.0,0.07,0.07,2.0,10.0,0.14,0.08,0.1,0.27,1.7,2.0,4.3,4.4,5.0,25.0,3.3,2.9,3.6,3.7,0.25,3.5,0.0005492619999999
51.2,13.0,4.6,9.2,4.4,43.6,0.0,0.5,14.0,32.0,0.07,0.03,2.0,6.0,0.07,0.05,0.1,0.26,0.3,3.4,2.0,1.8,5.0,1.0,2.6,3.2,0.8,2.6,0.24,1.2,0.00052207
41.6,7.0,8.2,24.8,16.4,37.6,0.0,0.51,14.0,20.0,0.07,0.03,2.0,6.0,0.105,0.05,0.1,0.37,1.4,0.9,4.4,3.3,8.0,26.0,0.2,2.6,3.9,5.0,0.5,2.4,0.000439519
35.6,8.2,7.0,2.0,3.2,32.8,0.0,0.51,14.0,34.0,0.035,0.03,2.0,28.0,0.175,0.07,0.1,0.42,0.3,4.2,2.0,1.7,6.0,28.0,2.4,2.9,1.5,2.4,0.17,1.0,7.592
18.8,11.8,7.0,14.0,5.6,49.6,0.0,0.51,14.0,31.0,0.105,0.03,2.0,9.0,0.105,0.08,0.1,0.36,0.4,0.4,1.8,2.0,24.0,29.0,1.1,3.4,4.0,2.1,0.16,1.1,1.93206
24.8,5.8,2.2,17.6,20.0,26.8,0.0,0.5,14.0,16.0,0.105,0.05,2.0,8.0,0.14,0.04,0.1,0.33,1.8,1.8,4.4,3.6,24.0,7.0,0.6,0.8,0.1,2.1,0.62,2.0,5.00055
34.4,10.6,5.8,16.4,6.8,32.8,0.0,0.5,14.0,22.0,0.07,0.02,2.0,29.0,0.105,0.07,0.1,0.27,0.8,2.1,4.5,1.5,18.0,28.0,4.2,4.4,1.1,0.7,0.23,1.2,0.000558248
12.8,4.6,9.4,15.2,12.8,10.0,0.0,0.5,14.0,29.0,0.07,0.01,2.0,11.0,0.07,0.07,0.1,0.46,0.7,3.7,4.1,3.7,19.0,0.0,2.0,1.6,0.8,5.0,0.22,2.1,2.68336
47.6,3.4,2.2,17.6,12.8,47.2,0.0,0.51,14.0,29.0,0.14,0.03,2.0,27.0,0.105,0.1,0.1,0.49,1.1,3.4,4.6,4.1,16.0,20.0,1.2,3.8,2.0,4.7,0.31,3.4,1.54448
50.0,4.6,2.2,23.6,16.4,22.0,0.0,0.51,14.0,21.0,0.175,0.09,2.0,34.0,0.175,0.07,0.1,0.2,2.0,2.3,4.8,3.9,1.0,14.0,1.0,2.5,3.6,2.3,0.3,1.4,1.27104
29.6,1.0,13.0,21.2,6.8,48.4,0.0,0.5,14.0,33.0,0.105,0.07,2.0,16.0,0.07,0.06,0.1,0.12,0.3,0.5,4.4,4.4,10.0,25.0,2.6,1.8,0.6,3.6,0.19,2.1,8.75596
16.4,7.0,9.4,11.6,16.4,14.8,0.0,0.51,14.0,14.0,0.175,0.1,2.0,24.0,0.175,0.01,0.1,0.27,2.0,1.5,4.7,2.2,26.0,21.0,3.1,3.8,4.5,3.1,0.59,1.1,2.00031
42.8,13.0,4.6,18.8,14.0,13.6,0.0,0.51,14.0,12.0,0.14,0.04,2.0,13.0,0.105,0.09,0.1,0.42,1.6,0.7,2.9,5.0,7.0,6.0,2.9,1.3,3.5,3.7,0.17,2.0,0.000464317
22.4,4.6,9.4,6.8,5.6,32.8,0.0,0.51,14.0,32.0,0.14,0.07,2.0,14.0,0.175,0.06,0.1,0.37,0.6,3.3,2.9,4.8,7.0,25.0,2.1,0.8,4.0,1.3,0.2,1.2,3.35938
29.6,10.6,13.0,11.6,9.2,40.0,0.0,0.5,14.0,22.0,0.175,0.03,2.0,17.0,0.035,0.02,0.1,0.05,0.6,1.2,3.0,2.9,16.0,0.0,1.4,2.8,0.2,3.5,0.33,2.4,0.000891553
41.6,2.2,2.2,21.2,24.8,50.8,0.0,0.51,14.0,35.0,0.105,0.01,2.0,29.0,0.175,0.09,0.1,0.31,2.7,2.9,4.9,3.3,29.0,4.0,2.4,3.3,4.5,2.3,1.15,2.7,3.71077
21.2,5.8,8.2,16.4,23.6,32.8,0.0,0.5,14.0,26.0,0.175,0.01,2.0,24.0,0.035,0.02,0.1,0.34,2.4,1.7,5.0,4.0,7.0,2.0,1.8,0.6,1.3,1.0,0.49,2.1,1.97052
20.0,7.0,7.0,6.8,12.8,20.8,0.0,0.5,14.0,34.0,0.14,0.05,2.0,24.0,0.035,0.02,0.1,0.44,0.8,1.6,4.8,4.0,27.0,1.0,4.4,3.8,1.8,1.5,0.1,1.7,2.6437
18.8,7.0,4.6,23.6,22.4,32.8,0.0,0.5,14.0,13.0,0.035,0.03,2.0,12.0,0.175,0.06,0.1,0.46,1.1,0.9,4.5,4.2,16.0,16.0,2.4,2.4,4.7,3.9,0.13,4.0,3.18698
20.0,2.2,11.8,22.4,15.2,41.2,0.0,0.5,14.0,32.0,0.105,0.01,2.0,14.0,0.07,0.04,0.1,0.37,0.7,2.8,4.2,4.9,27.0,21.0,3.5,0.8,4.5,2.4,0.41,3.2,5.4146
11.6,8.2,9.4,12.8,8.0,35.2,0.0,0.5,14.0,22.0,0.105,0.06,2.0,15.0,0.035,0.03,0.1,0.19,0.9,0.7,1.9,1.5,7.0,3.0,2.4,0.4,1.7,4.3,0.29,1.4,4.34522
11.6,7.0,10.6,8.0,21.2,40.0,0.0,0.51,14.0,33.0,0.07,0.01,2.0,35.0,0.105,0.04,0.1,0.48,2.3,2.7,4.9,1.7,16.0,18.0,2.7,3.3,3.4,4.3,0.61,1.6,10.1391
23.6,7.0,10.6,3.2,4.4,37.6,0.0,0.5,14.0,21.0,0.14,0.02,2.0,14.0,0.07,0.05,0.1,0.45,0.5,2.4,3.0,4.0,5.0,21.0,0.1,2.6,3.7,2.7,0.27,1.1,8.67608
33.2,8.2,8.2,20.0,10.4,47.2,0.0,0.5,14.0,17.0,0.14,0.07,2.0,32.0,0.14,0.07,0.1,0.4,0.9,0.4,4.4,2.8,11.0,26.0,2.0,4.9,4.4,0.8,0.14,1.6,0.000646669
44.0,11.8,8.2,5.6,17.6,6.4,0.0,0.5,14.0,26.0,0.14,0.08,2.0,35.0,0.14,0.1,0.1,0.29,0.9,2.1,4.9,4.9,11.0,19.0,2.2,1.6,3.5,2.9,0.55,3.1,0.00038421
22.4,9.4,13.0,12.8,26.0,26.8,0.0,0.51,14.0,23.0,0.175,0.02,2.0,29.0,0.07,0.06,0.1,0.08,3.2,0.6,4.9,4.5,0.0,3.0,1.9,4.2,4.7,0.5,0.43,3.2,1.22063
36.8,11.8,11.8,23.6,5.6,26.8,0.0,0.51,14.0,7.0,0.07,0.06,2.0,27.0,0.035,0.01,0.1,0.38,0.3,0.3,2.6,2.8,4.0,19.0,1.3,0.6,3.0,3.6,0.27,1.8,0.0002370749999999
52.4,9.4,3.4,17.6,15.2,50.8,0.0,0.51,14.0,35.0,0.175,0.1,2.0,5.0,0.14,0.07,0.1,0.23,0.8,3.5,4.3,2.1,25.0,5.0,1.1,4.0,4.3,3.3,0.25,1.7,0.000673323
44.0,3.4,4.6,6.8,11.6,32.8,0.0,0.51,14.0,24.0,0.07,0.03,2.0,19.0,0.105,0.09,0.1,0.46,0.6,0.6,2.2,2.5,17.0,27.0,3.9,0.1,4.8,2.9,0.4,1.7,1.47858
23.6,2.2,13.0,14.0,23.6,24.4,0.0,0.51,14.0,20.0,0.175,0.05,2.0,28.0,0.07,0.01,0.1,0.34,1.2,2.5,4.4,3.0,21.0,5.0,2.2,4.7,1.7,1.9,0.35,2.7,2.56141
40.4,2.2,3.4,23.6,6.8,40.0,0.0,0.5,14.0,27.0,0.105,0.08,2.0,24.0,0.14,0.04,0.1,0.49,0.8,0.7,2.6,3.2,10.0,4.0,2.2,0.6,2.0,1.6,0.27,1.8,1.7962
46.4,10.6,9.4,6.8,6.8,48.4,0.0,0.5,14.0,16.0,0.175,0.09,2.0,6.0,0.105,0.01,0.1,0.23,0.5,1.1,4.0,2.4,8.0,30.0,2.8,2.9,2.6,0.3,0.32,1.8,0.000970219
26.0,4.6,7.0,5.6,21.2,38.8,0.0,0.5,14.0,31.0,0.07,0.06,2.0,28.0,0.105,0.08,0.1,0.22,1.5,3.8,5.0,4.8,0.0,13.0,0.5,0.1,1.1,0.5,1.4,3.6,4.04148
27.2,11.8,13.0,5.6,6.8,49.6,0.0,0.51,14.0,30.0,0.14,0.01,2.0,28.0,0.105,0.1,0.1,0.23,0.5,1.4,2.9,3.8,16.0,8.0,1.2,0.6,1.1,0.8,0.19,1.1,3.29892
24.8,8.2,9.4,14.0,15.2,25.6,0.0,0.5,14.0,17.0,0.175,0.03,2.0,24.0,0.105,0.06,0.1,0.5,1.7,0.5,4.3,4.4,11.0,6.0,0.8,2.7,3.9,1.9,0.2,1.9,1.1125
29.6,5.8,8.2,23.6,24.8,44.8,0.0,0.51,14.0,29.0,0.105,0.07,2.0,17.0,0.175,0.09,0.1,0.46,2.4,3.7,4.3,4.0,2.0,9.0,2.3,2.4,3.0,4.0,0.84,3.6,1.07485
26.0,7.0,8.2,21.2,15.2,36.4,0.0,0.51,14.0,34.0,0.105,0.1,2.0,7.0,0.07,0.05,0.1,0.11,1.0,1.6,4.4,3.5,20.0,22.0,2.4,1.7,1.5,2.8,0.28,2.2,1.11612
18.8,3.4,2.2,11.6,12.8,52.0,0.0,0.5,14.0,24.0,0.14,0.06,2.0,19.0,0.14,0.02,0.1,0.31,1.7,0.8,4.9,4.7,9.0,27.0,2.9,0.3,0.3,0.2,0.19,4.0,9.23668
33.2,4.6,10.6,12.8,3.2,49.6,0.0,0.51,14.0,28.0,0.14,0.09,2.0,30.0,0.105,0.09,0.1,0.15,0.3,2.3,1.6,2.2,2.0,22.0,0.1,4.6,0.4,1.9,0.17,1.0,1.31706
42.8,13.0,13.0,17.6,11.6,44.8,0.0,0.51,14.0,21.0,0.105,0.06,2.0,10.0,0.175,0.01,0.1,0.34,1.3,2.0,4.3,4.7,29.0,23.0,1.1,4.6,4.0,2.6,0.84,1.2,0.000307617
50.0,8.2,5.8,8.0,17.6,25.6,0.0,0.51,14.0,20.0,0.175,0.05,2.0,9.0,0.14,0.08,0.1,0.28,2.0,1.3,4.0,4.1,4.0,12.0,2.7,1.0,0.2,4.8,0.23,2.2,0.0005907089999999
48.8,10.6,9.4,5.6,23.6,44.8,0.0,0.5,14.0,35.0,0.07,0.07,2.0,12.0,0.14,0.02,0.1,0.2,1.6,0.9,4.7,3.7,18.0,20.0,5.0,0.6,3.1,3.5,0.38,2.7,1.18646
48.8,10.6,7.0,3.2,9.2,12.4,0.0,0.5,14.0,33.0,0.175,0.08,2.0,21.0,0.07,0.05,0.1,0.32,1.0,4.4,3.7,2.2,3.0,23.0,4.7,1.2,0.2,2.6,0.25,1.2,0.000873337
10.4,4.6,11.8,23.6,24.8,16.0,0.0,0.5,14.0,20.0,0.175,0.04,2.0,34.0,0.105,0.1,0.1,0.17,2.4,2.1,4.6,5.0,23.0,4.0,4.8,2.3,5.0,4.9,1.32,3.5,3.82179
27.2,3.4,5.8,9.2,5.6,50.8,0.0,0.5,14.0,29.0,0.07,0.01,2.0,34.0,0.14,0.05,0.1,0.34,0.3,2.2,2.6,1.8,6.0,7.0,4.6,4.2,4.8,0.3,0.25,1.0,3.28657
9.2,7.0,8.2,23.6,12.8,7.6,0.0,0.5,14.0,20.0,0.175,0.01,2.0,24.0,0.035,0.03,0.1,0.08,1.4,2.3,3.8,3.2,5.0,30.0,3.7,3.1,0.1,1.9,0.94,2.9,3.4518
14.0,5.8,10.6,11.6,5.6,23.2,0.0,0.5,14.0,30.0,0.07,0.04,2.0,32.0,0.14,0.05,0.1,0.47,0.6,1.4,2.7,2.0,21.0,16.0,2.4,4.4,1.5,1.3,0.31,1.6,3.17349
46.4,8.2,7.0,11.6,18.8,16.0,0.0,0.51,14.0,34.0,0.14,0.1,2.0,35.0,0.105,0.07,0.1,0.48,2.2,4.3,4.6,3.9,4.0,1.0,2.9,0.3,4.4,0.4,0.11,3.8,0.000381878
39.2,8.2,11.8,17.6,9.2,13.6,0.0,0.51,14.0,29.0,0.105,0.06,2.0,32.0,0.14,0.02,0.1,0.49,0.6,3.8,4.9,3.5,21.0,22.0,0.9,3.2,0.6,2.6,0.42,1.0,0.000220096
45.2,5.8,9.4,26.0,26.0,31.6,0.0,0.51,14.0,35.0,0.035,0.01,2.0,26.0,0.105,0.1,0.1,0.33,2.1,1.5,5.0,4.3,0.0,0.0,2.9,1.1,2.2,3.6,0.55,2.9,0.0004020659999999
32.0,4.6,5.8,11.6,9.2,5.2,0.0,0.5,14.0,26.0,0.105,0.02,2.0,19.0,0.14,0.04,0.1,0.24,0.8,2.9,3.5,3.2,24.0,30.0,1.9,1.1,0.6,1.2,0.72,1.6,0.000484815
48.8,13.0,2.2,21.2,16.4,24.4,0.0,0.51,14.0,32.0,0.14,0.04,2.0,15.0,0.07,0.06,0.1,0.28,2.1,3.2,4.3,4.5,27.0,3.0,3.7,4.8,0.8,2.9,1.12,1.3,1.2158
48.8,2.2,10.6,9.2,17.6,32.8,0.0,0.5,14.0,35.0,0.14,0.02,2.0,25.0,0.105,0.05,0.1,0.38,1.2,3.2,4.2,2.1,4.0,28.0,5.0,0.3,3.4,4.5,1.11,1.5,1.28282
17.6,5.8,13.0,24.8,21.2,11.2,0.0,0.51,14.0,34.0,0.07,0.03,2.0,7.0,0.105,0.01,0.1,0.26,1.1,1.5,4.0,3.5,28.0,13.0,1.4,0.8,3.8,3.4,0.49,2.5,1.06789
46.4,3.4,1.0,5.6,8.0,25.6,0.0,0.5,14.0,31.0,0.14,0.02,2.0,12.0,0.105,0.1,0.1,0.31,1.0,1.9,5.0,4.0,11.0,24.0,1.7,2.6,0.8,2.2,0.59,2.5,3.18698
38.0,13.0,8.2,17.6,24.8,37.6,0.0,0.5,14.0,35.0,0.175,0.04,2.0,27.0,0.105,0.04,0.1,0.46,1.3,1.2,5.0,4.8,21.0,18.0,2.1,0.7,5.0,2.9,0.71,4.6,0.000528222
45.2,4.6,10.6,15.2,6.8,12.4,0.0,0.51,14.0,31.0,0.105,0.05,2.0,22.0,0.14,0.08,0.1,0.2,0.6,2.0,3.3,4.0,21.0,24.0,2.9,2.0,2.0,0.8,0.57,1.7,0.000256173
44.0,13.0,3.4,8.0,26.0,11.2,0.0,0.51,14.0,27.0,0.07,0.06,2.0,19.0,0.105,0.07,0.1,0.26,2.4,2.7,4.8,4.8,21.0,23.0,0.6,3.1,2.6,1.3,1.0,4.4,1.2105
6.8,11.8,11.8,11.6,8.0,22.0,0.0,0.5,14.0,33.0,0.105,0.04,2.0,30.0,0.07,0.06,0.1,0.08,0.6,2.1,4.7,3.6,4.0,12.0,1.0,3.3,3.2,2.8,0.19,2.9,7.99072
11.6,11.8,7.0,24.8,26.0,8.8,0.0,0.51,14.0,34.0,0.07,0.03,2.0,13.0,0.07,0.06,0.1,0.2,2.3,3.5,4.7,4.0,16.0,17.0,3.1,4.1,3.4,0.7,0.34,3.6,3.56909
45.2,4.6,4.6,4.4,4.4,41.2,0.0,0.51,14.0,32.0,0.14,0.03,2.0,11.0,0.175,0.01,0.1,0.23,0.5,0.8,1.6,4.2,21.0,6.0,0.2,2.0,3.4,1.5,0.42,1.1,2.02822
52.4,11.8,13.0,24.8,11.6,10.0,0.0,0.5,14.0,30.0,0.14,0.08,2.0,21.0,0.105,0.04,0.1,0.13,1.4,1.6,4.0,1.8,9.0,22.0,0.6,0.6,1.2,0.8,0.31,1.3,9.67315e-05
44.0,8.2,11.8,26.0,18.8,28.0,0.0,0.5,14.0,32.0,0.07,0.03,2.0,16.0,0.105,0.02,0.1,0.41,2.3,1.5,4.3,4.4,21.0,2.0,4.5,0.5,1.0,4.0,0.56,4.1,0.000273623
39.2,5.8,8.2,22.4,3.2,44.8,0.0,0.51,14.0,14.0,0.105,0.1,2.0,15.0,0.105,0.01,0.1,0.27,0.4,0.4,2.0,1.4,21.0,16.0,2.5,3.7,0.7,1.1,0.27,1.0,0.000549038
6.8,8.2,8.2,16.4,4.4,29.2,0.0,0.5,14.0,14.0,0.105,0.04,2.0,29.0,0.175,0.09,0.1,0.47,0.3,0.7,2.1,1.9,8.0,0.0,0.2,2.8,1.7,0.6,0.14,1.8,7.68093
42.8,9.4,7.0,12.8,10.4,50.8,0.0,0.5,14.0,21.0,0.105,0.04,2.0,13.0,0.175,0.08,0.1,0.26,1.1,0.8,2.3,4.9,14.0,30.0,1.4,3.1,3.1,3.1,0.28,1.6,0.000600132
14.0,3.4,2.2,11.6,4.4,38.8,0.0,0.5,14.0,31.0,0.175,0.08,2.0,10.0,0.175,0.01,0.1,0.3,0.2,1.2,2.4,1.3,20.0,9.0,2.4,4.7,1.6,0.7,0.16,1.2,10.0367
42.8,4.6,7.0,23.6,17.6,47.2,0.0,0.51,14.0,32.0,0.07,0.07,2.0,30.0,0.14,0.09,0.1,0.41,1.7,3.2,3.1,4.2,29.0,13.0,2.4,4.8,0.3,2.8,0.65,3.0,0.000919179
27.2,9.4,7.0,8.0,21.2,5.2,0.0,0.51,14.0,35.0,0.07,0.03,2.0,31.0,0.175,0.01,0.1,0.33,2.4,1.9,4.4,4.3,30.0,5.0,3.8,0.4,0.8,4.2,0.3,2.4,0.00093533
39.2,5.8,7.0,4.4,4.4,41.2,0.0,0.5,14.0,31.0,0.175,0.02,2.0,22.0,0.07,0.07,0.1,0.19,0.4,3.9,1.8,3.3,2.0,2.0,3.9,1.1,1.0,2.7,0.27,1.1,2.37055
23.6,4.6,11.8,26.0,21.2,13.6,0.0,0.5,14.0,25.0,0.175,0.09,2.0,21.0,0.175,0.05,0.1,0.26,2.5,2.6,4.4,4.0,10.0,6.0,0.2,2.5,1.4,0.6,0.44,3.6,0.0008178419999999
45.2,3.4,10.6,3.2,10.4,20.8,0.0,0.51,14.0,29.0,0.175,0.03,2.0,10.0,0.175,0.05,0.1,0.36,1.2,3.2,2.9,4.0,29.0,8.0,1.2,0.6,1.2,1.2,0.53,1.1,1.90085
24.8,8.2,3.4,18.8,16.4,14.8,0.0,0.51,14.0,19.0,0.175,0.09,2.0,13.0,0.105,0.06,0.1,0.47,1.8,1.6,4.2,3.5,10.0,9.0,4.7,3.0,3.4,1.4,0.51,1.7,2.09267
21.2,7.0,2.2,8.0,22.4,16.0,0.0,0.51,14.0,21.0,0.175,0.03,2.0,12.0,0.035,0.03,0.1,0.21,2.5,2.2,5.0,4.2,16.0,19.0,0.1,0.4,0.5,4.7,0.92,2.8,7.83521
45.2,2.2,1.0,5.6,17.6,30.4,0.0,0.51,14.0,9.0,0.105,0.07,2.0,27.0,0.07,0.04,0.1,0.35,1.5,0.5,4.5,1.5,22.0,8.0,1.4,3.6,0.2,3.8,0.49,1.3,6.81649
34.4,13.0,3.4,26.0,17.6,20.8,0.0,0.5,14.0,32.0,0.035,0.02,2.0,17.0,0.14,0.06,0.1,0.49,2.2,2.4,3.9,3.0,23.0,3.0,4.2,3.7,4.9,0.3,1.14,2.3,1.23995
17.6,13.0,2.2,18.8,3.2,18.4,0.0,0.51,14.0,20.0,0.105,0.09,2.0,27.0,0.175,0.1,0.1,0.43,0.3,1.7,1.5,3.9,0.0,24.0,3.5,3.9,5.0,4.8,0.22,1.2,2.2501
14.0,11.8,5.8,10.4,10.4,26.8,0.0,0.51,14.0,24.0,0.105,0.09,2.0,26.0,0.14,0.1,0.1,0.49,1.2,2.7,4.1,3.8,3.0,4.0,4.9,0.6,3.3,3.0,0.59,2.0,3.52216
34.4,3.4,11.8,24.8,6.8,32.8,0.0,0.51,14.0,21.0,0.175,0.1,2.0,15.0,0.175,0.02,0.1,0.17,0.9,1.0,2.3,4.0,5.0,25.0,1.5,1.9,3.2,3.8,0.19,1.1,0.000991222
38.0,10.6,2.2,9.2,16.4,32.8,0.0,0.51,14.0,21.0,0.175,0.03,2.0,24.0,0.14,0.07,0.1,0.47,1.0,1.0,4.0,4.5,4.0,21.0,1.8,1.1,1.3,2.9,0.58,1.8,2.10262
20.0,1.0,5.8,15.2,5.6,23.2,0.0,0.51,14.0,27.0,0.105,0.02,2.0,16.0,0.14,0.04,0.1,0.31,0.4,1.8,2.3,4.1,0.0,22.0,2.3,2.4,4.5,4.5,0.1,1.5,10.1335
42.8,4.6,4.6,5.6,15.2,30.4,0.0,0.51,14.0,33.0,0.035,0.02,2.0,29.0,0.175,0.03,0.1,0.47,1.0,4.4,3.2,2.7,5.0,27.0,0.1,2.1,4.4,2.9,0.52,2.4,1.43813
