w1,l1_leg,l1_top,l1_center,l2,h1,l2_tap,ratio,Tx_turns,Tx_tap,Tx_height,Tx_preg,Rx_turns,Rx_tap,Rx_height,Rx_preg,g1,g2,Tx_space_x,Tx_space_y,Rx_space_x,Rx_space_y,core_N_w1,core_P_w1,Tx_layer_space_x,Tx_layer_space_y,Rx_layer_space_x,Rx_layer_space_y,Tx_width,Rx_width,k2
10.4,4.6,4.6,14.0,3.2,12.4,0.0,0.5,14.0,21.0,0.175,0.1,2.0,12.0,0.14,0.08,0.1,0.35,0.4,2.8,1.9,2.0,14.0,17.0,1.5,1.5,5.0,0.3,0.22,1.1,0.969114315331029
50.0,9.4,8.2,24.8,18.8,38.8,0.0,0.5,14.0,10.0,0.175,0.08,2.0,31.0,0.105,0.02,0.1,0.25,1.6,0.9,5.0,4.7,29.0,22.0,4.3,4.1,4.5,3.7,0.45,4.4,0.996282141840407
29.6,2.2,11.8,22.4,6.8,48.4,0.0,0.5,14.0,21.0,0.175,0.07,2.0,11.0,0.105,0.08,0.1,0.12,0.3,0.2,3.5,2.0,5.0,7.0,3.1,4.1,2.8,3.6,0.17,1.1,0.976102450385707
9.2,8.2,10.6,10.4,17.6,14.8,0.0,0.5,14.0,30.0,0.175,0.09,2.0,9.0,0.14,0.04,0.1,0.24,1.7,1.5,4.5,4.4,6.0,28.0,3.4,1.5,3.9,4.8,0.19,2.4,0.978585075738501
34.4,5.8,5.8,22.4,23.6,29.2,0.0,0.51,14.0,35.0,0.105,0.05,2.0,19.0,0.105,0.05,0.1,0.26,2.9,4.4,4.8,4.6,25.0,21.0,2.7,0.9,1.4,4.7,1.72,3.3,0.986560129554695
11.6,5.8,11.8,8.0,15.2,34.0,0.0,0.5,14.0,33.0,0.07,0.04,2.0,7.0,0.07,0.04,0.1,0.14,1.3,3.1,3.8,3.0,22.0,16.0,3.3,0.2,4.4,2.0,1.29,2.4,0.974210386854918
26.0,3.4,10.6,20.0,18.8,46.0,0.0,0.5,14.0,35.0,0.035,0.01,2.0,19.0,0.035,0.03,0.1,0.07,1.9,3.2,4.1,4.3,28.0,4.0,4.1,0.8,2.5,1.5,0.11,2.3,0.979837755270098
24.8,5.8,4.6,26.0,5.6,28.0,0.0,0.51,14.0,32.0,0.105,0.05,2.0,35.0,0.105,0.04,0.1,0.46,0.3,1.9,1.6,4.3,15.0,4.0,0.2,5.0,0.8,2.2,0.17,1.0,0.98690079787117
50.0,4.6,10.6,18.8,26.0,26.8,0.0,0.51,14.0,27.0,0.175,0.02,2.0,29.0,0.105,0.02,0.1,0.25,2.7,2.9,5.0,4.8,1.0,5.0,4.2,3.1,2.6,2.7,0.18,3.6,0.990296514513866
51.2,4.6,3.4,23.6,9.2,46.0,0.0,0.5,14.0,32.0,0.14,0.03,2.0,16.0,0.035,0.02,0.1,0.16,1.0,4.2,1.8,4.0,11.0,13.0,3.5,0.3,5.0,3.3,0.7,1.7,0.988806476037916
8.0,11.8,11.8,26.0,3.2,47.2,0.0,0.5,14.0,25.0,0.175,0.04,2.0,32.0,0.07,0.04,0.1,0.22,0.3,0.5,1.1,4.2,15.0,25.0,4.2,0.9,0.9,2.7,0.18,1.0,0.976003751829947
6.8,13.0,10.6,16.4,11.6,28.0,0.0,0.51,14.0,30.0,0.07,0.03,2.0,15.0,0.14,0.05,0.1,0.39,0.9,1.0,3.0,4.9,12.0,23.0,4.8,2.9,2.4,4.4,0.19,2.2,0.981253928881844
23.6,13.0,9.4,14.0,11.6,7.6,0.0,0.51,14.0,32.0,0.07,0.01,2.0,23.0,0.07,0.06,0.1,0.46,0.7,2.1,3.5,3.4,3.0,3.0,1.0,4.0,1.5,0.1,0.56,1.9,0.991607097468696
45.2,10.6,9.4,11.6,21.2,37.6,0.0,0.51,14.0,33.0,0.105,0.03,2.0,15.0,0.105,0.08,0.1,0.36,2.4,4.1,4.7,4.3,20.0,6.0,1.8,1.3,4.6,0.8,0.27,4.2,0.991216327204559
12.8,3.4,2.2,26.0,26.0,38.8,0.0,0.51,14.0,26.0,0.14,0.06,2.0,18.0,0.07,0.07,0.1,0.4,2.2,2.5,4.3,4.3,20.0,4.0,5.0,1.8,4.8,1.8,0.41,3.7,0.971025002489443
29.6,8.2,10.6,14.0,8.0,12.4,0.0,0.51,14.0,29.0,0.175,0.02,2.0,10.0,0.14,0.04,0.1,0.36,0.5,2.2,3.9,4.8,0.0,10.0,0.7,3.7,0.8,1.4,0.47,3.3,0.991459350865845
32.0,9.4,9.4,20.0,14.0,46.0,0.0,0.5,14.0,32.0,0.175,0.09,2.0,20.0,0.175,0.04,0.1,0.23,1.3,2.7,4.1,1.9,14.0,16.0,1.6,4.9,1.8,0.8,0.9,1.0,0.989083470757655
40.4,13.0,8.2,9.2,15.2,10.0,0.0,0.5,14.0,21.0,0.105,0.08,2.0,31.0,0.14,0.05,0.1,0.34,1.3,1.9,4.7,3.5,19.0,2.0,3.7,4.1,0.8,0.8,0.91,2.8,0.994307269538641
35.6,3.4,8.2,17.6,14.0,12.4,0.0,0.5,14.0,32.0,0.105,0.05,2.0,9.0,0.14,0.04,0.1,0.34,0.7,0.8,3.4,3.0,1.0,20.0,5.0,0.5,0.7,0.3,0.28,2.3,0.992327903274921
22.4,7.0,2.2,22.4,23.6,19.6,0.0,0.5,14.0,28.0,0.14,0.03,2.0,34.0,0.07,0.02,0.1,0.32,1.6,3.4,4.5,4.8,6.0,20.0,0.1,0.4,3.6,1.0,1.58,4.2,0.988899777463545
21.2,13.0,5.8,21.2,4.4,10.0,0.0,0.5,14.0,27.0,0.14,0.01,2.0,24.0,0.175,0.1,0.1,0.32,0.2,0.4,3.0,2.8,9.0,22.0,1.1,0.6,3.8,0.3,0.12,1.1,0.988498053599868
14.0,11.8,11.8,18.8,20.0,13.6,0.0,0.5,14.0,31.0,0.105,0.02,2.0,7.0,0.14,0.01,0.1,0.12,2.4,3.7,4.9,2.0,13.0,25.0,3.4,2.3,0.6,4.6,0.8,1.8,0.979022029307026
47.6,13.0,13.0,5.6,12.8,34.0,0.0,0.5,14.0,13.0,0.105,0.06,2.0,13.0,0.14,0.04,0.1,0.23,0.6,1.3,3.5,3.2,11.0,21.0,3.4,3.9,0.7,2.6,0.56,1.8,0.992508604845101
26.0,4.6,10.6,9.2,26.0,36.4,0.0,0.51,14.0,24.0,0.035,0.03,2.0,25.0,0.175,0.08,0.1,0.45,2.4,1.3,4.2,4.8,8.0,9.0,3.9,3.3,4.5,2.6,0.94,3.8,0.986929188200518
39.2,11.8,4.6,18.8,3.2,18.4,0.0,0.51,14.0,20.0,0.14,0.03,2.0,17.0,0.07,0.04,0.1,0.16,0.2,0.8,1.4,4.3,3.0,3.0,0.5,2.9,2.8,1.5,0.11,1.0,0.993147929310204
17.6,10.6,8.2,17.6,15.2,25.6,0.0,0.51,14.0,29.0,0.175,0.06,2.0,26.0,0.105,0.09,0.1,0.17,1.4,1.5,3.8,4.4,2.0,28.0,2.0,1.0,1.3,3.5,0.51,1.9,0.989304728033589
21.2,5.8,2.2,8.0,17.6,10.0,0.0,0.5,14.0,30.0,0.175,0.06,2.0,19.0,0.175,0.03,0.1,0.49,2.3,1.6,4.5,4.4,24.0,19.0,4.8,1.8,4.3,4.6,0.33,4.0,0.983465404184713
28.4,7.0,9.4,21.2,6.8,29.2,0.0,0.5,14.0,27.0,0.07,0.04,2.0,5.0,0.14,0.08,0.1,0.25,0.4,2.6,2.1,2.1,2.0,15.0,2.4,3.6,2.1,1.7,0.17,1.0,0.988919171512359
46.4,10.6,9.4,22.4,18.8,32.8,0.0,0.5,14.0,31.0,0.14,0.05,2.0,33.0,0.105,0.01,0.1,0.33,1.7,4.2,4.3,2.5,27.0,16.0,3.7,4.9,1.7,2.8,0.62,2.2,0.992423585236821
46.4,7.0,3.4,15.2,10.4,19.6,0.0,0.5,14.0,20.0,0.175,0.05,2.0,29.0,0.07,0.04,0.1,0.15,1.0,1.5,3.3,2.5,19.0,5.0,3.8,0.6,0.3,3.5,0.48,2.0,0.993862457990023
16.4,10.6,5.8,22.4,23.6,19.6,0.0,0.5,14.0,19.0,0.105,0.09,2.0,24.0,0.035,0.01,0.1,0.16,1.5,1.0,4.0,5.0,11.0,12.0,1.6,4.8,3.5,2.1,0.64,3.4,0.991614279384663
26.0,3.4,2.2,12.8,4.4,10.0,0.0,0.51,14.0,25.0,0.14,0.08,2.0,7.0,0.07,0.04,0.1,0.39,0.4,1.8,1.9,3.0,13.0,16.0,0.1,1.5,1.3,0.8,0.3,1.2,0.984592398118124
9.2,7.0,7.0,15.2,11.6,11.2,0.0,0.5,14.0,24.0,0.14,0.02,2.0,12.0,0.105,0.1,0.1,0.34,0.8,2.9,3.1,3.1,15.0,17.0,1.3,4.3,1.3,4.1,0.2,1.1,0.971496116271978
21.2,11.8,3.4,11.6,21.2,18.4,0.0,0.51,14.0,24.0,0.105,0.07,2.0,9.0,0.14,0.04,0.1,0.32,2.4,2.7,4.7,3.2,30.0,1.0,1.6,2.2,1.7,4.3,1.15,2.4,0.984062785030264
42.8,13.0,8.2,17.6,14.0,12.4,0.0,0.5,14.0,18.0,0.14,0.03,2.0,5.0,0.035,0.03,0.1,0.34,1.1,0.5,3.7,3.4,5.0,3.0,0.9,0.8,1.3,2.2,0.43,1.3,0.993808309860667
45.2,4.6,7.0,22.4,18.8,20.8,0.0,0.5,14.0,15.0,0.105,0.02,2.0,19.0,0.14,0.06,0.1,0.26,1.7,1.8,3.7,3.3,12.0,16.0,3.3,1.9,1.1,3.6,1.01,2.1,0.991291552226302
23.6,5.8,8.2,26.0,16.4,34.0,0.0,0.5,14.0,20.0,0.035,0.02,2.0,25.0,0.07,0.06,0.1,0.37,1.0,2.5,4.5,3.5,10.0,0.0,0.5,1.8,3.4,1.0,0.3,2.0,0.987755379956393
46.4,1.0,4.6,16.4,6.8,50.8,0.0,0.51,14.0,11.0,0.105,0.1,2.0,34.0,0.175,0.1,0.1,0.38,0.8,0.5,2.5,3.3,0.0,27.0,1.7,2.3,2.9,2.6,0.1,1.7,0.980715555229942
20.0,1.0,11.8,9.2,16.4,53.2,0.0,0.51,14.0,20.0,0.07,0.03,2.0,33.0,0.14,0.07,0.1,0.3,1.4,0.7,4.3,3.9,30.0,20.0,4.2,2.1,2.2,3.7,0.44,2.3,0.972740879235355
46.4,2.2,1.0,12.8,11.6,12.4,0.0,0.5,14.0,15.0,0.175,0.04,2.0,20.0,0.105,0.05,0.1,0.21,1.2,0.3,4.4,4.5,1.0,30.0,1.5,3.7,2.1,2.7,0.28,3.4,0.987524933333544
17.6,9.4,7.0,11.6,20.0,16.0,0.0,0.5,14.0,32.0,0.105,0.1,2.0,8.0,0.14,0.07,0.1,0.2,2.0,1.6,4.9,3.9,15.0,27.0,1.6,4.5,4.6,2.9,1.26,2.2,0.986712853493648
35.6,11.8,5.8,18.8,16.4,50.8,0.0,0.51,14.0,19.0,0.175,0.08,2.0,31.0,0.175,0.09,0.1,0.3,0.9,1.2,4.7,3.9,24.0,26.0,3.2,2.3,0.2,4.5,0.3,1.9,0.994070514012143
51.2,9.4,5.8,14.0,8.0,4.0,0.0,0.51,14.0,20.0,0.07,0.04,2.0,27.0,0.07,0.01,0.1,0.4,0.7,1.3,4.2,3.6,10.0,8.0,4.1,0.5,2.7,2.1,0.58,3.2,0.995320907102636
44.0,8.2,8.2,12.8,11.6,14.8,0.0,0.51,14.0,27.0,0.14,0.05,2.0,28.0,0.105,0.02,0.1,0.2,0.6,1.5,3.1,4.7,23.0,5.0,1.5,3.9,4.7,3.5,0.56,2.5,0.995177222880928
35.6,13.0,2.2,22.4,14.0,22.0,0.0,0.5,14.0,20.0,0.07,0.03,2.0,28.0,0.105,0.09,0.1,0.16,1.9,2.7,4.8,3.8,5.0,15.0,0.5,3.3,1.2,3.2,0.1,1.2,0.988939807394315
24.8,10.6,10.6,12.8,18.8,12.4,0.0,0.51,14.0,25.0,0.105,0.03,2.0,29.0,0.14,0.02,0.1,0.18,1.1,1.2,4.8,3.8,3.0,27.0,4.5,2.8,3.7,3.6,0.52,1.0,0.99013305139215
10.4,8.2,5.8,8.0,20.0,52.0,0.0,0.5,14.0,29.0,0.105,0.01,2.0,22.0,0.105,0.05,0.1,0.25,2.3,3.4,4.5,4.3,10.0,27.0,3.0,1.3,2.2,2.8,1.11,3.7,0.969292708825144
28.4,4.6,11.8,6.8,26.0,48.4,0.0,0.5,14.0,35.0,0.175,0.04,2.0,13.0,0.07,0.01,0.1,0.04,1.6,3.9,5.0,3.4,30.0,2.0,1.4,0.7,4.2,0.5,1.24,3.1,0.985322059059174
21.2,13.0,8.2,20.0,22.4,52.0,0.0,0.5,14.0,35.0,0.105,0.02,2.0,15.0,0.07,0.03,0.1,0.3,1.8,3.8,4.8,4.4,23.0,6.0,1.0,3.9,2.2,2.2,1.6,2.9,0.988966503696063
39.2,10.6,4.6,15.2,15.2,37.6,0.0,0.51,14.0,30.0,0.035,0.02,2.0,24.0,0.07,0.01,0.1,0.12,1.5,1.0,4.5,4.1,6.0,3.0,3.6,2.2,1.3,1.1,0.47,1.8,0.99348152413999
17.6,13.0,4.6,9.2,9.2,52.0,0.0,0.51,14.0,31.0,0.14,0.08,2.0,17.0,0.14,0.09,0.1,0.18,1.0,1.4,4.3,4.5,4.0,2.0,3.6,3.2,0.6,3.9,0.46,1.6,0.987442860471329
38.0,7.0,2.2,20.0,5.6,35.2,0.0,0.5,14.0,31.0,0.07,0.01,2.0,16.0,0.14,0.1,0.1,0.42,0.5,2.5,3.4,3.6,4.0,14.0,0.4,2.5,1.9,1.7,0.45,1.2,0.989760231279842
26.0,2.2,7.0,10.4,5.6,26.8,0.0,0.5,14.0,35.0,0.175,0.01,2.0,34.0,0.175,0.05,0.1,0.16,0.4,4.1,3.6,3.7,16.0,10.0,4.4,2.2,1.5,0.9,0.29,1.3,0.970881695709046
40.4,2.2,8.2,15.2,5.6,52.0,0.0,0.51,14.0,25.0,0.035,0.02,2.0,26.0,0.105,0.06,0.1,0.19,0.5,0.3,2.9,2.3,8.0,15.0,2.4,3.9,4.4,4.8,0.22,2.2,0.987276777085453
32.0,5.8,5.8,23.6,8.0,41.2,0.0,0.51,14.0,26.0,0.14,0.06,2.0,14.0,0.035,0.02,0.1,0.12,0.8,1.8,2.4,4.9,16.0,27.0,2.9,4.2,4.3,4.6,0.13,1.7,0.991217960502414
52.4,4.6,8.2,9.2,6.8,30.4,0.0,0.5,14.0,17.0,0.105,0.1,2.0,29.0,0.07,0.03,0.1,0.23,0.6,1.2,3.6,1.9,10.0,15.0,5.0,2.2,3.4,1.3,0.28,1.0,0.990100741573973
39.2,11.8,5.8,6.8,20.0,6.4,0.0,0.5,14.0,13.0,0.175,0.07,2.0,23.0,0.105,0.02,0.1,0.49,2.2,0.6,3.8,4.5,11.0,15.0,0.7,0.6,2.2,0.8,0.15,2.6,0.985671133137616
38.0,9.4,5.8,17.6,9.2,40.0,0.0,0.5,14.0,34.0,0.105,0.08,2.0,23.0,0.175,0.01,0.1,0.32,1.0,4.5,4.3,2.3,22.0,5.0,4.8,1.9,1.1,2.6,0.53,1.7,0.991063789793966
30.8,3.4,10.6,4.4,18.8,41.2,0.0,0.51,14.0,28.0,0.14,0.05,2.0,28.0,0.14,0.08,0.1,0.15,1.2,1.5,4.8,4.2,27.0,14.0,4.3,1.4,3.0,1.5,1.16,1.6,0.983849268440093
29.6,4.6,5.8,20.0,23.6,50.8,0.0,0.5,14.0,24.0,0.175,0.02,2.0,21.0,0.14,0.05,0.1,0.31,1.7,3.1,4.7,3.8,12.0,26.0,1.3,2.6,4.5,4.2,0.59,3.6,0.988692230132673
47.6,13.0,5.8,8.0,11.6,4.0,0.0,0.51,14.0,32.0,0.175,0.02,2.0,14.0,0.035,0.02,0.1,0.26,1.3,1.5,4.6,2.5,10.0,21.0,3.6,0.9,2.1,2.0,0.56,2.3,0.993364694696399
27.2,11.8,8.2,26.0,8.0,4.0,0.0,0.5,14.0,20.0,0.035,0.01,2.0,19.0,0.175,0.09,0.1,0.34,0.9,1.1,3.2,4.9,7.0,19.0,2.0,4.3,1.6,1.1,0.58,2.4,0.99543923173467
32.0,7.0,7.0,18.8,26.0,26.8,0.0,0.51,14.0,15.0,0.105,0.06,2.0,20.0,0.14,0.07,0.1,0.2,1.9,0.8,4.6,4.2,16.0,6.0,2.5,0.9,3.6,2.2,0.54,3.6,0.993400748463499
44.0,4.6,5.8,18.8,17.6,36.4,0.0,0.51,14.0,14.0,0.105,0.05,2.0,17.0,0.14,0.02,0.1,0.35,1.9,1.6,4.6,5.0,25.0,1.0,3.7,0.5,3.0,2.9,0.37,4.2,0.993336428612442
32.0,8.2,9.4,20.0,26.0,22.0,0.0,0.5,14.0,14.0,0.14,0.01,2.0,35.0,0.175,0.06,0.1,0.38,1.4,1.3,4.6,4.7,17.0,27.0,3.4,3.8,1.4,0.3,0.54,4.2,0.99509263425065
44.0,4.6,8.2,18.8,4.4,14.8,0.0,0.51,14.0,10.0,0.07,0.01,2.0,32.0,0.07,0.07,0.1,0.46,0.3,0.7,2.2,1.9,6.0,24.0,3.5,5.0,4.6,1.1,0.14,1.0,0.989704172091407
17.6,10.6,11.8,17.6,4.4,17.2,0.0,0.51,14.0,28.0,0.14,0.09,2.0,14.0,0.035,0.02,0.1,0.42,0.4,1.6,2.4,1.4,21.0,12.0,2.6,1.9,3.5,0.1,0.27,1.0,0.986532275208393
29.6,9.4,1.0,4.4,3.2,30.4,0.0,0.5,14.0,34.0,0.175,0.03,2.0,27.0,0.07,0.04,0.1,0.05,0.3,3.6,1.5,3.1,7.0,9.0,0.2,3.7,4.3,1.9,0.13,1.1,0.983074112867193
51.2,2.2,11.8,15.2,18.8,41.2,0.0,0.5,14.0,35.0,0.14,0.04,2.0,21.0,0.07,0.01,0.1,0.39,1.5,4.1,3.8,4.0,19.0,4.0,2.2,1.4,2.5,1.8,1.27,2.2,0.985565699530014
21.2,2.2,7.0,6.8,18.8,46.0,0.0,0.5,14.0,25.0,0.14,0.05,2.0,16.0,0.175,0.02,0.1,0.35,2.1,2.3,5.0,2.5,13.0,22.0,2.8,4.6,4.6,0.2,0.37,1.8,0.967291861386258
18.8,8.2,4.6,18.8,8.0,10.0,0.0,0.51,14.0,24.0,0.035,0.01,2.0,6.0,0.07,0.03,0.1,0.45,0.8,0.8,4.8,2.8,5.0,15.0,1.3,2.5,1.6,3.9,0.76,2.7,0.991463904047146
41.6,4.6,3.4,12.8,18.8,42.4,0.0,0.51,14.0,28.0,0.035,0.01,2.0,34.0,0.175,0.01,0.1,0.24,1.9,3.3,4.0,4.3,12.0,7.0,3.6,3.5,4.1,0.8,0.22,1.8,0.98485773141704
32.0,3.4,10.6,8.0,8.0,38.8,0.0,0.51,14.0,30.0,0.105,0.04,2.0,21.0,0.14,0.09,0.1,0.33,1.0,4.0,3.6,2.7,7.0,21.0,0.2,1.4,1.0,2.2,0.51,1.9,0.983516467688901
47.6,13.0,9.4,11.6,10.4,29.2,0.0,0.5,14.0,19.0,0.175,0.03,2.0,18.0,0.07,0.02,0.1,0.05,1.1,1.0,3.2,4.0,14.0,2.0,4.9,4.2,4.8,1.7,0.42,2.7,0.995786615187786
48.8,2.2,10.6,11.6,17.6,47.2,0.0,0.51,14.0,19.0,0.105,0.08,2.0,35.0,0.175,0.06,0.1,0.4,2.3,1.6,3.7,3.0,14.0,1.0,0.2,1.0,2.2,3.2,0.12,2.0,0.9809989285789
34.4,4.6,10.6,3.2,12.8,42.4,0.0,0.51,14.0,27.0,0.105,0.1,2.0,17.0,0.14,0.06,0.1,0.18,1.1,0.3,3.2,2.4,12.0,5.0,3.4,4.9,1.2,0.9,0.11,1.6,0.981378387821383
50.0,10.6,9.4,20.0,14.0,43.6,0.0,0.5,14.0,18.0,0.105,0.06,2.0,6.0,0.14,0.01,0.1,0.27,1.6,1.9,3.2,3.0,9.0,26.0,2.1,2.1,4.8,3.8,0.57,1.5,0.992689177313512
17.6,2.2,5.8,18.8,16.4,19.6,0.0,0.5,14.0,27.0,0.105,0.04,2.0,24.0,0.07,0.07,0.1,0.11,1.5,3.0,4.7,3.5,7.0,9.0,1.7,4.9,1.3,3.8,0.38,2.5,0.974384694771137
16.4,3.4,13.0,21.2,14.0,18.4,0.0,0.51,14.0,34.0,0.14,0.04,2.0,9.0,0.14,0.02,0.1,0.13,0.8,4.5,3.8,3.2,17.0,18.0,3.1,1.4,4.4,4.6,0.2,2.2,0.977127483455352
30.8,9.4,13.0,24.8,6.8,40.0,0.0,0.5,14.0,29.0,0.07,0.05,2.0,14.0,0.175,0.03,0.1,0.39,0.4,1.0,4.3,2.5,15.0,9.0,1.2,2.4,2.4,2.6,0.38,1.1,0.99016743917853
50.0,7.0,3.4,18.8,21.2,52.0,0.0,0.51,14.0,28.0,0.175,0.01,2.0,30.0,0.14,0.06,0.1,0.13,0.9,0.5,3.8,4.1,13.0,11.0,4.6,4.3,0.1,4.1,0.46,3.6,0.994585731945462
46.4,8.2,3.4,11.6,4.4,10.0,0.0,0.5,14.0,25.0,0.14,0.1,2.0,6.0,0.105,0.07,0.1,0.45,0.4,3.4,2.3,2.8,24.0,20.0,0.9,0.2,3.1,1.3,0.36,1.3,0.991060554369391
33.2,11.8,8.2,10.4,23.6,26.8,0.0,0.51,14.0,20.0,0.07,0.02,2.0,12.0,0.175,0.03,0.1,0.25,1.7,1.8,4.7,4.1,18.0,8.0,0.4,0.5,4.3,2.7,1.55,2.7,0.992793855940608
33.2,13.0,11.8,12.8,5.6,18.4,0.0,0.51,14.0,13.0,0.14,0.09,2.0,18.0,0.175,0.02,0.1,0.4,0.3,1.4,3.2,1.4,21.0,27.0,4.6,3.2,2.0,2.4,0.15,1.0,0.989374693059884
24.8,10.6,9.4,5.6,12.8,44.8,0.0,0.51,14.0,30.0,0.14,0.01,2.0,17.0,0.105,0.01,0.1,0.39,1.6,3.3,2.7,3.8,2.0,14.0,0.4,1.0,0.9,4.6,1.14,1.8,0.978174606065189
44.0,7.0,9.4,5.6,16.4,49.6,0.0,0.5,14.0,30.0,0.105,0.06,2.0,8.0,0.07,0.07,0.1,0.44,1.1,3.7,4.6,4.2,16.0,0.0,4.3,2.0,0.6,3.0,0.54,3.3,0.989790296669216
21.2,11.8,13.0,14.0,17.6,47.2,0.0,0.51,14.0,29.0,0.14,0.1,2.0,32.0,0.175,0.06,0.1,0.29,1.4,2.7,4.2,3.7,19.0,19.0,3.7,0.7,1.4,1.0,0.43,1.8,0.987946642117193
24.8,7.0,2.2,10.4,23.6,14.8,0.0,0.5,14.0,4.0,0.175,0.09,2.0,31.0,0.105,0.09,0.1,0.3,2.3,0.4,4.0,3.8,15.0,28.0,2.4,1.5,4.1,4.2,0.38,3.3,0.984601259288461
41.6,11.8,4.6,23.6,16.4,50.8,0.0,0.51,14.0,8.0,0.105,0.03,2.0,30.0,0.175,0.07,0.1,0.4,1.1,0.5,4.0,3.4,9.0,11.0,3.1,0.8,2.6,3.2,0.47,2.3,0.99455816023464
32.0,4.6,4.6,11.6,17.6,23.2,0.0,0.5,14.0,33.0,0.175,0.02,2.0,23.0,0.07,0.02,0.1,0.22,1.6,1.9,4.6,4.0,11.0,11.0,0.5,1.9,4.8,1.9,0.7,2.4,0.989006227124602
45.2,7.0,8.2,12.8,12.8,43.6,0.0,0.5,14.0,32.0,0.035,0.03,2.0,29.0,0.105,0.04,0.1,0.27,1.3,2.8,2.9,3.9,29.0,18.0,0.2,4.7,2.3,1.4,1.2,1.7,0.990470685341084
24.8,9.4,7.0,20.0,10.4,6.4,0.0,0.5,14.0,27.0,0.07,0.02,2.0,6.0,0.14,0.02,0.1,0.29,1.0,2.2,4.1,2.8,4.0,25.0,1.1,0.7,1.7,0.9,0.94,2.5,0.992764722628209
44.0,8.2,10.6,20.0,26.0,48.4,0.0,0.51,14.0,35.0,0.07,0.07,2.0,34.0,0.07,0.02,0.1,0.12,2.5,3.8,4.9,4.4,0.0,26.0,4.4,3.5,0.7,4.0,1.18,3.3,0.991721378716698
10.4,4.6,4.6,8.0,20.0,24.4,0.0,0.5,14.0,35.0,0.14,0.04,2.0,15.0,0.175,0.01,0.1,0.37,1.9,2.8,3.5,4.5,15.0,10.0,0.5,1.6,3.5,1.3,0.56,2.7,0.96577068838763
48.8,8.2,4.6,6.8,6.8,48.4,0.0,0.51,14.0,32.0,0.105,0.01,2.0,18.0,0.14,0.04,0.1,0.38,0.5,3.7,2.4,3.9,29.0,22.0,4.3,0.3,0.9,0.7,0.16,1.6,0.989402046663043
47.6,10.6,11.8,9.2,8.0,12.4,0.0,0.51,14.0,12.0,0.175,0.05,2.0,31.0,0.035,0.02,0.1,0.02,0.9,1.0,2.7,3.4,16.0,5.0,1.3,0.5,1.4,1.9,0.34,1.4,0.993759093544429
50.0,2.2,11.8,20.0,14.0,5.2,0.0,0.5,14.0,32.0,0.07,0.07,2.0,7.0,0.07,0.03,0.1,0.12,1.7,2.7,4.5,3.1,15.0,20.0,4.2,0.1,3.3,1.0,1.44,2.3,0.986250943551073
11.6,5.8,11.8,5.6,8.0,52.0,0.0,0.5,14.0,24.0,0.14,0.01,2.0,32.0,0.14,0.08,0.1,0.32,0.8,2.1,4.3,2.3,13.0,2.0,1.3,2.5,4.2,0.9,0.24,1.1,0.963949214102347
12.8,9.4,2.2,9.2,14.0,7.6,0.0,0.51,14.0,28.0,0.14,0.04,2.0,24.0,0.105,0.03,0.1,0.09,1.3,1.4,4.1,2.3,19.0,4.0,0.2,4.4,2.9,2.1,0.39,1.9,0.981578922115637
26.0,4.6,10.6,9.2,12.8,30.4,0.0,0.5,14.0,33.0,0.175,0.05,2.0,32.0,0.14,0.07,0.1,0.23,0.6,4.0,3.2,2.2,23.0,2.0,1.9,3.1,4.2,0.8,0.19,1.2,0.982115080236787
28.4,4.6,9.4,14.0,3.2,49.6,0.0,0.51,14.0,21.0,0.175,0.05,2.0,17.0,0.14,0.08,0.1,0.33,0.4,1.0,1.5,2.2,11.0,5.0,1.0,2.4,0.9,2.9,0.23,1.2,0.987841157455778
33.2,10.6,4.6,11.6,15.2,4.0,0.0,0.5,14.0,33.0,0.14,0.09,2.0,30.0,0.14,0.02,0.1,0.48,2.0,3.1,3.3,4.2,13.0,1.0,3.4,1.0,0.2,0.5,0.2,1.5,0.982338385453764
8.0,3.4,2.2,10.4,14.0,4.0,0.0,0.5,14.0,22.0,0.175,0.01,2.0,32.0,0.07,0.05,0.1,0.17,0.8,2.3,4.1,4.6,9.0,28.0,3.1,0.8,0.4,1.8,0.5,1.7,0.964324829305353
44.0,11.8,9.4,11.6,17.6,24.4,0.0,0.5,14.0,21.0,0.175,0.08,2.0,29.0,0.14,0.1,0.1,0.48,0.8,2.4,4.3,2.3,22.0,14.0,1.0,4.1,3.8,4.1,0.25,2.0,0.992898556070936
17.6,10.6,3.4,24.8,26.0,47.2,0.0,0.51,14.0,17.0,0.105,0.01,2.0,28.0,0.035,0.02,0.1,0.01,2.3,1.2,4.6,4.3,30.0,8.0,4.7,3.4,3.6,4.8,0.88,3.6,0.990100445101808
50.0,4.6,1.0,21.2,9.2,20.8,0.0,0.51,14.0,35.0,0.175,0.02,2.0,27.0,0.07,0.02,0.1,0.14,1.1,1.8,2.0,3.9,13.0,1.0,3.3,4.1,3.6,0.6,0.8,1.9,0.99057091701686
52.4,9.4,7.0,16.4,20.0,43.6,0.0,0.5,14.0,18.0,0.175,0.05,2.0,25.0,0.07,0.03,0.1,0.29,2.5,2.1,4.3,4.1,24.0,5.0,3.2,0.3,3.3,2.1,0.47,2.4,0.991614295387994
