w1,l1_leg,l1_top,l1_center,l2,h1,l2_tap,ratio,Tx_turns,Tx_tap,Tx_height,Tx_preg,Rx_turns,Rx_tap,Rx_height,Rx_preg,g1,g2,Tx_space_x,Tx_space_y,Rx_space_x,Rx_space_y,core_N_w1,core_P_w1,Tx_layer_space_x,Tx_layer_space_y,Rx_layer_space_x,Rx_layer_space_y,Tx_width,Rx_width,P1_Tx_W
11.6,8.2,9.4,12.8,8.0,35.2,0.0,0.5,14.0,22.0,0.105,0.06,2.0,15.0,0.035,0.03,0.1,0.19,0.9,0.7,1.9,1.5,7.0,3.0,2.4,0.4,1.7,4.3,0.29,1.4,6.63124419878712
10.4,5.8,2.2,18.8,10.4,6.4,0.0,0.5,14.0,27.0,0.105,0.04,2.0,28.0,0.175,0.01,0.1,0.26,1.1,2.5,2.6,2.5,15.0,3.0,3.4,2.5,2.7,3.2,1.08,1.3,4.14830710226044
11.6,7.0,10.6,8.0,21.2,40.0,0.0,0.51,14.0,33.0,0.07,0.01,2.0,35.0,0.105,0.04,0.1,0.48,2.3,2.7,4.9,1.7,16.0,18.0,2.7,3.3,3.4,4.3,0.61,1.6,7.36662623645952
23.6,7.0,10.6,3.2,4.4,37.6,0.0,0.5,14.0,21.0,0.14,0.02,2.0,14.0,0.07,0.05,0.1,0.45,0.5,2.4,3.0,4.0,5.0,21.0,0.1,2.6,3.7,2.7,0.27,1.1,7.42008724568624
33.2,8.2,8.2,20.0,10.4,47.2,0.0,0.5,14.0,17.0,0.14,0.07,2.0,32.0,0.14,0.07,0.1,0.4,0.9,0.4,4.4,2.8,11.0,26.0,2.0,4.9,4.4,0.8,0.14,1.6,16.3797979633585
44.0,11.8,8.2,5.6,17.6,6.4,0.0,0.5,14.0,26.0,0.14,0.08,2.0,35.0,0.14,0.1,0.1,0.29,0.9,2.1,4.9,4.9,11.0,19.0,2.2,1.6,3.5,2.9,0.55,3.1,6.51075839852727
22.4,9.4,13.0,12.8,26.0,26.8,0.0,0.51,14.0,23.0,0.175,0.02,2.0,29.0,0.07,0.06,0.1,0.08,3.2,0.6,4.9,4.5,0.0,3.0,1.9,4.2,4.7,0.5,0.43,3.2,5.39314987455604
36.8,11.8,11.8,23.6,5.6,26.8,0.0,0.51,14.0,7.0,0.07,0.06,2.0,27.0,0.035,0.01,0.1,0.38,0.3,0.3,2.6,2.8,4.0,19.0,1.3,0.6,3.0,3.6,0.27,1.8,17.9210054300148
52.4,9.4,3.4,17.6,15.2,50.8,0.0,0.51,14.0,35.0,0.175,0.1,2.0,5.0,0.14,0.07,0.1,0.23,0.8,3.5,4.3,2.1,25.0,5.0,1.1,4.0,4.3,3.3,0.25,1.7,11.8540541867176
44.0,3.4,4.6,6.8,11.6,32.8,0.0,0.51,14.0,24.0,0.07,0.03,2.0,19.0,0.105,0.09,0.1,0.46,0.6,0.6,2.2,2.5,17.0,27.0,3.9,0.1,4.8,2.9,0.4,1.7,11.5545207163968
23.6,2.2,13.0,14.0,23.6,24.4,0.0,0.51,14.0,20.0,0.175,0.05,2.0,28.0,0.07,0.01,0.1,0.34,1.2,2.5,4.4,3.0,21.0,5.0,2.2,4.7,1.7,1.9,0.35,2.7,5.62654946965288
40.4,2.2,3.4,23.6,6.8,40.0,0.0,0.5,14.0,27.0,0.105,0.08,2.0,24.0,0.14,0.04,0.1,0.49,0.8,0.7,2.6,3.2,10.0,4.0,2.2,0.6,2.0,1.6,0.27,1.8,13.3751344675404
46.4,10.6,9.4,6.8,6.8,48.4,0.0,0.5,14.0,16.0,0.175,0.09,2.0,6.0,0.105,0.01,0.1,0.23,0.5,1.1,4.0,2.4,8.0,30.0,2.8,2.9,2.6,0.3,0.32,1.8,7.1361874440017
26.0,4.6,7.0,5.6,21.2,38.8,0.0,0.5,14.0,31.0,0.07,0.06,2.0,28.0,0.105,0.08,0.1,0.22,1.5,3.8,5.0,4.8,0.0,13.0,0.5,0.1,1.1,0.5,1.4,3.6,5.62754339483756
27.2,11.8,13.0,5.6,6.8,49.6,0.0,0.51,14.0,30.0,0.14,0.01,2.0,28.0,0.105,0.1,0.1,0.23,0.5,1.4,2.9,3.8,16.0,8.0,1.2,0.6,1.1,0.8,0.19,1.1,9.74953741681796
6.8,11.8,8.2,9.2,12.8,34.0,0.0,0.5,14.0,34.0,0.175,0.1,2.0,26.0,0.175,0.03,0.1,0.2,0.8,2.8,2.6,4.6,28.0,7.0,3.8,1.6,3.5,0.1,0.58,1.5,2.97469555599819
24.8,8.2,9.4,14.0,15.2,25.6,0.0,0.5,14.0,17.0,0.175,0.03,2.0,24.0,0.105,0.06,0.1,0.5,1.7,0.5,4.3,4.4,11.0,6.0,0.8,2.7,3.9,1.9,0.2,1.9,8.37260979729406
29.6,5.8,8.2,23.6,24.8,44.8,0.0,0.51,14.0,29.0,0.105,0.07,2.0,17.0,0.175,0.09,0.1,0.46,2.4,3.7,4.3,4.0,2.0,9.0,2.3,2.4,3.0,4.0,0.84,3.6,6.29492575200969
26.0,7.0,8.2,21.2,15.2,36.4,0.0,0.51,14.0,34.0,0.105,0.1,2.0,7.0,0.07,0.05,0.1,0.11,1.0,1.6,4.4,3.5,20.0,22.0,2.4,1.7,1.5,2.8,0.28,2.2,11.5110031264758
18.8,3.4,2.2,11.6,12.8,52.0,0.0,0.5,14.0,24.0,0.14,0.06,2.0,19.0,0.14,0.02,0.1,0.31,1.7,0.8,4.9,4.7,9.0,27.0,2.9,0.3,0.3,0.2,0.19,4.0,9.5952722201803
33.2,4.6,10.6,12.8,3.2,49.6,0.0,0.51,14.0,28.0,0.14,0.09,2.0,30.0,0.105,0.09,0.1,0.15,0.3,2.3,1.6,2.2,2.0,22.0,0.1,4.6,0.4,1.9,0.17,1.0,14.2257349139976
42.8,13.0,13.0,17.6,11.6,44.8,0.0,0.51,14.0,21.0,0.105,0.06,2.0,10.0,0.175,0.01,0.1,0.34,1.3,2.0,4.3,4.7,29.0,23.0,1.1,4.6,4.0,2.6,0.84,1.2,7.43844292088868
50.0,8.2,5.8,8.0,17.6,25.6,0.0,0.51,14.0,20.0,0.175,0.05,2.0,9.0,0.14,0.08,0.1,0.28,2.0,1.3,4.0,4.1,4.0,12.0,2.7,1.0,0.2,4.8,0.23,2.2,10.8043784125462
48.8,10.6,9.4,5.6,23.6,44.8,0.0,0.5,14.0,35.0,0.07,0.07,2.0,12.0,0.14,0.02,0.1,0.2,1.6,0.9,4.7,3.7,18.0,20.0,5.0,0.6,3.1,3.5,0.38,2.7,14.4626734097392
48.8,10.6,7.0,3.2,9.2,12.4,0.0,0.5,14.0,33.0,0.175,0.08,2.0,21.0,0.07,0.05,0.1,0.32,1.0,4.4,3.7,2.2,3.0,23.0,4.7,1.2,0.2,2.6,0.25,1.2,11.4220793421054
10.4,4.6,11.8,23.6,24.8,16.0,0.0,0.5,14.0,20.0,0.175,0.04,2.0,34.0,0.105,0.1,0.1,0.17,2.4,2.1,4.6,5.0,23.0,4.0,4.8,2.3,5.0,4.9,1.32,3.5,2.66278927236152
27.2,3.4,5.8,9.2,5.6,50.8,0.0,0.5,14.0,29.0,0.07,0.01,2.0,34.0,0.14,0.05,0.1,0.34,0.3,2.2,2.6,1.8,6.0,7.0,4.6,4.2,4.8,0.3,0.25,1.0,16.6348796615899
9.2,7.0,8.2,23.6,12.8,7.6,0.0,0.5,14.0,20.0,0.175,0.01,2.0,24.0,0.035,0.03,0.1,0.08,1.4,2.3,3.8,3.2,5.0,30.0,3.7,3.1,0.1,1.9,0.94,2.9,2.94543534287552
14.0,5.8,10.6,11.6,5.6,23.2,0.0,0.5,14.0,30.0,0.07,0.04,2.0,32.0,0.14,0.05,0.1,0.47,0.6,1.4,2.7,2.0,21.0,16.0,2.4,4.4,1.5,1.3,0.31,1.6,10.1769941554013
39.2,8.2,11.8,17.6,9.2,13.6,0.0,0.51,14.0,29.0,0.105,0.06,2.0,32.0,0.14,0.02,0.1,0.49,0.6,3.8,4.9,3.5,21.0,22.0,0.9,3.2,0.6,2.6,0.42,1.0,11.1996404783495
10.4,8.2,11.8,5.6,23.6,49.6,0.0,0.5,14.0,21.0,0.035,0.01,2.0,20.0,0.07,0.07,0.1,0.28,1.4,2.5,4.5,5.0,30.0,23.0,1.3,2.5,2.1,2.4,0.82,3.4,8.77434653624815
8.0,4.6,8.2,10.4,24.8,49.6,0.0,0.5,14.0,27.0,0.07,0.05,2.0,33.0,0.105,0.01,0.1,0.41,2.2,3.2,4.3,4.4,10.0,19.0,3.9,5.0,2.7,1.1,1.29,3.8,4.14407665939337
32.0,4.6,5.8,11.6,9.2,5.2,0.0,0.5,14.0,26.0,0.105,0.02,2.0,19.0,0.14,0.04,0.1,0.24,0.8,2.9,3.5,3.2,24.0,30.0,1.9,1.1,0.6,1.2,0.72,1.6,6.22324870527239
48.8,13.0,2.2,21.2,16.4,24.4,0.0,0.51,14.0,32.0,0.14,0.04,2.0,15.0,0.07,0.06,0.1,0.28,2.1,3.2,4.3,4.5,27.0,3.0,3.7,4.8,0.8,2.9,1.12,1.3,6.34540011352528
48.8,2.2,10.6,9.2,17.6,32.8,0.0,0.5,14.0,35.0,0.14,0.02,2.0,25.0,0.105,0.05,0.1,0.38,1.2,3.2,4.2,2.1,4.0,28.0,5.0,0.3,3.4,4.5,1.11,1.5,5.79934624945959
17.6,5.8,13.0,24.8,21.2,11.2,0.0,0.51,14.0,34.0,0.07,0.03,2.0,7.0,0.105,0.01,0.1,0.26,1.1,1.5,4.0,3.5,28.0,13.0,1.4,0.8,3.8,3.4,0.49,2.5,9.41014603459469
46.4,3.4,1.0,5.6,8.0,25.6,0.0,0.5,14.0,31.0,0.14,0.02,2.0,12.0,0.105,0.1,0.1,0.31,1.0,1.9,5.0,4.0,11.0,24.0,1.7,2.6,0.8,2.2,0.59,2.5,6.00161879401645
38.0,13.0,8.2,17.6,24.8,37.6,0.0,0.5,14.0,35.0,0.175,0.04,2.0,27.0,0.105,0.04,0.1,0.46,1.3,1.2,5.0,4.8,21.0,18.0,2.1,0.7,5.0,2.9,0.71,4.6,4.47965574802064
45.2,4.6,10.6,15.2,6.8,12.4,0.0,0.51,14.0,31.0,0.105,0.05,2.0,22.0,0.14,0.08,0.1,0.2,0.6,2.0,3.3,4.0,21.0,24.0,2.9,2.0,2.0,0.8,0.57,1.7,7.86842016153277
44.0,13.0,3.4,8.0,26.0,11.2,0.0,0.51,14.0,27.0,0.07,0.06,2.0,19.0,0.105,0.07,0.1,0.26,2.4,2.7,4.8,4.8,21.0,23.0,0.6,3.1,2.6,1.3,1.0,4.4,8.66303707253834
6.8,11.8,11.8,11.6,8.0,22.0,0.0,0.5,14.0,33.0,0.105,0.04,2.0,30.0,0.07,0.06,0.1,0.08,0.6,2.1,4.7,3.6,4.0,12.0,1.0,3.3,3.2,2.8,0.19,2.9,10.4132152924028
11.6,11.8,7.0,24.8,26.0,8.8,0.0,0.51,14.0,34.0,0.07,0.03,2.0,13.0,0.07,0.06,0.1,0.2,2.3,3.5,4.7,4.0,16.0,17.0,3.1,4.1,3.4,0.7,0.34,3.6,16.5727210057984
45.2,4.6,4.6,4.4,4.4,41.2,0.0,0.51,14.0,32.0,0.14,0.03,2.0,11.0,0.175,0.01,0.1,0.23,0.5,0.8,1.6,4.2,21.0,6.0,0.2,2.0,3.4,1.5,0.42,1.1,6.76750418748885
52.4,11.8,13.0,24.8,11.6,10.0,0.0,0.5,14.0,30.0,0.14,0.08,2.0,21.0,0.105,0.04,0.1,0.13,1.4,1.6,4.0,1.8,9.0,22.0,0.6,0.6,1.2,0.8,0.31,1.3,11.8156488394772
8.0,4.6,1.0,4.4,15.2,37.6,0.0,0.5,14.0,16.0,0.14,0.05,2.0,26.0,0.14,0.02,0.1,0.4,1.9,1.7,3.2,4.9,4.0,4.0,2.8,4.5,4.6,3.0,0.2,1.9,7.50393761707983
44.0,8.2,11.8,26.0,18.8,28.0,0.0,0.5,14.0,32.0,0.07,0.03,2.0,16.0,0.105,0.02,0.1,0.41,2.3,1.5,4.3,4.4,21.0,2.0,4.5,0.5,1.0,4.0,0.56,4.1,12.8622987653613
39.2,5.8,8.2,22.4,3.2,44.8,0.0,0.51,14.0,14.0,0.105,0.1,2.0,15.0,0.105,0.01,0.1,0.27,0.4,0.4,2.0,1.4,21.0,16.0,2.5,3.7,0.7,1.1,0.27,1.0,12.4515717755344
6.8,8.2,8.2,16.4,4.4,29.2,0.0,0.5,14.0,14.0,0.105,0.04,2.0,29.0,0.175,0.09,0.1,0.47,0.3,0.7,2.1,1.9,8.0,0.0,0.2,2.8,1.7,0.6,0.14,1.8,11.5785420848262
16.4,4.6,11.8,3.2,11.6,47.2,0.0,0.51,14.0,32.0,0.105,0.07,2.0,22.0,0.14,0.08,0.1,0.18,0.7,2.8,4.8,2.7,7.0,27.0,3.7,1.7,4.8,5.0,0.57,2.6,4.93385296043991
42.8,9.4,7.0,12.8,10.4,50.8,0.0,0.5,14.0,21.0,0.105,0.04,2.0,13.0,0.175,0.08,0.1,0.26,1.1,0.8,2.3,4.9,14.0,30.0,1.4,3.1,3.1,3.1,0.28,1.6,12.415596428509
14.0,3.4,2.2,11.6,4.4,38.8,0.0,0.5,14.0,31.0,0.175,0.08,2.0,10.0,0.175,0.01,0.1,0.3,0.2,1.2,2.4,1.3,20.0,9.0,2.4,4.7,1.6,0.7,0.16,1.2,7.2394123357589
42.8,4.6,7.0,23.6,17.6,47.2,0.0,0.51,14.0,32.0,0.07,0.07,2.0,30.0,0.14,0.09,0.1,0.41,1.7,3.2,3.1,4.2,29.0,13.0,2.4,4.8,0.3,2.8,0.65,3.0,11.4538990867158
27.2,9.4,7.0,8.0,21.2,5.2,0.0,0.51,14.0,35.0,0.07,0.03,2.0,31.0,0.175,0.01,0.1,0.33,2.4,1.9,4.4,4.3,30.0,5.0,3.8,0.4,0.8,4.2,0.3,2.4,16.4656798213939
39.2,5.8,7.0,4.4,4.4,41.2,0.0,0.5,14.0,31.0,0.175,0.02,2.0,22.0,0.07,0.07,0.1,0.19,0.4,3.9,1.8,3.3,2.0,2.0,3.9,1.1,1.0,2.7,0.27,1.1,9.23550201917801
23.6,4.6,11.8,26.0,21.2,13.6,0.0,0.5,14.0,25.0,0.175,0.09,2.0,21.0,0.175,0.05,0.1,0.26,2.5,2.6,4.4,4.0,10.0,6.0,0.2,2.5,1.4,0.6,0.44,3.6,5.91653713195993
45.2,3.4,10.6,3.2,10.4,20.8,0.0,0.51,14.0,29.0,0.175,0.03,2.0,10.0,0.175,0.05,0.1,0.36,1.2,3.2,2.9,4.0,29.0,8.0,1.2,0.6,1.2,1.2,0.53,1.1,6.79781230816138
24.8,8.2,3.4,18.8,16.4,14.8,0.0,0.51,14.0,19.0,0.175,0.09,2.0,13.0,0.105,0.06,0.1,0.47,1.8,1.6,4.2,3.5,10.0,9.0,4.7,3.0,3.4,1.4,0.51,1.7,4.54964824953845
21.2,7.0,2.2,8.0,22.4,16.0,0.0,0.51,14.0,21.0,0.175,0.03,2.0,12.0,0.035,0.03,0.1,0.21,2.5,2.2,5.0,4.2,16.0,19.0,0.1,0.4,0.5,4.7,0.92,2.8,3.77910964379806
8.0,8.2,3.4,12.8,15.2,38.8,0.0,0.51,14.0,19.0,0.14,0.03,2.0,27.0,0.175,0.03,0.1,0.23,1.0,1.8,4.3,4.9,2.0,23.0,2.6,3.5,1.3,2.6,0.74,1.5,2.99988697202058
45.2,2.2,1.0,5.6,17.6,30.4,0.0,0.51,14.0,9.0,0.105,0.07,2.0,27.0,0.07,0.04,0.1,0.35,1.5,0.5,4.5,1.5,22.0,8.0,1.4,3.6,0.2,3.8,0.49,1.3,7.1210370993541
34.4,13.0,3.4,26.0,17.6,20.8,0.0,0.5,14.0,32.0,0.035,0.02,2.0,17.0,0.14,0.06,0.1,0.49,2.2,2.4,3.9,3.0,23.0,3.0,4.2,3.7,4.9,0.3,1.14,2.3,12.6184659809008
17.6,13.0,2.2,18.8,3.2,18.4,0.0,0.51,14.0,20.0,0.105,0.09,2.0,27.0,0.175,0.1,0.1,0.43,0.3,1.7,1.5,3.9,0.0,24.0,3.5,3.9,5.0,4.8,0.22,1.2,11.6644373724335
14.0,11.8,5.8,10.4,10.4,26.8,0.0,0.51,14.0,24.0,0.105,0.09,2.0,26.0,0.14,0.1,0.1,0.49,1.2,2.7,4.1,3.8,3.0,4.0,4.9,0.6,3.3,3.0,0.59,2.0,5.09956646654078
34.4,3.4,11.8,24.8,6.8,32.8,0.0,0.51,14.0,21.0,0.175,0.1,2.0,15.0,0.175,0.02,0.1,0.17,0.9,1.0,2.3,4.0,5.0,25.0,1.5,1.9,3.2,3.8,0.19,1.1,11.2011889625264
38.0,10.6,2.2,9.2,16.4,32.8,0.0,0.51,14.0,21.0,0.175,0.03,2.0,24.0,0.14,0.07,0.1,0.47,1.0,1.0,4.0,4.5,4.0,21.0,1.8,1.1,1.3,2.9,0.58,1.8,4.86615003786254
4.4,7.0,7.0,12.8,8.0,10.0,0.0,0.5,14.0,30.0,0.105,0.05,2.0,12.0,0.035,0.02,0.1,0.3,0.6,2.6,3.0,5.0,26.0,28.0,4.9,3.5,3.6,1.5,0.52,2.5,4.43751610044131
44.0,11.8,2.2,16.4,3.2,43.6,0.0,0.51,14.0,31.0,0.14,0.09,2.0,29.0,0.175,0.06,0.1,0.43,0.4,0.3,1.7,2.8,3.0,29.0,3.3,2.8,3.8,2.2,0.11,1.0,21.8572121401304
27.2,3.4,4.6,4.4,9.2,17.2,0.0,0.51,14.0,31.0,0.035,0.03,2.0,26.0,0.175,0.08,0.1,0.5,0.8,1.5,2.9,2.8,17.0,30.0,3.0,2.7,1.3,2.1,0.65,2.1,11.8184516832032
15.2,10.6,7.0,4.4,11.6,31.6,0.0,0.5,14.0,8.0,0.175,0.04,2.0,34.0,0.14,0.03,0.1,0.31,1.1,0.9,4.4,3.4,5.0,2.0,3.8,4.9,2.1,4.2,0.27,1.4,4.409480763729
52.4,11.8,3.4,6.8,10.4,44.8,0.0,0.51,14.0,17.0,0.14,0.09,2.0,30.0,0.175,0.06,0.1,0.2,1.4,1.8,4.0,2.7,25.0,0.0,4.0,2.2,3.5,2.5,0.27,1.0,11.5355138324762
45.2,9.4,11.8,9.2,21.2,34.0,0.0,0.5,14.0,25.0,0.105,0.02,2.0,32.0,0.105,0.02,0.1,0.45,2.0,2.1,4.9,3.7,24.0,27.0,0.5,1.9,3.9,4.4,0.23,3.6,17.8005659958853
16.4,10.6,10.6,9.2,3.2,35.2,0.0,0.51,14.0,26.0,0.14,0.08,2.0,3.0,0.07,0.01,0.1,0.26,0.4,2.5,1.7,1.8,22.0,23.0,1.5,1.6,4.9,0.7,0.18,1.0,10.0237736932855
33.2,3.4,5.8,16.4,5.6,7.6,0.0,0.5,14.0,33.0,0.14,0.05,2.0,22.0,0.035,0.01,0.1,0.12,0.3,0.6,2.6,2.8,8.0,3.0,1.2,3.8,3.7,1.7,0.17,1.4,12.4238478946759
10.4,7.0,11.8,18.8,14.0,41.2,0.0,0.5,14.0,19.0,0.175,0.08,2.0,17.0,0.035,0.01,0.1,0.31,0.9,1.6,3.4,4.8,6.0,19.0,3.7,0.3,3.7,2.8,0.26,1.9,5.60813410056958
28.4,10.6,2.2,21.2,9.2,14.8,0.0,0.5,14.0,14.0,0.105,0.07,2.0,13.0,0.14,0.03,0.1,0.17,0.7,1.4,3.9,4.9,12.0,12.0,4.8,4.4,2.5,4.7,0.26,2.5,12.2525020496898
18.8,2.2,11.8,3.2,12.8,43.6,0.0,0.51,14.0,34.0,0.175,0.01,2.0,5.0,0.105,0.05,0.1,0.38,1.2,3.6,4.2,2.2,20.0,26.0,3.5,3.0,3.3,1.2,0.27,1.1,6.67235360847211
47.6,13.0,9.4,21.2,18.8,30.4,0.0,0.5,14.0,10.0,0.07,0.02,2.0,17.0,0.14,0.09,0.1,0.24,1.2,1.0,4.6,3.8,25.0,23.0,4.2,4.2,1.3,1.6,0.91,2.9,8.70946160530414
42.8,11.8,2.2,22.4,5.6,20.8,0.0,0.5,14.0,14.0,0.105,0.09,2.0,34.0,0.14,0.02,0.1,0.42,0.5,0.5,3.1,3.5,20.0,29.0,2.1,4.8,0.7,3.4,0.46,1.7,8.67454757349793
39.2,3.4,9.4,14.0,20.0,19.6,0.0,0.5,14.0,18.0,0.175,0.09,2.0,26.0,0.07,0.07,0.1,0.38,2.5,2.0,4.9,4.7,25.0,26.0,3.0,4.8,0.6,1.8,0.41,2.3,6.39929213026918
5.6,9.4,1.0,18.8,3.2,18.4,0.0,0.5,14.0,28.0,0.14,0.03,2.0,32.0,0.105,0.09,0.1,0.38,0.3,0.3,1.3,3.8,17.0,20.0,0.6,2.7,4.8,1.8,0.26,1.1,4.80819372329745
28.4,2.2,7.0,26.0,12.8,31.6,0.0,0.51,14.0,30.0,0.105,0.03,2.0,27.0,0.035,0.01,0.1,0.27,1.0,3.1,4.5,4.2,29.0,17.0,1.6,2.0,0.4,4.1,0.26,1.7,15.430646033645
23.6,4.6,13.0,3.2,14.0,50.8,0.0,0.5,14.0,28.0,0.105,0.07,2.0,26.0,0.175,0.01,0.1,0.29,1.3,0.7,4.5,2.5,28.0,16.0,0.2,1.7,3.0,4.8,0.33,1.1,6.75931362731815
11.6,10.6,8.2,6.8,26.0,37.6,0.0,0.5,14.0,34.0,0.07,0.02,2.0,30.0,0.105,0.01,0.1,0.45,3.3,3.8,4.8,4.4,22.0,17.0,1.3,4.3,4.4,2.9,0.36,3.1,14.262385961027
21.2,9.4,13.0,9.2,6.8,49.6,0.0,0.51,14.0,32.0,0.105,0.08,2.0,13.0,0.035,0.02,0.1,0.05,0.8,2.2,2.1,3.2,0.0,23.0,1.1,1.8,3.4,0.9,0.35,1.3,7.88635896424114
42.8,11.8,1.0,6.8,5.6,11.2,0.0,0.5,14.0,34.0,0.175,0.06,2.0,24.0,0.175,0.07,0.1,0.18,0.6,3.7,2.9,4.6,20.0,9.0,2.0,2.9,4.3,2.1,0.27,2.0,9.42593431427862
44.0,8.2,5.8,26.0,21.2,41.2,0.0,0.5,14.0,28.0,0.175,0.04,2.0,28.0,0.07,0.05,0.1,0.43,1.4,1.8,4.1,3.1,17.0,29.0,0.1,2.0,3.4,2.9,0.18,2.6,14.8335109658002
17.6,5.8,2.2,8.0,14.0,18.4,0.0,0.51,14.0,25.0,0.175,0.03,2.0,25.0,0.14,0.02,0.1,0.5,0.7,1.8,4.7,4.0,27.0,12.0,1.7,2.7,3.8,0.9,0.34,3.0,4.38665587262759
17.6,4.6,13.0,18.8,3.2,14.8,0.0,0.5,14.0,28.0,0.105,0.01,2.0,22.0,0.14,0.05,0.1,0.44,0.3,1.5,1.7,2.2,2.0,20.0,4.9,2.9,2.0,3.3,0.15,1.3,16.4860431767376
4.4,5.8,7.0,2.0,3.2,8.8,0.0,0.51,14.0,33.0,0.07,0.05,2.0,6.0,0.035,0.02,0.1,0.15,0.4,2.5,1.3,2.0,24.0,16.0,4.5,0.5,1.6,4.3,0.13,1.2,17.4983498813601
22.4,13.0,10.6,11.6,26.0,20.8,0.0,0.51,14.0,14.0,0.14,0.1,2.0,17.0,0.14,0.04,0.1,0.37,1.8,1.0,4.8,3.7,0.0,19.0,4.3,4.4,4.0,1.2,0.33,3.4,6.38671466715768
33.2,5.8,3.4,15.2,15.2,25.6,0.0,0.5,14.0,25.0,0.035,0.01,2.0,12.0,0.105,0.08,0.1,0.32,1.4,1.2,3.0,4.1,18.0,20.0,1.5,2.1,3.0,1.4,1.07,2.8,9.97755996675298
26.0,2.2,11.8,22.4,5.6,53.2,0.0,0.5,14.0,30.0,0.14,0.08,2.0,19.0,0.14,0.01,0.1,0.32,0.3,0.6,3.4,4.1,12.0,22.0,4.7,2.4,4.0,1.8,0.21,2.0,9.85325041919202
11.6,11.8,4.6,11.6,18.8,13.6,0.0,0.51,14.0,33.0,0.14,0.05,2.0,19.0,0.07,0.06,0.1,0.25,0.9,2.9,4.4,2.2,24.0,17.0,0.9,3.5,0.7,0.8,0.7,1.5,3.96790779446093
45.2,5.8,1.0,18.8,3.2,23.2,0.0,0.51,14.0,23.0,0.105,0.01,2.0,33.0,0.175,0.03,0.1,0.38,0.4,0.4,1.9,3.8,23.0,29.0,0.2,0.7,1.2,2.8,0.25,1.0,13.9553852909261
44.0,8.2,10.6,22.4,5.6,48.4,0.0,0.5,14.0,35.0,0.105,0.08,2.0,33.0,0.14,0.03,0.1,0.17,0.5,0.5,2.6,2.5,8.0,20.0,1.4,4.9,4.9,2.1,0.24,2.4,14.9479124839886
51.2,4.6,5.8,6.8,4.4,38.8,0.0,0.5,14.0,35.0,0.14,0.09,2.0,15.0,0.175,0.1,0.1,0.27,0.5,1.8,1.7,2.0,30.0,28.0,2.0,1.7,1.0,4.8,0.28,1.3,10.2191719685948
16.4,10.6,8.2,20.0,5.6,49.6,0.0,0.51,14.0,26.0,0.105,0.06,2.0,33.0,0.07,0.01,0.1,0.16,0.4,3.1,4.3,4.1,20.0,1.0,1.3,4.3,1.5,3.9,0.23,1.1,13.2973338770098
16.4,2.2,1.0,9.2,8.0,50.8,0.0,0.51,14.0,22.0,0.175,0.05,2.0,9.0,0.175,0.09,0.1,0.29,0.9,2.0,3.0,3.2,13.0,25.0,2.2,4.5,0.4,0.1,0.47,2.1,3.37942077943388
46.4,4.6,9.4,12.8,18.8,25.6,0.0,0.5,14.0,15.0,0.175,0.06,2.0,31.0,0.175,0.1,0.1,0.25,1.3,1.8,4.9,2.7,20.0,23.0,1.5,2.6,4.2,1.3,1.22,1.7,5.19015308813693
23.6,2.2,11.8,18.8,9.2,4.0,0.0,0.5,14.0,28.0,0.14,0.09,2.0,27.0,0.07,0.06,0.1,0.36,1.1,3.4,2.4,2.1,0.0,17.0,3.4,1.9,1.4,3.2,0.68,1.4,5.08956259808795
12.8,2.2,9.4,17.6,6.8,30.4,0.0,0.51,14.0,10.0,0.175,0.04,2.0,29.0,0.07,0.05,0.1,0.06,0.5,0.8,4.1,2.3,5.0,14.0,3.8,0.8,3.5,4.1,0.18,1.3,6.91767404750221
22.4,2.2,5.8,22.4,15.2,28.0,0.0,0.5,14.0,13.0,0.105,0.07,2.0,19.0,0.035,0.02,0.1,0.33,1.6,1.5,2.9,4.9,12.0,27.0,1.6,2.3,2.5,2.4,0.66,2.5,5.28755498570646
28.4,11.8,13.0,4.4,10.4,22.0,0.0,0.51,14.0,24.0,0.105,0.08,2.0,31.0,0.175,0.09,0.1,0.28,0.5,0.8,4.8,3.9,30.0,24.0,2.1,4.9,2.0,4.5,0.29,3.1,7.9072422137922
41.6,2.2,13.0,6.8,14.0,25.6,0.0,0.51,14.0,28.0,0.14,0.07,2.0,10.0,0.14,0.1,0.1,0.48,1.4,3.0,3.2,3.9,4.0,6.0,1.3,1.8,4.4,3.2,0.42,1.1,7.49431107266702
29.6,8.2,8.2,14.0,10.4,31.6,0.0,0.5,14.0,16.0,0.14,0.1,2.0,34.0,0.07,0.03,0.1,0.12,0.9,1.9,4.5,4.7,1.0,5.0,4.3,2.6,2.6,4.0,0.49,2.1,5.52001678597037
52.4,11.8,3.4,3.2,8.0,7.6,0.0,0.51,14.0,31.0,0.105,0.1,2.0,19.0,0.175,0.02,0.1,0.36,0.7,2.1,2.8,4.2,2.0,0.0,1.6,1.7,0.5,4.3,0.55,1.1,9.06931067551803
48.8,11.8,2.2,20.0,5.6,40.0,0.0,0.5,14.0,27.0,0.175,0.04,2.0,29.0,0.14,0.08,0.1,0.24,0.5,2.3,2.5,3.4,18.0,8.0,3.1,1.5,2.3,4.2,0.15,2.2,17.2520301636864
