w1,l1_leg,l1_top,l1_center,l2,h1,l2_tap,ratio,Tx_turns,Tx_tap,Tx_height,Tx_preg,Rx_turns,Rx_tap,Rx_height,Rx_preg,g1,g2,Tx_space_x,Tx_space_y,Rx_space_x,Rx_space_y,core_N_w1,core_P_w1,Tx_layer_space_x,Tx_layer_space_y,Rx_layer_space_x,Rx_layer_space_y,Tx_width,Rx_width,B_mean_top_right_T
34.4,5.8,9.4,16.4,20.0,53.2,0.0,0.5,14.0,35.0,0.14,0.04,2.0,24.0,0.105,0.1,0.1,0.5,1.4,4.6,5.0,3.8,30.0,21.0,4.1,1.5,4.6,0.3,1.3,3.4,0.0304135618416747
47.6,4.6,4.6,21.2,5.6,41.2,0.0,0.51,14.0,13.0,0.105,0.04,2.0,9.0,0.07,0.04,0.1,0.44,0.7,0.6,2.5,3.7,24.0,14.0,0.2,1.8,0.3,4.1,0.39,1.2,0.0507313003201741
8.0,4.6,7.0,8.0,12.8,18.4,0.0,0.5,14.0,16.0,0.14,0.09,2.0,28.0,0.175,0.06,0.1,0.47,1.2,0.9,3.5,3.4,6.0,23.0,3.5,0.9,2.8,1.6,0.49,1.6,0.190029329459665
28.4,3.4,8.2,15.2,20.0,52.0,0.0,0.51,14.0,12.0,0.07,0.07,2.0,33.0,0.14,0.09,0.1,0.42,1.6,1.0,4.8,4.2,6.0,13.0,0.6,4.6,4.9,2.6,0.82,2.8,0.0446555567160313
44.0,5.8,8.2,17.6,23.6,26.8,0.0,0.5,14.0,34.0,0.105,0.04,2.0,21.0,0.105,0.09,0.1,0.4,2.4,1.7,4.6,4.0,1.0,5.0,3.9,4.8,1.9,1.3,0.97,3.7,0.0302077744147708
33.2,2.2,2.2,8.0,9.2,41.2,0.0,0.5,14.0,27.0,0.175,0.1,2.0,20.0,0.14,0.04,0.1,0.23,1.0,3.2,4.6,4.1,18.0,12.0,3.7,0.9,3.5,3.9,0.59,3.8,0.151073790813806
16.4,4.6,13.0,17.6,11.6,41.2,0.0,0.5,14.0,24.0,0.07,0.04,2.0,35.0,0.07,0.05,0.1,0.47,1.4,2.7,4.8,4.5,2.0,25.0,4.8,0.2,3.9,1.9,1.35,3.9,0.0485152825344443
22.4,13.0,8.2,15.2,6.8,50.8,0.0,0.51,14.0,16.0,0.07,0.06,2.0,33.0,0.14,0.05,0.1,0.26,0.6,1.6,4.1,2.8,26.0,30.0,0.4,0.2,3.7,1.9,0.27,1.2,0.0601524939811492
38.0,13.0,3.4,22.4,15.2,50.8,0.0,0.5,14.0,20.0,0.175,0.05,2.0,26.0,0.07,0.07,0.1,0.22,1.5,2.4,2.8,2.6,17.0,18.0,3.9,2.8,4.4,1.1,1.47,2.0,0.0801869390998197
45.2,8.2,13.0,18.8,21.2,36.4,0.0,0.51,14.0,29.0,0.14,0.07,2.0,25.0,0.175,0.04,0.1,0.46,1.3,3.0,4.6,4.4,20.0,17.0,3.8,3.2,0.9,1.4,0.33,3.6,0.0178427091449182
39.2,8.2,5.8,3.2,12.8,44.8,0.0,0.5,14.0,29.0,0.105,0.1,2.0,25.0,0.105,0.03,0.1,0.14,1.0,3.1,3.6,2.3,15.0,7.0,3.9,3.4,0.4,4.2,0.49,1.1,0.0452676960689633
50.0,4.6,4.6,3.2,5.6,20.8,0.0,0.51,14.0,23.0,0.175,0.03,2.0,19.0,0.07,0.05,0.1,0.47,0.3,0.2,2.0,1.7,9.0,12.0,0.6,4.4,2.9,1.0,0.17,1.2,0.0506549935015789
30.8,5.8,2.2,9.2,22.4,11.2,0.0,0.51,14.0,24.0,0.07,0.07,2.0,15.0,0.14,0.06,0.1,0.27,1.6,1.4,4.6,3.7,11.0,26.0,4.6,4.5,0.8,0.3,0.85,2.8,0.159076495839123
18.8,11.8,9.4,16.4,4.4,34.0,0.0,0.51,14.0,35.0,0.105,0.09,2.0,14.0,0.035,0.02,0.1,0.19,0.3,4.6,1.3,4.0,15.0,7.0,0.2,2.3,1.6,2.5,0.15,1.1,0.0647701475832317
36.8,2.2,4.6,20.0,6.8,42.4,0.0,0.51,14.0,22.0,0.175,0.07,2.0,31.0,0.105,0.08,0.1,0.16,0.8,2.2,3.9,4.6,30.0,21.0,3.9,0.9,2.4,1.2,0.35,2.5,0.0633096100647764
48.8,4.6,9.4,15.2,20.0,52.0,0.0,0.51,14.0,19.0,0.14,0.08,2.0,28.0,0.105,0.03,0.1,0.16,1.7,0.6,3.8,2.5,4.0,29.0,3.5,2.3,5.0,0.1,0.39,2.4,0.0228138096871541
15.2,5.8,7.0,17.6,17.6,26.8,0.0,0.51,14.0,33.0,0.14,0.02,2.0,28.0,0.14,0.05,0.1,0.25,2.0,3.5,4.9,4.8,13.0,25.0,0.6,3.2,2.6,0.7,0.99,3.6,0.098974804839964
50.0,2.2,9.4,21.2,5.6,8.8,0.0,0.51,14.0,10.0,0.14,0.06,2.0,11.0,0.105,0.01,0.1,0.19,0.6,0.7,2.6,4.0,12.0,2.0,1.8,1.0,1.2,3.5,0.4,1.8,0.0223146173858476
21.2,4.6,11.8,3.2,12.8,40.0,0.0,0.51,14.0,17.0,0.175,0.08,2.0,23.0,0.105,0.09,0.1,0.45,1.5,1.9,3.4,4.2,19.0,18.0,1.1,2.3,5.0,3.5,1.35,2.2,0.0427802386118976
33.2,2.2,2.2,12.8,4.4,44.8,0.0,0.5,14.0,35.0,0.07,0.03,2.0,5.0,0.175,0.04,0.1,0.22,0.5,4.3,2.4,2.6,14.0,8.0,5.0,1.4,0.4,1.3,0.27,1.3,0.144372455498552
34.4,7.0,5.8,20.0,15.2,17.2,0.0,0.5,14.0,33.0,0.105,0.07,2.0,21.0,0.07,0.01,0.1,0.23,1.2,0.6,3.9,2.5,9.0,12.0,1.1,3.1,1.8,3.9,0.55,1.4,0.0532061318924471
15.2,8.2,11.8,8.0,9.2,26.8,0.0,0.51,14.0,35.0,0.14,0.02,2.0,8.0,0.105,0.07,0.1,0.25,0.4,4.7,3.5,4.8,26.0,1.0,4.8,3.6,0.1,4.4,0.29,2.0,0.0586067936518242
24.8,7.0,7.0,4.4,20.0,16.0,0.0,0.5,14.0,28.0,0.07,0.04,2.0,15.0,0.105,0.09,0.1,0.48,1.6,3.4,4.9,3.5,15.0,13.0,1.1,2.4,4.7,2.9,0.53,1.6,0.062102256621291
47.6,1.0,7.0,15.2,9.2,46.0,0.0,0.5,14.0,32.0,0.14,0.05,2.0,31.0,0.07,0.01,0.1,0.16,1.2,2.0,2.0,4.1,30.0,22.0,2.2,1.2,4.9,1.7,0.21,1.8,0.0310213434188741
47.6,8.2,2.2,12.8,11.6,6.4,0.0,0.51,14.0,33.0,0.035,0.03,2.0,25.0,0.105,0.04,0.1,0.17,1.0,3.4,3.0,3.3,2.0,19.0,1.8,2.4,0.9,2.6,0.25,2.8,0.101065964131418
22.4,7.0,8.2,10.4,3.2,13.6,0.0,0.51,14.0,29.0,0.105,0.1,2.0,30.0,0.14,0.08,0.1,0.22,0.2,3.0,1.3,3.6,18.0,16.0,0.7,2.6,1.7,2.8,0.1,1.0,0.0593920936673103
47.6,8.2,13.0,15.2,17.6,7.6,0.0,0.51,14.0,28.0,0.14,0.06,2.0,7.0,0.105,0.03,0.1,0.35,1.2,2.5,3.4,3.5,20.0,7.0,2.8,4.7,3.1,0.7,0.65,3.2,0.0170133872184248
10.4,3.4,10.6,23.6,16.4,31.6,0.0,0.51,14.0,28.0,0.175,0.06,2.0,10.0,0.14,0.01,0.1,0.3,1.6,1.5,4.2,4.7,22.0,4.0,4.4,2.4,2.4,1.9,0.25,1.8,0.090687930644165
15.2,9.4,9.4,3.2,6.8,16.0,0.0,0.51,14.0,30.0,0.175,0.05,2.0,26.0,0.07,0.05,0.1,0.21,0.8,1.8,3.0,3.2,10.0,25.0,4.2,2.1,2.9,2.9,0.44,1.6,0.0774597822031653
28.4,5.8,8.2,9.2,16.4,19.6,0.0,0.51,14.0,21.0,0.14,0.08,2.0,26.0,0.14,0.09,0.1,0.33,1.3,0.3,5.0,4.5,28.0,16.0,1.7,4.4,2.7,2.7,0.27,4.1,0.046295706832954
24.8,4.6,7.0,20.0,16.4,32.8,0.0,0.51,14.0,14.0,0.175,0.05,2.0,25.0,0.07,0.05,0.1,0.33,2.0,1.7,4.7,2.5,25.0,16.0,3.9,2.2,0.1,0.2,1.34,1.2,0.0604181514773294
29.6,2.2,10.6,20.0,10.4,8.8,0.0,0.51,14.0,34.0,0.105,0.03,2.0,27.0,0.105,0.07,0.1,0.48,0.5,3.6,3.5,3.7,18.0,8.0,0.3,4.7,2.2,0.9,0.28,2.7,0.0337439973042284
20.0,9.4,5.8,26.0,4.4,48.4,0.0,0.51,14.0,31.0,0.035,0.02,2.0,17.0,0.175,0.05,0.1,0.29,0.5,2.5,1.5,4.8,11.0,26.0,4.3,4.2,4.9,1.3,0.35,1.3,0.0923334702715126
33.2,10.6,10.6,15.2,23.6,50.8,0.0,0.5,14.0,28.0,0.14,0.05,2.0,19.0,0.175,0.01,0.1,0.39,2.3,2.3,4.8,4.8,18.0,2.0,3.0,2.9,2.6,4.3,1.41,2.8,0.0298366629586855
46.4,4.6,8.2,5.6,18.8,31.6,0.0,0.5,14.0,18.0,0.175,0.02,2.0,13.0,0.035,0.03,0.1,0.41,1.0,2.2,4.2,4.9,21.0,8.0,0.5,2.6,2.3,1.5,0.94,1.7,0.0269248120258423
21.2,4.6,7.0,24.8,18.8,12.4,0.0,0.51,14.0,33.0,0.175,0.05,2.0,19.0,0.07,0.06,0.1,0.23,1.4,4.2,5.0,2.7,28.0,15.0,1.4,2.3,0.2,3.8,0.23,2.2,0.0701762906746804
9.2,13.0,10.6,11.6,6.8,13.6,0.0,0.5,14.0,21.0,0.105,0.07,2.0,11.0,0.07,0.02,0.1,0.19,0.7,2.2,4.1,3.1,1.0,16.0,2.5,2.5,4.1,4.5,0.44,2.0,0.107590382602922
39.2,7.0,9.4,24.8,16.4,31.6,0.0,0.5,14.0,12.0,0.105,0.04,2.0,34.0,0.105,0.04,0.1,0.35,2.1,0.9,4.0,4.1,26.0,26.0,1.6,1.6,2.0,0.1,0.56,3.5,0.0281700832387555
34.4,5.8,7.0,14.0,20.0,18.4,0.0,0.5,14.0,21.0,0.105,0.08,2.0,9.0,0.14,0.01,0.1,0.17,2.2,1.0,3.5,4.4,17.0,15.0,1.9,1.2,0.4,1.0,0.43,2.9,0.0433013247357608
50.0,10.6,10.6,10.4,11.6,38.8,0.0,0.5,14.0,33.0,0.14,0.04,2.0,17.0,0.07,0.04,0.1,0.26,1.4,2.3,5.0,4.7,15.0,2.0,3.5,1.4,2.6,4.4,1.3,3.4,0.0200054926250751
44.0,13.0,2.2,15.2,16.4,42.4,0.0,0.5,14.0,22.0,0.105,0.09,2.0,35.0,0.105,0.09,0.1,0.46,1.7,0.8,5.0,4.9,13.0,28.0,1.6,1.1,2.9,2.9,0.52,3.9,0.106620058433579
46.4,2.2,5.8,10.4,15.2,22.0,0.0,0.5,14.0,33.0,0.14,0.01,2.0,31.0,0.175,0.06,0.1,0.27,1.8,3.3,4.9,4.9,28.0,27.0,1.6,2.6,4.5,0.7,0.37,1.3,0.0396439717609354
26.0,9.4,2.2,23.6,18.8,37.6,0.0,0.5,14.0,20.0,0.105,0.05,2.0,29.0,0.07,0.06,0.1,0.47,1.8,1.8,4.2,5.0,4.0,3.0,3.0,1.9,0.6,1.5,1.0,1.8,0.184946812869045
41.6,11.8,7.0,15.2,16.4,32.8,0.0,0.51,14.0,33.0,0.14,0.1,2.0,31.0,0.14,0.02,0.1,0.32,1.2,3.7,3.1,4.6,18.0,12.0,0.5,2.4,1.9,4.7,0.51,2.6,0.0351981032203978
50.0,1.0,10.6,4.4,20.0,52.0,0.0,0.51,14.0,16.0,0.105,0.01,2.0,17.0,0.175,0.05,0.1,0.21,2.0,1.3,4.2,2.9,3.0,7.0,2.7,0.1,4.6,2.4,0.22,2.8,0.0188809891494567
52.4,13.0,3.4,23.6,16.4,31.6,0.0,0.5,14.0,25.0,0.07,0.04,2.0,21.0,0.07,0.03,0.1,0.33,1.9,2.3,4.8,3.0,20.0,27.0,1.6,2.1,0.8,4.7,0.9,1.1,0.0591508417913231
41.6,13.0,8.2,20.0,26.0,29.2,0.0,0.51,14.0,33.0,0.175,0.08,2.0,13.0,0.105,0.09,0.1,0.5,1.3,2.0,4.4,4.7,22.0,26.0,1.7,2.7,0.2,1.3,0.38,3.9,0.0303459522931917
35.6,9.4,7.0,9.2,26.0,42.4,0.0,0.51,14.0,23.0,0.175,0.02,2.0,18.0,0.105,0.05,0.1,0.32,2.1,2.7,5.0,4.5,1.0,10.0,2.6,1.0,0.1,0.8,1.44,4.4,0.0421875755156426
16.4,9.4,3.4,3.2,3.2,29.2,0.0,0.51,14.0,34.0,0.175,0.01,2.0,16.0,0.07,0.01,0.1,0.2,0.4,3.3,1.2,1.7,13.0,8.0,4.6,4.6,0.3,1.0,0.12,1.0,0.200764231871177
41.6,2.2,4.6,12.8,4.4,22.0,0.0,0.51,14.0,31.0,0.105,0.07,2.0,15.0,0.14,0.01,0.1,0.47,0.3,1.0,1.5,1.9,5.0,24.0,0.6,1.2,0.6,0.5,0.1,1.2,0.0556989644735074
33.2,5.8,7.0,15.2,11.6,30.4,0.0,0.5,14.0,30.0,0.105,0.03,2.0,15.0,0.175,0.09,0.1,0.42,1.0,0.5,3.9,3.5,11.0,15.0,3.2,1.8,4.7,1.1,0.46,1.4,0.0433732907618532
51.2,5.8,9.4,6.8,6.8,19.6,0.0,0.5,14.0,23.0,0.175,0.01,2.0,9.0,0.175,0.1,0.1,0.42,0.5,1.4,3.3,4.3,5.0,13.0,1.9,3.0,2.7,5.0,0.41,1.6,0.0214168264870814
16.4,3.4,11.8,12.8,11.6,40.0,0.0,0.51,14.0,34.0,0.175,0.1,2.0,20.0,0.14,0.02,0.1,0.22,1.1,1.3,4.0,4.0,27.0,21.0,2.9,3.5,1.7,2.1,0.53,3.1,0.0533997363509133
11.6,5.8,7.0,24.8,14.0,47.2,0.0,0.5,14.0,23.0,0.035,0.01,2.0,26.0,0.175,0.01,0.1,0.36,1.5,1.2,4.4,4.9,29.0,21.0,1.5,0.2,2.5,5.0,0.46,3.4,0.126075076072579
14.0,10.6,5.8,20.0,8.0,43.6,0.0,0.51,14.0,18.0,0.105,0.03,2.0,15.0,0.14,0.07,0.1,0.39,0.9,0.8,4.0,4.4,30.0,22.0,2.4,2.9,3.5,1.0,0.27,2.5,0.133088583789246
15.2,9.4,9.4,6.8,12.8,36.4,0.0,0.51,14.0,21.0,0.105,0.1,2.0,10.0,0.175,0.01,0.1,0.39,1.3,2.1,2.3,5.0,12.0,22.0,2.4,2.5,1.3,1.8,0.56,1.6,0.0746495778701931
16.4,2.2,10.6,16.4,21.2,8.8,0.0,0.5,14.0,35.0,0.105,0.01,2.0,9.0,0.14,0.06,0.1,0.31,1.6,2.6,4.8,4.2,25.0,15.0,1.8,3.1,1.2,2.6,0.13,3.9,0.0609308411402211
47.6,13.0,3.4,8.0,21.2,28.0,0.0,0.5,14.0,17.0,0.035,0.03,2.0,23.0,0.07,0.03,0.1,0.36,1.5,1.9,4.6,2.7,26.0,17.0,1.5,4.3,1.7,2.2,1.26,1.8,0.0659940377262048
39.2,9.4,11.8,20.0,18.8,22.0,0.0,0.5,14.0,30.0,0.105,0.09,2.0,17.0,0.105,0.1,0.1,0.17,2.2,1.3,4.8,4.3,10.0,30.0,4.8,1.9,1.5,4.4,0.55,3.6,0.0234349844774408
45.2,9.4,11.8,22.4,3.2,37.6,0.0,0.5,14.0,13.0,0.14,0.08,2.0,19.0,0.175,0.01,0.1,0.46,0.2,1.0,1.8,4.7,20.0,26.0,1.0,0.5,0.3,2.8,0.13,1.0,0.0219152254599649
11.6,2.2,13.0,26.0,11.6,36.4,0.0,0.5,14.0,18.0,0.035,0.01,2.0,12.0,0.07,0.06,0.1,0.29,0.9,1.7,4.8,4.3,27.0,19.0,0.1,1.2,0.8,0.1,0.33,2.4,0.0652715193332339
18.8,9.4,11.8,23.6,3.2,30.4,0.0,0.5,14.0,28.0,0.07,0.02,2.0,11.0,0.035,0.02,0.1,0.19,0.3,3.3,1.2,2.5,19.0,7.0,3.3,2.4,4.2,3.4,0.12,1.0,0.0484232495494955
10.4,13.0,9.4,17.6,14.0,35.2,0.0,0.51,14.0,34.0,0.14,0.09,2.0,35.0,0.07,0.06,0.1,0.18,0.8,2.2,3.5,5.0,2.0,21.0,1.3,2.0,4.9,4.0,0.19,1.1,0.104707800593012
20.0,13.0,10.6,11.6,9.2,20.8,0.0,0.5,14.0,30.0,0.07,0.03,2.0,8.0,0.105,0.05,0.1,0.14,0.6,2.7,4.3,3.5,30.0,30.0,0.7,1.8,3.1,3.8,0.15,2.5,0.0492864506000643
41.6,9.4,3.4,12.8,22.4,31.6,0.0,0.5,14.0,17.0,0.105,0.1,2.0,18.0,0.14,0.02,0.1,0.49,1.7,1.7,4.9,4.4,25.0,4.0,3.8,0.7,3.6,1.6,1.66,3.4,0.0736006320290637
21.2,8.2,2.2,26.0,21.2,44.8,0.0,0.5,14.0,25.0,0.07,0.07,2.0,29.0,0.14,0.09,0.1,0.36,1.4,2.6,4.0,5.0,11.0,14.0,4.9,4.4,0.7,0.3,0.65,3.5,0.218574507899242
14.0,3.4,13.0,24.8,22.4,31.6,0.0,0.51,14.0,20.0,0.07,0.05,2.0,34.0,0.14,0.06,0.1,0.21,1.5,2.7,4.3,4.0,27.0,13.0,3.9,3.1,0.6,3.8,0.43,3.5,0.0553762325012639
18.8,10.6,4.6,15.2,21.2,28.0,0.0,0.5,14.0,27.0,0.175,0.09,2.0,18.0,0.035,0.01,0.1,0.26,2.2,2.3,4.8,4.6,1.0,1.0,1.3,3.2,1.3,4.5,1.1,1.6,0.124155482635674
27.2,13.0,11.8,10.4,9.2,13.6,0.0,0.51,14.0,33.0,0.105,0.05,2.0,7.0,0.175,0.05,0.1,0.26,0.8,1.3,3.6,3.1,4.0,17.0,0.1,4.2,2.1,1.2,0.37,2.8,0.0327410336829304
24.8,10.6,3.4,20.0,23.6,29.2,0.0,0.51,14.0,35.0,0.14,0.01,2.0,25.0,0.175,0.03,0.1,0.38,2.1,4.2,4.0,4.0,1.0,22.0,2.3,4.8,2.7,3.4,0.98,3.3,0.125256382812336
29.6,9.4,11.8,4.4,8.0,13.6,0.0,0.51,14.0,29.0,0.07,0.01,2.0,19.0,0.14,0.04,0.1,0.16,0.9,0.8,3.0,4.4,0.0,10.0,4.6,1.9,0.7,4.5,0.71,1.6,0.0314068819571959
50.0,10.6,4.6,9.2,9.2,44.8,0.0,0.51,14.0,34.0,0.14,0.08,2.0,26.0,0.07,0.01,0.1,0.21,0.7,0.9,3.3,4.1,13.0,19.0,4.1,4.5,4.3,4.5,0.37,2.7,0.0440174567935987
24.8,3.4,13.0,4.4,21.2,31.6,0.0,0.5,14.0,33.0,0.14,0.07,2.0,9.0,0.175,0.1,0.1,0.41,2.0,2.4,4.5,4.6,26.0,1.0,1.5,0.2,4.9,2.5,0.6,4.0,0.0332717525217371
36.8,5.8,10.6,23.6,24.8,18.4,0.0,0.5,14.0,18.0,0.14,0.02,2.0,23.0,0.175,0.03,0.1,0.32,2.5,0.9,4.3,3.5,8.0,2.0,1.9,3.9,3.3,1.0,0.43,3.4,0.0266041351980328
11.6,4.6,10.6,9.2,6.8,32.8,0.0,0.5,14.0,26.0,0.14,0.01,2.0,5.0,0.035,0.02,0.1,0.4,0.6,2.3,2.4,1.8,13.0,11.0,0.1,3.9,3.8,4.9,0.27,1.4,0.0912382883596129
34.4,9.4,11.8,14.0,16.4,23.2,0.0,0.51,14.0,13.0,0.105,0.09,2.0,5.0,0.175,0.08,0.1,0.41,0.9,1.7,4.5,1.7,19.0,22.0,4.7,4.8,2.4,0.5,0.63,1.5,0.0253599614820517
14.0,5.8,13.0,11.6,6.8,25.6,0.0,0.5,14.0,34.0,0.07,0.05,2.0,27.0,0.07,0.07,0.1,0.14,0.4,0.8,3.1,1.9,17.0,10.0,0.8,1.9,2.0,1.4,0.22,1.6,0.058705555710849
36.8,9.4,4.6,6.8,21.2,41.2,0.0,0.5,14.0,29.0,0.105,0.06,2.0,22.0,0.035,0.02,0.1,0.5,0.9,1.0,3.6,4.8,21.0,24.0,3.8,3.9,3.2,3.1,0.11,3.5,0.0614185978828323
10.4,8.2,8.2,10.4,26.0,5.2,0.0,0.51,14.0,30.0,0.105,0.09,2.0,20.0,0.14,0.04,0.1,0.33,2.2,1.7,5.0,3.6,26.0,11.0,1.8,4.1,3.1,0.5,1.4,3.1,0.124788651375658
32.0,4.6,5.8,23.6,8.0,23.2,0.0,0.51,14.0,25.0,0.105,0.02,2.0,35.0,0.175,0.01,0.1,0.44,1.0,2.2,4.7,3.2,20.0,27.0,0.5,4.7,3.6,1.6,0.1,1.5,0.0582964680152418
26.0,10.6,4.6,10.4,16.4,28.0,0.0,0.5,14.0,33.0,0.175,0.07,2.0,8.0,0.105,0.09,0.1,0.46,1.0,3.5,4.8,3.9,23.0,8.0,4.3,4.8,0.8,4.9,0.32,1.0,0.0932528086947671
51.2,11.8,11.8,8.0,6.8,49.6,0.0,0.5,14.0,23.0,0.07,0.01,2.0,32.0,0.175,0.1,0.1,0.43,0.6,2.8,3.3,5.0,29.0,10.0,1.1,4.7,2.1,4.4,0.33,2.7,0.0192216543999706
42.8,7.0,11.8,4.4,9.2,19.6,0.0,0.51,14.0,33.0,0.14,0.02,2.0,12.0,0.105,0.09,0.1,0.2,1.1,3.0,4.9,4.8,17.0,16.0,0.6,0.3,3.9,3.4,0.47,1.8,0.0112920989495692
47.6,8.2,11.8,23.6,24.8,48.4,0.0,0.51,14.0,31.0,0.14,0.08,2.0,35.0,0.035,0.03,0.1,0.19,3.1,0.7,4.2,4.2,28.0,23.0,2.8,2.5,2.1,0.6,0.56,3.5,0.0185161731437004
33.2,5.8,7.0,15.2,11.6,30.4,0.0,0.5,14.0,30.0,0.105,0.03,2.0,15.0,0.175,0.09,0.1,0.42,1.0,0.5,3.9,3.5,11.0,15.0,3.2,1.8,4.7,1.1,0.46,1.4,0.0433732907618539
47.6,4.6,9.4,21.2,5.6,4.0,0.0,0.51,14.0,27.0,0.175,0.07,2.0,29.0,0.14,0.01,0.1,0.35,0.5,2.8,2.0,1.9,15.0,4.0,0.5,2.6,0.9,1.3,0.11,1.1,0.0235438284628467
35.6,2.2,5.8,8.0,12.8,31.6,0.0,0.51,14.0,28.0,0.14,0.03,2.0,35.0,0.105,0.05,0.1,0.12,0.8,1.1,2.8,1.4,5.0,30.0,2.4,1.4,1.2,2.3,0.53,1.2,0.0500427742095286
11.6,9.4,5.8,16.4,14.0,22.0,0.0,0.51,14.0,22.0,0.105,0.05,2.0,6.0,0.035,0.02,0.1,0.03,1.5,0.7,2.6,2.5,15.0,21.0,1.9,3.9,3.3,0.7,0.25,2.4,0.15944938381493
33.2,7.0,5.8,26.0,22.4,52.0,0.0,0.5,14.0,32.0,0.14,0.01,2.0,25.0,0.105,0.04,0.1,0.39,1.1,3.1,4.1,4.7,17.0,6.0,4.7,0.5,0.5,3.3,0.12,3.5,0.0523912306392163
33.2,2.2,3.4,6.8,20.0,40.0,0.0,0.5,14.0,16.0,0.175,0.04,2.0,26.0,0.14,0.07,0.1,0.15,2.5,1.5,5.0,4.3,18.0,24.0,2.3,1.2,0.6,3.8,0.78,2.7,0.0942840889373651
44.0,10.6,10.6,8.0,4.4,7.6,0.0,0.5,14.0,35.0,0.07,0.06,2.0,18.0,0.105,0.01,0.1,0.22,0.5,3.1,2.5,4.7,1.0,2.0,4.2,0.4,1.5,3.2,0.17,1.3,0.0239676633760821
27.2,7.0,8.2,21.2,24.8,14.8,0.0,0.5,14.0,33.0,0.175,0.1,2.0,20.0,0.105,0.02,0.1,0.31,2.8,4.2,4.7,3.9,0.0,16.0,0.7,4.7,3.6,3.2,0.78,3.5,0.047396582635548
50.0,5.8,8.2,26.0,24.8,42.4,0.0,0.5,14.0,17.0,0.14,0.05,2.0,22.0,0.07,0.04,0.1,0.11,2.9,1.5,4.4,4.7,24.0,14.0,4.2,1.2,3.3,0.1,0.65,4.2,0.0265159315162826
6.8,10.6,13.0,4.4,17.6,7.6,0.0,0.51,14.0,15.0,0.175,0.05,2.0,17.0,0.14,0.02,0.1,0.28,1.2,1.7,3.8,2.3,27.0,14.0,2.9,2.8,3.2,1.4,0.5,2.1,0.128253531582005
10.4,2.2,8.2,23.6,26.0,20.8,0.0,0.5,14.0,25.0,0.175,0.07,2.0,30.0,0.14,0.08,0.1,0.3,2.8,2.3,4.8,4.9,10.0,24.0,1.6,1.2,0.7,3.8,1.97,4.3,0.120706375425409
38.0,2.2,3.4,6.8,3.2,44.8,0.0,0.51,14.0,32.0,0.105,0.06,2.0,32.0,0.14,0.01,0.1,0.33,0.3,1.5,1.4,4.6,30.0,0.0,2.0,2.6,4.9,4.9,0.24,1.3,0.0872354387979825
38.0,5.8,5.8,24.8,18.8,43.6,0.0,0.5,14.0,32.0,0.07,0.02,2.0,20.0,0.14,0.04,0.1,0.23,2.2,3.5,4.5,4.4,3.0,14.0,3.4,4.4,4.3,3.2,1.65,3.9,0.0471395444864461
15.2,5.8,9.4,14.0,17.6,34.0,0.0,0.5,14.0,35.0,0.035,0.01,2.0,19.0,0.175,0.1,0.1,0.46,1.7,2.0,3.2,3.7,16.0,12.0,2.0,2.4,4.5,2.7,0.77,2.8,0.0728438071702715
51.2,8.2,9.4,17.6,11.6,20.8,0.0,0.51,14.0,26.0,0.07,0.05,2.0,18.0,0.14,0.08,0.1,0.39,1.4,1.9,2.5,4.1,2.0,23.0,0.7,0.6,2.8,3.1,0.1,2.3,0.0216879969861864
46.4,13.0,8.2,11.6,14.0,19.6,0.0,0.5,14.0,32.0,0.14,0.08,2.0,11.0,0.07,0.03,0.1,0.49,0.6,0.9,4.8,3.1,1.0,9.0,4.7,1.1,0.4,1.7,0.29,2.3,0.0279597292311937
8.0,13.0,7.0,12.8,6.8,43.6,0.0,0.5,14.0,15.0,0.14,0.02,2.0,26.0,0.175,0.08,0.1,0.43,0.3,1.0,1.5,3.1,2.0,1.0,3.2,4.7,3.5,0.1,0.25,1.4,0.184325551019212
17.6,5.8,9.4,21.2,21.2,12.4,0.0,0.5,14.0,27.0,0.035,0.01,2.0,10.0,0.105,0.05,0.1,0.43,2.6,2.9,3.6,3.6,19.0,30.0,0.7,3.8,0.2,2.8,0.23,3.0,0.0653507973850609
44.0,3.4,13.0,22.4,18.8,35.2,0.0,0.5,14.0,32.0,0.14,0.09,2.0,8.0,0.175,0.07,0.1,0.48,2.2,3.0,3.6,4.2,29.0,11.0,3.0,2.1,4.8,2.9,2.15,3.1,0.0188279982259109
52.4,9.4,10.6,22.4,14.0,6.4,0.0,0.5,14.0,27.0,0.175,0.08,2.0,24.0,0.175,0.1,0.1,0.29,1.8,1.6,3.2,4.2,16.0,20.0,1.8,0.2,1.2,3.0,0.82,1.4,0.0193207946197891
23.6,10.6,3.4,20.0,15.2,31.6,0.0,0.5,14.0,33.0,0.07,0.04,2.0,17.0,0.105,0.1,0.1,0.41,0.7,3.5,3.1,3.2,30.0,18.0,4.8,2.1,4.4,5.0,0.21,2.4,0.131052317236787
5.6,3.4,8.2,18.8,12.8,11.2,0.0,0.5,14.0,21.0,0.035,0.02,2.0,31.0,0.105,0.09,0.1,0.22,0.9,2.0,4.3,5.0,25.0,24.0,2.8,3.9,2.7,1.3,0.77,4.0,0.225191942563872
6.8,5.8,10.6,15.2,17.6,23.2,0.0,0.5,14.0,33.0,0.175,0.1,2.0,18.0,0.105,0.06,0.1,0.5,1.3,2.4,3.8,4.5,29.0,6.0,3.6,0.6,5.0,0.5,0.71,2.7,0.147366567062092
