w1,l1_leg,l1_top,l1_center,l2,h1,l2_tap,ratio,Tx_turns,Tx_tap,Tx_height,Tx_preg,Rx_turns,Rx_tap,Rx_height,Rx_preg,g1,g2,Tx_space_x,Tx_space_y,Rx_space_x,Rx_space_y,core_N_w1,core_P_w1,Tx_layer_space_x,Tx_layer_space_y,Rx_layer_space_x,Rx_layer_space_y,Tx_width,Rx_width,Llt_uH
22.4,7.0,4.6,15.2,21.2,42.4,0.0,0.51,14.0,12.0,0.105,0.03,2.0,20.0,0.14,0.06,0.1,0.24,1.5,1.1,4.6,4.1,11.0,16.0,4.6,5.0,3.3,0.5,0.74,3.2,6.69814237346002
34.4,2.2,8.2,3.2,18.8,28.0,0.0,0.51,14.0,25.0,0.07,0.07,2.0,25.0,0.105,0.02,0.1,0.15,2.2,2.8,4.8,4.6,6.0,26.0,1.9,0.6,2.0,3.0,1.49,3.5,9.16785142753681
16.4,1.0,7.0,17.6,10.4,32.8,0.0,0.51,14.0,25.0,0.035,0.03,2.0,20.0,0.07,0.07,0.1,0.13,1.2,1.1,4.7,2.3,4.0,1.0,4.6,3.2,2.5,3.8,0.48,1.8,7.76453185317699
14.0,10.6,3.4,8.0,4.4,10.0,0.0,0.51,14.0,12.0,0.14,0.06,2.0,6.0,0.175,0.06,0.1,0.27,0.5,0.8,2.7,1.9,2.0,28.0,0.3,4.5,1.3,3.8,0.38,1.0,7.33694921142001
29.6,4.6,13.0,10.4,8.0,12.4,0.0,0.5,14.0,26.0,0.14,0.04,2.0,21.0,0.105,0.08,0.1,0.2,1.0,1.4,5.0,4.3,4.0,27.0,1.3,0.2,3.4,4.4,0.39,2.4,7.66137889760853
42.8,11.8,5.8,20.0,17.6,44.8,0.0,0.5,14.0,13.0,0.175,0.05,2.0,35.0,0.14,0.02,0.1,0.38,1.2,1.6,4.8,4.7,2.0,14.0,3.1,3.3,3.0,3.4,0.52,1.4,13.7654004683075
9.2,4.6,5.8,12.8,12.8,35.2,0.0,0.5,14.0,35.0,0.105,0.02,2.0,14.0,0.105,0.06,0.1,0.45,0.8,0.7,3.1,2.4,10.0,11.0,2.8,1.8,4.4,1.4,0.43,1.2,7.54473212852169
15.2,7.0,8.2,22.4,17.6,42.4,0.0,0.5,14.0,23.0,0.175,0.08,2.0,24.0,0.14,0.08,0.1,0.18,1.5,2.1,3.1,4.8,20.0,3.0,0.7,2.1,2.7,1.7,0.29,2.5,10.1786699738117
24.8,13.0,10.6,14.0,12.8,17.2,0.0,0.5,14.0,15.0,0.105,0.01,2.0,20.0,0.175,0.08,0.1,0.48,1.4,1.4,3.0,2.6,11.0,17.0,0.6,1.9,0.1,4.8,1.12,2.2,9.86471762158219
26.0,9.4,2.2,5.6,8.0,36.4,0.0,0.5,14.0,24.0,0.105,0.07,2.0,14.0,0.14,0.1,0.1,0.39,0.5,1.1,4.1,3.4,20.0,16.0,2.8,4.3,2.5,0.1,0.26,3.3,8.26506977122575
34.4,9.4,10.6,8.0,4.4,29.2,0.0,0.51,14.0,15.0,0.105,0.1,2.0,20.0,0.07,0.05,0.1,0.22,0.5,1.8,1.5,3.3,21.0,1.0,2.3,2.8,4.0,4.6,0.12,1.2,9.55254189303045
17.6,7.0,2.2,23.6,3.2,32.8,0.0,0.51,14.0,35.0,0.035,0.01,2.0,35.0,0.105,0.04,0.1,0.45,0.3,0.3,1.6,4.1,10.0,27.0,3.5,4.6,3.4,0.2,0.17,1.1,15.1235408019921
9.2,7.0,4.6,5.6,21.2,32.8,0.0,0.51,14.0,24.0,0.105,0.04,2.0,14.0,0.035,0.02,0.1,0.43,2.8,2.6,5.0,3.6,0.0,3.0,3.8,3.5,3.9,1.3,0.51,1.8,11.06311003148
15.2,10.6,4.6,6.8,8.0,48.4,0.0,0.5,14.0,13.0,0.105,0.09,2.0,21.0,0.07,0.04,0.1,0.38,0.6,1.7,3.7,4.7,13.0,8.0,1.1,0.9,2.6,4.3,0.47,2.6,6.55630593375039
44.0,4.6,4.6,5.6,3.2,23.2,0.0,0.51,14.0,12.0,0.175,0.07,2.0,11.0,0.105,0.03,0.1,0.13,0.3,1.4,1.5,2.4,19.0,20.0,3.2,4.2,3.6,3.7,0.28,1.0,9.39880567248048
50.0,11.8,11.8,23.6,9.2,49.6,0.0,0.5,14.0,31.0,0.14,0.1,2.0,30.0,0.07,0.02,0.1,0.5,0.9,1.6,4.0,4.3,26.0,22.0,0.3,1.8,0.7,5.0,0.79,3.4,10.3953335694268
26.0,4.6,7.0,26.0,15.2,41.2,0.0,0.5,14.0,35.0,0.07,0.04,2.0,10.0,0.105,0.05,0.1,0.49,0.8,4.1,4.0,4.3,27.0,26.0,4.2,4.2,4.5,1.9,0.61,2.2,14.1407910255751
41.6,2.2,10.6,18.8,11.6,40.0,0.0,0.51,14.0,25.0,0.14,0.06,2.0,14.0,0.175,0.1,0.1,0.41,0.8,0.5,3.8,3.4,2.0,5.0,3.5,2.7,3.4,1.8,0.16,3.1,10.5726167229394
18.8,4.6,5.8,8.0,6.8,7.6,0.0,0.51,14.0,32.0,0.175,0.02,2.0,31.0,0.105,0.07,0.1,0.34,0.5,4.1,1.8,4.0,2.0,7.0,2.8,1.6,0.6,2.5,0.14,1.6,9.77089696953525
20.0,11.8,9.4,24.8,24.8,34.0,0.0,0.51,14.0,34.0,0.14,0.03,2.0,28.0,0.14,0.04,0.1,0.36,3.3,2.3,4.8,4.2,14.0,23.0,2.5,3.7,1.9,0.7,0.44,3.4,14.7399768207813
46.4,8.2,5.8,10.4,16.4,12.4,0.0,0.51,14.0,35.0,0.07,0.04,2.0,30.0,0.175,0.1,0.1,0.22,1.3,3.8,3.2,2.8,6.0,5.0,4.2,3.5,3.5,1.1,0.54,2.1,13.5453914876992
51.2,3.4,3.4,17.6,11.6,20.8,0.0,0.5,14.0,27.0,0.175,0.07,2.0,28.0,0.07,0.01,0.1,0.4,1.2,2.0,3.6,4.1,6.0,8.0,3.7,4.7,0.9,3.7,1.19,1.0,17.5504601287888
9.2,10.6,11.8,6.8,16.4,35.2,0.0,0.51,14.0,32.0,0.035,0.01,2.0,9.0,0.07,0.01,0.1,0.47,2.0,1.6,4.4,3.4,7.0,13.0,1.4,0.8,4.1,2.2,1.09,2.6,7.32111134483936
38.0,7.0,2.2,18.8,21.2,49.6,0.0,0.5,14.0,24.0,0.105,0.04,2.0,13.0,0.105,0.05,0.1,0.22,2.5,1.6,4.8,4.8,24.0,9.0,3.9,5.0,4.5,1.4,1.1,1.8,15.7453568195564
41.6,5.8,7.0,9.2,20.0,48.4,0.0,0.51,14.0,26.0,0.07,0.05,2.0,9.0,0.105,0.03,0.1,0.5,1.2,0.7,4.2,4.7,25.0,6.0,4.2,1.3,4.3,3.1,0.36,3.3,8.67142887147849
9.2,13.0,9.4,10.4,15.2,23.2,0.0,0.5,14.0,27.0,0.07,0.02,2.0,26.0,0.035,0.01,0.1,0.16,1.0,2.2,2.8,2.1,29.0,9.0,1.8,3.8,1.3,2.7,0.57,1.9,8.2082038467798
18.8,10.6,10.6,24.8,4.4,5.2,0.0,0.51,14.0,19.0,0.07,0.05,2.0,23.0,0.07,0.07,0.1,0.18,0.5,2.1,2.1,1.4,6.0,17.0,5.0,2.2,2.1,1.4,0.24,1.2,13.5886632115522
30.8,10.6,4.6,20.0,17.6,36.4,0.0,0.5,14.0,28.0,0.175,0.04,2.0,10.0,0.07,0.01,0.1,0.46,2.2,3.0,3.4,3.2,23.0,12.0,4.9,4.8,0.1,1.4,1.51,3.1,15.0462966711511
23.6,5.8,1.0,6.8,12.8,52.0,0.0,0.51,14.0,24.0,0.14,0.09,2.0,28.0,0.105,0.07,0.1,0.25,1.4,0.8,3.7,4.9,1.0,5.0,4.4,2.8,1.9,4.4,0.77,2.3,7.37648008811902
40.4,1.0,2.2,11.6,3.2,40.0,0.0,0.5,14.0,25.0,0.07,0.07,2.0,22.0,0.14,0.06,0.1,0.23,0.3,2.9,1.5,1.6,11.0,11.0,2.3,1.1,3.0,1.1,0.13,1.2,12.3434125427326
44.0,13.0,13.0,10.4,8.0,24.4,0.0,0.51,14.0,35.0,0.14,0.07,2.0,6.0,0.07,0.02,0.1,0.13,0.5,0.6,3.1,3.0,1.0,9.0,2.5,1.3,2.6,4.7,0.31,2.1,9.33603386935778
51.2,4.6,2.2,4.4,9.2,38.8,0.0,0.51,14.0,28.0,0.175,0.03,2.0,9.0,0.07,0.02,0.1,0.18,1.0,3.1,4.7,3.5,26.0,3.0,0.7,3.5,2.6,4.9,0.7,2.8,8.63239218342081
27.2,8.2,5.8,23.6,24.8,10.0,0.0,0.51,14.0,25.0,0.035,0.01,2.0,31.0,0.07,0.07,0.1,0.36,2.9,1.5,4.6,4.9,20.0,27.0,3.4,1.4,3.3,0.4,1.47,3.0,15.0336164670684
46.4,4.6,5.8,8.0,4.4,8.8,0.0,0.5,14.0,35.0,0.14,0.02,2.0,15.0,0.175,0.1,0.1,0.4,0.5,1.8,2.7,3.6,17.0,20.0,3.3,0.3,3.6,0.3,0.14,1.5,11.80867419467
12.8,1.0,10.6,14.0,9.2,4.0,0.0,0.5,14.0,22.0,0.105,0.01,2.0,23.0,0.175,0.03,0.1,0.48,1.0,0.8,3.0,4.2,5.0,28.0,0.2,2.1,4.4,0.5,0.58,2.8,6.32870614994294
44.0,2.2,5.8,4.4,5.6,12.4,0.0,0.5,14.0,11.0,0.14,0.07,2.0,10.0,0.07,0.03,0.1,0.33,0.6,0.2,3.0,5.0,16.0,20.0,0.2,0.5,3.4,4.2,0.13,1.6,11.202530066735
18.8,4.6,3.4,24.8,14.0,52.0,0.0,0.51,14.0,20.0,0.14,0.02,2.0,9.0,0.105,0.04,0.1,0.3,1.4,1.6,3.1,2.3,11.0,29.0,4.9,2.9,0.3,2.4,1.28,1.3,13.3654381245073
46.4,5.8,10.6,12.8,6.8,42.4,0.0,0.5,14.0,28.0,0.175,0.08,2.0,35.0,0.07,0.01,0.1,0.25,0.4,2.1,1.9,2.5,30.0,5.0,1.1,4.6,2.1,5.0,0.21,1.0,13.7321163706876
40.4,4.6,7.0,4.4,17.6,37.6,0.0,0.51,14.0,33.0,0.175,0.03,2.0,31.0,0.105,0.01,0.1,0.15,2.1,1.1,4.2,3.2,22.0,26.0,4.4,4.5,1.9,0.6,0.86,1.9,11.9499845750094
36.8,1.0,5.8,18.8,14.0,8.8,0.0,0.51,14.0,22.0,0.14,0.08,2.0,28.0,0.14,0.1,0.1,0.4,1.8,2.7,4.2,4.2,19.0,24.0,1.4,2.1,3.3,0.1,0.52,3.8,10.9310243151541
30.8,8.2,4.6,16.4,10.4,53.2,0.0,0.5,14.0,15.0,0.105,0.04,2.0,32.0,0.175,0.07,0.1,0.19,0.5,1.4,3.7,3.6,29.0,15.0,1.7,2.3,5.0,4.7,0.14,2.6,10.02088895991
9.2,1.0,5.8,22.4,8.0,22.0,0.0,0.5,14.0,27.0,0.175,0.02,2.0,21.0,0.105,0.06,0.1,0.44,0.4,2.5,2.7,3.7,20.0,28.0,0.1,3.3,4.2,4.1,0.36,1.9,10.3816573012154
50.0,5.8,7.0,14.0,11.6,30.4,0.0,0.51,14.0,23.0,0.035,0.03,2.0,35.0,0.105,0.09,0.1,0.4,0.7,2.7,3.2,4.3,3.0,29.0,0.6,3.1,4.7,1.5,0.69,1.8,11.6215424979058
15.2,11.8,4.6,6.8,15.2,19.6,0.0,0.51,14.0,24.0,0.175,0.08,2.0,19.0,0.14,0.09,0.1,0.49,1.3,0.9,4.2,2.4,6.0,14.0,5.0,3.0,1.1,0.7,0.58,1.3,8.34432129842657
18.8,11.8,11.8,15.2,18.8,34.0,0.0,0.51,14.0,17.0,0.14,0.05,2.0,13.0,0.07,0.01,0.1,0.26,2.2,2.1,4.2,4.9,20.0,18.0,3.4,1.6,1.5,1.8,0.71,3.1,10.0325347197173
28.4,13.0,9.4,12.8,11.6,4.0,0.0,0.51,14.0,22.0,0.175,0.09,2.0,31.0,0.175,0.07,0.1,0.39,0.8,0.7,2.7,4.2,2.0,16.0,2.3,3.8,1.6,3.2,0.69,2.4,7.76429140973086
48.8,2.2,1.0,11.6,15.2,26.8,0.0,0.51,14.0,26.0,0.14,0.04,2.0,33.0,0.175,0.04,0.1,0.37,1.4,2.7,3.1,3.4,19.0,5.0,2.8,2.0,1.7,3.9,0.78,2.2,13.1160773311445
47.6,9.4,7.0,12.8,5.6,7.6,0.0,0.51,14.0,27.0,0.14,0.01,2.0,5.0,0.07,0.01,0.1,0.24,0.6,3.1,3.0,3.1,9.0,10.0,1.1,4.3,2.2,1.0,0.13,1.7,13.1313563113865
20.0,3.4,1.0,18.8,8.0,43.6,0.0,0.51,14.0,25.0,0.105,0.08,2.0,18.0,0.175,0.08,0.1,0.29,0.5,2.9,1.9,4.4,4.0,23.0,0.7,1.0,3.9,4.5,0.49,1.4,10.304025296715
40.4,4.6,4.6,15.2,23.6,50.8,0.0,0.51,14.0,32.0,0.14,0.01,2.0,16.0,0.035,0.02,0.1,0.07,2.3,4.2,4.5,4.6,4.0,22.0,0.6,1.9,1.4,2.4,0.35,2.8,16.7390649711413
15.2,5.8,9.4,6.8,9.2,16.0,0.0,0.51,14.0,30.0,0.07,0.06,2.0,7.0,0.14,0.06,0.1,0.5,0.9,1.3,1.7,2.2,21.0,0.0,4.5,0.3,3.6,1.5,0.45,1.2,8.69107818687973
12.8,5.8,9.4,21.2,10.4,36.4,0.0,0.5,14.0,17.0,0.175,0.08,2.0,23.0,0.105,0.09,0.1,0.14,1.3,1.6,3.7,4.1,12.0,4.0,0.9,4.3,2.9,2.2,0.38,2.9,7.42971810324864
14.0,10.6,13.0,26.0,12.8,40.0,0.0,0.51,14.0,22.0,0.105,0.05,2.0,25.0,0.07,0.03,0.1,0.29,0.8,1.7,4.0,4.3,21.0,0.0,1.5,3.2,4.2,4.8,0.41,2.4,8.92278190082205
38.0,10.6,11.8,21.2,24.8,50.8,0.0,0.5,14.0,23.0,0.14,0.09,2.0,31.0,0.105,0.1,0.1,0.24,2.0,0.9,4.5,5.0,3.0,13.0,4.5,1.9,1.1,2.5,0.79,3.6,10.355932910761
52.4,5.8,11.8,16.4,24.8,53.2,0.0,0.51,14.0,25.0,0.14,0.03,2.0,31.0,0.175,0.01,0.1,0.24,2.7,2.4,4.8,4.8,26.0,29.0,4.5,2.4,3.2,3.7,0.79,3.1,15.9376237294324
38.0,2.2,7.0,15.2,4.4,23.2,0.0,0.5,14.0,35.0,0.175,0.03,2.0,34.0,0.175,0.05,0.1,0.22,0.5,3.2,1.2,2.7,21.0,24.0,4.3,2.9,3.9,3.7,0.18,1.1,14.1094021332834
50.0,4.6,9.4,12.8,21.2,48.4,0.0,0.5,14.0,25.0,0.14,0.03,2.0,33.0,0.14,0.03,0.1,0.17,1.5,2.9,4.2,3.8,3.0,25.0,2.4,4.9,0.9,4.6,1.0,2.5,11.7471540795046
39.2,9.4,11.8,23.6,17.6,49.6,0.0,0.5,14.0,35.0,0.14,0.09,2.0,27.0,0.175,0.03,0.1,0.31,2.2,1.6,5.0,2.2,9.0,1.0,1.7,0.2,2.4,1.7,1.07,1.3,18.2652196971191
48.8,3.4,13.0,10.4,6.8,8.8,0.0,0.51,14.0,22.0,0.105,0.1,2.0,31.0,0.07,0.01,0.1,0.26,0.3,2.5,3.5,4.1,14.0,13.0,1.8,4.3,2.0,2.4,0.16,1.2,19.959595037621
36.8,11.8,8.2,8.0,11.6,14.8,0.0,0.5,14.0,27.0,0.07,0.04,2.0,14.0,0.105,0.05,0.1,0.18,1.4,1.1,3.9,3.6,4.0,11.0,3.7,2.4,1.2,4.8,0.67,1.8,9.63051455976018
11.6,2.2,9.4,11.6,11.6,50.8,0.0,0.5,14.0,29.0,0.175,0.07,2.0,32.0,0.07,0.04,0.1,0.33,0.8,0.2,4.8,4.9,9.0,23.0,0.9,3.8,3.5,2.3,0.16,1.5,11.7941455203518
14.0,5.8,7.0,22.4,26.0,22.0,0.0,0.51,14.0,35.0,0.175,0.05,2.0,29.0,0.105,0.06,0.1,0.19,1.4,2.4,4.9,3.9,9.0,29.0,0.5,2.1,0.1,0.7,1.13,3.2,8.55134021731285
50.0,3.4,10.6,6.8,9.2,5.2,0.0,0.5,14.0,30.0,0.175,0.06,2.0,12.0,0.14,0.02,0.1,0.15,0.7,1.2,1.9,3.2,15.0,10.0,2.2,0.7,1.7,2.5,0.5,1.7,8.81767151926468
32.0,11.8,5.8,14.0,5.6,43.6,0.0,0.51,14.0,17.0,0.07,0.01,2.0,13.0,0.105,0.1,0.1,0.34,0.4,1.3,2.6,2.4,4.0,23.0,3.2,1.2,3.4,3.2,0.19,1.2,11.8550702241543
11.6,9.4,4.6,12.8,8.0,14.8,0.0,0.5,14.0,17.0,0.07,0.03,2.0,31.0,0.14,0.02,0.1,0.18,0.9,1.2,3.3,4.2,29.0,15.0,3.4,3.5,1.3,1.3,0.61,2.7,5.32247151096828
48.8,4.6,8.2,14.0,8.0,8.8,0.0,0.5,14.0,10.0,0.07,0.02,2.0,16.0,0.035,0.01,0.1,0.41,0.6,0.5,2.4,4.7,15.0,27.0,3.8,1.1,3.4,0.8,0.2,1.2,14.596605232399
34.4,5.8,7.0,4.4,10.4,38.8,0.0,0.51,14.0,34.0,0.105,0.04,2.0,23.0,0.105,0.03,0.1,0.38,0.8,4.6,3.1,3.8,22.0,2.0,4.1,1.4,4.7,2.6,0.1,2.6,9.57375475664304
9.2,10.6,11.8,5.6,20.0,19.6,0.0,0.51,14.0,24.0,0.175,0.04,2.0,25.0,0.175,0.09,0.1,0.22,1.7,1.6,3.9,4.4,5.0,26.0,0.3,4.5,1.6,3.7,1.08,2.5,6.23823106319207
16.4,4.6,3.4,23.6,20.0,41.2,0.0,0.51,14.0,26.0,0.14,0.02,2.0,29.0,0.14,0.02,0.1,0.34,2.6,2.5,4.5,4.3,10.0,30.0,0.1,2.2,2.0,1.1,0.98,2.9,12.5152692269934
26.0,8.2,2.2,9.2,22.4,34.0,0.0,0.5,14.0,30.0,0.07,0.06,2.0,12.0,0.175,0.05,0.1,0.26,2.4,0.9,4.9,3.9,19.0,0.0,1.3,3.3,3.3,1.6,0.27,2.6,9.73590340747384
30.8,3.4,3.4,6.8,17.6,29.2,0.0,0.51,14.0,35.0,0.105,0.01,2.0,34.0,0.14,0.01,0.1,0.44,1.9,1.7,3.5,2.8,14.0,12.0,2.6,2.1,4.4,4.2,0.52,2.0,11.6938630191676
6.8,9.4,3.4,12.8,16.4,6.4,0.0,0.51,14.0,24.0,0.14,0.01,2.0,11.0,0.035,0.03,0.1,0.4,2.1,0.9,4.5,4.2,8.0,14.0,3.0,1.9,4.3,2.3,0.38,1.2,10.2644501464056
24.8,5.8,1.0,4.4,3.2,19.6,0.0,0.51,14.0,30.0,0.105,0.06,2.0,10.0,0.105,0.02,0.1,0.31,0.4,3.7,1.5,4.9,24.0,23.0,0.3,1.5,2.6,0.4,0.11,1.1,9.39843104095895
9.2,1.0,9.4,12.8,10.4,14.8,0.0,0.51,14.0,32.0,0.07,0.05,2.0,17.0,0.105,0.05,0.1,0.49,1.2,4.1,2.4,2.6,5.0,14.0,5.0,1.5,0.5,0.9,1.08,1.7,11.2126161973533
4.4,4.6,2.2,22.4,4.4,16.0,0.0,0.5,14.0,21.0,0.14,0.02,2.0,23.0,0.14,0.05,0.1,0.28,0.4,0.3,2.1,4.6,12.0,25.0,0.4,3.1,5.0,1.0,0.26,1.9,11.3954220414076
52.4,11.8,5.8,18.8,26.0,16.0,0.0,0.5,14.0,30.0,0.175,0.07,2.0,17.0,0.14,0.04,0.1,0.23,1.6,3.5,4.4,4.2,19.0,21.0,0.6,4.8,4.7,3.2,1.53,4.1,11.2062359944981
29.6,4.6,11.8,6.8,12.8,52.0,0.0,0.5,14.0,22.0,0.175,0.07,2.0,24.0,0.105,0.01,0.1,0.43,0.9,0.9,2.6,3.9,7.0,19.0,3.6,0.3,1.1,3.2,0.19,1.9,8.12787665363605
16.4,3.4,9.4,3.2,17.6,8.8,0.0,0.5,14.0,28.0,0.105,0.02,2.0,9.0,0.105,0.02,0.1,0.33,0.9,2.1,3.9,4.3,9.0,18.0,2.4,1.3,2.7,2.9,0.83,2.6,5.45549485219307
16.4,4.6,3.4,26.0,17.6,7.6,0.0,0.51,14.0,31.0,0.105,0.08,2.0,27.0,0.14,0.01,0.1,0.49,1.2,2.8,3.4,4.0,25.0,13.0,0.1,2.5,1.3,3.9,1.1,3.3,9.98614294298878
28.4,13.0,9.4,9.2,12.8,20.8,0.0,0.51,14.0,25.0,0.07,0.05,2.0,14.0,0.105,0.01,0.1,0.28,1.6,1.3,4.8,2.9,12.0,19.0,3.1,3.1,4.6,4.5,0.78,2.0,9.4275348270129
46.4,2.2,13.0,17.6,18.8,5.2,0.0,0.51,14.0,34.0,0.14,0.09,2.0,22.0,0.105,0.03,0.1,0.49,2.2,2.7,3.3,3.3,20.0,20.0,0.1,4.7,0.3,2.2,0.92,3.1,20.5717915327738
34.4,11.8,10.6,26.0,17.6,30.4,0.0,0.51,14.0,33.0,0.175,0.1,2.0,15.0,0.07,0.06,0.1,0.36,1.6,4.2,4.8,3.4,4.0,10.0,2.9,3.8,3.3,3.1,1.26,1.6,19.4284648531917
24.8,2.2,9.4,12.8,4.4,48.4,0.0,0.51,14.0,33.0,0.035,0.01,2.0,23.0,0.105,0.1,0.1,0.29,0.4,1.2,2.7,3.6,16.0,15.0,1.1,1.6,4.9,2.8,0.36,1.0,9.92136924551535
12.8,9.4,11.8,12.8,21.2,48.4,0.0,0.5,14.0,29.0,0.14,0.01,2.0,34.0,0.07,0.04,0.1,0.28,2.3,1.3,3.9,4.2,29.0,26.0,2.0,0.6,4.9,4.7,0.74,3.1,8.30786073295863
21.2,2.2,11.8,23.6,10.4,37.6,0.0,0.51,14.0,22.0,0.07,0.03,2.0,20.0,0.105,0.06,0.1,0.2,0.9,1.0,4.6,3.2,15.0,18.0,4.3,3.4,0.3,0.7,0.66,2.9,6.84688639922419
35.6,8.2,8.2,20.0,26.0,20.8,0.0,0.51,14.0,25.0,0.14,0.03,2.0,16.0,0.14,0.06,0.1,0.46,3.5,2.4,4.7,3.9,14.0,23.0,0.6,1.8,2.1,3.1,0.4,3.4,18.4266562129132
46.4,8.2,11.8,23.6,8.0,22.0,0.0,0.5,14.0,33.0,0.175,0.01,2.0,18.0,0.105,0.05,0.1,0.37,0.8,3.9,4.4,4.2,3.0,3.0,4.0,4.6,0.9,4.2,0.67,1.8,16.8563849180017
28.4,9.4,4.6,22.4,9.2,52.0,0.0,0.5,14.0,30.0,0.035,0.02,2.0,12.0,0.07,0.01,0.1,0.5,1.1,3.6,4.7,4.9,26.0,2.0,4.2,0.2,2.5,3.2,0.82,3.8,10.4563570722333
16.4,10.6,13.0,4.4,6.8,19.6,0.0,0.51,14.0,19.0,0.175,0.08,2.0,28.0,0.035,0.03,0.1,0.37,0.3,0.8,2.1,3.9,4.0,30.0,1.7,0.4,1.6,0.5,0.17,1.8,7.25780755776509
6.8,4.6,8.2,9.2,4.4,48.4,0.0,0.51,14.0,28.0,0.14,0.04,2.0,27.0,0.175,0.01,0.1,0.41,0.5,3.7,1.5,1.6,10.0,22.0,4.9,4.2,3.8,4.0,0.41,1.3,9.66122611228472
16.4,11.8,7.0,23.6,24.8,8.8,0.0,0.51,14.0,24.0,0.105,0.1,2.0,32.0,0.14,0.03,0.1,0.5,3.1,1.6,4.6,4.8,6.0,23.0,4.7,1.4,3.3,2.6,1.1,4.0,12.1876579329634
40.4,10.6,11.8,11.6,18.8,23.2,0.0,0.51,14.0,29.0,0.105,0.01,2.0,11.0,0.035,0.02,0.1,0.5,2.0,3.2,3.2,4.7,13.0,12.0,1.9,2.1,4.2,0.2,1.29,3.1,14.4335844733268
6.8,9.4,5.8,22.4,4.4,46.0,0.0,0.51,14.0,18.0,0.105,0.01,2.0,31.0,0.14,0.03,0.1,0.37,0.5,2.1,2.4,1.5,26.0,15.0,4.4,3.4,2.9,4.7,0.39,1.3,11.2513965625825
18.8,2.2,2.2,16.4,6.8,43.6,0.0,0.5,14.0,33.0,0.105,0.01,2.0,15.0,0.14,0.08,0.1,0.2,0.6,1.5,5.0,3.6,3.0,24.0,3.7,0.9,0.6,3.7,0.36,1.3,11.4257051549449
32.0,10.6,10.6,4.4,16.4,6.4,0.0,0.51,14.0,24.0,0.14,0.07,2.0,11.0,0.105,0.1,0.1,0.24,1.7,3.0,4.7,3.7,23.0,13.0,1.6,3.4,5.0,2.0,0.4,2.9,9.90991849535327
10.4,2.2,11.8,11.6,17.6,7.6,0.0,0.51,14.0,32.0,0.035,0.01,2.0,12.0,0.07,0.04,0.1,0.46,2.2,3.7,3.7,3.9,12.0,11.0,3.1,3.4,1.8,2.6,0.6,3.1,11.5287970589234
42.8,11.8,9.4,10.4,20.0,23.2,0.0,0.51,14.0,29.0,0.175,0.07,2.0,30.0,0.175,0.06,0.1,0.17,2.6,0.9,4.4,5.0,24.0,1.0,1.9,2.9,4.2,2.3,0.11,3.1,13.135108002244
29.6,11.8,3.4,22.4,21.2,50.8,0.0,0.5,14.0,29.0,0.175,0.09,2.0,34.0,0.14,0.09,0.1,0.33,1.9,2.0,4.4,3.4,24.0,0.0,2.0,0.6,3.4,4.6,0.52,3.1,11.8972311954093
27.2,11.8,3.4,14.0,18.8,18.4,0.0,0.51,14.0,28.0,0.175,0.1,2.0,10.0,0.07,0.02,0.1,0.26,1.2,0.5,3.6,3.9,16.0,21.0,3.3,4.7,2.0,3.9,0.46,2.1,10.5526276912272
33.2,2.2,11.8,21.2,18.8,41.2,0.0,0.51,14.0,29.0,0.105,0.01,2.0,16.0,0.14,0.06,0.1,0.38,2.1,2.9,4.3,4.3,28.0,25.0,4.0,2.1,2.6,1.6,0.11,2.1,16.5619613916644
48.8,5.8,9.4,8.0,24.8,36.4,0.0,0.5,14.0,26.0,0.035,0.02,2.0,16.0,0.175,0.06,0.1,0.33,1.2,2.6,4.4,4.4,27.0,20.0,0.7,3.5,2.2,2.7,0.83,3.8,7.1862832658584
27.2,4.6,10.6,20.0,21.2,5.2,0.0,0.5,14.0,31.0,0.175,0.1,2.0,17.0,0.07,0.02,0.1,0.29,1.6,1.1,4.6,2.8,14.0,29.0,1.6,1.1,4.3,2.3,1.09,1.9,11.8189755590349
23.6,7.0,11.8,3.2,5.6,40.0,0.0,0.51,14.0,25.0,0.105,0.1,2.0,15.0,0.105,0.07,0.1,0.28,0.4,0.2,1.4,2.6,6.0,24.0,0.8,2.8,2.5,1.8,0.14,1.2,6.93825129697493
51.2,7.0,11.8,24.8,8.0,40.0,0.0,0.5,14.0,17.0,0.175,0.08,2.0,12.0,0.175,0.05,0.1,0.26,1.0,1.8,3.9,4.5,1.0,25.0,3.1,1.5,3.0,4.2,0.38,2.6,10.9983253193221
6.8,2.2,8.2,26.0,11.6,11.2,0.0,0.5,14.0,35.0,0.105,0.08,2.0,13.0,0.105,0.04,0.1,0.39,1.5,2.7,2.1,2.4,4.0,16.0,3.4,2.2,3.8,1.3,0.55,1.8,12.9774942711155
20.0,4.6,3.4,9.2,14.0,4.0,0.0,0.5,14.0,24.0,0.14,0.04,2.0,23.0,0.14,0.06,0.1,0.42,0.8,0.6,3.5,2.7,16.0,30.0,0.5,0.5,0.9,0.8,0.56,1.5,7.46138791040534
17.6,13.0,10.6,17.6,26.0,12.4,0.0,0.5,14.0,35.0,0.105,0.02,2.0,20.0,0.105,0.07,0.1,0.4,2.7,4.2,5.0,5.0,28.0,17.0,1.4,2.6,1.0,0.1,2.53,3.0,14.478880210156
