w1,l1_leg,l1_top,l1_center,l2,h1,l2_tap,ratio,Tx_turns,Tx_tap,Tx_height,Tx_preg,Rx_turns,Rx_tap,Rx_height,Rx_preg,g1,g2,Tx_space_x,Tx_space_y,Rx_space_x,Rx_space_y,core_N_w1,core_P_w1,Tx_layer_space_x,Tx_layer_space_y,Rx_layer_space_x,Rx_layer_space_y,Tx_width,Rx_width,k1
50.0,1.0,5.8,3.2,15.2,28.0,0.0,0.51,14.0,31.0,0.14,0.07,2.0,17.0,0.07,0.07,0.1,0.38,1.6,1.5,4.8,4.9,6.0,17.0,4.0,3.7,0.5,0.8,0.48,1.4,0.97117932959028
14.0,5.8,4.6,15.2,18.8,22.0,0.0,0.51,14.0,22.0,0.175,0.03,2.0,35.0,0.175,0.03,0.1,0.17,2.2,2.4,4.0,4.8,19.0,1.0,1.1,3.6,0.9,4.4,1.76,2.9,0.981591198083356
15.2,5.8,3.4,6.8,14.0,10.0,0.0,0.5,14.0,30.0,0.175,0.04,2.0,12.0,0.035,0.01,0.1,0.22,1.0,3.6,3.3,5.0,21.0,25.0,2.8,2.5,3.1,0.1,0.74,1.4,0.974918334264818
30.8,1.0,9.4,4.4,17.6,8.8,0.0,0.51,14.0,31.0,0.07,0.07,2.0,9.0,0.175,0.06,0.1,0.37,1.4,1.3,4.8,3.2,8.0,22.0,1.7,0.1,4.4,1.1,0.74,2.1,0.977612305029066
51.2,2.2,8.2,12.8,12.8,52.0,0.0,0.51,14.0,30.0,0.105,0.09,2.0,16.0,0.07,0.07,0.1,0.37,1.3,3.6,4.8,4.2,21.0,4.0,2.4,3.9,0.4,3.7,1.03,1.7,0.985322690708965
18.8,8.2,3.4,24.8,5.6,16.0,0.0,0.51,14.0,33.0,0.14,0.04,2.0,27.0,0.07,0.06,0.1,0.33,0.7,0.3,1.9,2.2,27.0,29.0,3.7,1.9,0.8,2.5,0.18,1.0,0.986658506009981
45.2,10.6,3.4,11.6,21.2,13.6,0.0,0.51,14.0,25.0,0.14,0.04,2.0,14.0,0.14,0.01,0.1,0.2,1.5,1.5,4.7,4.3,23.0,15.0,0.8,2.9,1.8,3.0,1.15,1.9,0.993518875505647
51.2,11.8,5.8,6.8,3.2,18.4,0.0,0.51,14.0,9.0,0.105,0.02,2.0,11.0,0.07,0.05,0.1,0.11,0.2,0.5,1.8,3.3,29.0,21.0,4.9,4.1,2.6,1.4,0.11,1.2,0.989832015326464
38.0,11.8,13.0,20.0,26.0,12.4,0.0,0.5,14.0,9.0,0.175,0.08,2.0,12.0,0.07,0.04,0.1,0.46,3.2,1.0,5.0,4.8,12.0,14.0,1.9,1.1,3.6,2.3,0.85,3.1,0.992061538185108
12.8,7.0,3.4,11.6,8.0,17.2,0.0,0.51,14.0,32.0,0.14,0.09,2.0,25.0,0.035,0.02,0.1,0.5,1.0,0.7,1.9,2.7,19.0,11.0,2.7,1.1,4.7,2.2,0.69,1.7,0.982103046761284
47.6,4.6,9.4,16.4,11.6,35.2,0.0,0.5,14.0,35.0,0.105,0.08,2.0,13.0,0.175,0.03,0.1,0.27,1.2,3.3,3.8,2.2,25.0,26.0,1.3,3.2,2.8,1.9,0.86,1.9,0.990948933631432
16.4,11.8,2.2,14.0,5.6,22.0,0.0,0.51,14.0,28.0,0.035,0.03,2.0,33.0,0.105,0.01,0.1,0.17,0.5,2.6,3.5,2.2,28.0,2.0,3.1,3.8,4.1,2.7,0.28,1.0,0.983137536340576
42.8,2.2,10.6,9.2,6.8,53.2,0.0,0.5,14.0,31.0,0.14,0.02,2.0,27.0,0.14,0.04,0.1,0.46,0.3,1.7,3.3,3.8,11.0,11.0,2.8,1.6,2.5,3.9,0.19,3.0,0.981558329524032
40.4,1.0,13.0,3.2,20.0,5.2,0.0,0.51,14.0,28.0,0.07,0.06,2.0,32.0,0.07,0.02,0.1,0.26,1.8,2.4,4.2,4.1,30.0,27.0,3.1,4.4,3.5,3.0,0.73,3.6,0.976010237629637
50.0,11.8,3.4,11.6,21.2,36.4,0.0,0.5,14.0,18.0,0.105,0.04,2.0,26.0,0.105,0.02,0.1,0.34,1.0,1.1,3.7,4.6,18.0,21.0,3.5,1.4,1.6,2.9,0.49,2.8,0.995299980448282
45.2,3.4,2.2,21.2,4.4,28.0,0.0,0.51,14.0,34.0,0.14,0.1,2.0,13.0,0.105,0.02,0.1,0.36,0.3,1.9,2.0,4.4,0.0,30.0,3.2,3.7,1.1,0.5,0.21,1.9,0.988918807866076
41.6,2.2,10.6,22.4,5.6,24.4,0.0,0.5,14.0,21.0,0.035,0.01,2.0,23.0,0.07,0.01,0.1,0.48,0.7,1.3,2.8,5.0,11.0,3.0,0.4,3.8,3.9,1.7,0.38,1.4,0.986946052868155
41.6,2.2,4.6,8.0,17.6,10.0,0.0,0.5,14.0,31.0,0.175,0.05,2.0,31.0,0.07,0.01,0.1,0.13,2.0,1.9,4.4,3.4,9.0,5.0,2.1,3.8,0.8,2.5,0.51,3.3,0.985483690479255
21.2,3.4,11.8,22.4,23.6,8.8,0.0,0.51,14.0,32.0,0.14,0.01,2.0,31.0,0.175,0.04,0.1,0.2,3.1,3.5,5.0,4.0,18.0,28.0,0.7,0.3,4.2,1.5,0.96,3.1,0.97505140189746
27.2,7.0,10.6,14.0,24.8,42.4,0.0,0.51,14.0,29.0,0.175,0.05,2.0,14.0,0.14,0.03,0.1,0.22,1.7,3.3,4.8,3.9,12.0,28.0,3.4,3.2,2.1,1.1,0.98,3.2,0.989895715676064
8.0,11.8,10.6,15.2,10.4,11.2,0.0,0.51,14.0,26.0,0.14,0.05,2.0,14.0,0.105,0.08,0.1,0.12,1.1,1.7,3.1,2.8,3.0,13.0,0.3,0.3,3.7,4.1,0.83,2.3,0.982973293178855
38.0,9.4,11.8,17.6,12.8,44.8,0.0,0.51,14.0,34.0,0.07,0.02,2.0,10.0,0.105,0.05,0.1,0.19,1.0,0.8,4.6,4.7,27.0,23.0,1.0,1.2,3.6,0.8,0.43,2.5,0.994890286539648
10.4,2.2,9.4,14.0,10.4,32.8,0.0,0.5,14.0,16.0,0.105,0.09,2.0,6.0,0.105,0.09,0.1,0.27,1.1,1.4,3.7,3.6,15.0,7.0,4.2,4.5,3.0,3.7,0.94,1.0,0.963814012178832
