w1,l1_leg,l1_top,l1_center,l2,h1,l2_tap,ratio,Tx_turns,Tx_tap,Tx_height,Tx_preg,Rx_turns,Rx_tap,Rx_height,Rx_preg,g1,g2,Tx_space_x,Tx_space_y,Rx_space_x,Rx_space_y,core_N_w1,core_P_w1,Tx_layer_space_x,Tx_layer_space_y,Rx_layer_space_x,Rx_layer_space_y,Tx_width,Rx_width,B_mean_top_right_T
51.2,13.0,7.0,16.4,14.0,47.2,0.0,0.5,14.0,35.0,0.14,0.05,2.0,34.0,0.175,0.1,0.1,0.35,0.9,0.6,4.4,3.9,7.0,30.0,0.9,4.5,4.4,2.5,0.46,1.2,0.0298512676478365
33.2,8.2,9.4,10.4,5.6,43.6,0.0,0.5,14.0,28.0,0.105,0.06,2.0,19.0,0.07,0.03,0.1,0.42,0.5,2.9,3.2,2.1,17.0,12.0,1.3,4.8,4.4,4.5,0.28,1.0,0.0347167998148068
39.2,9.4,2.2,10.4,4.4,35.2,0.0,0.5,14.0,24.0,0.105,0.04,2.0,35.0,0.175,0.08,0.1,0.27,0.4,0.3,1.8,2.1,17.0,30.0,0.9,4.0,4.8,4.2,0.11,1.6,0.126878358384381
24.8,7.0,13.0,15.2,15.2,52.0,0.0,0.51,14.0,24.0,0.14,0.01,2.0,12.0,0.175,0.08,0.1,0.41,1.8,2.6,4.1,4.8,10.0,6.0,3.0,2.0,1.1,4.2,1.05,1.2,0.0320488972278735
42.8,9.4,9.4,20.0,11.6,8.8,0.0,0.51,14.0,26.0,0.14,0.08,2.0,15.0,0.14,0.06,0.1,0.3,1.4,1.1,2.4,4.0,28.0,20.0,0.6,0.2,3.4,1.0,0.93,1.2,0.0260714579502174
41.6,10.6,4.6,21.2,12.8,41.2,0.0,0.5,14.0,25.0,0.175,0.01,2.0,5.0,0.14,0.02,0.1,0.09,1.1,1.9,2.9,2.7,19.0,24.0,0.1,2.1,3.9,2.0,0.77,1.0,0.0542155057512811
33.2,8.2,2.2,8.0,12.8,19.6,0.0,0.51,14.0,35.0,0.105,0.1,2.0,15.0,0.175,0.01,0.1,0.27,0.9,2.7,5.0,4.4,7.0,14.0,2.2,2.3,0.8,2.0,0.48,2.0,0.145528757815802
52.4,2.2,10.6,15.2,5.6,47.2,0.0,0.5,14.0,12.0,0.105,0.02,2.0,9.0,0.14,0.04,0.1,0.38,0.5,1.3,2.8,2.1,12.0,30.0,3.6,0.3,2.5,2.8,0.47,1.2,0.0192442945747682
32.0,2.2,7.0,21.2,17.6,19.6,0.0,0.5,14.0,31.0,0.175,0.04,2.0,25.0,0.175,0.1,0.1,0.4,1.2,4.0,4.4,2.8,29.0,13.0,4.7,3.0,2.5,4.9,0.89,2.6,0.0463622229209785
40.4,5.8,5.8,9.2,18.8,44.8,0.0,0.51,14.0,30.0,0.105,0.07,2.0,17.0,0.035,0.03,0.1,0.42,2.3,3.6,4.9,3.0,6.0,13.0,2.7,2.7,2.5,1.8,1.98,1.2,0.045398847156156
30.8,8.2,9.4,5.6,18.8,10.0,0.0,0.5,14.0,4.0,0.14,0.02,2.0,12.0,0.175,0.02,0.1,0.3,1.2,0.3,4.3,4.5,15.0,26.0,3.6,0.9,4.0,1.5,0.19,4.0,0.0361878617751474
27.2,13.0,5.8,15.2,9.2,38.8,0.0,0.51,14.0,23.0,0.175,0.09,2.0,31.0,0.07,0.06,0.1,0.28,1.2,1.7,3.2,3.2,1.0,22.0,0.4,2.7,3.7,4.5,0.16,2.6,0.0649826912373453
17.6,11.8,5.8,14.0,10.4,50.8,0.0,0.5,14.0,25.0,0.105,0.02,2.0,8.0,0.14,0.05,0.1,0.29,0.9,1.0,4.9,4.9,2.0,17.0,5.0,2.3,4.0,4.2,0.56,2.7,0.107977484297863
38.0,2.2,2.2,15.2,14.0,44.8,0.0,0.5,14.0,32.0,0.07,0.06,2.0,24.0,0.14,0.07,0.1,0.31,1.5,3.5,2.4,3.9,15.0,19.0,4.3,1.3,1.4,3.0,1.06,2.0,0.123658234264961
34.4,1.0,2.2,4.4,6.8,6.4,0.0,0.5,14.0,30.0,0.175,0.07,2.0,9.0,0.07,0.01,0.1,0.29,0.7,3.0,4.6,3.1,6.0,26.0,3.2,0.9,2.3,3.8,0.32,1.4,0.145133338539759
18.8,3.4,3.4,3.2,16.4,31.6,0.0,0.51,14.0,24.0,0.14,0.04,2.0,18.0,0.105,0.05,0.1,0.31,1.8,3.0,4.1,2.6,5.0,30.0,0.5,1.2,4.0,1.0,1.47,2.1,0.171473691291634
46.4,3.4,4.6,23.6,6.8,6.4,0.0,0.5,14.0,33.0,0.175,0.07,2.0,31.0,0.175,0.07,0.1,0.38,0.8,2.8,3.3,2.9,7.0,3.0,2.6,3.1,1.2,2.3,0.13,1.7,0.0476464110746903
11.6,13.0,10.6,18.8,10.4,47.2,0.0,0.5,14.0,28.0,0.14,0.06,2.0,34.0,0.105,0.02,0.1,0.23,1.4,3.6,3.5,3.7,3.0,28.0,2.3,0.4,0.8,0.9,0.26,3.4,0.0862554018599624
17.6,8.2,3.4,20.0,22.4,11.2,0.0,0.5,14.0,34.0,0.175,0.04,2.0,15.0,0.07,0.07,0.1,0.38,1.2,2.7,4.2,4.7,17.0,6.0,3.5,4.2,0.2,0.8,0.13,3.9,0.177849222904498
47.6,11.8,3.4,8.0,3.2,28.0,0.0,0.5,14.0,26.0,0.175,0.03,2.0,34.0,0.14,0.05,0.1,0.23,0.4,0.6,1.2,2.7,3.0,7.0,4.2,1.5,1.7,2.2,0.24,1.0,0.0689395319088494
17.6,5.8,8.2,26.0,5.6,34.0,0.0,0.51,14.0,25.0,0.175,0.07,2.0,29.0,0.175,0.09,0.1,0.47,0.5,2.4,2.3,3.4,29.0,22.0,2.0,1.6,4.5,2.0,0.22,2.2,0.0764038156340485
48.8,4.6,5.8,24.8,14.0,42.4,0.0,0.51,14.0,33.0,0.035,0.01,2.0,6.0,0.175,0.02,0.1,0.35,0.9,1.9,4.2,3.4,1.0,9.0,0.8,2.4,5.0,2.2,0.12,1.4,0.0372595518537836
33.2,5.8,4.6,5.6,22.4,50.8,0.0,0.5,14.0,35.0,0.07,0.03,2.0,25.0,0.07,0.06,0.1,0.44,2.9,2.3,4.5,4.0,26.0,26.0,3.4,2.1,1.1,4.6,0.71,2.8,0.0710964922559088
36.8,13.0,3.4,26.0,4.4,8.8,0.0,0.51,14.0,35.0,0.175,0.01,2.0,31.0,0.07,0.06,0.1,0.15,0.5,2.9,2.7,4.3,8.0,23.0,2.2,5.0,1.9,0.1,0.11,1.4,0.0829463836133775
38.0,3.4,3.4,23.6,5.6,7.6,0.0,0.51,14.0,33.0,0.035,0.01,2.0,24.0,0.035,0.01,0.1,0.33,0.6,1.7,2.4,1.5,20.0,6.0,0.8,2.3,1.8,2.9,0.2,1.3,0.082116575931975
14.0,4.6,4.6,17.6,23.6,16.0,0.0,0.5,14.0,16.0,0.07,0.03,2.0,31.0,0.07,0.07,0.1,0.47,1.3,1.1,4.8,3.8,1.0,8.0,3.6,3.3,1.4,2.0,0.62,2.9,0.15844882206687
28.4,11.8,7.0,5.6,22.4,25.6,0.0,0.51,14.0,23.0,0.175,0.08,2.0,34.0,0.07,0.03,0.1,0.29,0.9,1.7,4.7,3.4,0.0,19.0,4.6,3.7,0.7,3.6,0.53,2.3,0.0538508219861165
29.6,2.2,2.2,20.0,5.6,8.8,0.0,0.5,14.0,28.0,0.07,0.04,2.0,24.0,0.07,0.02,0.1,0.19,0.4,2.3,4.3,1.2,4.0,23.0,1.7,1.7,2.2,1.6,0.3,1.1,0.164921418657296
46.4,8.2,8.2,5.6,24.8,29.2,0.0,0.51,14.0,34.0,0.14,0.05,2.0,29.0,0.175,0.01,0.1,0.4,1.8,2.9,4.6,4.8,21.0,19.0,2.1,0.3,0.4,4.4,1.14,3.4,0.0272895374525935
36.8,11.8,3.4,4.4,15.2,8.8,0.0,0.51,14.0,31.0,0.175,0.09,2.0,8.0,0.175,0.1,0.1,0.42,0.7,3.2,5.0,2.6,14.0,29.0,3.0,4.7,1.9,0.5,0.16,1.9,0.0858970293616566
34.4,8.2,8.2,26.0,15.2,37.6,0.0,0.51,14.0,35.0,0.14,0.01,2.0,8.0,0.07,0.03,0.1,0.1,1.5,2.4,4.9,4.0,14.0,28.0,2.1,3.2,2.9,1.6,0.98,3.4,0.036247440488733
21.2,2.2,2.2,6.8,4.4,26.8,0.0,0.51,14.0,14.0,0.14,0.07,2.0,16.0,0.035,0.03,0.1,0.11,0.5,0.5,2.4,1.9,3.0,24.0,0.3,3.6,2.2,0.1,0.11,1.3,0.220977603691409
46.4,11.8,3.4,6.8,5.6,32.8,0.0,0.51,14.0,34.0,0.07,0.01,2.0,8.0,0.14,0.05,0.1,0.2,0.7,4.5,2.3,1.9,17.0,9.0,2.6,5.0,1.1,2.2,0.48,1.8,0.0679923819619411
21.2,2.2,9.4,9.2,15.2,31.6,0.0,0.51,14.0,34.0,0.14,0.1,2.0,10.0,0.105,0.1,0.1,0.27,2.0,4.0,4.9,3.9,28.0,15.0,0.2,0.5,1.3,1.2,0.13,3.7,0.054971010565117
44.0,8.2,4.6,15.2,8.0,53.2,0.0,0.5,14.0,26.0,0.175,0.05,2.0,31.0,0.14,0.01,0.1,0.34,1.0,2.7,3.2,3.5,21.0,22.0,1.9,2.6,0.8,3.7,0.56,2.1,0.0528417393736995
28.4,13.0,3.4,8.0,3.2,25.6,0.0,0.5,14.0,14.0,0.07,0.01,2.0,15.0,0.07,0.02,0.1,0.33,0.2,1.7,1.6,2.5,25.0,4.0,4.8,4.5,3.5,4.6,0.1,1.5,0.114000893543079
26.0,4.6,9.4,18.8,12.8,25.6,0.0,0.51,14.0,24.0,0.07,0.03,2.0,33.0,0.175,0.05,0.1,0.43,0.9,2.8,2.7,3.6,0.0,1.0,2.7,0.1,3.9,0.3,0.17,1.4,0.0418061152114503
14.0,8.2,11.8,14.0,23.6,30.4,0.0,0.5,14.0,15.0,0.07,0.07,2.0,23.0,0.105,0.09,0.1,0.26,2.4,2.0,4.6,4.6,7.0,19.0,1.7,1.6,2.8,0.6,0.18,3.6,0.0658885455207727
11.6,4.6,9.4,16.4,15.2,5.2,0.0,0.5,14.0,29.0,0.175,0.09,2.0,23.0,0.175,0.05,0.1,0.44,1.5,3.4,2.8,2.4,14.0,24.0,0.6,1.4,2.6,4.0,1.12,2.2,0.0971984231492558
46.4,1.0,2.2,9.2,8.0,28.0,0.0,0.5,14.0,16.0,0.175,0.05,2.0,11.0,0.035,0.02,0.1,0.48,0.4,1.7,4.9,2.0,8.0,0.0,0.1,4.2,0.9,2.1,0.35,1.3,0.0973897839721089
22.4,13.0,10.6,22.4,22.4,24.4,0.0,0.5,14.0,22.0,0.105,0.01,2.0,19.0,0.14,0.06,0.1,0.4,2.2,1.3,3.9,4.5,22.0,30.0,4.5,0.2,4.9,3.0,0.23,3.6,0.0434381983119102
27.2,4.6,11.8,12.8,17.6,11.2,0.0,0.51,14.0,30.0,0.07,0.07,2.0,32.0,0.14,0.1,0.1,0.41,1.8,3.3,5.0,1.7,20.0,2.0,3.6,3.9,2.7,2.5,0.15,1.6,0.0341805434592735
6.8,8.2,8.2,14.0,8.0,14.8,0.0,0.51,14.0,9.0,0.14,0.05,2.0,31.0,0.105,0.06,0.1,0.23,0.9,1.1,3.4,4.8,22.0,22.0,0.1,1.2,4.1,2.9,0.55,2.6,0.188397700833302
36.8,10.6,10.6,26.0,12.8,7.6,0.0,0.51,14.0,27.0,0.175,0.09,2.0,27.0,0.07,0.01,0.1,0.42,1.3,3.2,2.6,3.3,18.0,23.0,3.7,0.9,2.2,1.6,1.26,1.9,0.0263427015356528
33.2,13.0,13.0,26.0,3.2,50.8,0.0,0.51,14.0,35.0,0.175,0.04,2.0,29.0,0.175,0.02,0.1,0.18,0.4,3.4,1.5,4.1,10.0,19.0,1.0,2.8,3.9,0.6,0.28,1.2,0.0254822265762835
40.4,2.2,4.6,9.2,18.8,46.0,0.0,0.5,14.0,19.0,0.07,0.04,2.0,34.0,0.07,0.01,0.1,0.49,1.5,1.6,4.8,4.8,10.0,5.0,3.9,3.2,1.3,1.1,0.27,4.6,0.0557467946066176
42.8,5.8,2.2,11.6,22.4,19.6,0.0,0.5,14.0,35.0,0.175,0.1,2.0,20.0,0.105,0.04,0.1,0.46,2.5,3.0,4.6,4.8,19.0,15.0,2.4,1.7,4.6,1.9,0.38,4.2,0.110018476572766
32.0,2.2,11.8,16.4,18.8,43.6,0.0,0.5,14.0,32.0,0.07,0.03,2.0,32.0,0.14,0.04,0.1,0.41,2.1,2.9,4.7,2.3,1.0,24.0,1.6,2.8,2.7,2.7,1.22,1.4,0.0275487394452636
52.4,10.6,5.8,5.6,8.0,7.6,0.0,0.51,14.0,31.0,0.175,0.05,2.0,8.0,0.14,0.01,0.1,0.21,1.0,3.3,3.9,3.6,16.0,15.0,0.4,0.3,4.6,2.5,0.33,2.8,0.0342082481743018
40.4,3.4,7.0,9.2,23.6,32.8,0.0,0.5,14.0,33.0,0.175,0.08,2.0,16.0,0.14,0.01,0.1,0.39,3.0,0.8,5.0,5.0,10.0,16.0,1.1,1.5,2.2,0.4,0.5,3.4,0.0368936636258248
30.8,3.4,3.4,10.4,3.2,14.8,0.0,0.51,14.0,30.0,0.105,0.06,2.0,17.0,0.07,0.02,0.1,0.14,0.4,0.8,1.6,1.9,12.0,6.0,1.4,0.7,0.5,1.2,0.27,1.0,0.104943252157258
50.0,9.4,3.4,16.4,4.4,28.0,0.0,0.5,14.0,14.0,0.14,0.01,2.0,21.0,0.14,0.06,0.1,0.23,0.5,1.9,1.3,2.6,7.0,3.0,1.0,2.0,2.8,1.8,0.28,1.2,0.0606360946168273
6.8,3.4,9.4,6.8,14.0,42.4,0.0,0.51,14.0,22.0,0.14,0.09,2.0,35.0,0.07,0.02,0.1,0.41,1.3,2.6,4.2,4.7,16.0,17.0,4.4,4.7,3.6,1.2,0.57,3.8,0.167281635196584
17.6,2.2,10.6,9.2,26.0,52.0,0.0,0.5,14.0,21.0,0.175,0.03,2.0,19.0,0.14,0.04,0.1,0.32,1.5,1.9,4.5,4.7,17.0,5.0,3.7,2.1,0.3,4.3,0.22,3.7,0.0533948608644099
6.8,2.2,10.6,15.2,12.8,12.4,0.0,0.5,14.0,18.0,0.14,0.06,2.0,15.0,0.035,0.03,0.1,0.4,1.6,1.3,3.7,3.2,11.0,14.0,1.6,0.8,3.6,2.7,0.72,1.2,0.14616246562709
32.0,13.0,9.4,14.0,22.4,17.2,0.0,0.51,14.0,35.0,0.14,0.03,2.0,15.0,0.07,0.02,0.1,0.46,2.9,4.3,4.7,3.9,28.0,9.0,4.0,0.7,2.8,3.5,0.97,3.1,0.0349353181051065
47.6,5.8,7.0,16.4,20.0,14.8,0.0,0.51,14.0,34.0,0.175,0.03,2.0,25.0,0.14,0.03,0.1,0.41,2.3,3.6,4.6,4.5,4.0,9.0,3.1,0.7,4.3,3.4,1.02,2.0,0.03066229130266
52.4,13.0,4.6,15.2,11.6,12.4,0.0,0.5,14.0,34.0,0.14,0.05,2.0,5.0,0.14,0.02,0.1,0.41,1.1,4.5,4.1,3.3,19.0,9.0,3.3,5.0,4.1,0.2,0.22,1.0,0.0433009422522043
15.2,9.4,5.8,15.2,5.6,40.0,0.0,0.51,14.0,31.0,0.14,0.09,2.0,9.0,0.07,0.07,0.1,0.27,0.5,3.8,2.8,3.9,9.0,23.0,3.4,0.7,3.3,2.1,0.3,1.2,0.122674204012753
52.4,11.8,11.8,21.2,16.4,43.6,0.0,0.51,14.0,26.0,0.07,0.04,2.0,19.0,0.07,0.05,0.1,0.35,1.6,2.3,4.0,3.7,18.0,17.0,0.7,2.6,3.0,3.7,1.52,3.2,0.0165032525830572
47.6,4.6,9.4,9.2,15.2,50.8,0.0,0.51,14.0,29.0,0.105,0.03,2.0,19.0,0.14,0.05,0.1,0.35,1.8,0.7,3.7,3.7,29.0,23.0,4.2,0.8,5.0,1.8,0.34,1.6,0.0233147468628906
34.4,5.8,5.8,23.6,4.4,41.2,0.0,0.5,14.0,27.0,0.14,0.03,2.0,20.0,0.175,0.08,0.1,0.29,0.4,0.7,1.4,2.0,3.0,4.0,3.6,1.9,0.7,4.4,0.35,1.1,0.0502392222689163
23.6,9.4,9.4,11.6,26.0,19.6,0.0,0.51,14.0,26.0,0.14,0.1,2.0,29.0,0.175,0.03,0.1,0.24,2.6,1.7,4.8,3.5,2.0,5.0,1.0,3.6,1.0,2.1,1.38,3.4,0.0497570719822081
33.2,1.0,8.2,22.4,9.2,53.2,0.0,0.51,14.0,32.0,0.105,0.07,2.0,34.0,0.14,0.07,0.1,0.46,0.9,2.7,4.7,3.8,8.0,25.0,3.1,5.0,4.4,0.3,0.83,2.9,0.0355789743395534
12.8,5.8,13.0,10.4,4.4,41.2,0.0,0.51,14.0,25.0,0.175,0.09,2.0,24.0,0.105,0.03,0.1,0.28,0.4,3.4,1.6,4.1,25.0,29.0,2.2,0.9,0.8,2.7,0.12,1.1,0.0643377477751149
52.4,9.4,4.6,11.6,15.2,24.4,0.0,0.5,14.0,34.0,0.07,0.07,2.0,30.0,0.175,0.05,0.1,0.48,1.5,1.3,4.5,2.8,27.0,13.0,4.6,4.1,4.2,4.1,0.63,1.8,0.0438107918943239
24.8,10.6,5.8,21.2,8.0,26.8,0.0,0.51,14.0,23.0,0.175,0.1,2.0,17.0,0.175,0.04,0.1,0.36,0.9,2.4,4.9,4.7,3.0,14.0,4.2,4.0,1.2,3.7,0.67,2.1,0.0794455383784069
45.2,1.0,8.2,5.6,10.4,34.0,0.0,0.51,14.0,22.0,0.105,0.03,2.0,31.0,0.105,0.08,0.1,0.36,1.1,1.1,3.2,3.3,30.0,17.0,0.9,2.4,4.1,4.0,0.73,1.9,0.0280452156419997
45.2,5.8,3.4,22.4,26.0,23.2,0.0,0.51,14.0,11.0,0.105,0.02,2.0,16.0,0.07,0.01,0.1,0.11,2.5,0.7,4.2,4.5,18.0,3.0,2.7,0.9,0.7,3.5,0.19,3.7,0.0678290311612694
32.0,2.2,2.2,26.0,23.6,44.8,0.0,0.51,14.0,33.0,0.175,0.1,2.0,10.0,0.105,0.07,0.1,0.29,3.1,0.8,5.0,3.6,5.0,26.0,0.7,3.1,2.2,3.9,0.61,2.1,0.145292590366811
12.8,7.0,8.2,16.4,22.4,13.6,0.0,0.51,14.0,17.0,0.105,0.02,2.0,26.0,0.14,0.04,0.1,0.18,2.0,2.2,4.6,2.9,3.0,4.0,1.5,1.1,4.4,4.5,0.83,2.2,0.103757849640936
27.2,5.8,8.2,12.8,9.2,16.0,0.0,0.51,14.0,15.0,0.14,0.07,2.0,15.0,0.07,0.05,0.1,0.14,1.0,1.9,4.9,4.9,1.0,22.0,3.9,4.1,1.4,3.3,0.62,1.1,0.0489000100113741
23.6,10.6,4.6,6.8,20.0,53.2,0.0,0.51,14.0,26.0,0.175,0.03,2.0,14.0,0.07,0.03,0.1,0.26,1.4,0.9,4.5,3.7,8.0,10.0,4.6,4.6,3.8,3.4,0.72,2.3,0.0986871022491205
12.8,10.6,5.8,11.6,6.8,10.0,0.0,0.5,14.0,20.0,0.14,0.06,2.0,16.0,0.105,0.05,0.1,0.2,0.9,2.5,3.3,2.0,21.0,30.0,3.9,0.6,4.5,3.6,0.11,1.0,0.144604796108162
23.6,13.0,10.6,24.8,3.2,37.6,0.0,0.5,14.0,33.0,0.175,0.02,2.0,25.0,0.175,0.07,0.1,0.38,0.2,2.7,1.3,3.6,10.0,17.0,1.0,3.7,4.2,4.7,0.12,1.2,0.0448478663265679
14.0,7.0,11.8,20.0,9.2,25.6,0.0,0.51,14.0,30.0,0.14,0.02,2.0,6.0,0.07,0.03,0.1,0.16,0.8,2.5,2.9,3.0,23.0,25.0,4.7,3.5,3.5,0.5,0.12,2.2,0.0623643378043468
36.8,2.2,9.4,9.2,8.0,18.4,0.0,0.5,14.0,29.0,0.175,0.05,2.0,31.0,0.14,0.07,0.1,0.17,0.7,3.8,3.7,5.0,11.0,17.0,2.2,0.1,1.7,1.2,0.26,2.8,0.0298552436177781
30.8,10.6,3.4,10.4,5.6,36.4,0.0,0.5,14.0,29.0,0.035,0.03,2.0,11.0,0.105,0.01,0.1,0.36,0.5,0.7,2.7,4.2,15.0,22.0,2.5,4.2,3.7,3.3,0.49,2.1,0.101073866619615
41.6,8.2,5.8,10.4,16.4,11.2,0.0,0.51,14.0,35.0,0.035,0.02,2.0,17.0,0.07,0.06,0.1,0.26,2.0,3.4,4.1,4.2,6.0,20.0,3.9,0.9,3.9,0.3,0.96,1.9,0.0436022096619113
23.6,2.2,11.8,26.0,21.2,12.4,0.0,0.51,14.0,13.0,0.14,0.09,2.0,25.0,0.07,0.07,0.1,0.24,2.8,1.4,4.8,5.0,7.0,9.0,1.7,3.0,1.6,2.8,0.94,2.8,0.0369318008568299
34.4,7.0,7.0,4.4,12.8,12.4,0.0,0.5,14.0,24.0,0.105,0.04,2.0,25.0,0.14,0.02,0.1,0.16,1.1,3.0,3.4,3.1,27.0,21.0,4.5,1.4,4.3,2.2,0.42,2.6,0.0445784469451977
11.6,13.0,9.4,20.0,18.8,14.8,0.0,0.5,14.0,24.0,0.105,0.05,2.0,33.0,0.105,0.04,0.1,0.39,1.2,1.4,4.5,2.4,23.0,5.0,1.5,4.4,4.3,4.3,0.37,2.2,0.0958287263785643
44.0,8.2,5.8,22.4,11.6,44.8,0.0,0.51,14.0,35.0,0.175,0.06,2.0,27.0,0.175,0.03,0.1,0.48,0.9,3.1,4.9,2.0,5.0,11.0,2.3,0.6,2.7,4.9,0.83,1.5,0.0402214065009564
15.2,7.0,3.4,21.2,24.8,50.8,0.0,0.5,14.0,35.0,0.14,0.07,2.0,28.0,0.105,0.05,0.1,0.49,1.2,3.8,4.4,5.0,19.0,7.0,0.4,2.2,2.1,3.7,0.53,3.7,0.208763986193805
32.0,2.2,4.6,8.0,15.2,52.0,0.0,0.5,14.0,29.0,0.14,0.03,2.0,29.0,0.14,0.01,0.1,0.15,0.7,0.4,3.8,5.0,8.0,0.0,2.4,3.1,3.6,1.1,0.27,1.8,0.07064266698654
51.2,2.2,9.4,10.4,15.2,35.2,0.0,0.5,14.0,23.0,0.035,0.02,2.0,11.0,0.175,0.05,0.1,0.28,1.9,1.5,3.0,3.6,22.0,24.0,1.1,3.6,1.1,3.9,0.21,2.7,0.0216344488979297
45.2,9.4,8.2,12.8,16.4,30.4,0.0,0.51,14.0,26.0,0.035,0.02,2.0,26.0,0.07,0.05,0.1,0.12,2.0,2.6,4.4,4.2,23.0,0.0,1.9,3.8,3.1,3.4,1.45,3.1,0.0285628168398804
5.6,4.6,9.4,8.0,16.4,37.6,0.0,0.5,14.0,28.0,0.105,0.06,2.0,30.0,0.105,0.04,0.1,0.17,1.0,2.9,4.9,4.3,0.0,21.0,3.0,0.7,2.8,1.7,0.44,3.0,0.195616965673396
46.4,9.4,10.6,9.2,18.8,11.2,0.0,0.51,14.0,9.0,0.035,0.02,2.0,13.0,0.105,0.01,0.1,0.46,1.7,0.3,3.4,3.1,15.0,18.0,4.6,1.1,3.7,1.3,0.1,2.4,0.0213289362994488
47.6,4.6,1.0,14.0,12.8,31.6,0.0,0.51,14.0,29.0,0.14,0.05,2.0,16.0,0.175,0.04,0.1,0.22,1.5,2.9,3.2,5.0,5.0,14.0,0.5,4.3,0.5,3.1,1.23,1.7,0.220433750530044
40.4,13.0,11.8,15.2,21.2,36.4,0.0,0.51,14.0,14.0,0.07,0.06,2.0,7.0,0.175,0.07,0.1,0.23,1.2,1.8,4.8,2.0,15.0,6.0,2.8,3.1,2.5,0.8,0.68,1.8,0.021855922850228
32.0,7.0,2.2,18.8,23.6,16.0,0.0,0.5,14.0,32.0,0.07,0.02,2.0,31.0,0.035,0.02,0.1,0.06,2.4,3.9,4.9,4.7,26.0,14.0,2.8,3.0,4.7,4.1,1.93,4.0,0.151563282238678
20.0,7.0,7.0,12.8,9.2,12.4,0.0,0.51,14.0,27.0,0.105,0.01,2.0,17.0,0.105,0.08,0.1,0.18,0.4,1.0,3.3,4.6,1.0,10.0,4.6,5.0,4.8,0.9,0.31,2.8,0.0729497083276087
24.8,7.0,8.2,24.8,4.4,17.2,0.0,0.5,14.0,25.0,0.175,0.1,2.0,17.0,0.07,0.07,0.1,0.35,0.4,0.7,1.9,4.9,17.0,15.0,2.1,4.8,1.2,2.0,0.18,1.4,0.0517279420216752
15.2,7.0,10.6,24.8,9.2,19.6,0.0,0.5,14.0,27.0,0.035,0.03,2.0,32.0,0.175,0.1,0.1,0.24,1.0,0.7,1.7,4.5,9.0,3.0,3.8,3.7,2.5,4.2,0.42,1.4,0.0667689753807559
27.2,10.6,3.4,12.8,8.0,17.2,0.0,0.51,14.0,34.0,0.14,0.03,2.0,27.0,0.14,0.08,0.1,0.49,1.0,1.5,3.9,3.3,7.0,28.0,3.4,2.0,4.0,1.5,0.13,2.1,0.116205738693668
9.2,10.6,13.0,26.0,11.6,18.4,0.0,0.5,14.0,11.0,0.14,0.05,2.0,18.0,0.105,0.04,0.1,0.15,0.5,1.2,2.5,2.1,3.0,1.0,0.2,0.3,1.2,1.7,0.17,1.7,0.0847552328856256
41.6,2.2,11.8,14.0,11.6,5.2,0.0,0.5,14.0,17.0,0.105,0.01,2.0,21.0,0.175,0.1,0.1,0.37,1.2,2.0,2.8,4.7,18.0,10.0,2.0,3.2,3.8,2.2,0.28,2.1,0.0221028444392219
44.0,13.0,2.2,23.6,15.2,37.6,0.0,0.51,14.0,35.0,0.175,0.06,2.0,11.0,0.14,0.03,0.1,0.21,1.1,2.3,4.0,4.1,23.0,14.0,2.1,4.9,4.0,2.3,0.27,2.7,0.10935163993806
40.4,3.4,3.4,10.4,17.6,12.4,0.0,0.5,14.0,26.0,0.105,0.06,2.0,14.0,0.105,0.05,0.1,0.2,1.2,2.9,4.3,3.7,0.0,27.0,3.1,2.4,3.7,2.9,0.37,1.2,0.076932577770056
20.0,10.6,4.6,10.4,24.8,7.6,0.0,0.51,14.0,33.0,0.175,0.03,2.0,26.0,0.175,0.1,0.1,0.35,2.0,3.8,4.8,4.9,25.0,17.0,3.5,4.2,4.5,1.2,1.3,4.5,0.115593882935708
46.4,9.4,1.0,11.6,3.2,48.4,0.0,0.51,14.0,35.0,0.14,0.1,2.0,22.0,0.175,0.07,0.1,0.22,0.3,1.2,1.9,3.6,13.0,30.0,4.5,4.5,1.9,2.7,0.26,1.1,0.210643985442395
11.6,13.0,4.6,3.2,6.8,41.2,0.0,0.5,14.0,13.0,0.07,0.06,2.0,28.0,0.105,0.02,0.1,0.17,0.7,1.2,2.3,4.0,2.0,7.0,0.6,4.7,3.5,2.3,0.27,1.3,0.198854438615483
20.0,13.0,9.4,9.2,12.8,46.0,0.0,0.51,14.0,30.0,0.105,0.05,2.0,29.0,0.035,0.01,0.1,0.07,0.9,2.0,2.9,1.2,17.0,16.0,2.1,1.2,2.4,0.2,0.24,1.0,0.0557306034850108
10.4,5.8,4.6,18.8,3.2,14.8,0.0,0.5,14.0,13.0,0.175,0.06,2.0,29.0,0.105,0.07,0.1,0.41,0.4,1.0,1.3,4.9,7.0,14.0,2.8,0.4,0.8,4.1,0.17,1.1,0.221349640582862
6.8,7.0,9.4,3.2,4.4,44.8,0.0,0.5,14.0,35.0,0.14,0.06,2.0,29.0,0.105,0.02,0.1,0.32,0.3,1.4,1.5,3.5,12.0,4.0,0.1,0.8,3.6,4.6,0.13,1.4,0.186530228478781
42.8,8.2,11.8,10.4,9.2,35.2,0.0,0.5,14.0,9.0,0.175,0.08,2.0,17.0,0.035,0.01,0.1,0.24,0.6,0.4,1.9,3.6,16.0,7.0,0.2,2.8,0.7,3.9,0.39,1.4,0.020492975198293
