w1,l1_leg,l1_top,l1_center,l2,h1,l2_tap,ratio,Tx_turns,Tx_tap,Tx_height,Tx_preg,Rx_turns,Rx_tap,Rx_height,Rx_preg,g1,g2,Tx_space_x,Tx_space_y,Rx_space_x,Rx_space_y,core_N_w1,core_P_w1,Tx_layer_space_x,Tx_layer_space_y,Rx_layer_space_x,Rx_layer_space_y,Tx_width,Rx_width,totalloss_W
10.4,5.8,4.6,18.8,3.2,14.8,0.0,0.5,14.0,13.0,0.175,0.06,2.0,29.0,0.105,0.07,0.1,0.41,0.4,1.0,1.3,4.9,7.0,14.0,2.8,0.4,0.8,4.1,0.17,1.1,16.915048813190946
42.8,8.2,11.8,10.4,9.2,35.2,0.0,0.5,14.0,9.0,0.175,0.08,2.0,17.0,0.035,0.01,0.1,0.24,0.6,0.4,1.9,3.6,16.0,7.0,0.2,2.8,0.7,3.9,0.39,1.4,24.09788102105409
20.0,11.8,3.4,5.6,11.6,44.8,0.0,0.51,14.0,33.0,0.175,0.07,2.0,3.0,0.105,0.09,0.1,0.36,1.1,3.3,3.3,1.1,9.0,1.0,2.9,4.8,3.6,3.3,0.15,1.0,26.148182782441726
16.4,4.6,1.0,12.8,6.8,10.0,0.0,0.5,14.0,33.0,0.175,0.06,2.0,24.0,0.175,0.07,0.1,0.45,0.3,2.3,2.2,4.7,16.0,4.0,4.6,1.5,0.5,0.9,0.13,1.5,30.81555887875401
41.6,4.6,5.8,21.2,23.6,31.6,0.0,0.51,14.0,17.0,0.105,0.1,2.0,34.0,0.07,0.03,0.1,0.22,2.1,2.1,4.9,4.5,12.0,20.0,2.9,2.6,4.3,0.8,0.22,3.0,26.12112111452344
38.0,4.6,5.8,16.4,4.4,41.2,0.0,0.5,14.0,30.0,0.175,0.05,2.0,33.0,0.105,0.02,0.1,0.07,0.5,4.0,2.7,2.9,10.0,12.0,1.2,4.6,2.6,4.8,0.28,1.0,19.671339275899566
23.6,3.4,8.2,26.0,8.0,13.6,0.0,0.51,14.0,25.0,0.175,0.08,2.0,29.0,0.105,0.05,0.1,0.16,0.5,3.1,4.2,1.7,19.0,18.0,4.4,2.9,1.9,3.9,0.39,1.1,16.244094295812875
21.2,13.0,2.2,18.8,23.6,52.0,0.0,0.5,14.0,21.0,0.105,0.07,2.0,10.0,0.105,0.09,0.1,0.18,2.2,1.9,3.8,3.6,13.0,16.0,0.4,1.6,2.8,0.8,0.94,3.4,15.465490174723405
11.6,3.4,11.8,20.0,10.4,32.8,0.0,0.51,14.0,16.0,0.14,0.02,2.0,15.0,0.07,0.04,0.1,0.44,1.4,1.4,4.5,4.8,23.0,2.0,4.2,4.0,1.1,0.7,0.13,1.8,30.101136577448646
27.2,10.6,7.0,17.6,15.2,38.8,0.0,0.5,14.0,32.0,0.07,0.03,2.0,11.0,0.105,0.08,0.1,0.43,0.8,1.1,3.9,1.6,9.0,19.0,2.2,4.8,4.2,1.4,0.34,1.5,19.40535336652522
24.8,4.6,11.8,12.8,5.6,22.0,0.0,0.5,14.0,27.0,0.14,0.1,2.0,31.0,0.035,0.03,0.1,0.48,0.3,1.6,3.1,1.2,28.0,26.0,5.0,0.7,2.4,5.0,0.16,1.1,31.412423900192465
18.8,13.0,2.2,15.2,26.0,40.0,0.0,0.5,14.0,32.0,0.175,0.04,2.0,22.0,0.14,0.03,0.1,0.22,1.9,3.6,4.6,4.7,21.0,22.0,0.4,2.9,0.8,2.8,0.48,3.5,17.665464708127605
29.6,1.0,5.8,6.8,16.4,38.8,0.0,0.51,14.0,33.0,0.175,0.04,2.0,14.0,0.035,0.02,0.1,0.22,1.5,0.5,4.9,3.1,2.0,30.0,1.7,2.1,1.6,4.8,0.1,1.7,41.48040856432813
8.0,2.2,7.0,18.8,9.2,41.2,0.0,0.51,14.0,23.0,0.175,0.07,2.0,25.0,0.14,0.04,0.1,0.19,1.1,1.4,4.1,4.1,3.0,20.0,1.4,4.0,4.9,0.9,0.38,1.1,35.678813250173505
28.4,9.4,7.0,8.0,4.4,24.4,0.0,0.51,14.0,3.0,0.07,0.04,2.0,28.0,0.175,0.05,0.1,0.43,0.5,0.2,2.1,2.6,7.0,13.0,3.6,0.1,3.8,2.7,0.19,2.0,22.61445253035477
10.4,3.4,3.4,23.6,14.0,32.8,0.0,0.5,14.0,23.0,0.105,0.06,2.0,10.0,0.14,0.03,0.1,0.49,1.8,0.5,4.0,4.5,12.0,1.0,4.4,3.9,4.5,3.5,0.48,3.9,23.883618939405665
47.6,1.0,1.0,17.6,14.0,34.0,0.0,0.5,14.0,32.0,0.035,0.02,2.0,34.0,0.175,0.06,0.1,0.49,1.0,3.7,2.6,4.3,16.0,14.0,0.5,4.5,3.0,4.2,0.32,2.3,56.91559754151675
36.8,4.6,8.2,14.0,18.8,35.2,0.0,0.5,14.0,23.0,0.175,0.08,2.0,18.0,0.105,0.06,0.1,0.28,1.7,2.0,4.3,4.2,9.0,13.0,4.0,4.0,0.4,0.3,0.42,4.1,9.265584934145437
44.0,1.0,7.0,3.2,11.6,12.4,0.0,0.51,14.0,27.0,0.105,0.05,2.0,22.0,0.105,0.1,0.1,0.5,0.9,3.1,3.3,4.9,28.0,18.0,0.3,1.1,0.5,3.9,0.44,3.0,17.400050024520358
9.2,4.6,1.0,17.6,10.4,20.8,0.0,0.51,14.0,15.0,0.105,0.07,2.0,12.0,0.14,0.01,0.1,0.46,0.4,1.1,2.5,2.2,19.0,3.0,2.5,3.9,2.7,2.3,0.39,1.8,59.21168444170537
17.6,8.2,10.6,12.8,22.4,43.6,0.0,0.5,14.0,24.0,0.175,0.05,2.0,27.0,0.105,0.03,0.1,0.44,1.6,2.9,5.0,3.3,19.0,18.0,3.5,3.7,2.3,3.7,0.64,2.5,10.542212425838395
44.0,4.6,5.8,5.6,16.4,13.6,0.0,0.5,14.0,31.0,0.105,0.08,2.0,26.0,0.14,0.06,0.1,0.36,1.6,2.3,3.1,4.7,8.0,13.0,1.7,0.1,2.6,2.5,1.42,2.9,11.360076401234043
32.0,9.4,13.0,21.2,15.2,40.0,0.0,0.5,14.0,24.0,0.07,0.05,2.0,8.0,0.07,0.06,0.1,0.17,1.1,2.1,5.0,3.4,1.0,4.0,1.6,4.9,1.6,1.1,0.74,1.7,18.016402132911956
42.8,8.2,5.8,5.6,15.2,31.6,0.0,0.5,14.0,32.0,0.07,0.06,2.0,28.0,0.07,0.07,0.1,0.15,0.7,3.5,2.7,4.0,17.0,10.0,3.5,4.2,1.1,4.5,0.45,1.9,25.724870344906357
48.8,7.0,11.8,10.4,4.4,32.8,0.0,0.5,14.0,12.0,0.14,0.05,2.0,8.0,0.105,0.01,0.1,0.37,0.2,1.5,2.9,1.2,25.0,26.0,3.9,3.9,1.3,2.4,0.14,1.1,28.71793858414848
29.6,10.6,8.2,23.6,4.4,25.6,0.0,0.5,14.0,32.0,0.105,0.09,2.0,20.0,0.14,0.05,0.1,0.26,0.2,2.9,1.8,2.0,30.0,30.0,2.1,4.1,3.3,4.5,0.12,1.5,38.38933268406642
40.4,2.2,1.0,14.0,3.2,49.6,0.0,0.5,14.0,17.0,0.07,0.05,2.0,28.0,0.14,0.07,0.1,0.34,0.3,1.5,2.1,2.1,8.0,17.0,4.1,1.2,0.3,0.7,0.27,1.0,33.48270092135473
41.6,8.2,10.6,20.0,18.8,7.6,0.0,0.5,14.0,21.0,0.07,0.06,2.0,32.0,0.14,0.1,0.1,0.25,0.8,1.0,4.4,4.2,13.0,5.0,2.6,3.3,4.3,4.9,0.17,3.6,36.741170019868136
47.6,10.6,8.2,3.2,6.8,30.4,0.0,0.5,14.0,20.0,0.035,0.01,2.0,25.0,0.14,0.02,0.1,0.26,0.9,1.8,2.3,4.1,3.0,21.0,3.2,3.5,2.2,1.3,0.25,1.0,56.006858165490925
46.4,4.6,8.2,17.6,18.8,17.2,0.0,0.51,14.0,7.0,0.14,0.09,2.0,24.0,0.14,0.07,0.1,0.24,1.8,0.5,4.6,4.4,14.0,21.0,2.4,3.4,4.1,0.9,0.25,3.4,16.432586927310634
22.4,7.0,4.6,10.4,14.0,6.4,0.0,0.51,14.0,26.0,0.105,0.09,2.0,9.0,0.175,0.07,0.1,0.33,1.3,2.3,3.8,3.4,10.0,11.0,0.8,4.0,3.6,4.1,0.59,2.8,10.427288480107379
24.8,8.2,2.2,5.6,4.4,31.6,0.0,0.5,14.0,28.0,0.105,0.08,2.0,32.0,0.105,0.06,0.1,0.47,0.3,2.9,2.5,3.6,7.0,5.0,1.7,0.2,3.3,3.2,0.15,1.4,29.40627863641328
45.2,5.8,11.8,26.0,8.0,16.0,0.0,0.51,14.0,31.0,0.105,0.06,2.0,25.0,0.14,0.06,0.1,0.44,0.4,2.9,3.8,4.6,21.0,30.0,4.8,4.8,4.4,3.4,0.19,2.3,30.097771943329796
52.4,2.2,13.0,16.4,11.6,49.6,0.0,0.51,14.0,17.0,0.07,0.05,2.0,31.0,0.175,0.01,0.1,0.21,1.3,1.4,4.0,4.7,1.0,19.0,4.6,2.4,4.3,4.3,0.39,1.4,24.081172098496015
6.8,5.8,7.0,16.4,5.6,52.0,0.0,0.51,14.0,26.0,0.07,0.02,2.0,31.0,0.035,0.01,0.1,0.39,0.6,2.4,3.2,2.6,6.0,7.0,0.6,1.5,1.1,4.3,0.55,1.4,37.00057212631534
48.8,4.6,11.8,11.6,23.6,11.2,0.0,0.5,14.0,32.0,0.14,0.05,2.0,26.0,0.175,0.02,0.1,0.33,2.7,2.4,4.7,4.9,23.0,21.0,3.6,1.4,0.9,2.4,2.26,3.8,10.302600420664499
22.4,10.6,5.8,8.0,17.6,18.4,0.0,0.51,14.0,35.0,0.035,0.01,2.0,24.0,0.105,0.05,0.1,0.13,2.1,1.9,3.4,4.5,8.0,10.0,2.1,0.1,1.9,2.6,1.49,2.1,16.352048642485
44.0,3.4,5.8,10.4,6.8,11.2,0.0,0.51,14.0,33.0,0.105,0.01,2.0,14.0,0.14,0.09,0.1,0.21,0.7,2.9,4.4,2.8,0.0,1.0,0.3,0.3,2.6,2.1,0.61,2.1,15.527207460773957
44.0,3.4,13.0,16.4,9.2,14.8,0.0,0.51,14.0,30.0,0.14,0.07,2.0,25.0,0.035,0.03,0.1,0.24,0.8,2.2,4.4,4.2,9.0,6.0,1.1,4.5,4.9,3.4,0.44,2.9,21.02251554632293
51.2,7.0,9.4,26.0,15.2,20.8,0.0,0.5,14.0,23.0,0.07,0.05,2.0,35.0,0.035,0.02,0.1,0.28,1.0,1.6,4.4,4.5,0.0,18.0,1.9,3.8,5.0,4.5,0.12,4.1,66.9473910968098
38.0,4.6,1.0,6.8,8.0,41.2,0.0,0.5,14.0,27.0,0.105,0.08,2.0,17.0,0.14,0.07,0.1,0.18,0.6,3.1,3.9,3.6,22.0,1.0,4.6,2.4,2.4,1.4,0.11,3.1,43.58128597381239
8.0,11.8,2.2,5.6,6.8,34.0,0.0,0.5,14.0,29.0,0.175,0.05,2.0,8.0,0.07,0.01,0.1,0.26,0.6,2.8,2.9,4.9,14.0,3.0,4.7,4.8,1.7,1.6,0.39,2.2,43.93166390036823
9.2,3.4,11.8,6.8,16.4,17.2,0.0,0.5,14.0,35.0,0.14,0.02,2.0,28.0,0.175,0.07,0.1,0.4,1.9,2.7,4.4,3.4,22.0,5.0,2.5,5.0,2.0,5.0,0.25,1.6,28.91627323548336
40.4,7.0,7.0,11.6,4.4,36.4,0.0,0.51,14.0,27.0,0.105,0.03,2.0,7.0,0.175,0.08,0.1,0.29,0.4,0.9,2.2,3.6,21.0,29.0,0.6,1.2,2.5,2.5,0.29,1.3,17.503221532488617
28.4,5.8,10.6,18.8,16.4,38.8,0.0,0.5,14.0,21.0,0.035,0.01,2.0,6.0,0.105,0.08,0.1,0.49,0.7,2.4,4.6,1.6,1.0,16.0,0.1,3.4,0.3,0.3,0.37,1.4,36.27723480460232
51.2,13.0,4.6,9.2,4.4,43.6,0.0,0.5,14.0,32.0,0.07,0.03,2.0,6.0,0.07,0.05,0.1,0.26,0.3,3.4,2.0,1.8,5.0,1.0,2.6,3.2,0.8,2.6,0.24,1.2,42.09032599892693
41.6,7.0,8.2,24.8,16.4,37.6,0.0,0.51,14.0,20.0,0.07,0.03,2.0,6.0,0.105,0.05,0.1,0.37,1.4,0.9,4.4,3.3,8.0,26.0,0.2,2.6,3.9,5.0,0.5,2.4,17.494650253612463
24.8,5.8,2.2,17.6,20.0,26.8,0.0,0.5,14.0,16.0,0.105,0.05,2.0,8.0,0.14,0.04,0.1,0.33,1.8,1.8,4.4,3.6,24.0,7.0,0.6,0.8,0.1,2.1,0.62,2.0,15.047663783768186
34.4,10.6,5.8,16.4,6.8,32.8,0.0,0.5,14.0,22.0,0.07,0.02,2.0,29.0,0.105,0.07,0.1,0.27,0.8,2.1,4.5,1.5,18.0,28.0,4.2,4.4,1.1,0.7,0.23,1.2,31.521601801675526
12.8,4.6,9.4,15.2,12.8,10.0,0.0,0.5,14.0,29.0,0.07,0.01,2.0,11.0,0.07,0.07,0.1,0.46,0.7,3.7,4.1,3.7,19.0,0.0,2.0,1.6,0.8,5.0,0.22,2.1,31.280659409649523
47.6,3.4,2.2,17.6,12.8,47.2,0.0,0.51,14.0,29.0,0.14,0.03,2.0,27.0,0.105,0.1,0.1,0.49,1.1,3.4,4.6,4.1,16.0,20.0,1.2,3.8,2.0,4.7,0.31,3.4,17.075927623567388
9.2,4.6,4.6,10.4,9.2,42.4,0.0,0.51,14.0,29.0,0.07,0.07,2.0,5.0,0.07,0.05,0.1,0.46,0.9,2.6,3.2,3.0,7.0,28.0,2.0,3.8,3.0,1.7,0.2,1.1,48.02927424741407
50.0,4.6,2.2,23.6,16.4,22.0,0.0,0.51,14.0,21.0,0.175,0.09,2.0,34.0,0.175,0.07,0.1,0.2,2.0,2.3,4.8,3.9,1.0,14.0,1.0,2.5,3.6,2.3,0.3,1.4,17.08226387307798
29.6,1.0,13.0,21.2,6.8,48.4,0.0,0.5,14.0,33.0,0.105,0.07,2.0,16.0,0.07,0.06,0.1,0.12,0.3,0.5,4.4,4.4,10.0,25.0,2.6,1.8,0.6,3.6,0.19,2.1,36.22807821675775
22.4,4.6,9.4,6.8,5.6,32.8,0.0,0.51,14.0,32.0,0.14,0.07,2.0,14.0,0.175,0.06,0.1,0.37,0.6,3.3,2.9,4.8,7.0,25.0,2.1,0.8,4.0,1.3,0.2,1.2,19.687783731697344
29.6,10.6,13.0,11.6,9.2,40.0,0.0,0.5,14.0,22.0,0.175,0.03,2.0,17.0,0.035,0.02,0.1,0.05,0.6,1.2,3.0,2.9,16.0,0.0,1.4,2.8,0.2,3.5,0.33,2.4,17.78128575418028
21.2,5.8,8.2,16.4,23.6,32.8,0.0,0.5,14.0,26.0,0.175,0.01,2.0,24.0,0.035,0.02,0.1,0.34,2.4,1.7,5.0,4.0,7.0,2.0,1.8,0.6,1.3,1.0,0.49,2.1,17.285451590476953
11.6,8.2,9.4,12.8,8.0,35.2,0.0,0.5,14.0,22.0,0.105,0.06,2.0,15.0,0.035,0.03,0.1,0.19,0.9,0.7,1.9,1.5,7.0,3.0,2.4,0.4,1.7,4.3,0.29,1.4,23.504745030340995
10.4,5.8,2.2,18.8,10.4,6.4,0.0,0.5,14.0,27.0,0.105,0.04,2.0,28.0,0.175,0.01,0.1,0.26,1.1,2.5,2.6,2.5,15.0,3.0,3.4,2.5,2.7,3.2,1.08,1.3,22.650778431375254
33.2,8.2,8.2,20.0,10.4,47.2,0.0,0.5,14.0,17.0,0.14,0.07,2.0,32.0,0.14,0.07,0.1,0.4,0.9,0.4,4.4,2.8,11.0,26.0,2.0,4.9,4.4,0.8,0.14,1.6,22.27104408063009
44.0,11.8,8.2,5.6,17.6,6.4,0.0,0.5,14.0,26.0,0.14,0.08,2.0,35.0,0.14,0.1,0.1,0.29,0.9,2.1,4.9,4.9,11.0,19.0,2.2,1.6,3.5,2.9,0.55,3.1,12.186865924165344
36.8,11.8,11.8,23.6,5.6,26.8,0.0,0.51,14.0,7.0,0.07,0.06,2.0,27.0,0.035,0.01,0.1,0.38,0.3,0.3,2.6,2.8,4.0,19.0,1.3,0.6,3.0,3.6,0.27,1.8,34.451137028311386
52.4,9.4,3.4,17.6,15.2,50.8,0.0,0.51,14.0,35.0,0.175,0.1,2.0,5.0,0.14,0.07,0.1,0.23,0.8,3.5,4.3,2.1,25.0,5.0,1.1,4.0,4.3,3.3,0.25,1.7,18.566080513888377
40.4,2.2,3.4,23.6,6.8,40.0,0.0,0.5,14.0,27.0,0.105,0.08,2.0,24.0,0.14,0.04,0.1,0.49,0.8,0.7,2.6,3.2,10.0,4.0,2.2,0.6,2.0,1.6,0.27,1.8,19.92576472803857
26.0,4.6,7.0,5.6,21.2,38.8,0.0,0.5,14.0,31.0,0.07,0.06,2.0,28.0,0.105,0.08,0.1,0.22,1.5,3.8,5.0,4.8,0.0,13.0,0.5,0.1,1.1,0.5,1.4,3.6,15.007616243207417
29.6,5.8,8.2,23.6,24.8,44.8,0.0,0.51,14.0,29.0,0.105,0.07,2.0,17.0,0.175,0.09,0.1,0.46,2.4,3.7,4.3,4.0,2.0,9.0,2.3,2.4,3.0,4.0,0.84,3.6,10.270746874790012
18.8,3.4,2.2,11.6,12.8,52.0,0.0,0.5,14.0,24.0,0.14,0.06,2.0,19.0,0.14,0.02,0.1,0.31,1.7,0.8,4.9,4.7,9.0,27.0,2.9,0.3,0.3,0.2,0.19,4.0,22.897819370267108
33.2,4.6,10.6,12.8,3.2,49.6,0.0,0.51,14.0,28.0,0.14,0.09,2.0,30.0,0.105,0.09,0.1,0.15,0.3,2.3,1.6,2.2,2.0,22.0,0.1,4.6,0.4,1.9,0.17,1.0,25.52802660740852
42.8,13.0,13.0,17.6,11.6,44.8,0.0,0.51,14.0,21.0,0.105,0.06,2.0,10.0,0.175,0.01,0.1,0.34,1.3,2.0,4.3,4.7,29.0,23.0,1.1,4.6,4.0,2.6,0.84,1.2,13.863115424964962
48.8,10.6,9.4,5.6,23.6,44.8,0.0,0.5,14.0,35.0,0.07,0.07,2.0,12.0,0.14,0.02,0.1,0.2,1.6,0.9,4.7,3.7,18.0,20.0,5.0,0.6,3.1,3.5,0.38,2.7,21.665806963418
10.4,4.6,11.8,23.6,24.8,16.0,0.0,0.5,14.0,20.0,0.175,0.04,2.0,34.0,0.105,0.1,0.1,0.17,2.4,2.1,4.6,5.0,23.0,4.0,4.8,2.3,5.0,4.9,1.32,3.5,9.939699393923288
14.0,5.8,10.6,11.6,5.6,23.2,0.0,0.5,14.0,30.0,0.07,0.04,2.0,32.0,0.14,0.05,0.1,0.47,0.6,1.4,2.7,2.0,21.0,16.0,2.4,4.4,1.5,1.3,0.31,1.6,18.189307694475467
46.4,8.2,7.0,11.6,18.8,16.0,0.0,0.51,14.0,34.0,0.14,0.1,2.0,35.0,0.105,0.07,0.1,0.48,2.2,4.3,4.6,3.9,4.0,1.0,2.9,0.3,4.4,0.4,0.11,3.8,38.51023991460823
39.2,8.2,11.8,17.6,9.2,13.6,0.0,0.51,14.0,29.0,0.105,0.06,2.0,32.0,0.14,0.02,0.1,0.49,0.6,3.8,4.9,3.5,21.0,22.0,0.9,3.2,0.6,2.6,0.42,1.0,19.167615596898116
45.2,5.8,9.4,26.0,26.0,31.6,0.0,0.51,14.0,35.0,0.035,0.01,2.0,26.0,0.105,0.1,0.1,0.33,2.1,1.5,5.0,4.3,0.0,0.0,2.9,1.1,2.2,3.6,0.55,2.9,30.014254107477086
10.4,8.2,11.8,5.6,23.6,49.6,0.0,0.5,14.0,21.0,0.035,0.01,2.0,20.0,0.07,0.07,0.1,0.28,1.4,2.5,4.5,5.0,30.0,23.0,1.3,2.5,2.1,2.4,0.82,3.4,40.59429754914391
8.0,4.6,8.2,10.4,24.8,49.6,0.0,0.5,14.0,27.0,0.07,0.05,2.0,33.0,0.105,0.01,0.1,0.41,2.2,3.2,4.3,4.4,10.0,19.0,3.9,5.0,2.7,1.1,1.29,3.8,34.490753519612774
32.0,4.6,5.8,11.6,9.2,5.2,0.0,0.5,14.0,26.0,0.105,0.02,2.0,19.0,0.14,0.04,0.1,0.24,0.8,2.9,3.5,3.2,24.0,30.0,1.9,1.1,0.6,1.2,0.72,1.6,11.555530920869673
48.8,13.0,2.2,21.2,16.4,24.4,0.0,0.51,14.0,32.0,0.14,0.04,2.0,15.0,0.07,0.06,0.1,0.28,2.1,3.2,4.3,4.5,27.0,3.0,3.7,4.8,0.8,2.9,1.12,1.3,19.395574799032406
48.8,2.2,10.6,9.2,17.6,32.8,0.0,0.5,14.0,35.0,0.14,0.02,2.0,25.0,0.105,0.05,0.1,0.38,1.2,3.2,4.2,2.1,4.0,28.0,5.0,0.3,3.4,4.5,1.11,1.5,14.174136608893981
17.6,5.8,13.0,24.8,21.2,11.2,0.0,0.51,14.0,34.0,0.07,0.03,2.0,7.0,0.105,0.01,0.1,0.26,1.1,1.5,4.0,3.5,28.0,13.0,1.4,0.8,3.8,3.4,0.49,2.5,14.665293356859657
46.4,3.4,1.0,5.6,8.0,25.6,0.0,0.5,14.0,31.0,0.14,0.02,2.0,12.0,0.105,0.1,0.1,0.31,1.0,1.9,5.0,4.0,11.0,24.0,1.7,2.6,0.8,2.2,0.59,2.5,15.337040007183305
38.0,13.0,8.2,17.6,24.8,37.6,0.0,0.5,14.0,35.0,0.175,0.04,2.0,27.0,0.105,0.04,0.1,0.46,1.3,1.2,5.0,4.8,21.0,18.0,2.1,0.7,5.0,2.9,0.71,4.6,7.5149759781782866
45.2,4.6,10.6,15.2,6.8,12.4,0.0,0.51,14.0,31.0,0.105,0.05,2.0,22.0,0.14,0.08,0.1,0.2,0.6,2.0,3.3,4.0,21.0,24.0,2.9,2.0,2.0,0.8,0.57,1.7,14.71176400266148
44.0,13.0,3.4,8.0,26.0,11.2,0.0,0.51,14.0,27.0,0.07,0.06,2.0,19.0,0.105,0.07,0.1,0.26,2.4,2.7,4.8,4.8,21.0,23.0,0.6,3.1,2.6,1.3,1.0,4.4,15.464916097325666
6.8,11.8,11.8,11.6,8.0,22.0,0.0,0.5,14.0,33.0,0.105,0.04,2.0,30.0,0.07,0.06,0.1,0.08,0.6,2.1,4.7,3.6,4.0,12.0,1.0,3.3,3.2,2.8,0.19,2.9,28.321473448533585
11.6,11.8,7.0,24.8,26.0,8.8,0.0,0.51,14.0,34.0,0.07,0.03,2.0,13.0,0.07,0.06,0.1,0.2,2.3,3.5,4.7,4.0,16.0,17.0,3.1,4.1,3.4,0.7,0.34,3.6,25.978335638153084
45.2,4.6,4.6,4.4,4.4,41.2,0.0,0.51,14.0,32.0,0.14,0.03,2.0,11.0,0.175,0.01,0.1,0.23,0.5,0.8,1.6,4.2,21.0,6.0,0.2,2.0,3.4,1.5,0.42,1.1,16.183285686050215
52.4,11.8,13.0,24.8,11.6,10.0,0.0,0.5,14.0,30.0,0.14,0.08,2.0,21.0,0.105,0.04,0.1,0.13,1.4,1.6,4.0,1.8,9.0,22.0,0.6,0.6,1.2,0.8,0.31,1.3,21.907772075831808
44.0,8.2,11.8,26.0,18.8,28.0,0.0,0.5,14.0,32.0,0.07,0.03,2.0,16.0,0.105,0.02,0.1,0.41,2.3,1.5,4.3,4.4,21.0,2.0,4.5,0.5,1.0,4.0,0.56,4.1,16.557811207830355
39.2,5.8,8.2,22.4,3.2,44.8,0.0,0.51,14.0,14.0,0.105,0.1,2.0,15.0,0.105,0.01,0.1,0.27,0.4,0.4,2.0,1.4,21.0,16.0,2.5,3.7,0.7,1.1,0.27,1.0,22.21678402850754
6.8,8.2,8.2,16.4,4.4,29.2,0.0,0.5,14.0,14.0,0.105,0.04,2.0,29.0,0.175,0.09,0.1,0.47,0.3,0.7,2.1,1.9,8.0,0.0,0.2,2.8,1.7,0.6,0.14,1.8,25.223957989891097
16.4,4.6,11.8,3.2,11.6,47.2,0.0,0.51,14.0,32.0,0.105,0.07,2.0,22.0,0.14,0.08,0.1,0.18,0.7,2.8,4.8,2.7,7.0,27.0,3.7,1.7,4.8,5.0,0.57,2.6,37.945175137324625
42.8,9.4,7.0,12.8,10.4,50.8,0.0,0.5,14.0,21.0,0.105,0.04,2.0,13.0,0.175,0.08,0.1,0.26,1.1,0.8,2.3,4.9,14.0,30.0,1.4,3.1,3.1,3.1,0.28,1.6,18.531738780280442
14.0,3.4,2.2,11.6,4.4,38.8,0.0,0.5,14.0,31.0,0.175,0.08,2.0,10.0,0.175,0.01,0.1,0.3,0.2,1.2,2.4,1.3,20.0,9.0,2.4,4.7,1.6,0.7,0.16,1.2,23.253250176485324
42.8,4.6,7.0,23.6,17.6,47.2,0.0,0.51,14.0,32.0,0.07,0.07,2.0,30.0,0.14,0.09,0.1,0.41,1.7,3.2,3.1,4.2,29.0,13.0,2.4,4.8,0.3,2.8,0.65,3.0,15.251389369415085
27.2,9.4,7.0,8.0,21.2,5.2,0.0,0.51,14.0,35.0,0.07,0.03,2.0,31.0,0.175,0.01,0.1,0.33,2.4,1.9,4.4,4.3,30.0,5.0,3.8,0.4,0.8,4.2,0.3,2.4,21.804896966965142
39.2,5.8,7.0,4.4,4.4,41.2,0.0,0.5,14.0,31.0,0.175,0.02,2.0,22.0,0.07,0.07,0.1,0.19,0.4,3.9,1.8,3.3,2.0,2.0,3.9,1.1,1.0,2.7,0.27,1.1,23.40795759225015
45.2,3.4,10.6,3.2,10.4,20.8,0.0,0.51,14.0,29.0,0.175,0.03,2.0,10.0,0.175,0.05,0.1,0.36,1.2,3.2,2.9,4.0,29.0,8.0,1.2,0.6,1.2,1.2,0.53,1.1,16.1587870240284
45.2,2.2,1.0,5.6,17.6,30.4,0.0,0.51,14.0,9.0,0.105,0.07,2.0,27.0,0.07,0.04,0.1,0.35,1.5,0.5,4.5,1.5,22.0,8.0,1.4,3.6,0.2,3.8,0.49,1.3,24.593863920988248
14.0,11.8,5.8,10.4,10.4,26.8,0.0,0.51,14.0,24.0,0.105,0.09,2.0,26.0,0.14,0.1,0.1,0.49,1.2,2.7,4.1,3.8,3.0,4.0,4.9,0.6,3.3,3.0,0.59,2.0,12.8581150322125
34.4,3.4,11.8,24.8,6.8,32.8,0.0,0.51,14.0,21.0,0.175,0.1,2.0,15.0,0.175,0.02,0.1,0.17,0.9,1.0,2.3,4.0,5.0,25.0,1.5,1.9,3.2,3.8,0.19,1.1,16.937026240641973
38.0,10.6,2.2,9.2,16.4,32.8,0.0,0.51,14.0,21.0,0.175,0.03,2.0,24.0,0.14,0.07,0.1,0.47,1.0,1.0,4.0,4.5,4.0,21.0,1.8,1.1,1.3,2.9,0.58,1.8,11.841400551937978
20.0,1.0,5.8,15.2,5.6,23.2,0.0,0.51,14.0,27.0,0.105,0.02,2.0,16.0,0.14,0.04,0.1,0.31,0.4,1.8,2.3,4.1,0.0,22.0,2.3,2.4,4.5,4.5,0.1,1.5,48.92547978567734
4.4,7.0,7.0,12.8,8.0,10.0,0.0,0.5,14.0,30.0,0.105,0.05,2.0,12.0,0.035,0.02,0.1,0.3,0.6,2.6,3.0,5.0,26.0,28.0,4.9,3.5,3.6,1.5,0.52,2.5,32.358249105213154
44.0,11.8,2.2,16.4,3.2,43.6,0.0,0.51,14.0,31.0,0.14,0.09,2.0,29.0,0.175,0.06,0.1,0.43,0.4,0.3,1.7,2.8,3.0,29.0,3.3,2.8,3.8,2.2,0.11,1.0,28.311710591907275
27.2,3.4,4.6,4.4,9.2,17.2,0.0,0.51,14.0,31.0,0.035,0.03,2.0,26.0,0.175,0.08,0.1,0.5,0.8,1.5,2.9,2.8,17.0,30.0,3.0,2.7,1.3,2.1,0.65,2.1,20.226976550904077
