w1,l1_leg,l1_top,l1_center,l2,h1,l2_tap,ratio,Tx_turns,Tx_tap,Tx_height,Tx_preg,Rx_turns,Rx_tap,Rx_height,Rx_preg,g1,g2,Tx_space_x,Tx_space_y,Rx_space_x,Rx_space_y,core_N_w1,core_P_w1,Tx_layer_space_x,Tx_layer_space_y,Rx_layer_space_x,Rx_layer_space_y,Tx_width,Rx_width,P2_Tx_W
34.4,5.8,3.4,18.8,11.6,14.8,0.0,0.5,14.0,30.0,0.105,0.07,2.0,12.0,0.105,0.09,0.1,0.35,0.9,1.0,2.5,4.1,6.0,16.0,2.6,1.4,3.8,4.7,0.62,1.1,0.10066026242313
42.8,5.8,11.8,17.6,5.6,16.0,0.0,0.51,14.0,32.0,0.14,0.01,2.0,13.0,0.07,0.05,0.1,0.05,0.6,2.7,2.0,4.6,17.0,0.0,2.4,4.7,3.5,2.2,0.5,1.5,0.0916031436879407
24.8,4.6,8.2,18.8,18.8,4.0,0.0,0.51,14.0,21.0,0.175,0.07,2.0,25.0,0.175,0.07,0.1,0.42,1.7,2.0,3.8,4.9,16.0,15.0,4.0,4.7,4.7,3.7,0.59,3.2,0.158257457951511
36.8,13.0,4.6,14.0,18.8,5.2,0.0,0.5,14.0,20.0,0.14,0.1,2.0,21.0,0.105,0.02,0.1,0.34,1.2,1.3,4.0,3.3,17.0,14.0,4.8,1.8,2.7,3.3,0.42,1.8,0.0723127199143857
23.6,9.4,9.4,20.0,10.4,44.8,0.0,0.51,14.0,26.0,0.175,0.04,2.0,34.0,0.175,0.01,0.1,0.32,0.8,1.4,4.8,3.5,20.0,23.0,4.1,1.0,2.3,4.8,0.11,2.7,0.272084477202968
10.4,4.6,10.6,5.6,4.4,48.4,0.0,0.51,14.0,16.0,0.175,0.04,2.0,30.0,0.07,0.06,0.1,0.05,0.4,0.4,2.8,2.2,30.0,29.0,1.8,1.1,3.6,0.6,0.19,1.4,3.00654711573208
22.4,11.8,4.6,21.2,23.6,28.0,0.0,0.51,14.0,20.0,0.14,0.06,2.0,8.0,0.175,0.08,0.1,0.19,2.5,0.9,5.0,4.0,18.0,17.0,0.3,0.9,4.8,2.4,0.3,2.2,0.160116991974366
9.2,9.4,5.8,18.8,9.2,25.6,0.0,0.51,14.0,26.0,0.105,0.04,2.0,25.0,0.07,0.07,0.1,0.28,1.0,0.3,4.8,1.1,5.0,26.0,1.6,0.5,1.5,3.1,0.14,1.0,1.49173707014627
33.2,9.4,13.0,17.6,8.0,25.6,0.0,0.51,14.0,25.0,0.105,0.07,2.0,20.0,0.105,0.06,0.1,0.27,0.9,2.4,3.4,4.5,6.0,26.0,1.0,0.6,0.6,2.0,0.88,2.5,0.107190754707158
34.4,2.2,8.2,12.8,12.8,22.0,0.0,0.51,14.0,33.0,0.105,0.02,2.0,13.0,0.14,0.07,0.1,0.32,1.6,3.2,3.3,4.1,11.0,3.0,1.7,0.5,4.3,3.1,0.49,1.2,0.467704527886496
48.8,5.8,4.6,15.2,17.6,46.0,0.0,0.5,14.0,21.0,0.175,0.06,2.0,12.0,0.035,0.01,0.1,0.37,1.9,2.0,3.8,2.9,17.0,24.0,4.8,3.4,2.1,2.8,1.31,2.3,0.0875554785266916
45.2,9.4,3.4,12.8,12.8,28.0,0.0,0.51,14.0,22.0,0.105,0.08,2.0,24.0,0.07,0.03,0.1,0.37,0.6,2.8,3.9,3.0,27.0,20.0,2.4,4.2,4.4,1.0,0.59,1.1,0.105193574932472
22.4,7.0,13.0,23.6,24.8,6.4,0.0,0.51,14.0,33.0,0.14,0.05,2.0,21.0,0.105,0.04,0.1,0.16,2.1,3.4,5.0,5.0,19.0,8.0,1.2,2.5,1.6,4.3,0.25,4.2,0.228316553218343
46.4,3.4,2.2,21.2,17.6,26.8,0.0,0.5,14.0,14.0,0.105,0.03,2.0,30.0,0.175,0.1,0.1,0.5,0.9,1.0,4.5,3.4,19.0,4.0,2.1,0.4,0.6,3.6,0.15,1.7,0.344570487330487
22.4,8.2,5.8,14.0,17.6,18.4,0.0,0.5,14.0,23.0,0.175,0.1,2.0,30.0,0.105,0.03,0.1,0.18,1.3,0.4,4.6,3.4,27.0,18.0,4.8,4.2,0.6,0.5,0.33,1.4,0.172643087463361
34.4,3.4,2.2,9.2,20.0,53.2,0.0,0.5,14.0,20.0,0.105,0.04,2.0,28.0,0.07,0.06,0.1,0.5,2.2,2.1,4.3,5.0,25.0,28.0,0.3,1.8,0.2,2.4,1.08,2.7,0.443480636159625
48.8,10.6,2.2,23.6,8.0,30.4,0.0,0.51,14.0,14.0,0.14,0.07,2.0,28.0,0.175,0.07,0.1,0.28,0.7,0.7,4.9,4.0,0.0,16.0,1.6,4.3,2.8,1.4,0.34,1.3,0.037287773067609
52.4,3.4,8.2,16.4,24.8,30.4,0.0,0.51,14.0,28.0,0.14,0.09,2.0,20.0,0.07,0.03,0.1,0.32,2.2,1.5,4.5,4.8,6.0,3.0,1.3,1.8,4.2,1.0,1.32,3.3,0.0800046086857313
12.8,13.0,10.6,20.0,11.6,17.2,0.0,0.5,14.0,32.0,0.105,0.08,2.0,31.0,0.07,0.06,0.1,0.36,1.4,0.3,2.9,2.8,1.0,4.0,4.6,2.4,2.5,1.7,0.21,2.4,0.442064796962774
12.8,13.0,13.0,23.6,15.2,53.2,0.0,0.51,14.0,35.0,0.14,0.02,2.0,29.0,0.14,0.06,0.1,0.4,1.2,3.9,4.0,2.8,30.0,17.0,0.2,4.4,1.5,3.1,0.52,2.2,0.295392649973959
52.4,13.0,10.6,11.6,16.4,19.6,0.0,0.51,14.0,24.0,0.175,0.06,2.0,22.0,0.105,0.07,0.1,0.49,1.2,2.1,3.8,2.1,18.0,1.0,4.9,1.2,2.7,3.3,0.84,1.3,0.0948365621838177
42.8,3.4,7.0,15.2,3.2,34.0,0.0,0.51,14.0,8.0,0.14,0.03,2.0,12.0,0.035,0.01,0.1,0.06,0.4,0.5,1.6,2.9,19.0,10.0,3.3,2.9,4.8,4.6,0.22,1.2,0.216474329720078
35.6,5.8,13.0,4.4,5.6,20.8,0.0,0.5,14.0,34.0,0.14,0.08,2.0,18.0,0.105,0.09,0.1,0.38,0.7,2.7,2.0,2.0,6.0,26.0,2.3,2.0,3.1,3.2,0.47,1.2,0.646981011913689
15.2,8.2,2.2,8.0,5.6,17.2,0.0,0.5,14.0,19.0,0.07,0.03,2.0,16.0,0.175,0.01,0.1,0.37,0.4,0.4,2.8,2.1,14.0,5.0,4.3,4.8,1.0,3.4,0.1,1.9,2.89339528372003
8.0,2.2,2.2,10.4,26.0,16.0,0.0,0.5,14.0,17.0,0.175,0.1,2.0,15.0,0.105,0.02,0.1,0.17,3.1,1.9,4.3,4.3,4.0,17.0,4.5,3.8,5.0,3.4,1.76,3.7,3.02983761784006
45.2,9.4,2.2,5.6,23.6,31.6,0.0,0.5,14.0,27.0,0.175,0.08,2.0,9.0,0.105,0.02,0.1,0.17,2.5,2.7,4.9,3.6,28.0,21.0,4.2,3.5,0.8,5.0,1.12,2.6,0.355493242890113
45.2,9.4,2.2,9.2,24.8,10.0,0.0,0.51,14.0,34.0,0.105,0.08,2.0,9.0,0.105,0.03,0.1,0.41,1.9,3.7,4.6,4.2,16.0,13.0,1.8,2.2,4.3,4.3,0.38,3.3,0.193469572070514
48.8,11.8,3.4,9.2,17.6,7.6,0.0,0.5,14.0,18.0,0.07,0.04,2.0,27.0,0.175,0.08,0.1,0.35,2.1,2.2,4.3,2.9,18.0,16.0,1.1,2.5,4.9,4.5,0.57,2.1,0.170372213154464
41.6,9.4,5.8,21.2,15.2,34.0,0.0,0.5,14.0,29.0,0.14,0.09,2.0,30.0,0.105,0.06,0.1,0.18,1.0,2.8,4.5,3.1,9.0,0.0,4.9,0.9,5.0,1.0,0.24,2.4,0.0706017698390476
23.6,1.0,9.4,11.6,5.6,25.6,0.0,0.5,14.0,30.0,0.105,0.04,2.0,31.0,0.105,0.03,0.1,0.11,0.5,2.9,2.0,2.3,29.0,29.0,4.5,2.9,0.6,1.9,0.24,1.2,2.87416968665976
32.0,4.6,7.0,10.4,8.0,11.2,0.0,0.51,14.0,35.0,0.175,0.03,2.0,5.0,0.105,0.06,0.1,0.32,0.5,1.2,1.8,1.8,26.0,3.0,4.9,1.7,4.7,2.3,0.23,1.7,0.227729076855333
15.2,3.4,1.0,11.6,8.0,5.2,0.0,0.51,14.0,10.0,0.035,0.02,2.0,32.0,0.14,0.01,0.1,0.42,0.6,1.3,3.9,2.9,4.0,0.0,0.9,2.3,1.5,2.5,0.59,2.0,1.99987332398505
6.8,8.2,7.0,16.4,6.8,32.8,0.0,0.51,14.0,26.0,0.175,0.08,2.0,20.0,0.035,0.01,0.1,0.38,0.7,2.5,3.0,1.8,27.0,6.0,4.6,4.2,2.1,3.6,0.66,1.0,1.2129778774887
12.8,9.4,10.6,5.6,16.4,24.4,0.0,0.51,14.0,35.0,0.14,0.08,2.0,9.0,0.07,0.03,0.1,0.22,1.0,3.9,4.1,4.5,4.0,27.0,4.4,4.2,3.6,1.6,0.35,3.7,1.74869834884593
34.4,11.8,7.0,12.8,4.4,49.6,0.0,0.5,14.0,28.0,0.105,0.05,2.0,17.0,0.175,0.05,0.1,0.26,0.5,1.5,2.5,3.4,16.0,29.0,3.2,0.2,0.3,3.1,0.46,1.4,0.130459313933364
35.6,9.4,8.2,10.4,23.6,53.2,0.0,0.51,14.0,15.0,0.07,0.04,2.0,16.0,0.07,0.05,0.1,0.25,1.7,1.7,3.9,3.9,8.0,20.0,5.0,4.9,2.1,1.4,0.76,3.2,0.2458202542257
8.0,4.6,9.4,17.6,14.0,49.6,0.0,0.5,14.0,25.0,0.175,0.07,2.0,28.0,0.175,0.05,0.1,0.41,0.8,0.8,3.1,3.3,28.0,23.0,1.4,4.4,4.8,3.9,0.52,1.9,0.891990664864213
14.0,5.8,10.6,16.4,12.8,12.4,0.0,0.51,14.0,9.0,0.14,0.03,2.0,24.0,0.175,0.01,0.1,0.31,0.6,0.9,4.7,4.5,13.0,25.0,2.8,1.5,4.3,1.2,0.33,1.9,0.423303669556093
23.6,1.0,4.6,15.2,15.2,34.0,0.0,0.51,14.0,35.0,0.105,0.05,2.0,19.0,0.07,0.04,0.1,0.46,1.3,4.4,3.0,3.4,10.0,21.0,2.3,2.1,3.9,2.8,1.29,2.6,1.09385833667568
14.0,4.6,4.6,6.8,4.4,53.2,0.0,0.51,14.0,21.0,0.14,0.08,2.0,29.0,0.175,0.06,0.1,0.3,0.5,2.5,1.7,3.0,7.0,3.0,2.4,3.2,1.3,2.4,0.32,1.6,1.73062483002085
38.0,8.2,10.6,26.0,12.8,25.6,0.0,0.5,14.0,23.0,0.035,0.02,2.0,32.0,0.14,0.04,0.1,0.46,0.6,1.0,2.6,1.5,14.0,24.0,1.4,1.0,2.3,4.7,0.48,1.3,0.125967923348487
47.6,8.2,2.2,11.6,4.4,31.6,0.0,0.51,14.0,30.0,0.105,0.06,2.0,16.0,0.14,0.08,0.1,0.24,0.4,2.3,1.4,5.0,7.0,9.0,3.6,2.4,0.9,3.9,0.39,1.0,0.11562586736349
32.0,13.0,11.8,21.2,15.2,42.4,0.0,0.51,14.0,35.0,0.175,0.05,2.0,26.0,0.14,0.1,0.1,0.16,0.8,3.6,3.0,2.2,27.0,18.0,0.9,3.2,0.9,2.0,0.3,1.7,0.0678944858940799
18.8,10.6,9.4,16.4,3.2,41.2,0.0,0.51,14.0,14.0,0.07,0.03,2.0,8.0,0.105,0.05,0.1,0.38,0.4,0.4,1.3,3.7,15.0,21.0,1.2,0.1,0.9,0.2,0.3,1.0,0.352267342894338
35.6,3.4,9.4,17.6,4.4,22.0,0.0,0.5,14.0,24.0,0.14,0.05,2.0,21.0,0.175,0.06,0.1,0.29,0.3,2.9,2.0,3.7,25.0,20.0,3.6,4.2,4.4,4.0,0.26,1.6,0.249110074900887
32.0,10.6,10.6,5.6,20.0,47.2,0.0,0.51,14.0,26.0,0.035,0.02,2.0,22.0,0.14,0.01,0.1,0.23,2.5,3.3,4.9,2.8,12.0,0.0,3.8,2.3,3.3,0.4,0.93,2.7,0.813543497614725
36.8,2.2,7.0,21.2,6.8,24.4,0.0,0.5,14.0,17.0,0.105,0.06,2.0,19.0,0.105,0.09,0.1,0.32,0.7,2.0,3.0,4.6,16.0,26.0,4.2,2.0,1.5,4.6,0.15,2.1,0.754920354858887
34.4,8.2,7.0,21.2,24.8,4.0,0.0,0.5,14.0,29.0,0.14,0.05,2.0,23.0,0.175,0.03,0.1,0.3,2.6,1.9,4.4,4.1,23.0,15.0,3.5,2.2,1.7,0.8,0.84,3.9,0.0806410363967451
35.6,5.8,3.4,5.6,26.0,17.2,0.0,0.5,14.0,32.0,0.105,0.08,2.0,30.0,0.105,0.1,0.1,0.21,1.6,1.5,4.5,5.0,23.0,27.0,4.5,4.8,4.8,4.5,0.87,3.6,0.497874212395359
42.8,11.8,3.4,23.6,21.2,43.6,0.0,0.5,14.0,34.0,0.14,0.05,2.0,11.0,0.175,0.01,0.1,0.17,1.8,3.2,4.3,4.5,16.0,25.0,3.7,4.3,1.3,2.8,0.77,3.7,0.0494649227918022
52.4,11.8,10.6,12.8,3.2,47.2,0.0,0.51,14.0,15.0,0.105,0.07,2.0,33.0,0.07,0.06,0.1,0.23,0.4,0.7,2.1,3.3,14.0,24.0,0.1,3.6,1.7,4.6,0.28,1.0,0.0768275185704972
29.6,3.4,5.8,21.2,4.4,18.4,0.0,0.5,14.0,34.0,0.07,0.04,2.0,32.0,0.07,0.06,0.1,0.43,0.3,1.3,2.5,3.4,4.0,5.0,0.1,0.2,0.7,1.0,0.11,1.4,1.12480684419264
40.4,9.4,8.2,23.6,4.4,47.2,0.0,0.51,14.0,22.0,0.175,0.06,2.0,35.0,0.175,0.09,0.1,0.48,0.3,0.8,2.4,2.5,18.0,17.0,0.4,3.7,4.5,0.7,0.29,1.0,0.0495720966646444
27.2,2.2,7.0,26.0,24.8,6.4,0.0,0.51,14.0,6.0,0.105,0.06,2.0,10.0,0.175,0.01,0.1,0.45,2.7,0.2,4.8,4.3,5.0,18.0,4.9,4.3,0.6,0.7,0.1,4.0,1.61091717567311
14.0,13.0,2.2,12.8,6.8,49.6,0.0,0.51,14.0,26.0,0.07,0.03,2.0,28.0,0.14,0.02,0.1,0.3,0.6,1.0,4.1,3.9,3.0,29.0,2.9,3.7,2.2,1.9,0.21,1.3,1.09670533793243
18.8,3.4,9.4,18.8,11.6,43.6,0.0,0.51,14.0,25.0,0.105,0.01,2.0,7.0,0.07,0.06,0.1,0.5,1.2,1.6,2.9,2.6,23.0,27.0,1.7,2.4,0.2,1.4,0.8,1.3,0.463297534171731
42.8,1.0,2.2,18.8,11.6,37.6,0.0,0.5,14.0,35.0,0.175,0.03,2.0,7.0,0.07,0.05,0.1,0.34,1.5,1.2,3.2,2.5,20.0,23.0,3.9,3.8,1.1,1.6,0.26,1.3,0.727120499580428
15.2,13.0,10.6,15.2,20.0,13.6,0.0,0.5,14.0,35.0,0.035,0.03,2.0,20.0,0.07,0.06,0.1,0.4,1.9,1.5,5.0,5.0,13.0,20.0,1.9,1.7,1.8,2.8,0.8,1.5,0.468413509304603
22.4,5.8,8.2,12.8,14.0,41.2,0.0,0.51,14.0,25.0,0.175,0.06,2.0,11.0,0.175,0.04,0.1,0.3,1.1,1.1,5.0,4.6,9.0,0.0,1.9,4.8,4.6,1.6,0.27,2.0,0.264403273187465
42.8,2.2,11.8,6.8,17.6,18.4,0.0,0.5,14.0,19.0,0.14,0.08,2.0,31.0,0.07,0.07,0.1,0.33,1.6,1.6,4.4,3.5,23.0,30.0,4.0,3.6,1.6,2.0,1.49,1.7,0.509091273623745
18.8,7.0,1.0,5.6,14.0,23.2,0.0,0.5,14.0,28.0,0.175,0.1,2.0,33.0,0.105,0.03,0.1,0.23,0.8,3.6,3.3,4.9,30.0,23.0,0.9,4.1,3.8,0.2,0.46,1.9,1.0437825798221
30.8,9.4,13.0,20.0,21.2,13.6,0.0,0.5,14.0,27.0,0.14,0.02,2.0,20.0,0.07,0.07,0.1,0.13,1.9,1.3,4.7,4.8,14.0,0.0,2.1,3.2,1.8,3.4,0.43,2.9,0.0865849085886742
32.0,7.0,8.2,5.6,10.4,25.6,0.0,0.5,14.0,11.0,0.07,0.07,2.0,12.0,0.14,0.01,0.1,0.2,1.1,1.2,4.0,2.2,4.0,8.0,3.7,4.3,1.6,4.0,0.84,2.1,0.568532809455761
47.6,7.0,8.2,24.8,20.0,41.2,0.0,0.51,14.0,30.0,0.105,0.06,2.0,33.0,0.175,0.03,0.1,0.4,2.0,2.4,4.6,4.7,21.0,23.0,3.9,2.9,4.7,0.9,1.63,2.4,0.045504699515438
8.0,8.2,4.6,26.0,6.8,43.6,0.0,0.5,14.0,30.0,0.07,0.03,2.0,8.0,0.14,0.01,0.1,0.43,0.6,0.8,4.5,1.7,2.0,23.0,0.8,4.0,1.3,2.5,0.4,1.5,1.16635930359447
45.2,4.6,9.4,9.2,22.4,36.4,0.0,0.51,14.0,26.0,0.105,0.02,2.0,12.0,0.14,0.05,0.1,0.33,2.6,2.2,3.7,4.8,24.0,17.0,3.2,1.3,2.0,0.2,0.74,3.6,0.232257687361844
48.8,5.8,5.8,21.2,20.0,36.4,0.0,0.5,14.0,21.0,0.14,0.02,2.0,27.0,0.105,0.07,0.1,0.34,2.2,2.5,3.2,3.2,6.0,17.0,2.8,4.0,3.4,2.7,1.36,3.1,0.065522742626404
12.8,4.6,2.2,10.4,15.2,12.4,0.0,0.51,14.0,26.0,0.175,0.03,2.0,12.0,0.14,0.1,0.1,0.24,1.2,2.0,3.5,4.9,5.0,13.0,1.7,1.1,3.0,1.4,0.1,3.4,2.78035921354318
39.2,5.8,8.2,12.8,16.4,36.4,0.0,0.5,14.0,28.0,0.105,0.06,2.0,21.0,0.07,0.07,0.1,0.49,1.4,3.4,4.7,3.7,10.0,21.0,3.1,2.9,1.6,4.0,1.2,1.1,0.177912637792698
18.8,2.2,2.2,4.4,9.2,13.6,0.0,0.5,14.0,15.0,0.105,0.08,2.0,21.0,0.035,0.03,0.1,0.05,0.9,0.5,2.4,4.5,21.0,9.0,1.6,0.8,4.3,1.6,0.38,1.5,2.1394290251
35.6,10.6,3.4,23.6,16.4,53.2,0.0,0.51,14.0,35.0,0.035,0.02,2.0,11.0,0.175,0.1,0.1,0.48,0.9,4.0,4.6,3.6,30.0,27.0,0.3,0.3,2.4,3.3,0.25,1.5,0.404488299843856
10.4,9.4,10.6,6.8,10.4,50.8,0.0,0.51,14.0,29.0,0.175,0.09,2.0,26.0,0.14,0.02,0.1,0.36,0.7,0.4,4.0,2.4,25.0,9.0,0.8,2.0,1.3,1.4,0.28,1.2,1.40962990402476
8.0,9.4,1.0,9.2,8.0,11.2,0.0,0.5,14.0,25.0,0.14,0.02,2.0,26.0,0.175,0.09,0.1,0.5,1.0,3.0,3.7,4.6,13.0,29.0,2.1,2.2,0.6,0.5,0.59,2.0,2.30003994707453
42.8,8.2,3.4,26.0,16.4,10.0,0.0,0.5,14.0,21.0,0.14,0.03,2.0,28.0,0.105,0.06,0.1,0.22,1.8,1.9,3.9,3.7,6.0,9.0,2.6,0.9,4.3,2.7,1.18,2.0,0.0513669056701448
45.2,5.8,9.4,26.0,26.0,36.4,0.0,0.51,14.0,21.0,0.105,0.08,2.0,10.0,0.105,0.06,0.1,0.2,1.9,2.0,4.4,4.8,28.0,6.0,1.9,0.3,1.2,2.3,0.3,3.8,0.101474039495072
23.6,3.4,9.4,26.0,14.0,6.4,0.0,0.5,14.0,33.0,0.175,0.03,2.0,18.0,0.105,0.09,0.1,0.28,0.6,3.6,4.9,4.4,5.0,23.0,1.0,2.5,4.0,2.2,0.18,1.9,0.439187527364635
35.6,8.2,13.0,20.0,21.2,36.4,0.0,0.51,14.0,23.0,0.14,0.02,2.0,20.0,0.105,0.06,0.1,0.22,2.7,1.2,3.9,4.7,2.0,27.0,2.6,2.6,0.8,1.7,0.66,3.4,0.0868417067403692
15.2,2.2,13.0,20.0,9.2,14.8,0.0,0.5,14.0,13.0,0.105,0.04,2.0,33.0,0.105,0.1,0.1,0.21,1.0,0.6,3.9,4.4,5.0,1.0,1.4,3.6,2.5,2.2,0.46,3.1,0.954143687602703
21.2,9.4,2.2,14.0,18.8,31.6,0.0,0.5,14.0,20.0,0.07,0.05,2.0,35.0,0.14,0.06,0.1,0.32,2.3,2.0,4.8,3.6,22.0,8.0,1.1,1.9,1.7,4.2,1.22,1.0,0.374933596142166
36.8,3.4,9.4,9.2,4.4,14.8,0.0,0.5,14.0,15.0,0.175,0.07,2.0,19.0,0.105,0.06,0.1,0.15,0.5,1.4,3.1,3.8,19.0,24.0,3.9,4.9,4.1,1.2,0.44,1.0,0.267466748088093
47.6,10.6,3.4,17.6,15.2,35.2,0.0,0.5,14.0,35.0,0.105,0.03,2.0,10.0,0.07,0.03,0.1,0.39,1.5,1.7,4.6,4.0,4.0,20.0,2.7,1.8,0.6,1.6,0.58,3.0,0.0613393306611258
23.6,1.0,4.6,8.0,9.2,5.2,0.0,0.5,14.0,29.0,0.14,0.03,2.0,27.0,0.175,0.1,0.1,0.43,0.6,1.3,5.0,2.0,26.0,9.0,4.4,0.7,1.7,4.5,0.5,1.3,1.31044518977016
18.8,3.4,9.4,11.6,11.6,22.0,0.0,0.51,14.0,34.0,0.105,0.04,2.0,9.0,0.105,0.03,0.1,0.12,1.3,3.8,4.5,4.9,18.0,25.0,2.8,3.6,0.9,2.6,0.96,3.7,0.673933014148062
40.4,5.8,10.6,21.2,20.0,40.0,0.0,0.51,14.0,32.0,0.105,0.05,2.0,11.0,0.07,0.03,0.1,0.3,2.5,2.9,4.9,3.3,8.0,15.0,4.2,2.7,4.0,1.0,0.27,2.1,0.172142942118713
6.8,5.8,4.6,18.8,12.8,14.8,0.0,0.5,14.0,19.0,0.14,0.04,2.0,26.0,0.175,0.05,0.1,0.32,0.7,0.5,4.5,3.6,25.0,6.0,3.0,1.1,3.1,1.8,0.28,2.0,1.53980516171261
32.0,11.8,7.0,23.6,9.2,41.2,0.0,0.51,14.0,15.0,0.175,0.1,2.0,14.0,0.175,0.1,0.1,0.25,0.8,0.4,3.5,4.6,22.0,15.0,1.7,0.6,2.0,1.2,0.27,2.4,0.0548253185676129
50.0,13.0,2.2,4.4,6.8,41.2,0.0,0.51,14.0,31.0,0.07,0.04,2.0,4.0,0.07,0.01,0.1,0.43,0.7,1.5,1.4,1.6,26.0,13.0,0.6,2.7,4.3,3.8,0.22,1.1,0.665148584799468
34.4,8.2,4.6,18.8,16.4,49.6,0.0,0.51,14.0,31.0,0.035,0.01,2.0,15.0,0.14,0.05,0.1,0.27,1.6,3.2,4.0,4.3,19.0,6.0,3.1,3.5,4.2,2.2,0.41,2.8,0.362674170985385
50.0,10.6,7.0,10.4,4.4,4.0,0.0,0.51,14.0,25.0,0.175,0.01,2.0,14.0,0.07,0.03,0.1,0.3,0.2,1.8,2.1,3.8,26.0,6.0,3.5,2.5,4.3,1.3,0.19,1.3,0.100055412930811
22.4,7.0,4.6,15.2,21.2,42.4,0.0,0.51,14.0,12.0,0.105,0.03,2.0,20.0,0.14,0.06,0.1,0.24,1.5,1.1,4.6,4.1,11.0,16.0,4.6,5.0,3.3,0.5,0.74,3.2,0.252714693587999
34.4,2.2,8.2,3.2,18.8,28.0,0.0,0.51,14.0,25.0,0.07,0.07,2.0,25.0,0.105,0.02,0.1,0.15,2.2,2.8,4.8,4.6,6.0,26.0,1.9,0.6,2.0,3.0,1.49,3.5,1.67787291472101
14.0,10.6,3.4,8.0,4.4,10.0,0.0,0.51,14.0,12.0,0.14,0.06,2.0,6.0,0.175,0.06,0.1,0.27,0.5,0.8,2.7,1.9,2.0,28.0,0.3,4.5,1.3,3.8,0.38,1.0,0.718304058160605
29.6,4.6,13.0,10.4,8.0,12.4,0.0,0.5,14.0,26.0,0.14,0.04,2.0,21.0,0.105,0.08,0.1,0.2,1.0,1.4,5.0,4.3,4.0,27.0,1.3,0.2,3.4,4.4,0.39,2.4,0.253757771724708
42.8,11.8,5.8,20.0,17.6,44.8,0.0,0.5,14.0,13.0,0.175,0.05,2.0,35.0,0.14,0.02,0.1,0.38,1.2,1.6,4.8,4.7,2.0,14.0,3.1,3.3,3.0,3.4,0.52,1.4,0.0459670281398759
9.2,4.6,5.8,12.8,12.8,35.2,0.0,0.5,14.0,35.0,0.105,0.02,2.0,14.0,0.105,0.06,0.1,0.45,0.8,0.7,3.1,2.4,10.0,11.0,2.8,1.8,4.4,1.4,0.43,1.2,1.50631470485215
15.2,7.0,8.2,22.4,17.6,42.4,0.0,0.5,14.0,23.0,0.175,0.08,2.0,24.0,0.14,0.08,0.1,0.18,1.5,2.1,3.1,4.8,20.0,3.0,0.7,2.1,2.7,1.7,0.29,2.5,0.331699587241663
24.8,13.0,10.6,14.0,12.8,17.2,0.0,0.5,14.0,15.0,0.105,0.01,2.0,20.0,0.175,0.08,0.1,0.48,1.4,1.4,3.0,2.6,11.0,17.0,0.6,1.9,0.1,4.8,1.12,2.2,0.238348405371731
26.0,9.4,2.2,5.6,8.0,36.4,0.0,0.5,14.0,24.0,0.105,0.07,2.0,14.0,0.14,0.1,0.1,0.39,0.5,1.1,4.1,3.4,20.0,16.0,2.8,4.3,2.5,0.1,0.26,3.3,0.723197076571642
34.4,9.4,10.6,8.0,4.4,29.2,0.0,0.51,14.0,15.0,0.105,0.1,2.0,20.0,0.07,0.05,0.1,0.22,0.5,1.8,1.5,3.3,21.0,1.0,2.3,2.8,4.0,4.6,0.12,1.2,0.530252316919589
17.6,7.0,2.2,23.6,3.2,32.8,0.0,0.51,14.0,35.0,0.035,0.01,2.0,35.0,0.105,0.04,0.1,0.45,0.3,0.3,1.6,4.1,10.0,27.0,3.5,4.6,3.4,0.2,0.17,1.1,1.49554243868762
15.2,10.6,4.6,6.8,8.0,48.4,0.0,0.5,14.0,13.0,0.105,0.09,2.0,21.0,0.07,0.04,0.1,0.38,0.6,1.7,3.7,4.7,13.0,8.0,1.1,0.9,2.6,4.3,0.47,2.6,0.962467999385552
44.0,4.6,4.6,5.6,3.2,23.2,0.0,0.51,14.0,12.0,0.175,0.07,2.0,11.0,0.105,0.03,0.1,0.13,0.3,1.4,1.5,2.4,19.0,20.0,3.2,4.2,3.6,3.7,0.28,1.0,0.351466686996953
50.0,11.8,11.8,23.6,9.2,49.6,0.0,0.5,14.0,31.0,0.14,0.1,2.0,30.0,0.07,0.02,0.1,0.5,0.9,1.6,4.0,4.3,26.0,22.0,0.3,1.8,0.7,5.0,0.79,3.4,0.0276738310502651
26.0,4.6,7.0,26.0,15.2,41.2,0.0,0.5,14.0,35.0,0.07,0.04,2.0,10.0,0.105,0.05,0.1,0.49,0.8,4.1,4.0,4.3,27.0,26.0,4.2,4.2,4.5,1.9,0.61,2.2,0.27605230216586
41.6,2.2,10.6,18.8,11.6,40.0,0.0,0.51,14.0,25.0,0.14,0.06,2.0,14.0,0.175,0.1,0.1,0.41,0.8,0.5,3.8,3.4,2.0,5.0,3.5,2.7,3.4,1.8,0.16,3.1,0.39353952022596
18.8,4.6,5.8,8.0,6.8,7.6,0.0,0.51,14.0,32.0,0.175,0.02,2.0,31.0,0.105,0.07,0.1,0.34,0.5,4.1,1.8,4.0,2.0,7.0,2.8,1.6,0.6,2.5,0.14,1.6,1.34864947252599
20.0,11.8,9.4,24.8,24.8,34.0,0.0,0.51,14.0,34.0,0.14,0.03,2.0,28.0,0.14,0.04,0.1,0.36,3.3,2.3,4.8,4.2,14.0,23.0,2.5,3.7,1.9,0.7,0.44,3.4,0.150662437471455
