w1,l1_leg,l1_top,l1_center,l2,h1,l2_tap,ratio,Tx_turns,Tx_tap,Tx_height,Tx_preg,Rx_turns,Rx_tap,Rx_height,Rx_preg,g1,g2,Tx_space_x,Tx_space_y,Rx_space_x,Rx_space_y,core_N_w1,core_P_w1,Tx_layer_space_x,Tx_layer_space_y,Rx_layer_space_x,Rx_layer_space_y,Tx_width,Rx_width,Lmt_uH
9.2,7.0,11.8,8.0,5.6,32.8,0.0,0.5,14.0,25.0,0.175,0.09,2.0,29.0,0.105,0.08,0.1,0.19,0.7,2.7,1.9,2.5,3.0,14.0,0.2,3.8,5.0,0.6,0.41,1.2,127.124328315398
28.4,4.6,3.4,24.8,5.6,36.4,0.0,0.51,14.0,15.0,0.14,0.08,2.0,15.0,0.175,0.04,0.1,0.37,0.6,2.0,3.7,3.0,16.0,16.0,2.6,0.3,4.4,3.8,0.34,1.5,527.014754385699
16.4,11.8,5.8,5.6,10.4,40.0,0.0,0.5,14.0,27.0,0.105,0.02,2.0,15.0,0.105,0.09,0.1,0.45,0.8,2.6,4.1,2.1,22.0,23.0,2.9,2.1,4.0,2.0,0.14,1.4,187.324791817341
9.2,1.0,9.4,22.4,10.4,22.0,0.0,0.5,14.0,29.0,0.105,0.05,2.0,8.0,0.175,0.02,0.1,0.28,0.8,1.6,3.5,3.9,27.0,24.0,1.0,1.3,2.5,4.9,0.24,2.2,80.3279394831887
10.4,10.6,9.4,6.8,24.8,23.2,0.0,0.5,14.0,22.0,0.07,0.05,2.0,25.0,0.14,0.05,0.1,0.36,3.3,1.6,4.9,4.8,13.0,16.0,3.1,2.1,3.0,3.9,0.27,3.3,139.484699696978
10.4,3.4,9.4,8.0,6.8,44.8,0.0,0.5,14.0,26.0,0.07,0.01,2.0,16.0,0.175,0.02,0.1,0.48,0.8,2.0,4.7,4.7,2.0,20.0,4.2,4.2,0.8,0.3,0.49,1.3,105.014445021244
42.8,8.2,2.2,9.2,6.8,28.0,0.0,0.51,14.0,35.0,0.105,0.03,2.0,26.0,0.07,0.02,0.1,0.39,0.7,1.5,1.6,4.1,21.0,19.0,2.7,4.5,2.1,3.1,0.5,1.1,644.115372600726
14.0,11.8,7.0,20.0,16.4,52.0,0.0,0.5,14.0,32.0,0.175,0.06,2.0,20.0,0.14,0.06,0.1,0.27,1.5,4.1,3.8,2.3,18.0,24.0,2.7,4.9,4.3,1.5,1.17,1.7,356.563709532124
14.0,11.8,7.0,20.0,16.4,52.0,0.0,0.5,14.0,32.0,0.175,0.06,2.0,20.0,0.14,0.06,0.1,0.27,1.5,4.1,3.8,2.3,18.0,24.0,2.7,4.9,4.3,1.5,1.17,1.7,356.563709532124
14.0,11.8,7.0,20.0,16.4,52.0,0.0,0.5,14.0,32.0,0.175,0.06,2.0,20.0,0.14,0.06,0.1,0.27,1.5,4.1,3.8,2.3,18.0,24.0,2.7,4.9,4.3,1.5,1.17,1.7,356.563709532124
14.0,7.0,7.0,12.8,10.4,49.6,0.0,0.5,14.0,22.0,0.07,0.07,2.0,9.0,0.175,0.07,0.1,0.34,1.2,2.3,4.4,1.7,21.0,18.0,3.5,1.8,2.7,4.7,0.37,1.3,234.047923698242
9.2,7.0,10.6,18.8,15.2,6.4,0.0,0.51,14.0,8.0,0.175,0.1,2.0,24.0,0.07,0.06,0.1,0.37,1.4,1.0,3.6,4.1,19.0,17.0,3.4,4.9,2.9,2.9,0.41,3.5,224.328809262606
22.4,3.4,4.6,8.0,4.4,20.8,0.0,0.5,14.0,21.0,0.105,0.09,2.0,11.0,0.105,0.09,0.1,0.2,0.5,1.0,2.2,3.5,5.0,25.0,3.1,1.5,2.4,3.3,0.12,1.8,233.217160074789
45.2,2.2,2.2,15.2,8.0,4.0,0.0,0.51,14.0,20.0,0.07,0.05,2.0,21.0,0.07,0.04,0.1,0.37,0.5,1.4,1.6,2.6,20.0,1.0,1.8,5.0,1.2,2.7,0.29,1.2,498.068614438655
16.4,4.6,5.8,14.0,12.8,29.2,0.0,0.51,14.0,24.0,0.07,0.04,2.0,10.0,0.035,0.02,0.1,0.09,0.7,1.6,3.2,3.0,11.0,11.0,4.0,0.4,4.0,4.6,0.45,2.3,251.421757783968
9.2,5.8,10.6,11.6,15.2,22.0,0.0,0.51,14.0,8.0,0.105,0.1,2.0,29.0,0.105,0.01,0.1,0.35,1.7,0.8,3.7,3.3,27.0,11.0,1.2,4.6,0.9,1.9,0.58,2.8,151.75190933631
9.2,5.8,10.6,11.6,15.2,22.0,0.0,0.51,14.0,8.0,0.105,0.1,2.0,29.0,0.105,0.01,0.1,0.35,1.7,0.8,3.7,3.3,27.0,11.0,1.2,4.6,0.9,1.9,0.58,2.8,151.75190933631
9.2,5.8,10.6,11.6,15.2,22.0,0.0,0.51,14.0,8.0,0.105,0.1,2.0,29.0,0.105,0.01,0.1,0.35,1.7,0.8,3.7,3.3,27.0,11.0,1.2,4.6,0.9,1.9,0.58,2.8,151.75190933631
21.2,8.2,4.6,11.6,11.6,16.0,0.0,0.51,14.0,35.0,0.175,0.07,2.0,23.0,0.105,0.1,0.1,0.31,1.3,0.6,2.9,4.0,22.0,23.0,0.6,3.7,3.1,1.8,0.18,1.4,382.257528889484
44.0,13.0,2.2,10.4,4.4,42.4,0.0,0.5,14.0,17.0,0.105,0.02,2.0,18.0,0.07,0.04,0.1,0.06,0.3,1.1,1.4,4.0,0.0,6.0,4.2,3.8,4.3,4.4,0.15,1.0,781.482296077666
45.2,13.0,2.2,17.6,3.2,48.4,0.0,0.5,14.0,29.0,0.175,0.03,2.0,15.0,0.105,0.05,0.1,0.45,0.3,3.0,1.7,4.3,15.0,24.0,2.6,1.7,2.9,0.1,0.28,1.3,1101.31866991106
11.6,7.0,9.4,2.0,4.4,7.6,0.0,0.5,14.0,6.0,0.175,0.04,2.0,28.0,0.07,0.04,0.1,0.49,0.4,0.7,2.2,3.0,22.0,22.0,2.5,4.4,2.0,3.4,0.34,1.9,60.0519343909872
10.4,13.0,9.4,16.4,10.4,19.6,0.0,0.51,14.0,33.0,0.175,0.05,2.0,5.0,0.175,0.1,0.1,0.36,0.9,0.3,2.1,2.1,6.0,25.0,4.9,2.3,1.3,1.8,0.24,1.9,278.889183225138
10.4,13.0,9.4,16.4,10.4,19.6,0.0,0.51,14.0,33.0,0.175,0.05,2.0,5.0,0.175,0.1,0.1,0.36,0.9,0.3,2.1,2.1,6.0,25.0,4.9,2.3,1.3,1.8,0.24,1.9,278.889183225138
10.4,13.0,9.4,16.4,10.4,19.6,0.0,0.51,14.0,33.0,0.175,0.05,2.0,5.0,0.175,0.1,0.1,0.36,0.9,0.3,2.1,2.1,6.0,25.0,4.9,2.3,1.3,1.8,0.24,1.9,278.889183225138
14.0,9.4,7.0,24.8,8.0,16.0,0.0,0.5,14.0,16.0,0.14,0.05,2.0,15.0,0.035,0.01,0.1,0.44,0.6,2.0,4.3,3.4,27.0,4.0,2.3,0.7,0.8,1.9,0.19,1.7,406.134830101034
14.0,7.0,7.0,22.4,10.4,29.2,0.0,0.51,14.0,24.0,0.14,0.1,2.0,32.0,0.035,0.03,0.1,0.3,0.9,2.9,3.4,3.8,26.0,1.0,4.4,2.3,5.0,2.7,0.43,2.8,330.219691365586
14.0,7.0,7.0,22.4,10.4,29.2,0.0,0.51,14.0,24.0,0.14,0.1,2.0,32.0,0.035,0.03,0.1,0.3,0.9,2.9,3.4,3.8,26.0,1.0,4.4,2.3,5.0,2.7,0.43,2.8,330.219691365586
14.0,7.0,7.0,22.4,10.4,29.2,0.0,0.51,14.0,24.0,0.14,0.1,2.0,32.0,0.035,0.03,0.1,0.3,0.9,2.9,3.4,3.8,26.0,1.0,4.4,2.3,5.0,2.7,0.43,2.8,330.219691365586
8.0,3.4,11.8,17.6,22.4,14.8,0.0,0.5,14.0,27.0,0.07,0.05,2.0,22.0,0.175,0.03,0.1,0.24,1.1,2.9,4.5,4.7,5.0,17.0,1.1,3.3,0.6,5.0,0.6,4.4,132.295135360172
21.2,5.8,4.6,4.4,21.2,40.0,0.0,0.5,14.0,8.0,0.175,0.09,2.0,16.0,0.105,0.07,0.1,0.23,1.8,0.6,4.7,2.9,4.0,23.0,1.2,3.6,2.0,5.0,0.38,2.4,176.09049855026
16.4,10.6,5.8,20.0,10.4,43.6,0.0,0.51,14.0,27.0,0.14,0.06,2.0,14.0,0.14,0.04,0.1,0.18,1.3,1.0,4.5,3.7,27.0,10.0,2.8,1.9,3.0,4.0,0.73,1.1,407.71490302132
21.2,3.4,4.6,21.2,26.0,24.4,0.0,0.5,14.0,32.0,0.175,0.05,2.0,22.0,0.07,0.05,0.1,0.13,1.6,3.6,4.9,4.7,6.0,5.0,3.6,0.7,3.7,2.4,0.19,4.4,308.819243036894
8.0,1.0,11.8,5.6,16.4,7.6,0.0,0.51,14.0,26.0,0.105,0.09,2.0,19.0,0.105,0.09,0.1,0.37,1.4,1.4,2.8,4.2,27.0,18.0,0.7,4.9,1.9,1.0,0.27,2.7,52.5795627833969
17.6,9.4,5.8,16.4,9.2,7.6,0.0,0.51,14.0,23.0,0.175,0.08,2.0,27.0,0.14,0.05,0.1,0.4,0.5,0.9,3.2,2.1,17.0,23.0,3.3,4.1,2.9,1.3,0.18,1.3,433.845395123065
46.4,11.8,2.2,21.2,5.6,18.4,0.0,0.5,14.0,28.0,0.105,0.07,2.0,19.0,0.175,0.09,0.1,0.29,0.3,1.5,3.3,3.3,13.0,15.0,0.5,4.7,1.4,2.9,0.14,1.6,1254.1330787118502
9.2,10.6,10.6,5.6,18.8,28.0,0.0,0.5,14.0,9.0,0.07,0.01,2.0,22.0,0.175,0.07,0.1,0.23,1.3,1.0,4.2,4.4,3.0,11.0,0.3,2.1,1.1,1.7,0.89,3.3,109.015244782198
29.6,9.4,3.4,10.4,6.8,48.4,0.0,0.5,14.0,25.0,0.14,0.06,2.0,25.0,0.105,0.09,0.1,0.18,0.5,2.3,3.8,3.6,18.0,22.0,3.7,3.4,2.2,1.1,0.14,1.9,474.03310678239
12.8,3.4,8.2,9.2,5.6,53.2,0.0,0.5,14.0,15.0,0.175,0.05,2.0,7.0,0.035,0.03,0.1,0.42,0.3,2.0,3.3,3.8,14.0,11.0,1.4,0.5,3.8,4.4,0.28,1.8,133.410103534966
14.0,10.6,7.0,22.4,8.0,49.6,0.0,0.5,14.0,19.0,0.14,0.04,2.0,32.0,0.035,0.02,0.1,0.09,0.9,1.9,5.0,1.9,28.0,8.0,2.1,1.3,2.4,2.2,0.27,1.0,370.779160453608
9.2,9.4,10.6,8.0,11.6,49.6,0.0,0.51,14.0,24.0,0.07,0.06,2.0,33.0,0.105,0.1,0.1,0.21,1.3,1.2,4.4,2.7,6.0,19.0,0.6,1.6,1.3,2.7,0.11,1.5,127.726792845319
29.6,4.6,3.4,5.6,22.4,47.2,0.0,0.51,14.0,32.0,0.105,0.02,2.0,19.0,0.14,0.03,0.1,0.32,3.0,3.7,4.8,3.9,23.0,6.0,1.4,2.8,2.8,2.9,0.15,2.7,247.149489156002
16.4,7.0,5.8,6.8,26.0,50.8,0.0,0.5,14.0,30.0,0.035,0.03,2.0,10.0,0.105,0.08,0.1,0.17,1.4,2.3,5.0,5.0,10.0,15.0,2.2,4.6,2.3,3.6,0.86,4.4,187.095623411962
12.8,8.2,8.2,21.2,5.6,26.8,0.0,0.5,14.0,35.0,0.14,0.03,2.0,11.0,0.175,0.1,0.1,0.33,0.7,2.6,2.9,2.1,25.0,19.0,1.1,4.9,0.8,1.0,0.25,1.6,316.358097265692
12.8,10.6,8.2,22.4,3.2,10.0,0.0,0.51,14.0,33.0,0.105,0.04,2.0,9.0,0.105,0.06,0.1,0.48,0.2,0.7,1.7,4.7,13.0,27.0,3.0,2.7,1.0,3.0,0.15,1.3,391.198531838866
22.4,10.6,4.6,11.6,9.2,31.6,0.0,0.51,14.0,28.0,0.14,0.03,2.0,32.0,0.105,0.09,0.1,0.21,1.0,1.3,4.0,3.9,4.0,14.0,0.1,1.5,3.1,2.1,0.64,2.2,425.134160037875
14.0,9.4,7.0,24.8,12.8,40.0,0.0,0.5,14.0,12.0,0.105,0.1,2.0,34.0,0.105,0.09,0.1,0.48,0.6,0.4,4.0,5.0,15.0,27.0,2.6,0.8,1.7,0.8,0.29,1.5,385.372609068264
29.6,8.2,3.4,9.2,3.2,10.0,0.0,0.51,14.0,34.0,0.105,0.1,2.0,30.0,0.14,0.06,0.1,0.19,0.4,3.8,1.5,2.6,30.0,10.0,3.9,4.2,0.3,0.9,0.26,1.1,494.33998516152
45.2,11.8,2.2,4.4,15.2,48.4,0.0,0.51,14.0,19.0,0.175,0.1,2.0,12.0,0.035,0.01,0.1,0.5,1.2,0.6,4.6,3.4,5.0,11.0,1.8,0.7,1.6,2.4,0.15,1.0,394.361740893936
15.2,11.8,7.0,17.6,9.2,47.2,0.0,0.5,14.0,33.0,0.175,0.01,2.0,10.0,0.105,0.05,0.1,0.42,0.7,2.0,2.0,3.6,0.0,10.0,2.9,3.8,2.0,2.6,0.44,1.4,383.060744255539
29.6,8.2,3.4,15.2,8.0,46.0,0.0,0.5,14.0,14.0,0.14,0.07,2.0,27.0,0.105,0.08,0.1,0.27,0.6,1.3,2.4,2.1,25.0,21.0,2.6,3.9,4.2,1.2,0.53,1.6,578.840785056768
21.2,3.4,4.6,16.4,20.0,31.6,0.0,0.51,14.0,34.0,0.14,0.07,2.0,33.0,0.07,0.06,0.1,0.41,1.0,4.3,4.2,4.0,2.0,3.0,1.0,3.8,3.7,2.3,0.45,2.0,292.92750190915
29.6,8.2,3.4,10.4,11.6,32.8,0.0,0.51,14.0,23.0,0.14,0.03,2.0,33.0,0.175,0.02,0.1,0.23,0.9,1.5,3.2,4.1,21.0,7.0,3.0,2.2,3.4,0.4,0.53,1.6,475.349013382201
29.6,5.8,3.4,17.6,26.0,29.2,0.0,0.5,14.0,26.0,0.105,0.09,2.0,10.0,0.105,0.07,0.1,0.41,2.5,2.0,5.0,4.8,30.0,5.0,3.7,1.6,4.8,1.9,1.09,3.0,498.59725416397
46.4,7.0,2.2,22.4,3.2,49.6,0.0,0.5,14.0,24.0,0.14,0.07,2.0,24.0,0.105,0.04,0.1,0.45,0.3,3.2,1.7,4.4,13.0,23.0,2.2,0.3,1.3,2.3,0.18,1.3,957.832073471691
22.4,9.4,4.6,8.0,9.2,25.6,0.0,0.51,14.0,18.0,0.105,0.03,2.0,34.0,0.14,0.1,0.1,0.46,1.1,2.4,2.6,2.2,25.0,20.0,3.8,4.8,4.5,0.9,0.41,1.1,328.042478273001
28.4,13.0,3.4,26.0,14.0,11.2,0.0,0.51,14.0,20.0,0.175,0.08,2.0,19.0,0.07,0.07,0.1,0.36,1.3,1.8,5.0,1.4,15.0,29.0,1.7,2.3,0.9,4.5,0.82,1.1,880.728267812068
17.6,10.6,5.8,18.8,4.4,49.6,0.0,0.5,14.0,31.0,0.105,0.06,2.0,13.0,0.175,0.03,0.1,0.18,0.4,2.7,2.1,2.6,25.0,3.0,4.7,4.3,1.5,4.7,0.16,1.0,428.169452486472
44.0,2.2,2.2,18.8,21.2,28.0,0.0,0.51,14.0,24.0,0.14,0.08,2.0,14.0,0.035,0.01,0.1,0.32,1.0,0.8,3.7,4.8,29.0,7.0,0.1,3.6,2.2,2.2,0.52,2.7,464.567401299576
45.2,8.2,2.2,20.0,20.0,8.8,0.0,0.5,14.0,34.0,0.105,0.08,2.0,12.0,0.175,0.1,0.1,0.42,0.9,2.1,5.0,4.5,16.0,26.0,2.5,1.9,4.4,4.7,0.44,2.2,938.154514459919
47.6,9.4,2.2,4.4,4.4,6.4,0.0,0.51,14.0,19.0,0.14,0.02,2.0,19.0,0.07,0.05,0.1,0.22,0.3,0.9,2.4,3.9,26.0,1.0,2.9,1.3,2.4,4.9,0.17,1.7,472.205288160091
45.2,10.6,2.2,16.4,15.2,38.8,0.0,0.5,14.0,11.0,0.07,0.06,2.0,26.0,0.035,0.02,0.1,0.19,1.1,0.8,4.1,3.2,3.0,26.0,0.9,3.0,1.8,3.3,0.19,1.5,891.833209167477
21.2,8.2,4.6,17.6,14.0,18.4,0.0,0.5,14.0,10.0,0.175,0.03,2.0,15.0,0.07,0.02,0.1,0.33,1.1,1.2,3.0,3.1,26.0,6.0,4.5,4.4,2.8,5.0,0.62,1.7,484.80297486295
15.2,7.0,7.0,14.0,4.4,53.2,0.0,0.51,14.0,23.0,0.14,0.06,2.0,26.0,0.14,0.08,0.1,0.3,0.4,2.1,2.5,4.4,20.0,12.0,0.7,1.2,3.0,1.8,0.32,1.2,272.376717523201
46.4,7.0,2.2,17.6,8.0,23.2,0.0,0.5,14.0,34.0,0.175,0.06,2.0,20.0,0.175,0.01,0.1,0.47,1.0,3.5,4.8,2.4,21.0,2.0,3.8,1.8,4.0,3.7,0.1,1.7,885.622146914773
29.6,11.8,3.4,21.2,21.2,40.0,0.0,0.5,14.0,27.0,0.14,0.01,2.0,31.0,0.14,0.1,0.1,0.42,2.4,3.2,4.9,3.7,29.0,0.0,1.0,3.0,4.3,2.4,0.68,3.0,693.677974876704
47.6,7.0,2.2,15.2,11.6,53.2,0.0,0.51,14.0,26.0,0.175,0.1,2.0,18.0,0.105,0.03,0.1,0.16,1.2,1.6,2.5,3.6,17.0,8.0,2.1,1.9,4.7,2.7,1.08,1.7,789.449730062226
46.4,8.2,2.2,11.6,9.2,38.8,0.0,0.5,14.0,24.0,0.07,0.05,2.0,29.0,0.105,0.07,0.1,0.29,1.1,3.0,2.2,3.1,10.0,8.0,3.9,3.7,2.9,2.5,0.17,1.3,746.713046456461
12.8,13.0,8.2,12.8,4.4,29.2,0.0,0.51,14.0,27.0,0.105,0.03,2.0,28.0,0.105,0.1,0.1,0.31,0.3,1.6,2.4,3.9,8.0,14.0,4.1,0.1,4.3,2.3,0.2,1.7,284.769792837396
17.6,13.0,5.8,26.0,17.6,49.6,0.0,0.51,14.0,24.0,0.105,0.06,2.0,7.0,0.175,0.02,0.1,0.32,1.9,2.5,4.1,3.4,26.0,17.0,4.8,0.9,0.8,3.5,0.23,2.4,512.8056247212
14.0,4.6,7.0,26.0,10.4,47.2,0.0,0.51,14.0,22.0,0.14,0.07,2.0,25.0,0.07,0.04,0.1,0.31,1.1,0.6,2.5,4.2,4.0,11.0,3.7,3.6,0.4,3.6,0.55,1.1,264.743623655191
47.6,8.2,2.2,11.6,6.8,38.8,0.0,0.51,14.0,28.0,0.07,0.07,2.0,19.0,0.105,0.04,0.1,0.22,0.8,3.7,2.5,4.8,18.0,16.0,3.5,1.9,1.3,0.1,0.28,1.0,785.336320130941
29.6,11.8,3.4,20.0,11.6,11.2,0.0,0.5,14.0,34.0,0.07,0.02,2.0,21.0,0.14,0.1,0.1,0.33,0.5,2.5,4.1,4.5,24.0,4.0,4.2,4.9,0.5,1.8,0.33,2.2,795.331467461509
11.6,4.6,9.4,11.6,4.4,46.0,0.0,0.51,14.0,30.0,0.14,0.02,2.0,9.0,0.07,0.06,0.1,0.1,0.4,4.1,2.3,4.2,29.0,9.0,0.5,1.0,1.6,1.5,0.37,1.6,161.82674773937
50.0,10.6,2.2,16.4,6.8,10.0,0.0,0.5,14.0,33.0,0.07,0.02,2.0,18.0,0.07,0.02,0.1,0.24,0.4,4.4,1.6,2.5,25.0,16.0,2.2,1.6,3.4,4.2,0.32,1.5,1162.0773683066402
10.4,3.4,9.4,11.6,23.6,7.6,0.0,0.5,14.0,17.0,0.07,0.01,2.0,11.0,0.105,0.01,0.1,0.14,1.1,0.8,4.6,3.4,29.0,10.0,3.8,2.5,3.8,3.7,0.19,2.6,145.112483388835
10.4,3.4,9.4,11.6,23.6,7.6,0.0,0.5,14.0,17.0,0.07,0.01,2.0,11.0,0.105,0.01,0.1,0.14,1.1,0.8,4.6,3.4,29.0,10.0,3.8,2.5,3.8,3.7,0.19,2.6,145.112483388835
10.4,3.4,9.4,11.6,23.6,7.6,0.0,0.5,14.0,17.0,0.07,0.01,2.0,11.0,0.105,0.01,0.1,0.14,1.1,0.8,4.6,3.4,29.0,10.0,3.8,2.5,3.8,3.7,0.19,2.6,145.112483388835
9.2,8.2,11.8,14.0,3.2,12.4,0.0,0.51,14.0,17.0,0.175,0.06,2.0,21.0,0.07,0.03,0.1,0.26,0.3,1.6,1.1,2.7,22.0,18.0,1.2,2.0,4.0,5.0,0.22,1.0,201.103113631779
17.6,5.8,5.8,17.6,15.2,34.0,0.0,0.5,14.0,6.0,0.105,0.03,2.0,29.0,0.035,0.03,0.1,0.17,1.0,0.7,3.8,4.3,12.0,23.0,4.9,0.2,3.7,1.1,0.55,1.4,327.559128727113
48.8,5.8,2.2,26.0,5.6,48.4,0.0,0.51,14.0,27.0,0.105,0.06,2.0,10.0,0.105,0.09,0.1,0.36,0.3,0.6,2.3,2.0,24.0,10.0,1.9,4.9,4.9,1.5,0.19,1.6,970.244178871199
9.2,7.0,11.8,8.0,11.6,31.6,0.0,0.51,14.0,11.0,0.07,0.06,2.0,17.0,0.105,0.1,0.1,0.41,0.8,1.2,3.1,3.5,15.0,21.0,0.3,4.1,0.4,1.1,0.43,1.1,129.256832466751
22.4,9.4,4.6,6.8,12.8,26.8,0.0,0.51,14.0,27.0,0.14,0.1,2.0,19.0,0.07,0.01,0.1,0.31,1.4,2.0,3.4,4.5,13.0,16.0,0.9,1.5,0.1,2.0,0.69,1.1,293.106269329773
8.0,10.6,13.0,5.6,18.8,18.4,0.0,0.5,14.0,25.0,0.105,0.09,2.0,13.0,0.175,0.01,0.1,0.44,1.7,2.8,3.6,4.0,28.0,28.0,1.4,3.2,4.5,1.9,0.34,2.9,99.105779935555
10.4,2.2,9.4,9.2,23.6,4.0,0.0,0.5,14.0,25.0,0.14,0.09,2.0,22.0,0.14,0.02,0.1,0.14,1.2,0.4,4.0,4.2,9.0,17.0,2.2,0.4,3.8,3.4,0.15,3.2,114.358762378989
23.6,13.0,4.6,12.8,22.4,50.8,0.0,0.51,14.0,30.0,0.14,0.1,2.0,25.0,0.175,0.08,0.1,0.26,1.7,1.2,4.7,5.0,14.0,19.0,0.1,3.0,0.9,4.3,0.35,2.7,454.935580060415
22.4,4.6,4.6,10.4,15.2,6.4,0.0,0.51,14.0,29.0,0.07,0.02,2.0,22.0,0.14,0.04,0.1,0.19,1.7,3.9,4.2,3.3,10.0,4.0,3.5,0.2,0.5,3.3,0.76,2.6,313.884203830214
16.4,1.0,5.8,20.0,9.2,43.6,0.0,0.5,14.0,25.0,0.07,0.05,2.0,35.0,0.175,0.02,0.1,0.42,0.9,2.6,5.0,2.6,13.0,23.0,2.8,3.7,4.0,2.2,0.47,1.4,120.313337114916
47.6,5.8,2.2,5.6,14.0,48.4,0.0,0.5,14.0,35.0,0.175,0.08,2.0,24.0,0.07,0.07,0.1,0.17,1.1,2.0,4.9,1.2,14.0,16.0,3.2,3.5,4.3,2.2,0.94,1.1,440.19323205604
23.6,3.4,4.6,5.6,20.0,20.8,0.0,0.51,14.0,24.0,0.14,0.07,2.0,19.0,0.175,0.02,0.1,0.35,1.3,1.2,4.0,3.8,11.0,19.0,4.8,1.4,3.9,4.3,0.6,2.9,218.729189481568
9.2,9.4,11.8,4.4,16.4,16.0,0.0,0.5,14.0,31.0,0.175,0.06,2.0,14.0,0.035,0.01,0.1,0.25,1.9,3.2,3.8,2.5,27.0,17.0,0.6,2.0,5.0,4.0,0.34,2.0,91.9245237156182
17.6,5.8,5.8,17.6,9.2,37.6,0.0,0.5,14.0,33.0,0.07,0.07,2.0,15.0,0.105,0.02,0.1,0.14,1.1,2.0,3.0,2.9,20.0,0.0,4.4,0.2,3.8,0.7,0.59,2.8,320.033395537491
12.8,10.6,8.2,15.2,17.6,7.6,0.0,0.5,14.0,33.0,0.105,0.06,2.0,16.0,0.105,0.04,0.1,0.14,1.7,3.8,3.4,5.0,14.0,4.0,0.3,2.7,3.5,4.6,0.14,3.0,306.389389804713
11.6,11.8,9.4,22.4,3.2,34.0,0.0,0.5,14.0,13.0,0.175,0.1,2.0,27.0,0.14,0.02,0.1,0.45,0.3,0.7,1.6,4.8,22.0,21.0,4.5,4.4,4.2,4.1,0.16,1.5,352.015522804115
14.0,1.0,7.0,8.0,5.6,25.6,0.0,0.51,14.0,8.0,0.035,0.03,2.0,19.0,0.07,0.05,0.1,0.38,0.6,0.9,2.9,2.9,8.0,3.0,0.6,0.4,2.1,3.6,0.27,2.1,84.0535338799388
9.2,11.8,11.8,9.2,18.8,4.0,0.0,0.51,14.0,27.0,0.07,0.01,2.0,28.0,0.175,0.07,0.1,0.34,2.0,3.4,4.0,3.5,12.0,21.0,3.2,1.5,2.6,5.0,1.46,3.0,170.849492980966
51.2,1.0,1.0,6.8,14.0,34.0,0.0,0.51,14.0,29.0,0.105,0.04,2.0,33.0,0.175,0.07,0.1,0.37,1.5,3.0,5.0,5.0,24.0,23.0,0.3,3.0,1.7,4.9,1.11,3.7,520.689045220577
46.4,2.2,2.2,24.8,21.2,40.0,0.0,0.51,14.0,13.0,0.105,0.09,2.0,30.0,0.175,0.08,0.1,0.34,2.6,1.6,4.9,2.1,12.0,22.0,1.5,3.0,2.4,2.1,0.7,1.8,492.472031420153
22.4,8.2,4.6,24.8,10.4,28.0,0.0,0.5,14.0,29.0,0.105,0.01,2.0,22.0,0.175,0.03,0.1,0.44,0.9,3.3,3.5,3.6,8.0,6.0,3.9,3.6,4.9,3.5,0.28,1.1,571.294371413244
10.4,9.4,10.6,20.0,8.0,35.2,0.0,0.5,14.0,26.0,0.14,0.09,2.0,10.0,0.07,0.05,0.1,0.33,1.0,2.0,2.4,4.4,2.0,0.0,3.7,0.4,4.3,4.3,0.18,1.8,266.416692650386
12.8,5.8,8.2,6.8,17.6,23.2,0.0,0.5,14.0,25.0,0.105,0.02,2.0,23.0,0.105,0.03,0.1,0.24,1.2,2.5,5.0,3.5,2.0,7.0,3.8,2.1,0.9,5.0,1.04,3.4,154.683807064878
12.8,5.8,8.2,9.2,15.2,35.2,0.0,0.5,14.0,26.0,0.175,0.1,2.0,6.0,0.14,0.07,0.1,0.32,1.9,1.6,3.5,3.1,25.0,8.0,1.4,0.9,2.1,0.6,0.48,1.8,178.542321861514
11.6,2.2,8.2,21.2,24.8,44.8,0.0,0.51,14.0,26.0,0.105,0.07,2.0,28.0,0.175,0.08,0.1,0.29,1.2,0.9,5.0,3.5,11.0,18.0,3.4,1.1,4.7,4.9,0.1,3.4,144.464419264201
17.6,7.0,7.0,2.0,3.2,25.6,0.0,0.51,14.0,35.0,0.14,0.07,2.0,12.0,0.07,0.07,0.1,0.37,0.4,0.5,1.5,5.0,25.0,24.0,0.8,1.3,2.8,0.7,0.17,1.1,84.3416392999402
23.6,10.6,4.6,5.6,5.6,49.6,0.0,0.5,14.0,32.0,0.07,0.02,2.0,30.0,0.14,0.05,0.1,0.41,0.5,4.4,2.5,1.5,6.0,3.0,1.3,4.4,1.3,1.0,0.16,1.2,257.976072208189
12.8,8.2,8.2,15.2,12.8,25.6,0.0,0.51,14.0,24.0,0.07,0.03,2.0,35.0,0.175,0.09,0.1,0.21,1.6,2.5,2.6,5.0,16.0,3.0,1.5,2.9,0.4,2.2,0.94,1.8,266.291335490986
30.8,11.8,3.4,23.6,11.6,32.8,0.0,0.51,14.0,33.0,0.14,0.05,2.0,19.0,0.14,0.06,0.1,0.44,0.7,1.5,4.4,5.0,3.0,24.0,1.0,1.1,3.1,4.5,0.13,1.9,851.525621018005
12.8,11.8,8.2,17.6,10.4,13.6,0.0,0.5,14.0,32.0,0.175,0.03,2.0,31.0,0.035,0.03,0.1,0.09,1.2,4.0,3.5,4.5,16.0,16.0,1.3,1.3,0.5,4.3,0.31,3.2,350.653497799236
