w1,l1_leg,l1_top,l1_center,l2,h1,l2_tap,ratio,Tx_turns,Tx_tap,Tx_height,Tx_preg,Rx_turns,Rx_tap,Rx_height,Rx_preg,g1,g2,Tx_space_x,Tx_space_y,Rx_space_x,Rx_space_y,core_N_w1,core_P_w1,Tx_layer_space_x,Tx_layer_space_y,Rx_layer_space_x,Rx_layer_space_y,Tx_width,Rx_width,Llr2_uH
30.8,10.6,3.4,16.4,15.2,18.4,0.0,0.5,14.0,12.0,0.105,0.07,2.0,22.0,0.14,0.08,0.1,0.36,1.0,1.2,4.7,4.4,13.0,24.0,1.9,2.2,2.1,0.9,0.96,2.1,0.352856352888889
47.6,2.2,2.2,8.0,4.4,14.8,0.0,0.51,14.0,31.0,0.105,0.04,2.0,25.0,0.105,0.04,0.1,0.19,0.3,3.8,2.1,2.7,4.0,10.0,5.0,3.1,1.2,2.7,0.27,1.2,0.592086060622923
9.2,9.4,11.8,11.6,16.4,29.2,0.0,0.51,14.0,10.0,0.175,0.06,2.0,11.0,0.035,0.01,0.1,0.19,2.2,0.6,4.1,4.2,1.0,13.0,1.2,3.0,0.7,2.3,0.47,2.1,0.38675911549785
29.6,2.2,3.4,22.4,18.8,34.0,0.0,0.51,14.0,25.0,0.105,0.03,2.0,26.0,0.175,0.07,0.1,0.47,1.9,1.2,4.5,4.0,27.0,25.0,0.8,0.8,4.6,3.8,1.16,1.9,0.49380503128432
9.2,10.6,11.8,23.6,12.8,34.0,0.0,0.51,14.0,27.0,0.07,0.05,2.0,7.0,0.105,0.02,0.1,0.29,1.4,1.5,4.2,3.9,26.0,9.0,1.8,4.3,3.1,3.6,1.08,1.7,0.395592357034365
10.4,4.6,10.6,3.2,11.6,28.0,0.0,0.51,14.0,19.0,0.105,0.01,2.0,26.0,0.175,0.02,0.1,0.23,1.1,1.7,2.9,3.2,19.0,20.0,2.1,0.5,0.6,3.5,0.74,2.0,0.232792729602791
32.0,10.6,3.4,8.0,8.0,13.6,0.0,0.51,14.0,29.0,0.105,0.08,2.0,21.0,0.105,0.03,0.1,0.43,0.7,3.2,3.3,4.1,0.0,22.0,1.9,4.6,4.2,4.7,0.43,1.3,0.459501624420699
10.4,5.8,10.6,8.0,23.6,31.6,0.0,0.5,14.0,31.0,0.105,0.02,2.0,14.0,0.14,0.05,0.1,0.49,2.9,1.3,5.0,3.5,23.0,15.0,1.7,1.9,3.7,2.1,0.26,2.2,0.393268159153873
24.8,8.2,4.6,6.8,9.2,26.8,0.0,0.5,14.0,25.0,0.175,0.1,2.0,27.0,0.105,0.1,0.1,0.15,1.1,3.1,2.5,3.8,27.0,9.0,1.4,2.7,1.5,2.4,0.16,1.7,0.414541282298938
48.8,4.6,2.2,3.2,5.6,10.0,0.0,0.51,14.0,20.0,0.07,0.05,2.0,9.0,0.035,0.01,0.1,0.04,0.7,2.4,2.0,3.5,16.0,15.0,4.4,0.6,1.2,2.0,0.19,1.1,0.423071363729488
23.6,5.8,4.6,23.6,5.6,24.4,0.0,0.51,14.0,33.0,0.105,0.06,2.0,10.0,0.14,0.03,0.1,0.42,0.6,0.7,2.7,3.1,26.0,28.0,2.1,3.7,3.0,0.2,0.46,2.6,0.347948775929927
11.6,10.6,9.4,10.4,23.6,18.4,0.0,0.5,14.0,30.0,0.105,0.03,2.0,12.0,0.07,0.01,0.1,0.44,1.0,1.5,4.7,3.9,26.0,2.0,0.4,4.2,1.2,4.8,0.41,2.6,0.275552478026786
11.6,10.6,9.4,10.4,23.6,18.4,0.0,0.5,14.0,30.0,0.105,0.03,2.0,12.0,0.07,0.01,0.1,0.44,1.0,1.5,4.7,3.9,26.0,2.0,0.4,4.2,1.2,4.8,0.41,2.6,0.275552478026786
11.6,10.6,9.4,10.4,23.6,18.4,0.0,0.5,14.0,30.0,0.105,0.03,2.0,12.0,0.07,0.01,0.1,0.44,1.0,1.5,4.7,3.9,26.0,2.0,0.4,4.2,1.2,4.8,0.41,2.6,0.275552478026786
14.0,10.6,8.2,14.0,17.6,34.0,0.0,0.51,14.0,14.0,0.105,0.03,2.0,22.0,0.07,0.07,0.1,0.39,2.0,1.7,4.3,1.5,29.0,10.0,4.5,4.6,1.0,3.8,0.38,1.3,0.534794246079574
23.6,13.0,4.6,23.6,3.2,38.8,0.0,0.51,14.0,28.0,0.14,0.08,2.0,31.0,0.07,0.06,0.1,0.1,0.3,0.8,1.3,4.1,15.0,25.0,3.7,4.3,4.4,3.1,0.13,1.0,0.419900021670085
10.4,11.8,10.6,9.2,22.4,40.0,0.0,0.51,14.0,31.0,0.175,0.02,2.0,33.0,0.07,0.01,0.1,0.15,1.6,1.0,4.7,4.7,6.0,11.0,0.9,3.6,1.4,3.9,0.48,2.6,0.2610069540079019
18.8,4.6,5.8,11.6,24.8,35.2,0.0,0.5,14.0,33.0,0.175,0.03,2.0,34.0,0.07,0.02,0.1,0.44,2.0,4.2,4.7,3.6,8.0,6.0,0.8,2.8,2.4,3.2,0.96,3.5,0.450904548344004
32.0,9.4,3.4,10.4,20.0,22.0,0.0,0.5,14.0,28.0,0.175,0.1,2.0,15.0,0.035,0.03,0.1,0.32,1.6,3.8,4.2,4.3,23.0,3.0,4.5,4.1,2.4,0.8,0.25,2.9,0.492274505585699
9.2,10.6,11.8,24.8,12.8,12.4,0.0,0.5,14.0,9.0,0.175,0.05,2.0,19.0,0.14,0.05,0.1,0.36,1.5,0.6,4.8,5.0,25.0,21.0,5.0,3.2,4.0,3.7,0.24,1.7,0.5229001423323271
23.6,7.0,4.6,22.4,23.6,44.8,0.0,0.51,14.0,15.0,0.07,0.06,2.0,14.0,0.105,0.04,0.1,0.27,1.0,0.8,5.0,3.5,12.0,20.0,3.6,0.9,2.1,2.1,0.15,2.7,0.351937855894661
12.8,13.0,8.2,10.4,15.2,43.6,0.0,0.5,14.0,23.0,0.175,0.1,2.0,14.0,0.175,0.07,0.1,0.47,1.3,1.4,5.0,3.6,2.0,17.0,2.4,1.1,4.0,0.2,0.86,3.0,0.262868152785095
10.4,9.4,10.6,16.4,11.6,31.6,0.0,0.5,14.0,25.0,0.14,0.03,2.0,23.0,0.105,0.04,0.1,0.49,1.2,1.3,4.3,2.3,20.0,5.0,3.8,2.3,1.6,4.5,0.18,1.5,0.40387163540741
23.6,3.4,4.6,23.6,20.0,26.8,0.0,0.51,14.0,22.0,0.175,0.06,2.0,15.0,0.105,0.1,0.1,0.41,1.7,2.2,4.4,3.3,23.0,11.0,3.0,2.6,2.7,3.2,0.52,1.7,0.576731605364757
9.2,13.0,11.8,20.0,18.8,37.6,0.0,0.5,14.0,19.0,0.175,0.1,2.0,25.0,0.105,0.08,0.1,0.41,1.0,0.4,4.9,4.3,6.0,20.0,2.8,2.2,3.2,0.9,0.33,2.0,0.475666456065119
9.2,13.0,11.8,20.0,18.8,37.6,0.0,0.5,14.0,19.0,0.175,0.1,2.0,25.0,0.105,0.08,0.1,0.41,1.0,0.4,4.9,4.3,6.0,20.0,2.8,2.2,3.2,0.9,0.33,2.0,0.475666456065119
9.2,13.0,11.8,20.0,18.8,37.6,0.0,0.5,14.0,19.0,0.175,0.1,2.0,25.0,0.105,0.08,0.1,0.41,1.0,0.4,4.9,4.3,6.0,20.0,2.8,2.2,3.2,0.9,0.33,2.0,0.475666456065119
51.2,7.0,2.2,26.0,4.4,34.0,0.0,0.5,14.0,32.0,0.035,0.01,2.0,28.0,0.175,0.04,0.1,0.19,0.4,3.0,2.1,3.4,13.0,10.0,0.3,1.9,3.2,3.3,0.39,1.3,0.612288212546776
10.4,11.8,10.6,6.8,9.2,31.6,0.0,0.51,14.0,18.0,0.14,0.04,2.0,34.0,0.07,0.05,0.1,0.47,0.7,0.8,3.7,3.8,21.0,25.0,3.0,3.6,3.8,0.6,0.11,1.9,0.276786267018321
22.4,1.0,4.6,16.4,11.6,41.2,0.0,0.51,14.0,35.0,0.07,0.06,2.0,29.0,0.175,0.02,0.1,0.19,0.7,1.8,2.7,3.8,29.0,0.0,3.3,3.9,3.9,0.1,0.14,2.3,0.296850598106849
50.0,7.0,2.2,16.4,26.0,23.2,0.0,0.51,14.0,34.0,0.07,0.02,2.0,35.0,0.07,0.05,0.1,0.1,3.3,3.2,4.6,4.6,27.0,24.0,3.2,0.4,1.6,3.0,0.32,4.4,0.76290362705184
48.8,4.6,2.2,9.2,10.4,36.4,0.0,0.5,14.0,31.0,0.105,0.01,2.0,24.0,0.105,0.06,0.1,0.42,0.8,2.9,4.7,4.1,24.0,12.0,0.1,3.0,3.7,0.1,0.71,3.8,0.404853704491198
10.4,9.4,10.6,9.2,8.0,17.2,0.0,0.5,14.0,34.0,0.07,0.01,2.0,29.0,0.14,0.01,0.1,0.46,0.6,3.2,4.1,3.2,6.0,10.0,1.7,2.8,2.2,0.3,0.24,1.6,0.408260478312214
10.4,2.2,10.6,9.2,22.4,37.6,0.0,0.5,14.0,35.0,0.105,0.06,2.0,30.0,0.175,0.08,0.1,0.36,2.2,2.8,3.8,4.6,24.0,3.0,3.4,4.8,4.2,4.0,1.17,3.5,0.337724281378606
10.4,10.6,10.6,8.0,6.8,49.6,0.0,0.5,14.0,23.0,0.105,0.09,2.0,5.0,0.14,0.09,0.1,0.35,0.8,0.6,2.8,2.1,18.0,1.0,3.8,0.4,0.9,0.2,0.34,1.9,0.23667717155296
33.2,3.4,3.4,20.0,14.0,20.8,0.0,0.5,14.0,27.0,0.14,0.08,2.0,21.0,0.105,0.07,0.1,0.37,1.2,2.3,4.1,3.1,1.0,15.0,2.5,0.4,0.1,0.5,0.43,1.8,0.5176349160288319
9.2,11.8,11.8,8.0,11.6,13.6,0.0,0.5,14.0,16.0,0.175,0.06,2.0,30.0,0.105,0.04,0.1,0.41,1.2,1.1,4.5,3.5,1.0,2.0,1.6,3.1,0.1,1.3,0.94,2.9,0.224057101673333
24.8,1.0,4.6,2.0,3.2,12.4,0.0,0.5,14.0,27.0,0.175,0.08,2.0,27.0,0.035,0.02,0.1,0.41,0.4,2.2,1.3,4.5,24.0,12.0,0.2,1.2,2.9,3.3,0.17,1.1,0.353078216590711
20.0,4.6,5.8,18.8,16.4,30.4,0.0,0.5,14.0,28.0,0.175,0.04,2.0,33.0,0.105,0.05,0.1,0.08,1.4,3.0,3.3,3.1,11.0,4.0,3.7,4.0,4.6,4.0,1.22,2.6,0.42447181904699
15.2,2.2,7.0,18.8,23.6,48.4,0.0,0.51,14.0,13.0,0.175,0.05,2.0,21.0,0.07,0.06,0.1,0.46,2.3,1.1,4.3,4.3,18.0,28.0,4.5,1.5,2.9,4.4,0.83,3.2,0.369295573198727
15.2,2.2,7.0,18.8,23.6,48.4,0.0,0.51,14.0,13.0,0.175,0.05,2.0,21.0,0.07,0.06,0.1,0.46,2.3,1.1,4.3,4.3,18.0,28.0,4.5,1.5,2.9,4.4,0.83,3.2,0.369295573198727
15.2,2.2,7.0,18.8,23.6,48.4,0.0,0.51,14.0,13.0,0.175,0.05,2.0,21.0,0.07,0.06,0.1,0.46,2.3,1.1,4.3,4.3,18.0,28.0,4.5,1.5,2.9,4.4,0.83,3.2,0.369295573198727
18.8,2.2,5.8,23.6,21.2,6.4,0.0,0.5,14.0,7.0,0.07,0.01,2.0,33.0,0.14,0.09,0.1,0.48,2.1,0.6,4.5,4.2,0.0,28.0,4.1,1.8,3.3,2.6,0.28,3.6,0.47122463618741
11.6,10.6,9.4,17.6,18.8,41.2,0.0,0.51,14.0,16.0,0.175,0.08,2.0,13.0,0.14,0.05,0.1,0.2,1.0,1.5,4.4,2.3,26.0,14.0,1.7,3.9,3.1,4.7,0.8,1.7,0.366768650679951
50.0,1.0,2.2,10.4,12.8,4.0,0.0,0.51,14.0,26.0,0.175,0.1,2.0,24.0,0.105,0.05,0.1,0.26,1.2,2.0,3.6,4.8,19.0,9.0,3.4,1.9,0.9,2.7,0.47,2.4,0.427707335930266
16.4,13.0,7.0,6.8,4.4,20.8,0.0,0.5,14.0,33.0,0.035,0.01,2.0,5.0,0.105,0.01,0.1,0.19,0.4,2.6,3.0,3.2,27.0,1.0,4.2,2.6,4.6,2.8,0.21,1.0,0.426252071613495
51.2,9.4,2.2,10.4,16.4,12.4,0.0,0.51,14.0,24.0,0.07,0.05,2.0,34.0,0.07,0.01,0.1,0.49,1.6,1.6,4.5,4.2,30.0,20.0,0.5,4.8,4.9,1.2,0.77,3.6,0.395712852314736
9.2,2.2,11.8,4.4,24.8,53.2,0.0,0.51,14.0,33.0,0.105,0.08,2.0,16.0,0.14,0.01,0.1,0.49,2.4,3.2,4.9,4.6,20.0,6.0,0.8,4.7,2.8,3.6,1.09,4.0,0.299821152186808
20.0,13.0,5.8,15.2,10.4,16.0,0.0,0.51,14.0,28.0,0.105,0.1,2.0,21.0,0.175,0.07,0.1,0.26,0.4,1.7,2.4,2.4,27.0,14.0,1.6,3.4,1.4,1.3,0.39,1.4,0.394205001362739
10.4,4.6,10.6,5.6,22.4,13.6,0.0,0.51,14.0,26.0,0.07,0.03,2.0,10.0,0.105,0.02,0.1,0.49,1.3,1.5,4.9,4.4,18.0,15.0,0.6,3.4,3.7,3.0,0.49,2.5,0.251313186389223
10.4,4.6,10.6,5.6,22.4,13.6,0.0,0.51,14.0,26.0,0.07,0.03,2.0,10.0,0.105,0.02,0.1,0.49,1.3,1.5,4.9,4.4,18.0,15.0,0.6,3.4,3.7,3.0,0.49,2.5,0.251313186389223
10.4,4.6,10.6,5.6,22.4,13.6,0.0,0.51,14.0,26.0,0.07,0.03,2.0,10.0,0.105,0.02,0.1,0.49,1.3,1.5,4.9,4.4,18.0,15.0,0.6,3.4,3.7,3.0,0.49,2.5,0.251313186389223
14.0,1.0,8.2,3.2,15.2,37.6,0.0,0.5,14.0,10.0,0.14,0.02,2.0,24.0,0.07,0.04,0.1,0.42,1.3,0.3,4.4,3.8,26.0,15.0,5.0,4.8,4.6,3.4,0.2,1.3,0.361600631289053
8.0,1.0,13.0,14.0,5.6,40.0,0.0,0.51,14.0,13.0,0.07,0.05,2.0,31.0,0.14,0.07,0.1,0.25,0.6,1.3,3.3,2.1,28.0,18.0,3.8,2.4,4.4,1.5,0.1,1.8,0.294507410460218
51.2,2.2,2.2,3.2,17.6,34.0,0.0,0.5,14.0,26.0,0.105,0.07,2.0,22.0,0.175,0.08,0.1,0.32,1.9,0.9,4.6,3.5,23.0,28.0,3.1,1.2,3.7,1.7,0.84,2.1,0.449887419972334
23.6,11.8,4.6,24.8,18.8,12.4,0.0,0.5,14.0,24.0,0.175,0.05,2.0,7.0,0.105,0.1,0.1,0.28,1.3,1.5,4.6,1.4,21.0,23.0,1.1,3.4,1.1,2.0,0.79,1.2,0.6238806847262179
33.2,2.2,3.4,20.0,9.2,30.4,0.0,0.5,14.0,13.0,0.14,0.05,2.0,32.0,0.14,0.06,0.1,0.36,0.8,0.4,3.1,2.4,12.0,19.0,3.0,2.7,2.5,4.7,0.35,1.5,0.434600748085471
50.0,11.8,2.2,26.0,17.6,48.4,0.0,0.51,14.0,33.0,0.105,0.08,2.0,27.0,0.105,0.02,0.1,0.37,1.7,0.8,4.9,2.7,18.0,4.0,0.7,0.3,3.6,2.1,0.41,2.2,0.5516932703071521
26.0,1.0,4.6,3.2,3.2,25.6,0.0,0.51,14.0,35.0,0.105,0.05,2.0,17.0,0.14,0.1,0.1,0.49,0.4,1.7,1.5,2.4,27.0,5.0,4.3,2.3,3.5,1.0,0.28,1.1,0.344348730930586
11.6,2.2,9.4,15.2,9.2,7.6,0.0,0.5,14.0,29.0,0.14,0.1,2.0,13.0,0.105,0.07,0.1,0.5,0.6,1.7,4.4,3.6,7.0,17.0,0.7,3.0,4.6,2.3,0.31,1.4,0.42020368063324
24.8,4.6,4.6,5.6,9.2,47.2,0.0,0.51,14.0,28.0,0.105,0.03,2.0,27.0,0.035,0.03,0.1,0.33,1.1,1.6,4.5,4.9,8.0,24.0,4.5,5.0,4.2,5.0,0.59,1.5,0.355563563091353
24.8,4.6,4.6,5.6,9.2,47.2,0.0,0.51,14.0,28.0,0.105,0.03,2.0,27.0,0.035,0.03,0.1,0.33,1.1,1.6,4.5,4.9,8.0,24.0,4.5,5.0,4.2,5.0,0.59,1.5,0.355563563091353
24.8,4.6,4.6,5.6,9.2,47.2,0.0,0.51,14.0,28.0,0.105,0.03,2.0,27.0,0.035,0.03,0.1,0.33,1.1,1.6,4.5,4.9,8.0,24.0,4.5,5.0,4.2,5.0,0.59,1.5,0.355563563091353
33.2,8.2,3.4,6.8,8.0,28.0,0.0,0.5,14.0,21.0,0.14,0.04,2.0,9.0,0.14,0.01,0.1,0.43,1.0,2.8,4.8,3.4,15.0,22.0,3.3,0.1,2.3,4.2,0.29,2.1,0.406788270024331
12.8,2.2,8.2,22.4,6.8,53.2,0.0,0.5,14.0,19.0,0.105,0.01,2.0,27.0,0.105,0.03,0.1,0.27,0.3,1.8,3.4,4.1,0.0,3.0,3.6,4.0,4.8,4.4,0.28,2.6,0.417858367398835
16.4,10.6,7.0,20.0,17.6,18.4,0.0,0.5,14.0,11.0,0.175,0.07,2.0,26.0,0.175,0.07,0.1,0.25,0.9,1.3,3.9,3.3,10.0,5.0,2.3,4.0,0.8,0.3,0.45,2.0,0.340940557508664
51.2,11.8,2.2,9.2,16.4,46.0,0.0,0.5,14.0,29.0,0.105,0.08,2.0,20.0,0.07,0.03,0.1,0.39,2.0,2.0,4.9,4.7,10.0,20.0,0.6,0.1,4.3,2.8,0.1,4.4,0.428750878118953
34.4,3.4,3.4,5.6,17.6,10.0,0.0,0.5,14.0,30.0,0.07,0.03,2.0,27.0,0.14,0.07,0.1,0.38,1.3,1.5,4.6,3.8,20.0,13.0,2.9,1.5,0.6,4.6,0.21,3.7,0.268208125341756
48.8,1.0,2.2,15.2,14.0,35.2,0.0,0.5,14.0,28.0,0.07,0.02,2.0,22.0,0.14,0.09,0.1,0.35,0.9,0.5,3.3,3.7,10.0,7.0,1.7,5.0,1.6,2.7,0.35,2.2,0.418532056424026
20.0,5.8,5.8,9.2,26.0,34.0,0.0,0.5,14.0,28.0,0.105,0.04,2.0,25.0,0.105,0.1,0.1,0.15,2.3,3.0,4.5,4.5,23.0,26.0,4.3,4.2,0.7,2.3,0.65,4.1,0.364176832354979
32.0,1.0,3.4,6.8,16.4,40.0,0.0,0.5,14.0,31.0,0.175,0.02,2.0,14.0,0.07,0.01,0.1,0.46,0.9,3.7,4.4,3.8,4.0,20.0,4.1,3.5,0.6,2.9,0.85,1.7,0.447508794437558
51.2,10.6,2.2,14.0,5.6,19.6,0.0,0.5,14.0,22.0,0.175,0.09,2.0,6.0,0.14,0.07,0.1,0.23,0.5,1.6,3.3,2.6,15.0,0.0,2.9,4.5,1.3,3.4,0.31,1.2,0.594703910565323
24.8,10.6,4.6,23.6,21.2,47.2,0.0,0.51,14.0,31.0,0.07,0.01,2.0,23.0,0.07,0.05,0.1,0.36,1.9,3.4,4.2,4.7,20.0,30.0,0.8,1.8,3.9,4.5,0.59,2.4,0.613086626108901
10.4,13.0,10.6,18.8,24.8,42.4,0.0,0.51,14.0,23.0,0.175,0.06,2.0,28.0,0.07,0.02,0.1,0.47,1.5,1.6,4.7,4.2,28.0,13.0,2.4,2.9,1.2,2.6,0.93,3.0,0.316727583012173
24.8,11.8,4.6,10.4,5.6,7.6,0.0,0.51,14.0,24.0,0.175,0.06,2.0,29.0,0.035,0.01,0.1,0.17,0.5,2.9,2.9,2.6,20.0,21.0,0.8,0.1,0.5,2.3,0.35,2.3,0.398734254418938
24.8,13.0,4.6,9.2,23.6,23.2,0.0,0.51,14.0,10.0,0.035,0.03,2.0,33.0,0.14,0.07,0.1,0.35,1.2,0.9,4.3,5.0,12.0,24.0,4.4,2.5,4.6,0.1,0.23,4.0,0.261295322816527
20.0,5.8,5.8,10.4,18.8,7.6,0.0,0.51,14.0,27.0,0.14,0.06,2.0,14.0,0.175,0.08,0.1,0.28,1.6,0.7,4.0,4.7,12.0,20.0,1.8,2.0,0.4,2.1,0.11,2.2,0.38202258391103
9.2,5.8,13.0,3.2,15.2,5.2,0.0,0.51,14.0,15.0,0.14,0.07,2.0,19.0,0.175,0.04,0.1,0.49,1.2,1.4,4.7,4.6,15.0,24.0,1.1,3.9,4.6,1.4,1.02,1.3,0.279253647762746
14.0,2.2,8.2,4.4,15.2,44.8,0.0,0.5,14.0,32.0,0.14,0.04,2.0,26.0,0.035,0.02,0.1,0.06,0.8,3.7,3.8,3.2,17.0,8.0,2.3,5.0,2.8,3.9,0.28,3.1,0.265557784711728
52.4,3.4,2.2,26.0,26.0,14.8,0.0,0.51,14.0,19.0,0.105,0.03,2.0,24.0,0.14,0.01,0.1,0.37,1.2,2.4,4.4,4.8,30.0,7.0,1.1,4.5,2.7,1.8,0.75,4.1,0.3895648528924489
8.0,2.2,13.0,17.6,22.4,40.0,0.0,0.51,14.0,30.0,0.175,0.06,2.0,11.0,0.035,0.03,0.1,0.13,1.2,2.3,5.0,3.9,29.0,12.0,3.2,0.5,4.1,1.6,0.72,2.8,0.314878504421204
52.4,5.8,2.2,9.2,24.8,34.0,0.0,0.51,14.0,10.0,0.105,0.05,2.0,14.0,0.14,0.03,0.1,0.18,2.9,1.2,5.0,4.4,20.0,6.0,2.0,3.8,3.0,1.4,0.32,2.8,0.614431803196665
24.8,7.0,4.6,23.6,5.6,20.8,0.0,0.5,14.0,32.0,0.105,0.09,2.0,30.0,0.035,0.02,0.1,0.49,0.4,0.7,1.6,1.2,6.0,22.0,3.0,1.0,0.3,0.1,0.22,1.0,0.5274500822806301
26.0,11.8,4.6,18.8,3.2,18.4,0.0,0.51,14.0,27.0,0.07,0.01,2.0,32.0,0.105,0.07,0.1,0.34,0.4,2.8,1.3,4.1,4.0,9.0,4.6,2.4,3.1,3.1,0.3,1.0,0.554504529577629
52.4,3.4,2.2,15.2,5.6,42.4,0.0,0.5,14.0,21.0,0.105,0.05,2.0,34.0,0.175,0.06,0.1,0.32,0.7,2.4,2.6,3.4,29.0,30.0,4.4,1.7,3.3,1.4,0.44,1.5,0.516168989559549
20.0,1.0,5.8,2.0,8.0,19.6,0.0,0.5,14.0,22.0,0.175,0.07,2.0,10.0,0.105,0.07,0.1,0.15,0.7,2.5,4.3,4.0,26.0,25.0,3.2,0.4,1.4,4.8,0.66,2.9,0.237896399965118
10.4,4.6,11.8,12.8,3.2,35.2,0.0,0.51,14.0,30.0,0.105,0.1,2.0,32.0,0.07,0.07,0.1,0.37,0.3,3.0,1.8,2.3,7.0,4.0,2.7,5.0,0.7,5.0,0.16,1.0,0.468380819135805
20.0,5.8,5.8,5.6,18.8,46.0,0.0,0.51,14.0,31.0,0.14,0.05,2.0,21.0,0.07,0.07,0.1,0.14,1.8,1.2,3.7,4.9,19.0,22.0,3.7,4.7,4.7,3.7,0.94,2.0,0.3412954409363209
17.6,13.0,7.0,17.6,5.6,25.6,0.0,0.51,14.0,15.0,0.175,0.05,2.0,32.0,0.14,0.08,0.1,0.41,0.3,1.0,2.5,3.2,1.0,6.0,4.6,3.8,0.9,1.7,0.15,2.1,0.416156464878299
17.6,13.0,7.0,17.6,5.6,25.6,0.0,0.51,14.0,15.0,0.175,0.05,2.0,32.0,0.14,0.08,0.1,0.41,0.3,1.0,2.5,3.2,1.0,6.0,4.6,3.8,0.9,1.7,0.15,2.1,0.416156464878299
17.6,13.0,7.0,17.6,5.6,25.6,0.0,0.51,14.0,15.0,0.175,0.05,2.0,32.0,0.14,0.08,0.1,0.41,0.3,1.0,2.5,3.2,1.0,6.0,4.6,3.8,0.9,1.7,0.15,2.1,0.416156464878299
16.4,9.4,7.0,8.0,24.8,24.4,0.0,0.51,14.0,26.0,0.105,0.09,2.0,9.0,0.035,0.01,0.1,0.08,2.8,1.8,5.0,3.9,2.0,27.0,2.7,4.2,0.7,4.6,0.24,3.2,0.393027054970888
33.2,2.2,3.4,8.0,6.8,18.4,0.0,0.5,14.0,35.0,0.175,0.01,2.0,13.0,0.175,0.08,0.1,0.43,0.8,0.5,4.6,2.3,27.0,6.0,3.9,2.0,4.3,0.8,0.17,1.7,0.386364022921765
16.4,13.0,7.0,9.2,11.6,40.0,0.0,0.5,14.0,30.0,0.105,0.06,2.0,16.0,0.07,0.05,0.1,0.29,0.8,1.8,4.1,4.7,24.0,4.0,2.0,3.7,4.1,1.1,0.45,3.7,0.239981205106442
17.6,10.6,7.0,17.6,4.4,30.4,0.0,0.51,14.0,16.0,0.105,0.07,2.0,27.0,0.14,0.02,0.1,0.45,0.4,2.1,2.1,3.7,4.0,26.0,3.8,2.9,1.6,0.3,0.21,1.6,0.439718606357583
16.4,4.6,7.0,18.8,23.6,14.8,0.0,0.51,14.0,31.0,0.105,0.05,2.0,24.0,0.035,0.02,0.1,0.38,1.6,2.9,4.2,3.9,18.0,4.0,1.4,0.1,1.1,4.0,1.47,3.1,0.411409052630001
26.0,5.8,4.6,18.8,15.2,25.6,0.0,0.5,14.0,29.0,0.105,0.05,2.0,19.0,0.175,0.08,0.1,0.41,1.0,3.1,4.5,4.5,24.0,9.0,1.0,2.4,2.5,3.1,0.14,2.9,0.429385685047849
11.6,4.6,10.6,17.6,17.6,19.6,0.0,0.51,14.0,23.0,0.14,0.06,2.0,20.0,0.105,0.08,0.1,0.17,2.2,3.0,4.2,4.1,4.0,17.0,1.5,0.8,0.6,4.3,0.11,1.8,0.5619213268835269
11.6,4.6,10.6,17.6,17.6,19.6,0.0,0.51,14.0,23.0,0.14,0.06,2.0,20.0,0.105,0.08,0.1,0.17,2.2,3.0,4.2,4.1,4.0,17.0,1.5,0.8,0.6,4.3,0.11,1.8,0.5619213268835269
11.6,4.6,10.6,17.6,17.6,19.6,0.0,0.51,14.0,23.0,0.14,0.06,2.0,20.0,0.105,0.08,0.1,0.17,2.2,3.0,4.2,4.1,4.0,17.0,1.5,0.8,0.6,4.3,0.11,1.8,0.5619213268835269
27.2,5.8,4.6,5.6,10.4,46.0,0.0,0.51,14.0,29.0,0.07,0.01,2.0,31.0,0.07,0.06,0.1,0.37,0.8,1.4,4.2,3.0,22.0,21.0,3.1,4.2,2.2,4.6,0.46,2.3,0.296607810059791
52.4,7.0,2.2,5.6,14.0,43.6,0.0,0.5,14.0,23.0,0.14,0.1,2.0,32.0,0.035,0.01,0.1,0.43,0.8,1.6,4.4,3.2,29.0,22.0,0.2,2.9,2.6,4.4,0.74,3.0,0.373521531884426
52.4,10.6,2.2,16.4,22.4,34.0,0.0,0.51,14.0,24.0,0.07,0.01,2.0,18.0,0.14,0.02,0.1,0.42,2.2,2.9,4.9,2.1,14.0,23.0,0.4,2.9,4.5,4.4,0.97,1.9,0.810577626019065
16.4,11.8,7.0,17.6,9.2,19.6,0.0,0.5,14.0,35.0,0.175,0.07,2.0,17.0,0.035,0.02,0.1,0.15,0.9,4.2,3.0,3.5,23.0,29.0,3.7,1.6,2.3,3.1,0.56,2.4,0.445690340111856
52.4,10.6,2.2,9.2,10.4,35.2,0.0,0.51,14.0,8.0,0.07,0.07,2.0,15.0,0.035,0.01,0.1,0.2,1.0,0.6,3.5,4.4,11.0,30.0,3.7,2.5,4.4,3.2,0.58,1.1,0.549972676487143
34.4,5.8,3.4,16.4,10.4,16.0,0.0,0.51,14.0,6.0,0.07,0.01,2.0,28.0,0.105,0.05,0.1,0.5,1.0,0.3,2.2,3.5,8.0,21.0,1.8,0.9,0.4,4.0,0.23,1.2,0.6499315681736121
24.8,8.2,4.6,16.4,11.6,22.0,0.0,0.5,14.0,16.0,0.105,0.06,2.0,18.0,0.035,0.02,0.1,0.4,0.9,1.0,3.7,2.7,6.0,12.0,2.5,2.1,1.0,1.6,0.41,1.9,0.370429102093886
