w1,l1_leg,l1_top,l1_center,l2,h1,l2_tap,ratio,Tx_turns,Tx_tap,Tx_height,Tx_preg,Rx_turns,Rx_tap,Rx_height,Rx_preg,g1,g2,Tx_space_x,Tx_space_y,Rx_space_x,Rx_space_y,core_N_w1,core_P_w1,Tx_layer_space_x,Tx_layer_space_y,Rx_layer_space_x,Rx_layer_space_y,Tx_width,Rx_width,Copperloss_Rx_1
6.8,9.4,7.0,5.6,11.6,12.4,0.0,0.51,14.0,19.0,0.105,0.04,2.0,20.0,0.105,0.06,0.1,0.18,0.8,1.7,3.4,4.7,2.0,19.0,2.0,4.7,0.5,1.1,0.61,3.0,2.10834055521836
8.0,4.6,5.8,16.4,26.0,31.6,0.0,0.5,14.0,23.0,0.07,0.05,2.0,32.0,0.105,0.01,0.1,0.11,2.2,2.1,4.3,3.7,13.0,5.0,2.9,3.9,1.7,1.6,0.13,3.6,2.12784085008883
10.4,11.8,4.6,11.6,8.0,4.0,0.0,0.5,14.0,27.0,0.14,0.05,2.0,34.0,0.105,0.1,0.1,0.22,0.8,1.5,2.4,4.2,24.0,14.0,3.8,1.7,4.4,1.1,0.63,1.5,4.37694155152903
14.0,8.2,3.4,24.8,18.8,11.2,0.0,0.51,14.0,22.0,0.07,0.02,2.0,7.0,0.105,0.01,0.1,0.1,0.9,1.6,3.8,4.0,5.0,13.0,4.6,3.6,2.8,0.5,0.78,2.3,3.490528229458
10.4,9.4,4.6,8.0,14.0,25.6,0.0,0.51,14.0,33.0,0.07,0.01,2.0,10.0,0.07,0.01,0.1,0.13,1.2,3.1,3.5,4.1,16.0,29.0,4.8,4.5,2.5,2.6,0.43,1.0,7.73822793224425
14.0,5.8,3.4,12.8,12.8,29.2,0.0,0.5,14.0,35.0,0.14,0.01,2.0,21.0,0.14,0.07,0.1,0.31,1.4,1.8,2.2,5.0,3.0,5.0,0.6,0.1,4.7,2.0,0.29,1.9,2.84165502916283
8.0,3.4,5.8,18.8,17.6,47.2,0.0,0.5,14.0,15.0,0.175,0.05,2.0,25.0,0.175,0.04,0.1,0.28,2.3,0.6,3.5,4.1,16.0,8.0,4.3,4.6,4.2,2.2,0.24,2.9,2.22311745138207
21.2,8.2,2.2,12.8,17.6,43.6,0.0,0.51,14.0,34.0,0.07,0.05,2.0,6.0,0.07,0.06,0.1,0.46,1.4,4.0,3.0,2.5,6.0,5.0,4.8,3.9,1.8,1.8,0.33,2.3,4.80815126694397
48.8,7.0,1.0,3.2,6.8,34.0,0.0,0.51,14.0,7.0,0.105,0.01,2.0,5.0,0.07,0.04,0.1,0.21,0.6,0.6,2.4,1.4,19.0,7.0,4.2,1.4,3.5,1.8,0.5,1.2,4.35231760722483
14.0,10.6,3.4,24.8,20.0,23.2,0.0,0.51,14.0,31.0,0.105,0.1,2.0,19.0,0.07,0.04,0.1,0.25,1.0,3.9,4.2,5.0,3.0,19.0,4.4,2.8,0.8,2.1,0.64,3.6,3.65174462634052
14.0,11.8,3.4,23.6,15.2,34.0,0.0,0.5,14.0,5.0,0.14,0.05,2.0,25.0,0.105,0.01,0.1,0.18,2.0,0.4,3.3,5.0,30.0,12.0,0.2,3.4,1.9,1.5,0.27,2.4,3.81893864696953
11.6,8.2,4.6,2.0,4.4,16.0,0.0,0.5,14.0,35.0,0.07,0.03,2.0,26.0,0.035,0.01,0.1,0.41,0.4,3.1,2.9,4.9,19.0,9.0,0.2,3.1,3.5,1.9,0.31,1.1,13.0606826182889
8.0,4.6,5.8,22.4,10.4,52.0,0.0,0.5,14.0,20.0,0.105,0.06,2.0,8.0,0.105,0.01,0.1,0.38,1.1,1.8,3.7,3.3,6.0,8.0,3.0,2.1,1.2,2.8,0.35,2.3,2.99529841211509
22.4,3.4,2.2,8.0,3.2,53.2,0.0,0.5,14.0,23.0,0.175,0.1,2.0,31.0,0.14,0.09,0.1,0.2,0.4,0.3,1.8,1.9,17.0,9.0,3.0,4.4,3.1,3.9,0.29,1.0,4.95502678803503
21.2,5.8,2.2,21.2,6.8,8.8,0.0,0.51,14.0,25.0,0.14,0.03,2.0,22.0,0.07,0.05,0.1,0.26,0.3,0.6,1.9,4.0,29.0,26.0,2.2,3.5,1.5,1.5,0.17,1.0,10.8761338782323
20.0,1.0,2.2,9.2,6.8,49.6,0.0,0.51,14.0,28.0,0.105,0.02,2.0,31.0,0.105,0.02,0.1,0.42,0.4,2.3,3.5,3.3,23.0,26.0,1.7,2.7,4.4,1.8,0.3,1.5,4.82540525510915
4.4,8.2,11.8,3.2,8.0,50.8,0.0,0.51,14.0,35.0,0.14,0.09,2.0,22.0,0.07,0.06,0.1,0.31,1.0,0.8,1.9,4.8,20.0,26.0,0.2,0.7,0.8,5.0,0.23,1.0,6.24042019709972
10.4,9.4,4.6,18.8,8.0,16.0,0.0,0.51,14.0,30.0,0.175,0.07,2.0,9.0,0.07,0.01,0.1,0.17,0.7,0.6,3.5,5.0,8.0,29.0,2.9,0.2,3.1,4.0,0.34,2.0,5.36456315484811
14.0,10.6,3.4,21.2,3.2,6.4,0.0,0.51,14.0,34.0,0.14,0.05,2.0,32.0,0.175,0.08,0.1,0.24,0.3,3.3,1.2,1.6,10.0,21.0,2.4,4.7,1.2,1.5,0.21,1.1,3.98058770244676
44.0,7.0,7.0,9.2,14.0,53.2,0.0,0.5,14.0,22.0,0.175,0.05,2.0,6.0,0.105,0.01,0.1,0.44,1.0,1.8,3.3,2.4,28.0,18.0,2.3,4.4,3.1,0.6,0.75,1.3,4.57021177985851
14.0,3.4,3.4,22.4,11.6,19.6,0.0,0.51,14.0,21.0,0.035,0.01,2.0,20.0,0.07,0.02,0.1,0.47,0.7,0.7,3.2,3.9,18.0,29.0,2.7,2.4,3.0,1.2,0.15,2.5,6.27703107094805
22.4,11.8,2.2,22.4,20.0,20.8,0.0,0.51,14.0,27.0,0.14,0.08,2.0,8.0,0.07,0.01,0.1,0.22,1.1,3.3,4.1,3.8,12.0,26.0,3.8,1.6,3.9,0.2,0.92,2.6,4.96779636731888
22.4,11.8,2.2,22.4,20.0,20.8,0.0,0.51,14.0,27.0,0.14,0.08,2.0,8.0,0.07,0.01,0.1,0.22,1.1,3.3,4.1,3.8,12.0,26.0,3.8,1.6,3.9,0.2,0.92,2.6,4.96779636731888
22.4,11.8,2.2,22.4,20.0,20.8,0.0,0.51,14.0,27.0,0.14,0.08,2.0,8.0,0.07,0.01,0.1,0.22,1.1,3.3,4.1,3.8,12.0,26.0,3.8,1.6,3.9,0.2,0.92,2.6,4.96779636731888
38.0,10.6,1.0,3.2,6.8,24.4,0.0,0.51,14.0,22.0,0.105,0.07,2.0,30.0,0.175,0.07,0.1,0.37,0.6,1.1,3.2,3.9,28.0,8.0,0.1,4.9,1.8,1.5,0.27,2.3,3.72570331742387
8.0,3.4,5.8,20.0,9.2,44.8,0.0,0.5,14.0,30.0,0.105,0.1,2.0,29.0,0.105,0.06,0.1,0.17,0.9,2.5,3.5,3.8,26.0,16.0,3.8,4.0,2.2,3.2,0.73,2.9,2.36704741889015
11.6,11.8,4.6,5.6,4.4,17.2,0.0,0.5,14.0,29.0,0.14,0.1,2.0,7.0,0.14,0.03,0.1,0.44,0.5,1.4,2.8,2.0,28.0,10.0,3.7,1.8,1.9,3.8,0.46,1.4,3.13108395512942
14.0,8.2,3.4,16.4,17.6,35.2,0.0,0.51,14.0,32.0,0.14,0.01,2.0,22.0,0.07,0.05,0.1,0.35,0.9,0.8,2.9,2.7,22.0,30.0,4.0,0.4,1.9,3.4,0.68,2.5,3.90618250545189
6.8,8.2,7.0,21.2,10.4,40.0,0.0,0.5,14.0,17.0,0.175,0.08,2.0,10.0,0.105,0.04,0.1,0.15,1.1,1.0,3.6,4.5,29.0,28.0,3.4,1.3,4.0,1.4,0.28,3.4,2.18020722009751
52.4,7.0,1.0,8.0,10.4,31.6,0.0,0.51,14.0,24.0,0.14,0.03,2.0,7.0,0.175,0.1,0.1,0.46,1.4,2.7,4.1,3.0,0.0,12.0,0.5,2.5,4.7,3.9,0.25,2.1,3.69679416369882
52.4,7.0,1.0,8.0,10.4,31.6,0.0,0.51,14.0,24.0,0.14,0.03,2.0,7.0,0.175,0.1,0.1,0.46,1.4,2.7,4.1,3.0,0.0,12.0,0.5,2.5,4.7,3.9,0.25,2.1,3.69679416369882
52.4,7.0,1.0,8.0,10.4,31.6,0.0,0.51,14.0,24.0,0.14,0.03,2.0,7.0,0.175,0.1,0.1,0.46,1.4,2.7,4.1,3.0,0.0,12.0,0.5,2.5,4.7,3.9,0.25,2.1,3.69679416369882
22.4,13.0,2.2,6.8,8.0,47.2,0.0,0.51,14.0,16.0,0.105,0.02,2.0,26.0,0.14,0.05,0.1,0.28,0.6,1.4,4.3,2.2,15.0,6.0,0.1,3.4,1.2,1.2,0.14,1.3,4.61764562482911
18.8,3.4,9.4,17.6,9.2,12.4,0.0,0.51,14.0,15.0,0.105,0.06,2.0,33.0,0.105,0.09,0.1,0.39,1.1,1.4,4.2,4.6,5.0,3.0,3.7,3.3,0.7,1.5,0.6,1.1,2.9574905089811
4.4,1.0,11.8,4.4,9.2,4.0,0.0,0.5,14.0,23.0,0.14,0.06,2.0,15.0,0.14,0.1,0.1,0.21,1.1,1.4,3.0,3.7,22.0,24.0,3.9,4.7,0.9,2.2,1.02,2.4,1.66151671391531
47.6,1.0,1.0,5.6,11.6,44.8,0.0,0.5,14.0,35.0,0.175,0.08,2.0,23.0,0.14,0.06,0.1,0.17,0.9,1.4,4.8,3.4,10.0,24.0,1.5,2.7,0.2,3.2,0.75,1.8,4.34451754104669
5.6,1.0,9.4,3.2,14.0,40.0,0.0,0.5,14.0,32.0,0.105,0.08,2.0,18.0,0.175,0.02,0.1,0.48,1.7,1.6,3.1,5.0,8.0,22.0,3.1,5.0,2.4,4.0,1.51,1.5,2.00935994520535
8.0,2.2,5.8,20.0,17.6,37.6,0.0,0.51,14.0,29.0,0.175,0.08,2.0,33.0,0.105,0.05,0.1,0.35,0.9,0.6,4.0,4.6,4.0,6.0,4.3,1.7,0.1,4.2,0.19,1.7,4.05426384434785
16.4,7.0,3.4,17.6,12.8,50.8,0.0,0.5,14.0,32.0,0.175,0.04,2.0,33.0,0.105,0.02,0.1,0.23,1.1,4.0,3.6,2.0,23.0,28.0,3.4,0.1,3.0,3.5,0.97,1.5,4.51175607404428
15.2,2.2,3.4,6.8,12.8,14.8,0.0,0.51,14.0,21.0,0.175,0.1,2.0,13.0,0.105,0.04,0.1,0.49,1.2,2.2,2.8,3.8,22.0,27.0,0.1,0.8,1.1,3.6,0.19,2.7,4.64088159598636
9.2,9.4,5.8,26.0,22.4,13.6,0.0,0.51,14.0,25.0,0.175,0.02,2.0,11.0,0.175,0.06,0.1,0.3,2.0,3.1,3.7,3.8,10.0,26.0,0.2,2.8,2.3,0.9,1.77,3.4,1.70558190378314
5.6,13.0,9.4,10.4,6.8,18.4,0.0,0.51,14.0,10.0,0.14,0.06,2.0,17.0,0.175,0.01,0.1,0.5,0.3,1.2,4.6,4.3,14.0,3.0,4.6,1.7,4.0,2.5,0.2,1.4,2.59638802763363
16.4,7.0,3.4,10.4,6.8,17.2,0.0,0.51,14.0,32.0,0.175,0.04,2.0,18.0,0.105,0.02,0.1,0.42,0.4,3.9,3.2,2.8,29.0,28.0,1.3,2.9,1.7,4.6,0.16,1.6,4.35891037438477
11.6,2.2,4.6,11.6,9.2,29.2,0.0,0.5,14.0,13.0,0.105,0.1,2.0,33.0,0.14,0.04,0.1,0.33,1.2,0.7,2.8,4.9,15.0,8.0,2.4,3.3,2.3,3.6,0.16,1.0,4.53626910847899
15.2,3.4,3.4,11.6,9.2,38.8,0.0,0.51,14.0,35.0,0.175,0.1,2.0,22.0,0.175,0.04,0.1,0.24,0.9,1.8,4.2,3.2,30.0,16.0,4.4,0.6,0.4,2.2,0.86,2.3,2.03893325240222
11.6,3.4,4.6,21.2,16.4,7.6,0.0,0.5,14.0,17.0,0.14,0.07,2.0,18.0,0.105,0.1,0.1,0.26,1.7,1.3,3.1,3.4,18.0,16.0,3.0,3.0,3.5,1.9,1.13,2.4,3.00099995071383
51.2,5.8,1.0,12.8,10.4,52.0,0.0,0.5,14.0,17.0,0.105,0.01,2.0,33.0,0.105,0.05,0.1,0.15,1.2,1.6,2.8,3.9,5.0,2.0,0.1,3.5,0.7,0.8,0.13,1.8,5.93110240986925
11.6,10.6,4.6,23.6,23.6,17.2,0.0,0.51,14.0,7.0,0.105,0.03,2.0,21.0,0.105,0.1,0.1,0.2,2.1,0.8,5.0,3.9,5.0,4.0,1.1,3.3,2.0,0.8,0.37,3.4,5.46768947227817
51.2,1.0,1.0,4.4,21.2,35.2,0.0,0.5,14.0,28.0,0.035,0.02,2.0,25.0,0.175,0.05,0.1,0.36,2.0,3.4,3.3,4.6,18.0,6.0,2.2,3.1,3.6,1.7,0.66,3.2,5.40721578306586
11.6,9.4,4.6,17.6,11.6,29.2,0.0,0.5,14.0,30.0,0.105,0.09,2.0,28.0,0.07,0.06,0.1,0.14,0.8,3.1,4.5,4.7,14.0,14.0,1.6,2.5,2.3,2.6,0.69,3.9,3.47910555195011
11.6,13.0,4.6,14.0,17.6,38.8,0.0,0.51,14.0,34.0,0.175,0.03,2.0,23.0,0.14,0.03,0.1,0.28,1.8,3.7,4.8,3.8,29.0,21.0,1.7,1.2,1.2,2.7,0.43,2.7,2.23312887708303
11.6,11.8,4.6,26.0,15.2,22.0,0.0,0.5,14.0,33.0,0.07,0.05,2.0,35.0,0.07,0.07,0.1,0.28,1.6,3.0,4.6,1.9,17.0,7.0,0.4,1.9,4.2,3.0,1.45,1.4,7.23020987221703
11.6,5.8,4.6,21.2,17.6,19.6,0.0,0.51,14.0,21.0,0.105,0.02,2.0,8.0,0.175,0.04,0.1,0.25,1.8,1.9,4.2,3.1,6.0,5.0,2.9,3.8,0.8,4.9,0.57,2.8,1.92386271999529
52.4,5.8,1.0,9.2,11.6,42.4,0.0,0.51,14.0,24.0,0.175,0.04,2.0,27.0,0.105,0.04,0.1,0.47,0.6,1.4,4.6,4.6,7.0,20.0,1.1,3.8,1.2,4.2,0.12,1.5,7.26824752381574
9.2,10.6,5.8,14.0,8.0,13.6,0.0,0.5,14.0,35.0,0.035,0.02,2.0,8.0,0.14,0.04,0.1,0.2,0.8,1.6,1.7,3.2,7.0,21.0,0.5,2.2,3.7,2.9,0.37,1.6,3.1784120656161
8.0,13.0,7.0,20.0,15.2,5.2,0.0,0.51,14.0,30.0,0.14,0.05,2.0,12.0,0.105,0.02,0.1,0.33,0.9,3.6,3.9,4.9,17.0,26.0,0.6,0.2,0.8,0.5,0.5,1.6,1.84898198936495
8.0,13.0,7.0,16.4,3.2,16.0,0.0,0.51,14.0,33.0,0.14,0.01,2.0,17.0,0.105,0.03,0.1,0.24,0.4,4.5,1.8,3.5,14.0,2.0,0.1,4.1,2.7,0.1,0.29,1.0,5.51750119274693
8.0,13.0,7.0,16.4,3.2,16.0,0.0,0.51,14.0,33.0,0.14,0.01,2.0,17.0,0.105,0.03,0.1,0.24,0.4,4.5,1.8,3.5,14.0,2.0,0.1,4.1,2.7,0.1,0.29,1.0,5.51750119274693
8.0,13.0,7.0,16.4,3.2,16.0,0.0,0.51,14.0,33.0,0.14,0.01,2.0,17.0,0.105,0.03,0.1,0.24,0.4,4.5,1.8,3.5,14.0,2.0,0.1,4.1,2.7,0.1,0.29,1.0,5.51750119274693
11.6,4.6,4.6,12.8,5.6,50.8,0.0,0.51,14.0,26.0,0.175,0.09,2.0,16.0,0.035,0.03,0.1,0.2,0.6,2.2,2.5,2.4,6.0,4.0,4.8,3.6,2.9,3.5,0.47,2.2,4.57647197598072
11.6,4.6,4.6,12.8,5.6,50.8,0.0,0.51,14.0,26.0,0.175,0.09,2.0,16.0,0.035,0.03,0.1,0.2,0.6,2.2,2.5,2.4,6.0,4.0,4.8,3.6,2.9,3.5,0.47,2.2,4.57647197598072
11.6,4.6,4.6,12.8,5.6,50.8,0.0,0.51,14.0,26.0,0.175,0.09,2.0,16.0,0.035,0.03,0.1,0.2,0.6,2.2,2.5,2.4,6.0,4.0,4.8,3.6,2.9,3.5,0.47,2.2,4.57647197598072
9.2,10.6,5.8,23.6,18.8,40.0,0.0,0.51,14.0,31.0,0.035,0.03,2.0,9.0,0.175,0.04,0.1,0.42,2.5,2.7,4.0,3.6,29.0,7.0,0.1,3.1,3.1,3.3,0.43,1.7,2.73170365863846
11.6,13.0,4.6,9.2,15.2,5.2,0.0,0.5,14.0,11.0,0.07,0.01,2.0,18.0,0.105,0.06,0.1,0.19,0.7,1.0,3.0,4.6,3.0,0.0,1.9,0.6,1.2,3.9,0.13,2.0,3.31907814466519
9.2,9.4,5.8,14.0,6.8,44.8,0.0,0.5,14.0,22.0,0.14,0.06,2.0,17.0,0.07,0.06,0.1,0.28,0.7,1.6,4.1,4.0,0.0,8.0,3.5,2.0,1.4,0.2,0.12,2.2,4.55388511301546
15.2,2.2,3.4,17.6,9.2,43.6,0.0,0.5,14.0,21.0,0.07,0.05,2.0,19.0,0.175,0.05,0.1,0.28,1.0,0.2,4.7,4.3,8.0,4.0,0.2,4.0,0.5,0.4,0.1,3.3,2.8359021169569
8.0,3.4,7.0,5.6,22.4,8.8,0.0,0.51,14.0,28.0,0.175,0.04,2.0,12.0,0.035,0.01,0.1,0.34,1.8,3.5,4.3,4.7,30.0,9.0,0.1,1.3,3.9,4.2,0.62,2.7,6.01391438518901
9.2,7.0,5.8,18.8,11.6,30.4,0.0,0.51,14.0,21.0,0.07,0.04,2.0,6.0,0.07,0.01,0.1,0.5,1.1,2.7,2.9,3.1,21.0,4.0,4.2,4.7,1.4,3.0,1.02,1.4,6.1095382482835
8.0,7.0,7.0,17.6,15.2,36.4,0.0,0.51,14.0,21.0,0.14,0.1,2.0,33.0,0.105,0.01,0.1,0.14,1.4,1.7,4.2,2.8,11.0,10.0,1.9,1.7,1.2,2.2,1.28,2.3,2.96008240814516
11.6,3.4,4.6,12.8,12.8,12.4,0.0,0.51,14.0,20.0,0.105,0.01,2.0,18.0,0.14,0.07,0.1,0.49,1.0,2.5,2.4,2.4,17.0,6.0,2.7,2.8,0.3,1.3,0.41,1.5,2.98497571969916
6.8,5.8,8.2,12.8,8.0,40.0,0.0,0.5,14.0,23.0,0.175,0.07,2.0,11.0,0.07,0.07,0.1,0.22,0.8,2.2,4.9,4.2,17.0,15.0,1.0,3.4,1.9,3.3,0.16,2.6,3.96521374597799
11.6,5.8,4.6,12.8,23.6,12.4,0.0,0.51,14.0,20.0,0.14,0.03,2.0,9.0,0.105,0.04,0.1,0.26,2.3,1.5,4.4,4.6,1.0,28.0,3.3,2.4,3.8,2.9,1.08,3.0,2.48417336449252
11.6,7.0,4.6,9.2,11.6,48.4,0.0,0.5,14.0,9.0,0.14,0.08,2.0,33.0,0.14,0.09,0.1,0.27,1.0,0.9,4.2,3.8,6.0,20.0,2.1,5.0,3.8,3.1,0.71,2.8,1.88879976784884
9.2,5.8,5.8,17.6,15.2,43.6,0.0,0.5,14.0,18.0,0.105,0.01,2.0,33.0,0.14,0.01,0.1,0.5,1.4,0.7,4.4,4.3,30.0,22.0,0.5,4.8,3.9,4.6,0.37,1.3,3.77836786114539
8.0,13.0,7.0,6.8,20.0,11.2,0.0,0.51,14.0,11.0,0.14,0.05,2.0,31.0,0.07,0.06,0.1,0.12,1.9,0.7,5.0,3.7,28.0,26.0,2.1,4.5,2.3,3.2,0.69,2.5,3.85112986676484
24.8,4.6,2.2,23.6,14.0,10.0,0.0,0.51,14.0,27.0,0.035,0.03,2.0,9.0,0.14,0.04,0.1,0.29,0.9,0.9,3.6,2.0,23.0,14.0,3.7,3.8,0.3,2.3,0.57,1.4,4.68224184605207
9.2,9.4,5.8,10.4,26.0,48.4,0.0,0.51,14.0,30.0,0.14,0.1,2.0,28.0,0.035,0.01,0.1,0.37,1.8,1.7,4.7,4.5,1.0,18.0,5.0,2.6,0.9,2.4,1.12,4.1,4.69692144607866
26.0,5.8,2.2,9.2,6.8,41.2,0.0,0.5,14.0,27.0,0.175,0.02,2.0,23.0,0.14,0.02,0.1,0.13,0.7,1.9,3.6,4.3,3.0,19.0,4.4,3.0,2.9,0.5,0.34,1.0,8.33864501803347
5.6,7.0,9.4,14.0,5.6,34.0,0.0,0.5,14.0,35.0,0.035,0.02,2.0,16.0,0.07,0.06,0.1,0.46,0.5,0.9,2.7,2.5,28.0,19.0,3.4,4.7,0.6,3.3,0.43,2.4,3.52848400632371
16.4,8.2,3.4,15.2,5.6,12.4,0.0,0.5,14.0,17.0,0.105,0.04,2.0,4.0,0.175,0.06,0.1,0.39,0.6,0.4,1.9,1.7,16.0,30.0,0.5,1.7,1.7,2.6,0.29,1.3,3.19975688244787
26.0,8.2,2.2,18.8,12.8,49.6,0.0,0.5,14.0,13.0,0.175,0.05,2.0,17.0,0.105,0.05,0.1,0.39,1.4,1.1,3.1,3.1,8.0,22.0,3.5,0.4,0.3,0.1,0.14,1.0,7.25321849613709
6.8,4.6,8.2,8.0,14.0,42.4,0.0,0.5,14.0,32.0,0.105,0.04,2.0,19.0,0.035,0.01,0.1,0.45,1.7,2.8,4.8,3.6,5.0,4.0,4.3,1.4,3.8,3.9,0.6,1.2,11.6364731022189
26.0,10.6,2.2,3.2,4.4,41.2,0.0,0.5,14.0,29.0,0.105,0.09,2.0,14.0,0.07,0.05,0.1,0.47,0.5,1.5,2.5,3.0,8.0,6.0,1.2,1.7,2.8,0.7,0.19,1.2,7.78087109823757
16.4,2.2,3.4,11.6,18.8,17.2,0.0,0.51,14.0,22.0,0.105,0.07,2.0,30.0,0.07,0.01,0.1,0.48,2.2,1.9,4.9,3.4,25.0,27.0,1.2,1.8,1.3,0.7,1.21,2.2,4.48093555111501
8.0,7.0,7.0,9.2,9.2,32.8,0.0,0.5,14.0,11.0,0.105,0.06,2.0,9.0,0.14,0.03,0.1,0.22,1.2,0.5,4.6,3.7,19.0,25.0,0.7,2.9,3.5,0.5,0.19,2.3,2.44651419857889
8.0,13.0,7.0,12.8,17.6,7.6,0.0,0.51,14.0,14.0,0.14,0.01,2.0,23.0,0.105,0.08,0.1,0.42,2.0,0.7,4.6,1.6,28.0,24.0,1.7,3.8,4.4,1.4,0.68,1.5,3.85319545449132
23.6,1.0,2.2,10.4,17.6,22.0,0.0,0.5,14.0,20.0,0.14,0.1,2.0,23.0,0.175,0.02,0.1,0.25,1.1,0.7,4.4,4.0,9.0,29.0,3.0,2.0,0.5,1.0,0.19,1.9,2.70269854864477
23.6,1.0,2.2,10.4,17.6,22.0,0.0,0.5,14.0,20.0,0.14,0.1,2.0,23.0,0.175,0.02,0.1,0.25,1.1,0.7,4.4,4.0,9.0,29.0,3.0,2.0,0.5,1.0,0.19,1.9,2.70269854864477
23.6,1.0,2.2,10.4,17.6,22.0,0.0,0.5,14.0,20.0,0.14,0.1,2.0,23.0,0.175,0.02,0.1,0.25,1.1,0.7,4.4,4.0,9.0,29.0,3.0,2.0,0.5,1.0,0.19,1.9,2.70269854864477
6.8,5.8,8.2,16.4,9.2,43.6,0.0,0.51,14.0,31.0,0.105,0.08,2.0,13.0,0.07,0.05,0.1,0.33,1.0,4.2,5.0,2.8,17.0,27.0,4.5,4.4,2.6,4.2,0.52,2.0,4.51428876592637
8.0,3.4,7.0,5.6,23.6,36.4,0.0,0.5,14.0,28.0,0.175,0.02,2.0,26.0,0.175,0.03,0.1,0.34,2.8,1.7,3.8,4.2,30.0,27.0,0.3,4.8,3.8,2.7,1.1,3.6,4.93499199024016
5.6,13.0,10.6,6.8,8.0,31.6,0.0,0.5,14.0,29.0,0.07,0.01,2.0,31.0,0.105,0.03,0.1,0.49,1.0,0.4,3.0,2.1,18.0,3.0,4.2,1.0,2.9,1.9,0.31,1.1,4.08531464117051
6.8,7.0,9.4,2.0,4.4,20.8,0.0,0.51,14.0,34.0,0.105,0.02,2.0,13.0,0.175,0.02,0.1,0.22,0.3,1.6,1.3,2.6,26.0,22.0,0.3,0.6,1.3,3.4,0.11,1.2,2.37762585752563
24.8,9.4,2.2,9.2,12.8,28.0,0.0,0.51,14.0,13.0,0.14,0.07,2.0,13.0,0.14,0.03,0.1,0.29,1.0,0.3,4.9,3.4,2.0,17.0,0.4,1.6,0.5,1.4,0.21,1.5,4.21338422102179
6.8,11.8,8.2,8.0,3.2,10.0,0.0,0.5,14.0,25.0,0.175,0.1,2.0,7.0,0.175,0.1,0.1,0.37,0.4,2.8,1.5,2.9,7.0,30.0,1.1,4.4,4.9,2.3,0.16,1.0,2.96163245535682
16.4,4.6,3.4,11.6,8.0,35.2,0.0,0.5,14.0,35.0,0.175,0.04,2.0,28.0,0.105,0.04,0.1,0.46,0.5,4.5,4.2,4.5,8.0,23.0,1.4,0.8,2.0,4.4,0.3,2.9,3.23736436430439
16.4,9.4,3.4,11.6,24.8,29.2,0.0,0.5,14.0,27.0,0.14,0.05,2.0,32.0,0.105,0.05,0.1,0.3,1.9,3.0,5.0,3.1,0.0,7.0,3.0,1.2,2.3,0.6,0.97,2.5,3.05507497988457
24.8,8.2,2.2,22.4,17.6,14.8,0.0,0.5,14.0,26.0,0.175,0.02,2.0,30.0,0.07,0.04,0.1,0.37,1.2,2.3,4.9,3.6,15.0,3.0,0.3,0.6,0.4,1.2,0.36,1.9,6.40927462292537
8.0,5.8,7.0,14.0,17.6,31.6,0.0,0.5,14.0,4.0,0.14,0.02,2.0,24.0,0.105,0.05,0.1,0.47,1.2,0.3,4.5,4.6,2.0,0.0,0.8,2.1,0.3,0.2,0.16,1.3,5.00938868413905
26.0,7.0,2.2,3.2,4.4,42.4,0.0,0.51,14.0,33.0,0.14,0.01,2.0,5.0,0.07,0.04,0.1,0.2,0.3,2.8,2.9,2.9,27.0,2.0,4.7,2.6,2.2,2.0,0.21,1.3,2.75499340397401
12.8,9.4,4.6,5.6,16.4,25.6,0.0,0.5,14.0,26.0,0.175,0.04,2.0,32.0,0.14,0.01,0.1,0.16,1.8,3.4,4.3,1.6,26.0,9.0,2.9,0.3,1.6,2.7,0.49,1.0,3.94901431411114
16.4,9.4,3.4,16.4,15.2,38.8,0.0,0.5,14.0,35.0,0.14,0.08,2.0,29.0,0.105,0.02,0.1,0.33,1.7,2.1,3.8,3.8,2.0,11.0,4.2,2.0,3.2,1.2,0.98,1.6,4.35860195356467
26.0,13.0,2.2,20.0,5.6,19.6,0.0,0.51,14.0,19.0,0.14,0.03,2.0,6.0,0.175,0.08,0.1,0.25,0.7,1.4,3.0,2.0,22.0,13.0,3.8,0.4,4.3,4.3,0.2,1.8,3.07977519359801
26.0,10.6,2.2,8.0,20.0,19.6,0.0,0.5,14.0,25.0,0.035,0.02,2.0,22.0,0.07,0.04,0.1,0.49,2.1,3.2,4.8,1.8,16.0,19.0,2.8,4.2,5.0,0.2,0.72,1.3,7.84867416670186
26.0,8.2,2.2,12.8,3.2,36.4,0.0,0.5,14.0,27.0,0.105,0.01,2.0,23.0,0.07,0.06,0.1,0.18,0.3,3.0,1.3,2.5,21.0,18.0,1.6,0.9,3.3,2.5,0.1,1.1,9.2039218220088
12.8,4.6,4.6,4.4,8.0,25.6,0.0,0.5,14.0,29.0,0.175,0.1,2.0,26.0,0.07,0.02,0.1,0.21,0.8,2.9,1.9,3.9,27.0,3.0,3.5,3.4,1.0,2.1,0.12,1.3,6.01835536726625
17.6,5.8,3.4,24.8,20.0,12.4,0.0,0.5,14.0,32.0,0.07,0.01,2.0,26.0,0.14,0.05,0.1,0.43,1.6,0.4,4.3,4.0,23.0,8.0,1.6,4.8,1.2,4.6,0.32,3.0,4.70385256638409
