w1,l1_leg,l1_top,l1_center,l2,h1,l2_tap,ratio,Tx_turns,Tx_tap,Tx_height,Tx_preg,Rx_turns,Rx_tap,Rx_height,Rx_preg,g1,g2,Tx_space_x,Tx_space_y,Rx_space_x,Rx_space_y,core_N_w1,core_P_w1,Tx_layer_space_x,Tx_layer_space_y,Rx_layer_space_x,Rx_layer_space_y,Tx_width,Rx_width,Copperloss_Rx_2
9.2,13.0,7.0,5.6,4.4,11.2,0.0,0.5,14.0,19.0,0.14,0.06,2.0,15.0,0.14,0.09,0.1,0.21,0.5,0.6,2.2,2.9,8.0,28.0,5.0,2.3,2.4,1.1,0.11,1.4,0.435347452112663
6.8,7.0,9.4,15.2,5.6,17.2,0.0,0.5,14.0,24.0,0.175,0.09,2.0,34.0,0.14,0.08,0.1,0.39,0.3,1.8,3.7,3.3,30.0,13.0,0.5,4.9,2.8,0.5,0.16,1.7,0.481164428013142
14.0,8.2,4.6,5.6,24.8,22.0,0.0,0.51,14.0,22.0,0.175,0.06,2.0,24.0,0.175,0.08,0.1,0.44,3.1,1.5,4.8,4.6,18.0,7.0,2.9,0.6,4.2,2.6,0.25,4.1,0.525156398624052
29.6,3.4,2.2,5.6,22.4,14.8,0.0,0.5,14.0,25.0,0.175,0.08,2.0,10.0,0.105,0.08,0.1,0.44,2.2,3.3,4.7,2.7,17.0,12.0,3.7,2.9,3.2,2.3,0.36,2.4,0.638239909077303
9.2,7.0,7.0,12.8,18.8,6.4,0.0,0.51,14.0,14.0,0.07,0.01,2.0,7.0,0.105,0.08,0.1,0.21,1.0,1.2,4.8,3.4,14.0,1.0,4.1,2.1,1.5,4.2,0.2,3.0,0.578313035975115
29.6,8.2,2.2,6.8,18.8,17.2,0.0,0.51,14.0,34.0,0.175,0.05,2.0,11.0,0.07,0.03,0.1,0.16,1.7,2.7,4.8,2.5,21.0,23.0,4.8,4.7,1.4,4.7,0.74,1.6,0.679868725039793
28.4,3.4,2.2,12.8,18.8,26.8,0.0,0.5,14.0,27.0,0.175,0.08,2.0,27.0,0.105,0.03,0.1,0.11,2.0,1.9,4.0,3.8,16.0,8.0,0.8,4.9,2.1,2.7,0.83,2.6,0.578486416191892
18.8,3.4,3.4,6.8,22.4,40.0,0.0,0.5,14.0,21.0,0.105,0.01,2.0,31.0,0.07,0.04,0.1,0.15,2.9,2.5,4.3,3.7,24.0,29.0,1.8,3.3,0.2,1.1,0.2,3.0,0.635348835876354
14.0,5.8,4.6,10.4,12.8,25.6,0.0,0.51,14.0,32.0,0.14,0.09,2.0,22.0,0.07,0.05,0.1,0.48,1.4,4.3,3.3,2.2,22.0,13.0,0.2,1.4,3.9,2.1,0.58,1.5,0.32722864594827
9.2,7.0,7.0,20.0,16.4,47.2,0.0,0.51,14.0,28.0,0.175,0.07,2.0,8.0,0.105,0.03,0.1,0.2,1.5,3.1,4.3,3.6,28.0,29.0,2.1,4.8,0.1,2.0,0.17,2.5,0.435072966290324
6.8,9.4,9.4,21.2,4.4,12.4,0.0,0.5,14.0,13.0,0.14,0.06,2.0,7.0,0.07,0.01,0.1,0.16,0.5,0.5,1.7,2.6,27.0,12.0,1.9,1.7,3.4,3.2,0.39,1.6,0.572115663644119
29.6,2.2,2.2,22.4,15.2,38.8,0.0,0.5,14.0,28.0,0.14,0.09,2.0,27.0,0.035,0.01,0.1,0.21,1.9,3.8,4.3,4.8,24.0,7.0,2.6,2.6,1.5,0.3,0.5,1.3,0.0859210721853196
18.8,1.0,3.4,6.8,10.4,4.0,0.0,0.51,14.0,35.0,0.105,0.05,2.0,9.0,0.175,0.05,0.1,0.41,0.9,1.8,3.2,4.7,26.0,0.0,4.2,0.1,2.7,2.6,0.38,1.3,0.797734915564669
14.0,10.6,4.6,21.2,23.6,17.2,0.0,0.51,14.0,33.0,0.14,0.07,2.0,30.0,0.07,0.05,0.1,0.27,2.6,2.0,3.6,3.8,0.0,25.0,3.8,0.2,1.7,0.5,0.1,3.5,0.670579716897291
5.6,7.0,11.8,21.2,4.4,41.2,0.0,0.5,14.0,27.0,0.07,0.01,2.0,28.0,0.105,0.1,0.1,0.21,0.3,1.4,2.4,1.7,2.0,8.0,2.1,4.3,4.9,2.4,0.13,1.4,0.902920016805247
29.6,7.0,2.2,2.0,4.4,43.6,0.0,0.51,14.0,31.0,0.07,0.03,2.0,7.0,0.105,0.01,0.1,0.13,0.2,3.7,1.2,3.5,27.0,2.0,2.8,3.1,2.1,4.3,0.16,1.0,0.599352057239774
32.0,13.0,2.2,3.2,6.8,44.8,0.0,0.51,14.0,30.0,0.035,0.02,2.0,11.0,0.175,0.06,0.1,0.33,0.5,1.5,3.8,4.5,12.0,24.0,3.8,2.7,0.5,3.2,0.2,2.1,1.33340343012335
14.0,9.4,4.6,20.0,6.8,10.0,0.0,0.51,14.0,33.0,0.175,0.07,2.0,8.0,0.105,0.1,0.1,0.27,0.3,3.6,4.1,3.7,21.0,6.0,1.4,4.6,3.0,4.2,0.23,2.3,0.996039903197112
18.8,13.0,3.4,20.0,8.0,44.8,0.0,0.5,14.0,35.0,0.14,0.04,2.0,34.0,0.175,0.05,0.1,0.22,0.9,1.0,4.5,3.3,27.0,24.0,4.5,4.2,3.3,0.3,0.11,2.7,0.546545622991811
18.8,13.0,3.4,20.0,8.0,44.8,0.0,0.5,14.0,35.0,0.14,0.04,2.0,34.0,0.175,0.05,0.1,0.22,0.9,1.0,4.5,3.3,27.0,24.0,4.5,4.2,3.3,0.3,0.11,2.7,0.546545622991811
18.8,13.0,3.4,20.0,8.0,44.8,0.0,0.5,14.0,35.0,0.14,0.04,2.0,34.0,0.175,0.05,0.1,0.22,0.9,1.0,4.5,3.3,27.0,24.0,4.5,4.2,3.3,0.3,0.11,2.7,0.546545622991811
18.8,4.6,3.4,10.4,10.4,5.2,0.0,0.51,14.0,34.0,0.105,0.04,2.0,10.0,0.14,0.06,0.1,0.23,1.2,2.5,3.4,4.8,14.0,14.0,0.5,1.1,3.7,3.5,0.28,2.8,0.581872361668399
29.6,7.0,2.2,17.6,6.8,50.8,0.0,0.5,14.0,24.0,0.14,0.05,2.0,7.0,0.14,0.09,0.1,0.46,0.7,0.7,2.6,1.4,0.0,0.0,3.4,2.5,3.1,4.4,0.38,1.3,0.307852961389964
11.6,5.8,5.8,6.8,21.2,41.2,0.0,0.51,14.0,16.0,0.035,0.03,2.0,31.0,0.14,0.05,0.1,0.49,1.5,2.1,4.9,3.6,30.0,9.0,3.1,0.4,3.6,2.8,0.27,1.5,0.302265469413631
28.4,3.4,2.2,22.4,26.0,48.4,0.0,0.51,14.0,18.0,0.175,0.04,2.0,24.0,0.14,0.09,0.1,0.4,3.2,1.9,4.5,4.1,7.0,22.0,3.1,0.6,2.4,0.2,1.74,3.6,0.346456521215241
14.0,5.8,4.6,14.0,12.8,44.8,0.0,0.5,14.0,13.0,0.07,0.07,2.0,13.0,0.14,0.02,0.1,0.2,0.5,1.7,3.2,3.8,18.0,2.0,0.7,2.2,2.9,4.5,0.35,2.3,0.826889460741078
8.0,2.2,8.2,6.8,23.6,23.2,0.0,0.5,14.0,28.0,0.07,0.01,2.0,19.0,0.175,0.03,0.1,0.2,2.1,3.6,4.2,3.5,9.0,21.0,2.3,1.5,3.3,4.5,1.19,3.1,0.376558270633123
32.0,9.4,2.2,5.6,10.4,41.2,0.0,0.5,14.0,6.0,0.175,0.03,2.0,9.0,0.105,0.02,0.1,0.47,1.2,0.5,3.9,4.3,27.0,16.0,1.1,0.1,0.9,2.8,0.49,2.2,0.725549523878118
18.8,11.8,3.4,14.0,10.4,8.8,0.0,0.51,14.0,26.0,0.105,0.05,2.0,11.0,0.07,0.07,0.1,0.17,1.3,0.8,2.8,3.5,0.0,7.0,2.8,4.1,0.3,1.0,0.65,1.1,0.483224152051638
11.6,11.8,5.8,15.2,9.2,4.0,0.0,0.51,14.0,35.0,0.14,0.06,2.0,22.0,0.105,0.06,0.1,0.44,0.5,4.8,2.8,2.8,5.0,28.0,3.4,3.6,4.0,4.8,0.16,1.2,0.447334168330575
30.8,2.2,2.2,4.4,23.6,5.2,0.0,0.51,14.0,35.0,0.035,0.03,2.0,22.0,0.07,0.01,0.1,0.16,2.4,2.7,4.9,4.9,11.0,6.0,3.4,1.0,4.3,2.0,1.3,2.3,1.22571273322479
5.6,9.4,11.8,23.6,4.4,52.0,0.0,0.51,14.0,18.0,0.035,0.03,2.0,28.0,0.14,0.04,0.1,0.34,0.5,1.7,1.3,3.9,1.0,23.0,3.6,4.4,3.0,2.6,0.29,1.1,0.334354136631431
8.0,7.0,8.2,23.6,3.2,10.0,0.0,0.5,14.0,18.0,0.07,0.01,2.0,18.0,0.14,0.07,0.1,0.34,0.3,1.1,1.6,3.4,12.0,11.0,3.9,1.3,2.3,0.9,0.12,1.3,0.694253682461054
18.8,5.8,3.4,14.0,8.0,12.4,0.0,0.5,14.0,17.0,0.07,0.05,2.0,26.0,0.14,0.05,0.1,0.48,0.8,1.9,2.6,3.2,28.0,11.0,0.8,2.6,5.0,1.9,0.74,1.5,0.360172322892562
18.8,5.8,3.4,14.0,8.0,12.4,0.0,0.5,14.0,17.0,0.07,0.05,2.0,26.0,0.14,0.05,0.1,0.48,0.8,1.9,2.6,3.2,28.0,11.0,0.8,2.6,5.0,1.9,0.74,1.5,0.360172322892562
18.8,5.8,3.4,14.0,8.0,12.4,0.0,0.5,14.0,17.0,0.07,0.05,2.0,26.0,0.14,0.05,0.1,0.48,0.8,1.9,2.6,3.2,28.0,11.0,0.8,2.6,5.0,1.9,0.74,1.5,0.360172322892562
9.2,5.8,7.0,18.8,16.4,41.2,0.0,0.51,14.0,22.0,0.175,0.03,2.0,9.0,0.14,0.07,0.1,0.17,1.2,2.2,4.8,3.3,26.0,1.0,2.4,3.1,1.0,2.4,0.41,1.8,0.358904229936859
18.8,8.2,3.4,11.6,12.8,13.6,0.0,0.51,14.0,32.0,0.035,0.01,2.0,6.0,0.105,0.08,0.1,0.33,0.8,3.7,2.4,1.9,4.0,1.0,4.2,4.1,0.1,4.7,0.11,1.7,0.751064434899456
29.6,5.8,2.2,12.8,22.4,49.6,0.0,0.5,14.0,9.0,0.14,0.09,2.0,27.0,0.105,0.01,0.1,0.49,2.4,1.0,5.0,4.0,29.0,19.0,4.5,1.6,3.1,3.3,0.94,3.0,1.00680493467319
18.8,13.0,3.4,20.0,6.8,20.8,0.0,0.51,14.0,25.0,0.07,0.04,2.0,34.0,0.175,0.04,0.1,0.33,0.6,0.6,3.6,3.7,28.0,13.0,0.5,2.9,3.6,2.1,0.33,1.4,0.586812087301
22.4,5.8,3.4,9.2,4.4,23.2,0.0,0.51,14.0,33.0,0.14,0.07,2.0,7.0,0.07,0.06,0.1,0.46,0.5,2.3,1.7,1.8,24.0,0.0,1.8,4.7,5.0,4.7,0.47,1.2,0.251567688519299
20.0,8.2,3.4,14.0,8.0,28.0,0.0,0.51,14.0,33.0,0.175,0.08,2.0,11.0,0.105,0.05,0.1,0.18,0.5,1.0,3.3,4.6,1.0,14.0,2.3,1.5,2.7,3.4,0.13,2.5,0.960904760597659
14.0,3.4,4.6,24.8,9.2,24.4,0.0,0.51,14.0,14.0,0.105,0.08,2.0,11.0,0.105,0.04,0.1,0.36,0.5,0.6,3.4,3.8,21.0,24.0,1.5,2.9,2.9,1.5,0.31,2.4,1.10979112276558
14.0,9.4,4.6,15.2,26.0,37.6,0.0,0.5,14.0,27.0,0.175,0.06,2.0,21.0,0.175,0.1,0.1,0.39,1.7,2.3,4.8,4.0,1.0,0.0,4.0,2.9,3.6,0.8,1.11,3.3,0.461339136648293
11.6,2.2,5.8,6.8,4.4,36.4,0.0,0.51,14.0,32.0,0.14,0.02,2.0,8.0,0.07,0.02,0.1,0.26,0.5,2.9,2.4,3.0,9.0,8.0,0.2,1.7,1.0,4.3,0.1,1.7,0.810284447724698
8.0,2.2,8.2,11.6,10.4,43.6,0.0,0.51,14.0,22.0,0.14,0.04,2.0,24.0,0.105,0.02,0.1,0.1,1.0,0.5,2.5,4.7,19.0,17.0,0.9,4.5,1.2,3.2,0.3,2.3,0.591323209964803
14.0,3.4,4.6,20.0,12.8,49.6,0.0,0.51,14.0,18.0,0.07,0.03,2.0,15.0,0.105,0.05,0.1,0.41,0.8,1.7,2.9,2.1,2.0,29.0,2.5,1.1,0.3,3.4,0.19,1.8,0.325188789657874
29.6,8.2,2.2,14.0,17.6,49.6,0.0,0.5,14.0,35.0,0.175,0.08,2.0,25.0,0.175,0.1,0.1,0.32,1.4,2.4,3.8,4.5,12.0,9.0,2.5,2.1,2.6,0.3,0.25,2.1,0.465405626745718
29.6,8.2,2.2,14.0,17.6,49.6,0.0,0.5,14.0,35.0,0.175,0.08,2.0,25.0,0.175,0.1,0.1,0.32,1.4,2.4,3.8,4.5,12.0,9.0,2.5,2.1,2.6,0.3,0.25,2.1,0.465405626745718
29.6,8.2,2.2,14.0,17.6,49.6,0.0,0.5,14.0,35.0,0.175,0.08,2.0,25.0,0.175,0.1,0.1,0.32,1.4,2.4,3.8,4.5,12.0,9.0,2.5,2.1,2.6,0.3,0.25,2.1,0.465405626745718
30.8,5.8,2.2,8.0,23.6,25.6,0.0,0.5,14.0,27.0,0.07,0.04,2.0,33.0,0.035,0.02,0.1,0.11,3.2,2.0,4.8,4.3,22.0,18.0,3.3,3.9,2.8,0.5,0.46,2.6,1.13727151530506
11.6,5.8,5.8,22.4,23.6,12.4,0.0,0.5,14.0,35.0,0.14,0.08,2.0,16.0,0.175,0.07,0.1,0.27,3.1,0.9,4.9,4.0,3.0,1.0,4.7,3.4,3.2,3.4,0.15,3.1,1.49294934503345
11.6,10.6,5.8,6.8,17.6,29.2,0.0,0.5,14.0,25.0,0.105,0.01,2.0,29.0,0.07,0.07,0.1,0.09,0.8,3.0,4.9,3.9,17.0,23.0,2.6,3.4,0.5,1.7,0.59,3.2,1.230711695536
11.6,10.6,5.8,16.4,8.0,49.6,0.0,0.51,14.0,27.0,0.175,0.06,2.0,30.0,0.14,0.04,0.1,0.16,0.5,0.4,3.1,4.1,13.0,10.0,4.7,2.7,3.1,1.7,0.12,2.8,0.620470482193825
11.6,10.6,5.8,16.4,8.0,49.6,0.0,0.51,14.0,27.0,0.175,0.06,2.0,30.0,0.14,0.04,0.1,0.16,0.5,0.4,3.1,4.1,13.0,10.0,4.7,2.7,3.1,1.7,0.12,2.8,0.620470482193825
11.6,10.6,5.8,16.4,8.0,49.6,0.0,0.51,14.0,27.0,0.175,0.06,2.0,30.0,0.14,0.04,0.1,0.16,0.5,0.4,3.1,4.1,13.0,10.0,4.7,2.7,3.1,1.7,0.12,2.8,0.620470482193825
9.2,5.8,7.0,12.8,9.2,48.4,0.0,0.5,14.0,20.0,0.14,0.02,2.0,32.0,0.175,0.01,0.1,0.33,0.8,1.9,1.8,3.2,7.0,16.0,1.0,2.1,0.7,1.4,0.35,1.0,0.244715986511579
20.0,8.2,3.4,6.8,24.8,40.0,0.0,0.51,14.0,18.0,0.105,0.01,2.0,34.0,0.175,0.05,0.1,0.23,2.1,0.7,5.0,3.3,2.0,3.0,0.8,4.3,1.3,3.7,0.37,2.9,0.672174205049292
14.0,2.2,4.6,15.2,6.8,24.4,0.0,0.51,14.0,35.0,0.175,0.05,2.0,11.0,0.14,0.09,0.1,0.3,0.8,0.3,3.5,1.3,5.0,20.0,0.8,2.6,4.0,4.5,0.17,1.0,0.196583702362881
6.8,2.2,10.6,6.8,24.8,7.6,0.0,0.5,14.0,20.0,0.14,0.04,2.0,13.0,0.105,0.07,0.1,0.2,2.7,1.9,5.0,4.0,1.0,28.0,3.1,3.2,1.5,1.6,1.69,2.7,0.391969040602491
15.2,13.0,4.6,18.8,6.8,28.0,0.0,0.5,14.0,27.0,0.105,0.01,2.0,34.0,0.105,0.02,0.1,0.46,0.6,3.5,3.0,3.5,30.0,27.0,2.0,0.9,0.3,1.1,0.27,2.5,0.716024426215065
16.4,7.0,4.6,20.0,20.0,28.0,0.0,0.51,14.0,31.0,0.175,0.05,2.0,19.0,0.175,0.08,0.1,0.41,1.3,3.8,3.7,4.5,26.0,29.0,4.9,4.5,2.5,0.8,1.26,2.9,0.422758062563952
30.8,13.0,2.2,3.2,6.8,26.8,0.0,0.5,14.0,13.0,0.035,0.03,2.0,34.0,0.105,0.09,0.1,0.45,0.8,0.7,4.4,2.0,10.0,9.0,3.0,3.4,4.1,0.7,0.22,1.8,0.585797107238237
21.2,5.8,3.4,18.8,15.2,23.2,0.0,0.51,14.0,28.0,0.175,0.08,2.0,17.0,0.105,0.09,0.1,0.31,1.6,1.6,3.9,1.6,0.0,13.0,1.7,2.4,4.4,2.1,1.12,1.4,0.345250944978376
20.0,8.2,3.4,22.4,12.8,18.4,0.0,0.5,14.0,13.0,0.105,0.07,2.0,23.0,0.105,0.07,0.1,0.45,0.9,0.4,2.6,3.5,3.0,10.0,3.4,4.8,2.9,3.5,0.15,2.3,0.341324126260805
5.6,3.4,11.8,24.8,10.4,44.8,0.0,0.51,14.0,22.0,0.07,0.01,2.0,30.0,0.105,0.08,0.1,0.39,0.9,2.9,2.5,3.0,10.0,20.0,2.8,1.5,0.3,0.1,0.19,1.3,1.03098867708992
30.8,3.4,2.2,21.2,8.0,47.2,0.0,0.5,14.0,13.0,0.14,0.08,2.0,27.0,0.175,0.05,0.1,0.34,0.9,0.4,4.7,3.0,24.0,8.0,4.5,3.4,1.8,2.4,0.27,1.6,0.82377397782211
32.0,7.0,2.2,9.2,17.6,28.0,0.0,0.51,14.0,31.0,0.14,0.01,2.0,20.0,0.14,0.01,0.1,0.4,1.6,1.0,4.9,2.6,4.0,13.0,0.7,1.2,1.1,4.7,0.74,2.3,0.542872161735966
14.0,1.0,4.6,6.8,12.8,29.2,0.0,0.51,14.0,28.0,0.14,0.09,2.0,30.0,0.175,0.1,0.1,0.39,1.0,2.0,4.0,4.5,30.0,13.0,4.8,0.5,2.0,0.9,0.9,3.7,0.251186471726602
29.6,2.2,2.2,23.6,11.6,23.2,0.0,0.5,14.0,33.0,0.175,0.05,2.0,15.0,0.105,0.04,0.1,0.33,0.8,0.8,3.8,3.7,7.0,2.0,3.3,2.6,3.9,2.9,0.23,1.3,0.169798492744556
29.6,1.0,2.2,10.4,9.2,47.2,0.0,0.51,14.0,17.0,0.105,0.06,2.0,9.0,0.175,0.01,0.1,0.46,0.5,0.3,4.0,2.6,8.0,26.0,1.1,2.7,0.2,4.6,0.11,2.1,0.892878553221987
11.6,13.0,5.8,14.0,17.6,41.2,0.0,0.5,14.0,19.0,0.175,0.08,2.0,23.0,0.035,0.02,0.1,0.3,1.6,1.9,3.7,4.0,1.0,0.0,3.0,4.0,0.5,2.1,0.29,3.0,0.740390617338149
10.4,7.0,7.0,3.2,11.6,35.2,0.0,0.51,14.0,22.0,0.105,0.08,2.0,35.0,0.105,0.04,0.1,0.43,1.2,1.0,3.3,2.6,6.0,10.0,2.3,0.4,2.3,1.7,0.36,1.1,0.232489621975641
5.6,2.2,11.8,24.8,6.8,28.0,0.0,0.51,14.0,28.0,0.07,0.02,2.0,34.0,0.07,0.02,0.1,0.4,0.7,3.2,3.2,3.0,3.0,1.0,4.4,4.8,0.1,4.7,0.51,2.8,0.571272872415752
15.2,11.8,4.6,6.8,23.6,14.8,0.0,0.51,14.0,32.0,0.105,0.03,2.0,34.0,0.175,0.08,0.1,0.22,1.8,1.6,4.5,3.7,10.0,22.0,1.9,0.9,1.8,2.8,0.77,3.4,0.788790564666938
10.4,9.4,7.0,10.4,21.2,25.6,0.0,0.5,14.0,22.0,0.175,0.04,2.0,20.0,0.175,0.05,0.1,0.24,1.8,1.7,4.3,5.0,20.0,26.0,5.0,0.8,3.1,0.6,0.78,2.4,0.421849514883408
18.8,1.0,3.4,11.6,16.4,20.8,0.0,0.5,14.0,16.0,0.035,0.01,2.0,22.0,0.14,0.1,0.1,0.3,1.5,0.9,4.2,4.7,13.0,17.0,1.3,4.9,0.2,0.4,0.53,4.0,0.465552957373264
15.2,2.2,4.6,6.8,21.2,34.0,0.0,0.5,14.0,35.0,0.175,0.04,2.0,9.0,0.175,0.09,0.1,0.31,2.1,3.6,4.7,2.6,20.0,8.0,0.1,3.8,3.1,4.0,1.37,2.4,0.60982435806685
15.2,2.2,4.6,6.8,21.2,34.0,0.0,0.5,14.0,35.0,0.175,0.04,2.0,9.0,0.175,0.09,0.1,0.31,2.1,3.6,4.7,2.6,20.0,8.0,0.1,3.8,3.1,4.0,1.37,2.4,0.60982435806685
15.2,2.2,4.6,6.8,21.2,34.0,0.0,0.5,14.0,35.0,0.175,0.04,2.0,9.0,0.175,0.09,0.1,0.31,2.1,3.6,4.7,2.6,20.0,8.0,0.1,3.8,3.1,4.0,1.37,2.4,0.60982435806685
21.2,7.0,3.4,24.8,5.6,30.4,0.0,0.5,14.0,16.0,0.105,0.02,2.0,17.0,0.14,0.03,0.1,0.5,0.6,0.6,1.6,1.3,13.0,12.0,4.7,1.8,4.2,1.3,0.13,1.0,0.177001280375045
20.0,2.2,3.4,26.0,22.4,31.6,0.0,0.5,14.0,20.0,0.175,0.06,2.0,12.0,0.07,0.06,0.1,0.5,2.7,0.5,4.5,4.3,28.0,13.0,0.7,1.5,2.7,1.1,0.19,4.1,1.78225964481717
33.2,9.4,2.2,17.6,23.6,48.4,0.0,0.5,14.0,27.0,0.175,0.08,2.0,19.0,0.175,0.09,0.1,0.38,1.8,3.3,4.6,4.1,2.0,19.0,0.9,2.7,4.3,2.4,0.47,3.6,0.502332414303721
33.2,9.4,2.2,17.6,23.6,48.4,0.0,0.5,14.0,27.0,0.175,0.08,2.0,19.0,0.175,0.09,0.1,0.38,1.8,3.3,4.6,4.1,2.0,19.0,0.9,2.7,4.3,2.4,0.47,3.6,0.502332414303721
33.2,9.4,2.2,17.6,23.6,48.4,0.0,0.5,14.0,27.0,0.175,0.08,2.0,19.0,0.175,0.09,0.1,0.38,1.8,3.3,4.6,4.1,2.0,19.0,0.9,2.7,4.3,2.4,0.47,3.6,0.502332414303721
6.8,2.2,10.6,17.6,5.6,7.6,0.0,0.5,14.0,25.0,0.105,0.01,2.0,16.0,0.035,0.01,0.1,0.45,0.7,2.9,2.9,1.6,5.0,7.0,1.3,0.7,2.1,5.0,0.23,1.2,0.120554088950471
10.4,8.2,7.0,22.4,23.6,11.2,0.0,0.5,14.0,18.0,0.14,0.09,2.0,8.0,0.07,0.01,0.1,0.13,2.0,1.2,4.4,3.3,9.0,11.0,2.2,0.8,3.1,1.8,0.72,2.7,0.525461276084297
32.0,8.2,2.2,26.0,26.0,53.2,0.0,0.5,14.0,34.0,0.105,0.02,2.0,19.0,0.175,0.04,0.1,0.3,1.7,2.9,4.7,4.4,22.0,28.0,0.8,1.3,4.4,4.5,1.68,4.3,0.51253337090404
12.8,8.2,5.8,21.2,3.2,31.6,0.0,0.51,14.0,27.0,0.14,0.07,2.0,27.0,0.175,0.09,0.1,0.45,0.4,1.1,1.4,1.6,19.0,26.0,1.2,4.5,4.4,1.7,0.23,1.2,0.292354377367215
32.0,1.0,2.2,15.2,15.2,47.2,0.0,0.5,14.0,32.0,0.14,0.07,2.0,8.0,0.035,0.03,0.1,0.41,0.9,2.2,3.1,3.2,3.0,5.0,2.7,0.6,2.0,4.7,0.23,1.8,0.177323687317593
6.8,8.2,10.6,10.4,20.0,31.6,0.0,0.51,14.0,24.0,0.105,0.01,2.0,22.0,0.14,0.09,0.1,0.31,1.8,1.9,4.3,4.3,30.0,10.0,2.6,1.6,2.0,2.5,1.21,2.6,0.385841008242522
10.4,5.8,7.0,10.4,11.6,4.0,0.0,0.51,14.0,27.0,0.175,0.08,2.0,30.0,0.175,0.03,0.1,0.39,0.8,3.2,3.9,3.7,10.0,4.0,1.8,0.7,0.7,0.7,0.33,1.0,0.166830149105609
12.8,10.6,5.8,6.8,4.4,14.8,0.0,0.51,14.0,34.0,0.105,0.05,2.0,12.0,0.105,0.01,0.1,0.45,0.5,1.6,2.0,4.8,2.0,15.0,4.0,4.3,2.6,0.6,0.32,1.4,0.298913452912532
11.6,7.0,5.8,17.6,15.2,47.2,0.0,0.5,14.0,25.0,0.14,0.07,2.0,17.0,0.175,0.01,0.1,0.37,0.8,2.7,3.5,3.1,19.0,8.0,4.5,0.9,0.2,1.2,0.36,1.4,0.242880247007295
6.8,3.4,10.6,12.8,8.0,18.4,0.0,0.51,14.0,27.0,0.14,0.03,2.0,26.0,0.14,0.03,0.1,0.44,0.8,1.9,4.9,2.4,17.0,7.0,2.5,2.7,0.8,3.9,0.51,1.1,0.180342377206695
32.0,4.6,2.2,8.0,6.8,29.2,0.0,0.5,14.0,16.0,0.105,0.03,2.0,24.0,0.07,0.01,0.1,0.24,0.9,0.7,2.8,2.6,19.0,21.0,0.4,4.6,4.3,4.1,0.18,1.4,0.510426674306855
21.2,5.8,3.4,26.0,26.0,35.2,0.0,0.5,14.0,32.0,0.14,0.08,2.0,24.0,0.07,0.01,0.1,0.11,3.3,3.5,4.4,3.6,8.0,12.0,2.3,2.9,1.9,1.6,1.59,3.4,0.610630122241453
15.2,4.6,4.6,26.0,8.0,22.0,0.0,0.51,14.0,21.0,0.07,0.05,2.0,26.0,0.14,0.02,0.1,0.24,0.5,2.6,2.1,2.7,21.0,10.0,3.0,4.0,3.6,1.6,0.32,1.9,0.744626042557316
21.2,9.4,3.4,10.4,12.8,48.4,0.0,0.5,14.0,31.0,0.07,0.04,2.0,19.0,0.14,0.01,0.1,0.23,1.5,1.1,3.0,4.7,12.0,3.0,4.3,2.9,3.8,0.1,0.61,1.1,0.473687952021091
11.6,1.0,5.8,16.4,10.4,26.8,0.0,0.5,14.0,30.0,0.14,0.04,2.0,34.0,0.14,0.05,0.1,0.37,1.0,2.7,5.0,4.3,17.0,6.0,2.5,3.7,2.3,3.6,0.95,2.4,1.61942002942109
10.4,11.8,7.0,15.2,3.2,5.2,0.0,0.51,14.0,25.0,0.14,0.1,2.0,15.0,0.07,0.06,0.1,0.27,0.2,0.8,2.0,3.9,14.0,7.0,1.4,0.6,4.2,1.5,0.19,1.0,0.336832975491126
21.2,2.2,3.4,4.4,12.8,47.2,0.0,0.5,14.0,20.0,0.035,0.03,2.0,31.0,0.175,0.01,0.1,0.27,1.4,1.8,4.3,3.9,18.0,11.0,0.3,1.5,3.6,2.5,0.31,1.6,1.36528408607186
5.6,2.2,13.0,8.0,16.4,26.8,0.0,0.51,14.0,27.0,0.105,0.1,2.0,17.0,0.07,0.01,0.1,0.28,0.9,2.4,3.9,3.0,5.0,5.0,2.1,2.6,1.5,2.9,0.15,1.2,0.156404132245154
32.0,13.0,2.2,9.2,17.6,50.8,0.0,0.5,14.0,29.0,0.175,0.02,2.0,9.0,0.035,0.01,0.1,0.27,1.8,2.1,3.8,4.1,12.0,0.0,0.3,1.1,3.8,4.1,1.27,3.3,0.746988801983205
32.0,13.0,2.2,9.2,17.6,50.8,0.0,0.5,14.0,29.0,0.175,0.02,2.0,9.0,0.035,0.01,0.1,0.27,1.8,2.1,3.8,4.1,12.0,0.0,0.3,1.1,3.8,4.1,1.27,3.3,0.746988801983205
32.0,13.0,2.2,9.2,17.6,50.8,0.0,0.5,14.0,29.0,0.175,0.02,2.0,9.0,0.035,0.01,0.1,0.27,1.8,2.1,3.8,4.1,12.0,0.0,0.3,1.1,3.8,4.1,1.27,3.3,0.746988801983205
5.6,7.0,13.0,4.4,8.0,32.8,0.0,0.51,14.0,19.0,0.105,0.05,2.0,27.0,0.105,0.1,0.1,0.38,0.7,2.3,4.7,4.1,30.0,25.0,3.6,2.4,2.9,4.2,0.55,1.9,0.55572625165219
